ExplainedVariance,MaxReturn,AverageReturn,Time,Iteration,PolicyExecTime,StdReturn,LossBefore,MeanKL,MinReturn,LossAfter,AverageDiscountedReturn,dLoss,EnvExecTime,ItrTime,ProcessExecTime,MeanKLBefore,AbsLearnSignal,NumTrajs,Perplexity,AveragePolicyStd,Entropy
0.2346449386834658,-28.04787689105615,-392.2442741025427,11.04317307472229,10,0.4705512523651123,205.0020690345814,-3.7509316e-09,0.006234597,-644.8548865904119,-0.039615918,-202.53914134452097,0.039615914,0.24259352684020996,0.9351723194122314,0.017082691192626953,0.0,0.432625177647676,11,17.590033,1.0149047,2.8673325
0.7736036487537299,-85.94820418918354,-442.18788477655215,12.043178796768188,11,0.5036401748657227,230.46518163851766,1.1910295e-08,0.007207366,-728.0365420979563,-0.02876247,-224.88400839494156,0.028762482,0.2663149833679199,0.9961287975311279,0.018176555633544922,0.0,0.7421001530585783,12,17.664656,1.0170175,2.8715658
-2.193415186348243,-33.25777549043441,-319.91186334268826,12.986350774765015,12,0.4674720764160156,208.08575731068143,6.0654433e-09,0.007772415,-624.6620762980843,-0.042874366,-172.13183421992912,0.042874373,0.24442744255065918,0.9386892318725586,0.017326831817626953,0.0,0.21295078728284556,12,17.678045,1.0174041,2.8723235
0.7556282301183692,-148.87599957312256,-396.17766452820615,13.959109544754028,13,0.4779534339904785,165.02952860708527,-0.0,0.00838297,-776.1586886008971,-0.043335527,-202.40381006875566,0.043335527,0.254500150680542,0.9680886268615723,0.017116546630859375,0.0,0.7500150489848617,11,17.670849,1.0171895,2.8719163
-2.1880704171630754,-64.5355451677288,-286.2097006253137,14.8979332447052,14,0.4609487056732178,138.88902820216546,4.6384938e-10,0.009321069,-614.0921398676846,-0.032002553,-161.98601386407395,0.032002553,0.23122739791870117,0.934666633605957,0.01682138442993164,0.0,0.47146270588215494,13,17.356743,1.0081176,2.853981
0.28150652174141044,-69.04145440798436,-244.71922246350343,15.802683353424072,15,0.4563181400299072,118.20705816356256,1.8428489e-09,0.009597951,-458.34156540214764,-0.037043806,-136.43163085671083,0.037043806,0.22545981407165527,0.9005370140075684,0.01610732078552246,0.0,0.815990648114653,12,17.92167,1.0243589,2.8860106
0.09621797497952311,-89.25189943129864,-258.8209975217564,16.704657077789307,16,0.4549078941345215,96.63831102980888,-1.1121567e-08,0.0070537035,-434.01851941961837,-0.03169541,-144.9661496692939,0.0316954,0.2202305793762207,0.8976426124572754,0.016155242919921875,0.0,0.7419057956478693,12,17.3591,1.0083425,2.854117
-0.4153907238576062,-44.76043587203424,-253.66984158402377,17.58594846725464,17,0.44295501708984375,164.00629748615404,1.5077855e-08,0.009013869,-505.66627090039736,-0.055408884,-128.1989957848069,0.0554089,0.21601414680480957,0.8767085075378418,0.015581369400024414,0.0,0.6965193226773205,12,17.4278,1.010327,2.8580666
0.6103871515581085,-80.07375670798983,-237.4952156049538,18.473554134368896,18,0.43860578536987305,116.26545458826428,7.57636e-09,0.0071957908,-436.96539169915786,-0.025505329,-129.43103820067384,0.025505336,0.2102954387664795,0.8834218978881836,0.015368223190307617,0.0,0.7359347502907775,12,17.486404,1.0120965,2.8614237
-5.139440498738459,-114.61702267635205,-185.39849623187916,19.430859327316284,19,0.47452306747436523,75.66953848214091,-2.1715545e-08,0.006612278,-312.72574669168955,-0.034168493,-106.24179887083079,0.03416847,0.22838163375854492,0.952470064163208,0.016713857650756836,0.0,0.3896637233865543,13,17.836332,1.0224271,2.8812375
-0.508680631474576,-53.43714143083302,-184.14080052499423,20.354068994522095,20,0.4619283676147461,110.49187254979465,-1.4615698e-08,0.008533198,-373.2933264354578,-0.07012292,-106.4202739583658,0.070122905,0.22441601753234863,0.918785810470581,0.016289234161376953,0.0,0.6092850023231889,12,17.866758,1.0232185,2.882942
-1.4066815916520667,-63.2579570581049,-210.35758485350797,21.357352256774902,21,0.49752283096313477,158.34607973244923,-1.7060363e-09,0.0066833287,-507.2619500354709,-0.03678421,-106.92407557023216,0.03678421,0.2478160858154297,0.9656429290771484,0.01723456382751465,0.0,0.5627747456969221,12,17.942068,1.0256182,2.8871481
-2.11686897831471,-101.24094735650564,-198.99839875465668,22.282219409942627,22,0.46088075637817383,103.10739375528784,3.765743e-09,0.0095388265,-439.97272726045236,-0.034990914,-105.02024541092591,0.034990918,0.2250359058380127,0.9208700656890869,0.016710519790649414,0.0,0.6623485984806337,11,18.034193,1.0282054,2.8922696
-4.406929675441204,-59.72629150700364,-132.2299414337885,23.14545702934265,23,0.4303867816925049,61.82944729214506,1.5049284e-08,0.006582589,-252.86336760259312,-0.026047178,-77.31749627427835,0.026047193,0.20946574211120605,0.8590037822723389,0.015335798263549805,0.0,0.4566389463345604,13,17.694618,1.0184238,2.8732605
-14.96880406124388,30.585863412768333,-175.32574036545282,24.15874433517456,24,0.4826831817626953,142.2380444795608,6.8486488e-09,0.0068515968,-413.6634766406302,-0.03166031,-82.9312805554242,0.03166032,0.2835524082183838,1.0089280605316162,0.017153501510620117,0.0,0.33150532088682677,11,17.654058,1.0172077,2.8709657
0.6116927237595629,-38.75237904144441,-167.79789412519705,25.095176219940186,25,0.4606318473815918,132.75797322043604,-1.5228332e-08,0.0065002125,-425.4454082377769,-0.01896161,-73.97232599105028,0.018961595,0.2511634826660156,0.9323539733886719,0.016003847122192383,0.0,0.7856243404691803,10,17.330145,1.0081096,2.8524475
-0.6105811464785786,-68.75452403968129,-157.27061528009608,26.038738012313843,26,0.48055291175842285,82.80870476350323,1.4476197e-08,0.00700975,-384.5221838114756,-0.043921392,-79.33304407745787,0.043921407,0.23486900329589844,0.939084529876709,0.01686263084411621,0.0,0.6368908904517837,12,17.16357,1.00271,2.8427892
-0.4949394498550863,-51.939121470786446,-173.05683406703403,26.981433629989624,27,0.47174501419067383,83.12096543008431,-1.0930365e-08,0.008047452,-320.60324931185926,-0.057014305,-87.96012762651277,0.057014294,0.22125959396362305,0.938589334487915,0.015957117080688477,0.0,0.4886414118620877,11,17.148846,1.0023383,2.8419309
-1.4185571739453198,-65.41640432559633,-157.98338440061727,27.914470195770264,28,0.46565866470336914,71.53172980985886,1.1143225e-08,0.006993502,-316.9032585978523,-0.038441487,-75.84629904625469,0.038441498,0.2396683692932129,0.9286537170410156,0.016191482543945312,0.0,0.562002085613411,11,17.305113,1.006743,2.851002
0.10296515646574433,11.209763884826003,-109.32424370026496,28.803791761398315,29,0.44345641136169434,60.456327330442186,-0.0,0.008817567,-200.85313696388533,-0.028127095,-58.45510627429325,0.028127095,0.22039008140563965,0.885023832321167,0.015494585037231445,0.0,0.7708565681487506,12,16.998264,0.9977907,2.8331113
-5.105734475176032,-91.51304715407795,-162.1371465506683,29.78081965446472,30,0.4826469421386719,69.37090510460332,-5.42374e-09,0.0097331265,-269.41558404142336,-0.037536506,-80.58732543823852,0.037536502,0.24932098388671875,0.9703495502471924,0.01687765121459961,0.0,0.44599732287781246,11,17.302069,1.0064986,2.850826
0.12038270215482694,-55.558293016079375,-127.4082666183251,30.749247074127197,31,0.48442697525024414,50.563026305137605,-1.7183321e-09,0.009095304,-206.9412607464564,-0.034081817,-67.66643940040615,0.034081817,0.24794244766235352,0.963604211807251,0.017095088958740234,0.0,0.5688249932328556,12,17.345716,1.0077674,2.8533456
-0.6856857029414172,-22.02135915927262,-126.1992970876552,31.750767707824707,32,0.4667551517486572,66.20806087542879,-7.42159e-09,0.0067036767,-265.0880290415109,-0.040833667,-61.27461154448196,0.04083366,0.26545214653015137,0.9640614986419678,0.017176151275634766,0.0,0.6133551090218945,10,17.348724,1.0078532,2.853519
-0.7191184518336173,-23.729743051070216,-128.3877734669944,32.68453598022461,33,0.47394490242004395,82.17692713550386,-3.51585e-09,0.009902458,-367.43858429374785,-0.019606372,-64.87390975481303,0.019606369,0.23397159576416016,0.9294867515563965,0.01678466796875,0.0,0.42722385588354056,12,17.909285,1.0240114,2.8853192
-0.3165078288795029,45.9314286247527,-119.90894357386874,33.614702224731445,34,0.4593660831451416,73.56891992707156,7.4143776e-09,0.007342943,-257.84157218675057,-0.002770308,-56.13351137445145,0.0027703154,0.2344670295715332,0.9255077838897705,0.016613006591796875,0.0,0.5143476818536303,11,17.863583,1.0227207,2.882764
0.37847242471993603,-58.4044518561061,-148.23780904860106,34.53955578804016,35,0.4625124931335449,115.50566820190883,1.8499987e-09,0.007065362,-500.09916532696167,-0.020450573,-71.96437359872925,0.020450575,0.23039960861206055,0.9203617572784424,0.01603841781616211,0.0,0.5601808453547128,11,17.559528,1.0140004,2.8655968
-1.0323425721303954,-55.60996001468989,-113.65839458017604,35.43853974342346,36,0.45001697540283203,37.80044474200992,-1.8959728e-08,0.0067843697,-179.29292980342728,-0.05410125,-56.229759061768675,0.054101232,0.22280001640319824,0.8943018913269043,0.015744447708129883,0.0,0.6418144124596518,10,17.1055,1.0007626,2.8394
-0.21261747368999018,-48.41395356818106,-143.24817346082955,36.341853618621826,37,0.448946475982666,92.91317248954282,3.7509316e-09,0.009668856,-416.41403629530555,-0.05845919,-70.23354602711298,0.058459193,0.22550344467163086,0.8991208076477051,0.015788555145263672,0.0,0.521375379314668,11,16.976023,0.99697256,2.831802
-0.06611059085397342,-39.48014589342906,-114.06041191379228,37.2240571975708,38,0.4360065460205078,42.71519569283471,-0.0,0.008579097,-219.5612212697883,-0.06168595,-57.861632426270305,0.06168595,0.21577811241149902,0.8782448768615723,0.015548944473266602,0.0,0.5743191459471652,11,16.850132,0.9932646,2.8243585
0.16407577964099462,-31.3103541836403,-80.78630757989694,38.18164777755737,39,0.47576141357421875,26.195270798950588,-1.6317621e-08,0.006455032,-124.18036481955829,-0.01580524,-41.24134349883741,0.015805224,0.23789691925048828,0.9516935348510742,0.016967296600341797,0.0,0.7231162493149885,12,16.85247,0.99333256,2.8244972
0.006402479471989353,-71.86790823011785,-118.7249544631316,39.093406438827515,40,0.4632887840270996,79.3064659065447,5.539251e-09,0.009265721,-374.7950622341627,-0.03585049,-55.95248886374663,0.035850495,0.2224874496459961,0.9071171283721924,0.01606917381286621,0.0,0.5030223209642938,12,17.294806,1.0063245,2.8504062
-4.970318087401779,15.14454112655389,-99.00754654478345,40.03254175186157,41,0.46750974655151367,53.009156973569354,-5.005226e-08,0.0066629853,-178.354896473468,-0.022222307,-51.18682400554612,0.022222256,0.23633670806884766,0.934351921081543,0.016456127166748047,0.0,0.45005421636805854,11,17.341623,1.0077219,2.8531096
-0.5062145538700746,-35.79656507010449,-105.73065489685119,40.947484731674194,42,0.4590752124786377,83.83995926561859,-3.7180286e-09,0.009373637,-349.9576587701109,-0.029142406,-45.8700875672078,0.029142402,0.22980022430419922,0.9108078479766846,0.015972614288330078,0.0,0.502585865844057,11,17.562323,1.0141925,2.8657558
0.19859572713067541,-36.63958182879507,-73.42144800587275,41.91644763946533,43,0.47652721405029297,23.487361457175307,-3.571814e-09,0.007030694,-127.25319153692152,-0.022111269,-36.38371566706027,0.022111265,0.23348236083984375,0.9321146011352539,0.016800642013549805,0.0,0.7682118855868312,13,17.345493,1.0077701,2.8533328
-0.3758061105312218,-49.49677400008218,-86.53255733163587,42.89362931251526,44,0.4910154342651367,25.105382798445632,3.427401e-09,0.006631584,-139.254088379396,-0.025101354,-40.67333143907052,0.025101358,0.2515604496002197,0.970557689666748,0.017642498016357422,0.0,0.6310332120652181,12,17.081646,1.0000641,2.8380046
-0.04995481633475518,-30.069767718919124,-84.70759114080847,43.8338725566864,45,0.46201586723327637,43.23040927905016,3.657428e-09,0.008822879,-169.83449133741854,-0.054794755,-37.78620423587602,0.05479476,0.22585749626159668,0.9353690147399902,0.01606464385986328,0.0,0.4133180238510978,12,17.186884,1.0031404,2.8441465
-0.26330488081187586,-41.567515431062205,-102.38914751634606,44.798173666000366,46,0.4746229648590088,61.906420985899516,-3.5618088e-09,0.00918164,-226.34948490620883,-0.029775303,-40.09355295496419,0.0297753,0.2530059814453125,0.9597346782684326,0.01721668243408203,0.0,0.5448938394260051,11,17.154984,1.0022084,2.8422887
-0.03696649453852485,-49.56721590189272,-74.94179604979107,45.754918575286865,47,0.479644775390625,14.203147337532512,-2.1881629e-08,0.009927231,-94.2181338833744,-0.025322177,-37.75263706016628,0.025322154,0.2431473731994629,0.9519779682159424,0.0168001651763916,0.0,0.6966765217616737,12,17.087898,1.0002655,2.8383706
0.38939551671161476,-22.67743626687823,-59.65159636832505,46.68481135368347,48,0.459827184677124,22.141878370686925,-0.0,0.009701048,-93.3859212066591,-0.032637093,-24.622588190194175,0.032637093,0.24218463897705078,0.9251079559326172,0.016060829162597656,0.0,0.6493452219585168,11,17.17412,1.0028205,2.8434036
-35394.79896854544,108.15672390704624,-50.10213946460089,48.68634104728699,49,0.7663288116455078,72.79922940285005,8.062464e-09,0.0064802365,-156.4101777088751,-0.006514564,-14.218838071802866,0.006514572,0.994086503982544,1.9966845512390137,0.025258541107177734,0.0,0.5011495134320444,7,17.236471,1.0048634,2.8470275
-4.063038278617554,-47.74587317318563,-74.75092857859455,49.65679669380188,50,0.48331284523010254,35.18500345590635,7.163751e-09,0.009299136,-184.9140599904198,-0.050124455,-30.63684048090633,0.050124463,0.25734734535217285,0.9662399291992188,0.01740860939025879,0.0,0.49431046365639825,12,17.308542,1.0067289,2.8512
0.6889227284936679,-38.445454375519155,-64.17952416748612,50.57141065597534,51,0.44502925872802734,22.754775589320193,-1.142125e-08,0.0073807156,-113.41572497254995,-0.022352317,-25.952546582077126,0.022352306,0.2283022403717041,0.9103586673736572,0.015954017639160156,0.0,0.7962205855603323,11,17.301388,1.0065007,2.8507867
-10.356925642411529,-34.81722470941385,-97.1757058750624,51.564183473587036,52,0.48304104804992676,64.79106081552027,-5.3228333e-09,0.006445289,-266.2370808881575,-0.0071018236,-29.11591800538824,0.0071018185,0.28323936462402344,0.9886865615844727,0.016436100006103516,0.0,0.36509070454898285,9,18.066095,1.0285317,2.894037
0.4043744137632822,-9.1062255624623,-53.64944885256576,52.532981395721436,53,0.4539034366607666,23.95523307971733,-0.0,0.006539581,-87.4606812693531,-0.024820333,-20.645603753407226,0.024820333,0.24491548538208008,0.9313929080963135,0.01601719856262207,0.0,0.7100827755104828,10,17.911142,1.0242772,2.885423
-0.29012017094576104,-40.40349466690836,-69.66496385141764,53.463308334350586,54,0.4581422805786133,22.235333228756552,-0.0,0.0071191704,-121.87669269298512,-0.024326868,-29.416269073668,0.024326868,0.24453353881835938,0.9258959293365479,0.01648259162902832,0.0,0.657905439761166,11,18.078758,1.028842,2.8947377
0.1991242197890597,3.974180551588873,-66.91068245237406,54.46394968032837,55,0.4890458583831787,59.568901102693296,-1.7563062e-08,0.006994883,-181.90945522385823,-0.064168155,-19.69518190214185,0.06416814,0.27920031547546387,0.9962260723114014,0.01714158058166504,0.0,0.46055732779394776,10,17.891253,1.0235962,2.884312
0.05681260034682323,23.53448216047225,-64.60025622211475,55.58378267288208,56,0.5218608379364014,67.41614239642428,6.6055366e-09,0.00675602,-239.214616949916,-0.04798447,-16.864002721512826,0.047984477,0.3271486759185791,1.115417242050171,0.01941514015197754,0.0,0.5814070618609586,10,17.890083,1.0234984,2.8842466
-0.84711179418326,-1.2694633374666608,-40.26273848096341,56.66419053077698,57,0.5264959335327148,26.916350088605512,-1.5582914e-09,0.007910982,-91.84859505637979,-0.03078227,-11.347949053010325,0.030782267,0.31634020805358887,1.0767078399658203,0.018555402755737305,0.0,0.5160891558374473,11,18.065578,1.028512,2.8940084
0.5385133462499649,-9.18257827287529,-41.278845227248276,57.621737003326416,58,0.4650764465332031,19.846824481619453,7.0839317e-09,0.0069836304,-88.07359644639618,-0.05483487,-13.847040039283183,0.054834876,0.25766944885253906,0.9531197547912598,0.01639556884765625,0.0,0.6362884852861757,10,17.942846,1.0250783,2.8871915
0.2709226653995692,37.69059481513335,-34.87558087111769,58.62706971168518,59,0.4910008907318115,39.44575763736357,-1.7386952e-08,0.0065814788,-95.90804590689596,-0.020881116,-11.241964521365338,0.0208811,0.2860593795776367,1.000898838043213,0.017174482345581055,0.0,0.6559979610541208,10,17.920206,1.024428,2.8859289
0.3531631102943956,6.492039943232086,-41.38266274848005,59.5985426902771,60,0.47420787811279297,32.659090482997286,-0.0,0.008942005,-104.2759803186923,-0.037360143,-13.691767811148768,0.037360143,0.2651505470275879,0.9673418998718262,0.016502857208251953,0.0,0.6769923262775196,10,18.071596,1.0289202,2.8943415
0.451269374546611,4.830333659793169,-52.40517717042471,60.61987352371216,61,0.49700164794921875,32.527626296622586,-6.8486488e-09,0.0063726027,-118.9595184331746,-0.021095391,-17.75063590897747,0.021095384,0.28070664405822754,1.0159473419189453,0.017520427703857422,0.0,0.7766903312557069,11,18.226288,1.0342296,2.902865
0.2658770973509711,-14.212493223190492,-51.42156127873211,61.586912393569946,62,0.4651000499725342,27.168252638020146,-1.864466e-09,0.009564076,-99.74866888762253,-0.022979334,-17.90904555883637,0.022979332,0.2746748924255371,0.9624130725860596,0.01680302619934082,0.0,0.7796784194631717,9,17.773256,1.021213,2.8776948
0.7867372007914726,11.60987444538327,-53.163945043668896,62.636672496795654,63,0.48862457275390625,113.50133880171045,-7.11034e-09,0.008896417,-369.9681641635872,-0.028958678,-3.109915780399066,0.02895867,0.32686877250671387,1.0450870990753174,0.01684427261352539,0.0,0.7005248707412496,9,18.153896,1.0328779,2.8988853
0.6618173176892572,7.850443883552174,-30.45987387262901,63.65159606933594,64,0.47895240783691406,24.19750532342024,3.5919936e-09,0.0072703324,-73.08696915576408,-0.035179343,-7.89390336702472,0.035179347,0.2784719467163086,0.9782075881958008,0.01643538475036621,0.0,0.7572741255994659,10,18.02028,1.0291008,2.8914979
0.4685963037115166,8.30940063100698,-33.79994224333783,64.66379499435425,65,0.49047327041625977,22.450341954406717,-1.7261074e-09,0.009746377,-61.929415545338,-0.024836604,-7.677982109514581,0.024836602,0.2927706241607666,1.0077931880950928,0.017098665237426758,0.0,0.6878609993328202,10,17.949928,1.0273957,2.887586
0.6972168903957014,5.724567528012145,-47.87878523979371,65.71376180648804,66,0.4943501949310303,83.5972104561681,1.6487546e-08,0.009304416,-265.4135095603139,-0.043738917,1.6802101470021227,0.04373893,0.3347136974334717,1.045872449874878,0.01720452308654785,0.0,0.6303722740975516,8,17.598452,1.017416,2.867811
-75437.01223578992,103.50215151173434,1.4468867251176551,67.459303855896,67,0.5629105567932129,72.41726634757686,3.15525e-09,0.0069160108,-56.992418548451745,-0.031744767,-0.8405332311813231,0.03174477,0.9536232948303223,1.741569995880127,0.018323421478271484,0.0,0.5275799681445947,3,17.86526,1.024299,2.882858
-1.1013608904331362,17.48461906576533,-62.04965515611198,68.43455767631531,68,0.46395254135131836,72.06111310591987,-1.521315e-08,0.007312279,-221.34729334683814,-0.026788592,-9.954671337259638,0.026788577,0.27895426750183105,0.9708325862884521,0.016323566436767578,0.0,0.5648965018247741,8,17.875076,1.024829,2.8834074
-61.58689028479124,10.837023639193674,-52.40566170634667,69.54681348800659,69,0.4948878288269043,83.50437578286704,-8.709354e-09,0.0069374293,-246.30088305919875,-0.04073871,0.5413576869889655,0.0407387,0.3904836177825928,1.1077752113342285,0.016431093215942383,0.0,0.37815559961758727,7,17.786312,1.022192,2.8784292
-1.8595352891849504,6.538912354971032,-199.34177760054234,71.21454977989197,70,0.6917762756347656,248.99957703977452,-1.4100023e-08,0.0073113726,-602.2661182865759,-0.02162898,0.4574121202129829,0.021628965,0.7300159931182861,1.6631197929382324,0.02241349220275879,0.0,0.48174778941580665,7,17.762373,1.0211024,2.8770823
-4.115362763575459,-29.244122686340276,-84.14941496735455,72.19087195396423,71,0.44246578216552734,81.3482272399499,1.503329e-08,0.0067378264,-292.5902767167771,-0.028939007,-19.605710286479436,0.028939022,0.30959010124206543,0.9718091487884521,0.015456914901733398,0.0,0.7357677417791394,8,17.506895,1.0140597,2.8625948
0.5814751700058355,54.56867734184161,-14.12411307270472,73.23296189308167,72,0.5025711059570312,44.6016291260631,-1.0227071e-08,0.009418377,-82.36302060585072,-0.028725319,1.2810564052822802,0.02872531,0.3105041980743408,1.0376884937286377,0.018280029296875,0.0,0.8224028383637195,9,17.38033,1.0117207,2.855339
-0.4426881400981981,29.8088541172728,-82.4227163204962,74.29549860954285,73,0.4845240116119385,136.61903271483513,-8.765389e-09,0.0066819824,-422.7822304895398,-0.030730661,-13.552720918830955,0.030730652,0.3187837600708008,1.0252878665924072,0.016829967498779297,0.0,0.44427888656446135,8,17.394133,1.0138354,2.856133
-0.31006682765098215,39.583617543804195,-176.93145276342844,75.55832695960999,74,0.5734543800354004,225.43288782239253,1.2043243e-08,0.00955695,-600.2599477591532,-0.042766497,-11.038759749427689,0.042766508,0.458498477935791,1.258561134338379,0.019319772720336914,0.0,0.5553292646688219,7,17.469795,1.0156603,2.8604734
-0.31617556024757687,36.67671360926599,-80.97707968554724,76.67045283317566,75,0.5080106258392334,154.4929866493316,-0.0,0.009880543,-470.0485224159074,-0.03085929,-1.2555591001121567,0.03085929,0.3767075538635254,1.107332468032837,0.0172882080078125,0.0,0.588620045647506,8,17.64131,1.0213016,2.8702433
0.6458429302853294,6.596864596682494,-37.63501062803093,77.65276765823364,76,0.4654688835144043,49.89705449865471,-1.1208709e-08,0.008843507,-171.69868780845033,-0.044346582,-3.1572909516347334,0.04434657,0.2663118839263916,0.9780595302581787,0.015805959701538086,0.0,0.705369961759137,9,17.669598,1.0225424,2.8718455
-4.715616196981353,0.5137708158992353,-131.98349053993613,78.76525068283081,77,0.47855138778686523,185.18349111606983,-1.40893714e-08,0.009666203,-510.3654231319093,-0.031423293,-9.361729318439531,0.03142328,0.36761999130249023,1.1080245971679688,0.016379356384277344,0.0,0.49875739258838864,6,17.662264,1.023025,2.8714304
0.3946733624873203,37.21797313948912,-80.50765716425008,79.84860563278198,78,0.4921247959136963,152.3517906499723,-3.598771e-09,0.009991715,-440.5274889630672,-0.037000123,-4.813503976350077,0.03700012,0.359790563583374,1.0777037143707275,0.0177767276763916,0.0,0.7426973091873346,7,17.627974,1.0200292,2.869487
-0.42461421784269526,27.76136728035138,-55.220043928881296,80.88465118408203,79,0.45676636695861816,90.3912614209723,-0.0,0.00992459,-254.64401634440446,-0.018866718,0.4901214956214425,0.018866718,0.3533899784088135,1.0318284034729004,0.015589475631713867,0.0,0.5505702703042035,7,17.752956,1.0244341,2.876552
0.3158437488385738,15.077439242109946,-71.38840845323966,81.92513799667358,80,0.4608011245727539,96.64565136031972,7.606575e-09,0.0065018167,-255.7961491937097,-0.03546456,2.507434060174962,0.035464566,0.3554091453552246,1.0363500118255615,0.016036510467529297,0.0,0.5318712637339273,7,18.087559,1.0358448,2.8952243
-0.03602122766307825,9.304456803738162,-144.48058807320535,83.1799087524414,81,0.5472679138183594,149.05450499425265,-0.0,0.007007078,-358.68643298948695,-0.021565342,-5.5067768627220675,0.021565342,0.477996826171875,1.2498228549957275,0.018504619598388672,0.0,0.6568943259518144,6,17.828806,1.0283799,2.8808155
0.7965481102506895,5.042220771870376,-83.72614703744172,84.21172952651978,82,0.45539164543151855,147.22181711867117,1.5107712e-08,0.009933071,-408.5417950972311,-0.0441391,2.2236026408582426,0.044139113,0.3522326946258545,1.0271496772766113,0.015571117401123047,0.0,0.7113238428113249,6,17.679174,1.0242612,2.8723874
-4.817897490605747,6.3291134365383925,-143.93956287926778,85.48086404800415,83,0.5054574012756348,154.9887563718556,1.7402816e-09,0.008148372,-349.6764736325957,-0.01750719,9.661769910060958,0.017507192,0.506812572479248,1.2322239875793457,0.017190933227539062,0.0,0.42879552887247074,5,17.394722,1.0150185,2.8561668
-2417.018890454795,117.86931043734864,-28.18459643558632,87.77161836624146,84,0.8684830665588379,93.87968824596462,2.7598292e-08,0.0065976074,-118.06002552829186,-0.008795797,12.679349677354766,0.008795825,1.1773366928100586,2.286133050918579,0.027987241744995117,0.0,0.45887573319682184,4,16.7588,0.9977126,2.8189235
-0.13496393828121267,155.19646633494722,35.36718863822946,89.63295030593872,85,0.6104400157928467,88.80513491417372,2.9825624e-09,0.009450471,-57.108717625558285,-0.035523906,18.41948065979411,0.03552391,1.0126903057098389,1.854123592376709,0.019281625747680664,0.0,0.4746523131351479,3,15.480067,0.9584459,2.7395532
