NumTrajs,Perplexity,ExplainedVariance,MaxReturn,Time,Iteration,Entropy,MinReturn,LossAfter,AverageAbsQ,AverageReturn,AbsLearnSignal,AbsLearnSignalOld,dLoss,AverageDiscountedReturn,MeanKLBefore,StdReturn,MeanKL,LossBefore,AverageAbsY,AverageQ,EnvExecTime,PolicyExecTime,AverageQLoss,AveragePolicyStd,AbsLearnSignalNew,AverageAbsQYDiff,ProcessExecTime,ItrTime,AverageY
1,8.008632,-1.1687086982600632,58.62846699978441,4094.1253843307495,798,2.08052,58.62846699978441,-6.4896173,23.975023,58.62846699978441,0.6171892213775999,0.616841380422708,0.05638933,51.296811742425824,0.0,0.0,0.009776718,-6.433228,24.023305896904706,20.142239,1.5474202632904053,0.4908876419067383,4.930421,0.76016,0.6171892213775999,0.864971184540577,0.014600038528442383,5.353376865386963,20.141700163432816
1,8.086935,0.87600495687455,165.40066049910507,4098.797691345215,799,2.0902498,165.40066049910507,-14.350966,23.756084,165.40066049910507,0.44485874712962087,0.4428580374526036,0.054175377,83.78837307052044,0.0,0.0,0.009708716,-14.296791,23.80476454179204,19.954945,0.8430349826812744,0.48055458068847656,5.4525714,0.76095384,0.44485874712962087,0.8680047793952357,0.015081405639648438,4.663581132888794,19.95602597287226
1,8.199544,0.5496490244803593,120.17937960785547,4103.998831033707,800,2.1040785,120.17937960785547,-13.627727,23.853056,120.17937960785547,0.49708738185564777,0.4973016815106227,0.06013584,43.82964353172575,0.0,0.0,0.009568815,-13.567591,23.893008407593236,19.919973,1.4049952030181885,0.4829378128051758,4.35676,0.7650656,0.49708738185564777,0.834642473690635,0.015282630920410156,5.1606011390686035,19.918489571512666
1,8.354439,-2.2107777118988015,164.1038171667843,4108.623301267624,801,2.122793,164.1038171667843,-27.645657,23.70808,164.1038171667843,0.4895816763600436,0.48958260552279,0.054973602,54.4223205204434,0.0,0.0,0.009835554,-27.590683,23.756028084892357,19.751553,0.7649791240692139,0.4758594036102295,5.02873,0.7698864,0.4895816763600436,0.8613237391990816,0.015019416809082031,4.61938738822937,19.750137232843976
1,8.417282,-4.793905416780492,134.05581952083122,4113.458838224411,802,2.130287,134.05581952083122,-25.978243,23.666576,134.05581952083122,0.6107471159140015,0.6107176369592694,0.05306816,39.23193636127699,0.0,0.0,0.009692046,-25.925175,23.703795369116943,19.803251,0.9684286117553711,0.48459768295288086,3.762475,0.77557,0.6107471159140015,0.8195479900728121,0.014693021774291992,4.827055931091309,19.8014899587351
1,8.690096,-1.4831923304045422,182.87482159057157,4118.0118799209595,803,2.162184,182.87482159057157,-25.358616,23.766592,182.87482159057157,0.4941909025906792,0.4939877179326876,0.05279541,53.28333590820546,0.0,0.0,0.006508529,-25.30582,23.810416661091466,19.798035,0.8007450103759766,0.47507333755493164,5.367866,0.78240544,0.4941909025906792,0.8648220404757476,0.014685392379760742,4.509217023849487,19.79898197186385
1,8.4618225,0.9562973677779464,176.7144131265387,4122.611981391907,804,2.1355646,176.7144131265387,-18.586126,23.784626,176.7144131265387,0.36970934567869007,0.3671069880095562,0.055000305,70.07776476600478,0.0,0.0,0.009984485,-18.531126,23.833272956128855,19.831451,0.70680832862854,0.4825785160064697,5.4686027,0.77162355,0.36970934567869007,0.869652620256384,0.014957666397094727,4.59513258934021,19.830791187037107
1,8.516456,0.7775277844116749,151.95560399701242,4127.134034395218,805,2.1420002,151.95560399701242,-27.91089,23.741405,151.95560399701242,0.5276651514768087,0.5273587502993308,0.056583405,52.475327514310045,0.0,0.0,0.006827345,-27.854307,23.788057918393132,19.752113,0.7448172569274902,0.4773876667022705,5.05144,0.77403975,0.5276651514768087,0.8461475709517908,0.015072822570800781,4.517180442810059,19.75127690848896
1,8.525213,0.9920295849323635,160.79470167415298,4131.64587187767,806,2.143028,160.79470167415298,-26.040483,23.336836,160.79470167415298,0.440399447115093,0.4314144653213823,0.003730774,57.658192519085986,0.0,0.0,0.0064299298,-26.036753,23.382309142203354,19.35528,0.6991593837738037,0.4631388187408447,4.758745,0.78068525,0.440399447115093,0.8501499639350927,0.014871835708618164,4.469606399536133,19.354934801263237
2,8.579464,-1.9052756900672203,174.9125865745263,4137.9669070243835,807,2.1493714,141.7476451942369,-18.65903,23.260551,158.3301158843816,0.7067284427684968,0.7067920826372315,0.02149582,69.14519683354992,0.0,16.582470690144703,0.007268625,-18.637535,23.306443908049918,19.34227,2.069897413253784,0.8886561393737793,4.7698174,0.78392935,0.7067284427684968,0.8343158100150649,0.02835822105407715,6.316152095794678,19.342286537301387
1,8.634761,0.757209921420057,143.88900055961187,4142.583949327469,808,2.155796,143.88900055961187,-26.72992,23.43977,143.88900055961187,0.5662395133784992,0.5650019306346462,0.01197052,52.85661672367805,0.0,0.0,0.009975146,-26.717949,23.47350867888627,19.474321,0.7572813034057617,0.4861001968383789,3.5923178,0.7934082,0.5662395133784992,0.8111784735200168,0.014872550964355469,4.576554298400879,19.472644566032578
