MinReturn,NumTrajs,MeanKL,AbsLearnSignal,MaxReturn,AbsLearnSignalNew,StdReturn,MeanKLBefore,LossAfter,AverageReturn,EnvExecTime,dLoss,AveragePolicyStd,ItrTime,AverageAbsQYDiff,AbsLearnSignalOld,AverageY,AverageDiscountedReturn,AverageQ,AverageAbsQ,ExplainedVariance,PolicyExecTime,Iteration,Perplexity,LossBefore,Time,AverageQLoss,ProcessExecTime,Entropy,AverageAbsY
-376.6471968575789,10,0.006815991,0.5680431229938483,-58.02857076045264,0.5680431229938483,98.84998952341442,0.0,25.086683,-253.14166062484145,1.5554897785186768,0.15926552,0.9981609,8.551506519317627,1.9891796148142162,0.5682645849205399,-35.32624789137304,-44.13312781759987,-35.318184,39.526276,-2.0588339732238103,0.6256859302520752,10,17.016613,25.245949,90.65254521369934,19.131193,0.024150848388671875,2.8341901,39.59238912389136
-271.5565762808699,9,0.0067153955,0.7494232902921693,-31.458975936767658,0.7494232902921693,69.25393120403562,0.0,23.966356,-184.92965197985748,1.2916405200958252,0.18405724,0.99779767,8.343493461608887,2.029969270391479,0.7485980843573076,-34.84054834473804,-17.041854204674028,-34.831066,40.0047,-0.3236204895510386,0.6271774768829346,11,17.004187,24.150414,99.00192308425903,19.139273,0.023797035217285156,2.8334596,40.070249074646284
-427.061016868674,9,0.0065152585,0.6027805457180507,-34.79180632540837,0.6027805457180507,110.03158705830137,0.0,25.140509,-211.8490541105375,1.6306817531585693,0.16955185,0.9972935,8.709614992141724,2.0551208259047438,0.6022524666396523,-34.03463110893949,-17.044596243172457,-34.027397,39.8406,-1.7487367427435991,0.7139484882354736,12,16.986982,25.31006,107.75302362442017,19.212858,0.0276336669921875,2.8324473,39.901968716518795
0.03887476278251045,2,0.009564302,0.5483361341177981,22.026508975953778,0.5483361341177981,10.993817106585633,0.0,11.342697,11.032691869368144,3.536858081817627,0.17142868,0.99709284,10.577410459518433,2.133594915742988,0.5489284144512369,-32.35131762991535,23.162047401451463,-32.346657,38.829666,-33.00195717893318,0.5195343494415283,13,16.980232,11.514126,118.33643078804016,20.235638,0.01892709732055664,2.8320498,38.887889083013455
-156.83140799194973,5,0.009810241,0.644527707839284,-46.9084797169445,0.644527707839284,43.7374947920923,0.0,22.074385,-105.87079571335084,2.9090616703033447,0.22813416,0.99873793,9.977073669433594,2.2066559675997377,0.6427554374463859,-31.267690387575122,2.221935277880667,-31.264751,38.406895,-0.138580233993695,0.5872955322265625,14,17.036192,22.302519,128.35577082633972,20.656359,0.021628856658935547,2.83534,38.458160844317284
-139.07988632974127,3,0.009589932,0.714043037362464,-26.351371712818,0.714043037362464,52.789327626866616,0.0,28.922995,-64.42956725272192,3.7578225135803223,0.13861275,1.0000969,10.88180947303772,2.2285358927899206,0.7126110784422753,-29.966245328356063,23.19335902438388,-29.963058,37.772854,0.14983809937388237,0.7163143157958984,15,17.08246,29.061607,139.24268317222595,20.943266,0.025069475173950195,2.8380523,37.816603596596295
-138.07603578463204,4,0.009912876,0.7112714319867247,-0.14970748251041388,0.7112714319867247,60.189044866131326,0.0,19.431902,-65.31271053160063,2.8865272998809814,0.15093613,0.999918,10.010739088058472,2.188334586134648,0.7104287349635642,-27.87934186380142,32.29082010599551,-27.8773,36.402946,0.0769771662757206,0.6702320575714111,16,17.076149,19.582838,149.2941930294037,20.456003,0.024021387100219727,2.8376827,36.443597070013894
-102.35636037849058,3,0.006695074,0.6751362385004056,-69.80586045494334,0.6751362385004056,13.76104099252502,0.0,28.541851,-88.60866605268352,3.837454319000244,0.11600685,0.99980325,10.934468507766724,2.128560734705138,0.6736977589607637,-26.45426089761329,12.63341654140396,-26.455853,35.552914,0.05016246062266716,0.7093725204467773,17,17.072205,28.657858,160.26923155784607,18.919836,0.02485799789428711,2.8374517,35.58326730808365
-149.6562810098042,3,0.007034746,0.5842136691821459,-7.600945046917241,0.5842136691821459,60.90608432584007,0.0,16.50147,-65.47063644914786,5.34859824180603,0.10599327,0.99904215,12.668577194213867,2.034150085757466,0.5813577304637921,-24.25869786021228,17.24034045504564,-24.259333,33.74214,-0.15898195680779348,0.8967406749725342,18,17.046398,16.607464,172.9786262512207,16.850857,0.031134366989135742,2.835939,33.771102211954066
-17.217818612452934,2,0.006867037,0.7747479000460448,-8.353570961338134,0.7747479000460448,4.4321238255574,0.0,15.59713,-12.785694786895533,2.7774012088775635,0.11423969,0.9971147,9.747211217880249,2.0067165992483167,0.7750753819358056,-22.526130596347542,27.085404929616004,-22.527193,32.322575,-0.8862066193846205,0.5124404430389404,19,16.980621,15.7113695,182.76763200759888,16.296192,0.0183718204498291,2.8320727,32.353771496884846
-98.76787206637283,2,0.006831797,0.732487428807468,-32.531976575490184,0.732487428807468,33.11794774544132,0.0,15.860454,-65.6499243209315,2.857567548751831,0.07356548,0.99852955,9.733685970306396,1.9213020192057366,0.723139440194536,-21.03904540909696,14.58874917760329,-21.040075,31.041348,0.8222962708085746,0.5083179473876953,20,17.02887,15.934019,192.50638461112976,14.31422,0.018514394760131836,2.8349102,31.077022056150604
-29.33322044436465,2,0.006454683,0.7378229764737223,26.328121172429533,0.7378229764737223,27.83067080839709,0.0,8.848876,-1.5025496359675579,3.225964069366455,0.07286835,0.9949594,10.184331893920898,1.9319326639786285,0.7314478603042962,-19.850132564561743,22.507327118737365,-19.85055,30.023499,0.0810662107841188,0.5134122371673584,21,16.907452,8.921744,202.7335865497589,15.618475,0.018756389617919922,2.8277545,30.062323080979148
4.650649807196346,2,0.0067421137,0.7790467357025588,26.505311595932913,0.7790467357025588,10.927330894368282,0.0,11.586302,15.577980701564629,3.6776206493377686,0.07054043,0.99663365,10.566693305969238,1.8659347705478957,0.7747842952876607,-18.668478515680352,28.160204675675367,-18.668211,28.949427,0.7137960248890853,0.5240342617034912,22,16.964512,11.656842,213.34064292907715,14.488441,0.01888442039489746,2.8311236,28.989831820752265
0.27154714443463,2,0.0068229325,0.7757410672167219,5.262646483298571,0.7757410672167219,2.4955496694319703,0.0,6.144577,2.7670968138666003,4.2200844287872314,0.054189682,0.99546665,11.19740605354309,1.8466453768459858,0.76867779665144,-17.500913416824186,17.806472164423013,-17.500565,27.960758,0.7305502482430135,0.5146222114562988,23,16.924582,6.1987667,224.5786006450653,14.693711,0.018813610076904297,2.828767,27.997314061107186
36.99891444460169,2,0.009811716,0.6294638093167837,49.426812550138436,0.6294638093167837,6.213949052768374,0.0,4.6559796,43.212863497370066,3.3672709465026855,0.0932951,0.9907653,10.402280330657959,1.771557108960959,0.6191662381062383,-16.632854512870715,29.160154574976985,-16.633467,27.081438,0.5426815527127182,0.5264534950256348,24,16.763527,4.7492747,235.02551913261414,12.91456,0.01944589614868164,2.8192055,27.100544441301913
29.017478521005387,2,0.0070446003,0.7536245428763034,39.56372943339502,0.7536245428763034,5.2731254561948155,0.0,4.466476,34.290603977200206,3.5624783039093018,0.05623722,0.9933457,10.481967687606812,1.7411676992439469,0.744641258033725,-15.60231894171467,42.336269679257086,-15.603206,26.261938,0.8292234179615562,0.5174970626831055,25,16.850798,4.522713,245.54852890968323,12.868518,0.019219398498535156,2.824398,26.287112112723445
10.058695171287212,2,0.0067377235,0.7111239975528413,56.03861962427701,0.7111239975528413,22.9899622264949,0.0,5.4813533,33.04865739778211,3.526956558227539,0.05490923,0.98588735,10.31690788269043,1.7543132347146837,0.7001913075296055,-14.890420513894293,42.38919576426092,-14.891407,25.613224,0.8652470105180035,0.5221598148345947,26,16.598469,5.5362625,255.90587091445923,13.150648,0.018568038940429688,2.8093104,25.64034024260382
52.28628968184115,2,0.0066727777,0.6890608863642906,76.98655419323553,0.6890608863642906,12.350132255697194,0.0,6.5301113,64.63642193753834,2.3433759212493896,0.051791668,0.98254,9.147247076034546,1.7399277521552123,0.6757130085942307,-13.806716311347554,50.926720718426104,-13.807644,24.760561,0.7518841231921666,0.511709451675415,27,16.484682,6.581903,265.09327721595764,13.857525,0.019142627716064453,2.8024316,24.788983968750284
0.6325041641640774,2,0.006766534,0.7025994433020093,65.77377546371747,0.7025994433020093,32.5706356497767,0.0,3.7527983,33.20313981394077,2.963195323944092,0.053496122,0.97711706,9.917439937591553,1.675278388108427,0.6917642821057627,-12.585229836042235,27.46921448256753,-12.586345,23.710903,0.20939278895679447,0.5204274654388428,28,16.303413,3.8062944,275.0154993534088,12.711241,0.018713712692260742,2.7913744,23.74654686345368
30.5695120813523,2,0.006676271,0.7548031149236937,38.46481766416147,0.7548031149236937,3.947652791404586,0.0,3.8976755,34.51716487275689,3.0674068927764893,0.060537577,0.9748298,10.056349754333496,1.6471838773906897,0.7453255554658967,-11.612680417746285,20.098064083965383,-11.613419,22.983154,0.4416843048276392,0.5212690830230713,29,16.226604,3.958213,285.11243057250977,12.136915,0.018931865692138672,2.786652,23.027801611850673
41.03992470158345,2,0.006768769,0.4414535284643533,52.12497952112088,0.4414535284643533,5.542527409768713,0.0,6.3008423,46.58245211135217,3.272587776184082,0.04899168,0.97276306,10.31761384010315,1.6104330111890697,0.42848354099694486,-10.3747155314329,47.00612133303951,-10.375622,22.245005,0.1755909615652652,0.5100188255310059,30,16.158892,6.349834,295.47142815589905,11.531047,0.018686532974243164,2.7824705,22.302088821832818
3.4144415068874205,2,0.006777585,0.7804790204217589,39.87390578076168,0.7804790204217589,18.22973213693713,0.0,4.0140142,21.64417364382455,3.1299352645874023,0.061850548,0.9731803,10.086774349212646,1.5875511093383614,0.7811090767249883,-9.30535926170571,32.926919844750095,-9.306786,21.523554,-0.21193344882842147,0.5202240943908691,31,16.172647,4.075865,305.609543800354,11.0698805,0.019037485122680664,2.7833214,21.578750936051897
32.92881161166373,2,0.0065207235,0.7935946474660752,38.78005775052215,0.7935946474660752,2.925623069429207,0.0,3.7081556,35.85443468109294,3.3606362342834473,0.051870823,0.9698788,10.33619475364685,1.5888577605164202,0.7913638165659822,-8.240991924192222,23.960724038219723,-8.241493,20.79204,0.1408763459899317,0.5140841007232666,32,16.065338,3.7600265,315.9861602783203,11.256685,0.018970012664794922,2.776664,20.855918129002628
20.962974428110897,2,0.007425066,0.5741734891119862,82.2001771638212,0.5741734891119862,30.61860136785515,0.0,0.73583794,51.581575795966046,2.852069139480591,0.031900167,0.9691663,9.839821815490723,1.560220999689079,0.5611476099582017,-7.068527079859706,36.93351993155267,-7.070541,20.234966,0.5975528851409542,0.5263571739196777,33,16.040651,0.7677381,325.8667302131653,10.748392,0.01880621910095215,2.7751262,20.30075058480606
25.939484372497166,2,0.0065686894,0.745455082499223,64.69912371075357,0.745455082499223,19.379819669128203,0.0,2.8109436,45.319304041625365,2.976679801940918,0.053185463,0.9672493,9.993515491485596,1.556117321007733,0.7486984459265109,-5.721144093958999,42.52357228876457,-5.7222667,19.617207,0.7876979944073157,0.5112440586090088,34,15.976755,2.864129,335.86527252197266,10.494295,0.01882171630859375,2.7711349,19.698005700989487
15.38821981184831,2,0.006932691,0.7655670558018278,32.62143246608858,0.7655670558018278,8.616606327120133,0.0,1.5117823,24.004826138968443,3.7725703716278076,0.0050934553,0.9657636,10.753012895584106,1.5602952701902855,0.7596427788457685,-4.371726154311468,27.833237595059806,-4.371638,19.09353,0.6730271653978026,0.5087201595306396,35,15.926493,1.5168757,346.65906596183777,10.710299,0.019158601760864258,2.767984,19.19263452116605
35.340585907023474,2,0.0067377905,0.746741753997226,69.99534095243756,0.746741753997226,17.327377522707042,0.0,0.31555286,52.66796342973052,3.4598188400268555,0.047867596,0.96571344,10.391812324523926,1.5289923809364927,0.7427733663843662,-3.03606061009041,33.846765753407276,-3.036628,18.904575,0.7925589114759692,0.5146338939666748,36,15.925445,0.36342046,357.09121108055115,10.165649,0.01881098747253418,2.767918,18.992289720743855
27.267194090086274,2,0.006566889,0.6387643112354482,118.42704068104689,0.6387643112354482,45.5799232954803,0.0,-2.4356153,72.84711738556658,2.627810001373291,0.050384283,0.9631743,9.61295223236084,1.469213554751971,0.6421593368557704,-1.5097807962094545,46.331925890034114,-1.5096682,18.590437,0.6772085183846025,0.5124697685241699,37,15.842709,-2.385231,366.74509716033936,9.020248,0.01854538917541504,2.7627094,18.680655737048934
81.63795367755712,2,0.0066772467,0.7653195184190374,121.60775014095601,0.7653195184190374,19.984898231699447,0.0,1.2868387,101.62285190925657,3.5478477478027344,0.050872326,0.95987463,10.612121343612671,1.5077512669524331,0.7703496954709348,-0.38405796402721376,61.229942305502064,-0.38507137,18.468763,0.5347954376225819,0.5166881084442139,38,15.733124,1.337711,377.3667583465576,10.089394,0.0188906192779541,2.7557683,18.549625336772063
43.292279829763686,2,0.009565661,0.7123868370366133,133.30047010514735,0.7123868370366133,45.004095137691834,0.0,-2.1106594,88.29637496745552,3.269712209701538,0.063910246,0.95852745,10.220021486282349,1.4462032951903987,0.7019107820183906,0.8522737231048659,43.849220109771906,0.851944,18.422121,0.9194028319817402,0.5282034873962402,39,15.689848,-2.046749,387.62808871269226,9.587557,0.018988370895385742,2.7530138,18.5031748719649
18.282158409141147,2,0.006778313,0.7046014377119372,128.11137244012917,0.7046014377119372,54.91460701549401,0.0,-0.807125,73.19676542463516,2.9448933601379395,0.04621625,0.9557815,9.957618951797485,1.463430240435581,0.6951471646388068,1.8512896585402805,35.983515714326266,1.8507456,18.559393,0.8829901363774922,0.5124454498291016,40,15.601334,-0.7609087,397.6267263889313,9.274825,0.018696069717407227,2.7473564,18.626424346077968
138.074105004653,2,0.009680746,0.7011993324250961,144.68802775599778,0.7011993324250961,3.306961375672387,0.0,-6.2515783,141.3810663803254,2.1637418270111084,0.051288128,0.9533728,9.161853313446045,1.4636896434143298,0.7015985520449197,3.3136504661751016,40.31362602327944,3.3130662,18.623823,0.9486235453518338,0.5202887058258057,41,15.523395,-6.20029,406.7938325405121,10.045436,0.019660234451293945,2.7423482,18.69074908552833
8.338049915067073,2,0.006502842,0.7784830558479405,81.4147110060584,0.7784830558479405,36.53833054549566,0.0,-1.593051,44.876380460562736,2.862687110900879,0.05319822,0.9550114,10.151227951049805,1.4535048818468412,0.7812953749641792,4.228219862420659,29.605435497260352,4.227926,18.678867,0.08151296123761242,0.5146365165710449,42,15.577067,-1.5398527,416.98715925216675,9.830768,0.018664836883544922,2.7457998,18.753560999100944
32.08797316666856,2,0.0067287683,0.8186367284293724,130.28375025307184,0.8186367284293724,49.09788854320164,0.0,-1.6958971,81.18586170987021,3.120992422103882,0.057432413,0.9512572,10.411830425262451,1.48728639466094,0.8176172338000474,5.138598325018395,41.26760853839282,5.1376314,18.950296,-0.9205258462027615,0.5758423805236816,43,15.455042,-1.6384647,427.44280195236206,10.94299,0.020548105239868164,2.7379353,19.03349536980441
99.40681965668405,2,0.006569567,0.7594045812845777,99.91002693091906,0.7594045812845777,0.2516036371175048,0.0,-3.9120007,99.65842329380155,2.746387243270874,0.035532713,0.9486766,9.788523197174072,1.428685548405036,0.7679271292214053,6.260649215810394,33.41305989255389,6.2595596,19.11885,0.9408938342163113,0.5204589366912842,44,15.370748,-3.876468,437.2722249031067,9.522068,0.018887042999267578,2.7324662,19.187375397630028
59.21779755838851,2,0.0065415767,0.7004066930811855,84.57893080953377,0.7004066930811855,12.68056662557263,0.0,-1.1071877,71.89836418396115,3.0737342834472656,0.03622818,0.9405732,10.532646417617798,1.4375856193186074,0.6938167228392149,7.057807397258098,26.2252192701973,7.0573506,19.315765,0.9483183503730865,0.5423707962036133,45,15.109514,-1.0709596,447.80977630615234,9.717037,0.019669294357299805,2.7153246,19.3881763508458
-7.228166565992641,2,0.009750882,0.7429479293793154,39.82781392162954,0.7429479293793154,23.527990243811093,0.0,-2.9274504,16.299823677818452,3.063742160797119,0.05708766,0.94173294,10.798125982284546,1.4367326252553654,0.7452423745563316,7.677968223506609,40.908754227910634,7.6765265,19.34604,0.2757346415316907,0.6093490123748779,46,15.145307,-2.8703628,458.64973855018616,10.070436,0.022989988327026367,2.7176907,19.420529142768995
74.66296964311442,2,0.006419795,0.6016434027962982,149.36377674688188,0.6016434027962982,37.35040355188373,0.0,-5.384945,112.01337319499815,3.164034366607666,0.028543472,0.93905956,10.671698570251465,1.4475522331220145,0.6018516588405008,8.658550464522952,46.87483781609156,8.657723,19.591337,0.23678890992622115,0.639293909072876,47,15.0581665,-5.3564014,469.36359453201294,10.61266,0.022202253341674805,2.7119205,19.67409879651705
80.7980109996515,2,0.006440838,0.6361880624130068,91.1453942140502,0.6361880624130068,5.173691607199352,0.0,-3.1683626,85.97170260685084,2.450867176055908,0.04752636,0.93524426,9.947502851486206,1.4454605325091612,0.6359802897159557,9.33106296320959,44.560666270780274,9.330956,19.609941,0.5440487809842827,0.5767624378204346,48,14.935243,-3.1208363,479.3588123321533,10.622247,0.020314693450927734,2.7037237,19.68086579271392
82.69138970584405,3,0.006532949,0.6808094305029715,141.86278502253023,0.6808094305029715,26.24649907830154,0.0,-5.1965275,105.01980217687277,4.176671504974365,0.0394907,0.93215317,11.944756269454956,1.4287196241982087,0.6752709895778676,10.154940659697157,38.236104046030015,10.154925,19.767937,0.5310543749784178,0.9467899799346924,49,14.836974,-5.157037,491.3090944290161,10.677512,0.033254146575927734,2.6971223,19.83691103152662
107.1205734673207,2,0.0068347957,0.5968278070834183,118.01212536160624,0.5968278070834183,5.445775947142771,0.0,-4.6080637,112.56634941446347,2.3714206218719482,0.05784607,0.92669654,9.675225019454956,1.429503685434181,0.5965619732034888,10.919404401791889,35.4237297034408,10.918738,20.131002,-3.3381181845702628,0.5562422275543213,50,14.663248,-4.5502176,501.02637100219727,10.313354,0.01990532875061035,2.6853442,20.196726048806
124.52152921758339,3,0.009770275,0.5039312844038725,150.19126137621583,0.5039312844038725,10.49057661193382,0.0,-8.352454,137.69527049629565,4.859412431716919,0.04919243,0.93093944,12.446312427520752,1.4287527686582755,0.5004367132829493,11.406513915698795,40.31363785819989,11.406999,20.167027,0.304040612265821,0.9710531234741211,51,14.795376,-8.303262,513.4782154560089,10.313788,0.03421425819396973,2.6943147,20.2367725466961
25.803235605602854,3,0.006819598,0.6675013774205122,213.96384014057236,0.6675013774205122,76.82847794432621,0.0,-8.446934,120.85294664848129,4.187699556350708,0.019108772,0.93033236,11.800716638565063,1.404498450143485,0.666178615327685,12.060745892237188,44.729809171458385,12.063181,20.1741,0.5838790866038489,0.9541456699371338,52,14.774064,-8.427825,525.3204302787781,10.195991,0.033102989196777344,2.6928732,20.252758419388343
6.6905079903996185,2,0.0065782657,0.7459282371972449,112.38436556494229,0.7459282371972449,52.84692878727133,0.0,-7.5353985,59.537436777670955,2.9115915298461914,0.032476425,0.9293561,10.141180992126465,1.3915100182791524,0.7388629391239836,12.317108600568794,22.834616579527196,12.315126,20.149132,-0.19098279758147196,0.5514326095581055,53,14.742555,-7.502922,535.5032896995544,9.384596,0.0194399356842041,2.6907382,20.21197122539163
25.353714122741344,2,0.009617054,0.5929002431478599,93.11889455461474,0.5929002431478599,33.8825902159367,0.0,-1.8678523,59.23630433867804,2.76741361618042,0.03915119,0.92877346,10.17031455039978,1.38438887343314,0.5912980774153811,12.591703016022509,29.38623136539555,12.593539,20.23183,-0.06229373017704676,0.5322191715240479,54,14.728323,-1.8287011,545.715309381485,10.307673,0.019395112991333008,2.6897724,20.293855674781607
78.12152206238042,3,0.009885272,0.5695570718518598,174.43196183259926,0.5695570718518598,39.31948275654409,0.0,-9.926632,126.4659368910573,4.819341421127319,0.030929565,0.9342594,12.635249137878418,1.3475029563226166,0.5663866515808397,12.975238056853842,37.24719664204711,12.975696,20.375217,0.5894209125727409,1.0314288139343262,55,14.899683,-9.895702,558.4051885604858,9.500512,0.03627800941467285,2.70134,20.428729674597868
53.304319702545996,2,0.00968552,0.7803808350705308,66.70629244777615,0.7803808350705308,6.700986372615077,0.0,-7.93528,60.00530607516107,2.4437508583068848,0.022324085,0.9282626,9.767112731933594,1.3525343618816756,0.7813553234621168,13.383903066430712,27.996180149317993,13.383335,20.43432,0.6602068479305772,0.5249528884887695,56,14.706539,-7.9129558,568.2135615348816,9.58088,0.019426345825195312,2.6882923,20.48849014451192
62.29814135442693,3,0.009559784,0.495101395552762,226.51022131065056,0.495101395552762,67.07551630968766,0.0,-15.463054,142.84581344385228,3.6784260272979736,0.026346207,0.9356131,11.16769814491272,1.3394351155406914,0.4928429675630653,13.7237650563266,33.45905453462213,13.723754,20.604641,0.329454385622611,0.8833158016204834,57,14.929603,-15.4367075,579.386804819107,9.367711,0.03133034706115723,2.703346,20.64460036563424
55.885190038849366,2,0.006414897,0.7617481306060895,64.27702909723318,0.7617481306060895,4.195919529191908,0.0,-11.83242,60.08110956804127,3.0411925315856934,0.02709961,0.93604285,10.279036045074463,1.3287694957482399,0.7631370296176055,14.07151988822548,33.96253148684452,14.07294,20.773766,-0.4521794492774045,0.5874230861663818,58,14.9421835,-11.805321,589.7076256275177,8.474495,0.02026224136352539,2.7041883,20.810752265549038
2.1261163789749826,2,0.0066449526,0.659910786571917,60.265920771989535,0.659910786571917,29.069902196507275,0.0,-8.119606,31.19601857548226,2.8935964107513428,0.04458332,0.9381729,9.896105527877808,1.330199225855903,0.6593871856389856,14.230489313891695,51.14499090986904,14.229446,20.880714,-0.01744285901470133,0.5633206367492676,59,15.015501,-8.075023,599.648699760437,8.966974,0.019897937774658203,2.709083,20.926934723326685
53.984796080204475,3,0.006583188,0.4994338370762091,178.12327712497222,0.4994338370762091,53.24948394921038,0.0,-8.906159,104.49735466441537,3.6599676609039307,0.050756454,0.937216,11.18489384651184,1.321145488086032,0.4990261349912526,14.432108677142718,45.78992577166551,14.432139,21.070528,-0.36806091003744323,0.7994225025177002,60,14.984442,-8.855403,610.8388295173645,8.43888,0.027924537658691406,2.7070124,21.10927786183925
43.39893958319298,2,0.006684865,0.6869032063826439,65.44088659522939,0.6869032063826439,11.020973506018205,0.0,-10.923829,54.41991308921118,2.3699264526367188,0.032388687,0.93793297,9.695900201797485,1.327844186845886,0.6861961639915543,14.574741312660029,26.317419450357296,14.575244,21.03447,0.28786983677109956,0.567206859588623,61,15.0061,-10.89144,620.576220035553,9.264542,0.021291017532348633,2.7084568,21.086199064900963
26.9895795965932,2,0.0065267873,0.7470797358635497,32.44143643901316,0.7470797358635497,2.7259284212099804,0.0,-9.448412,29.71550801780318,2.475973606109619,0.030812263,0.92979294,9.714752197265625,1.3324068817893044,0.7486367508879461,14.891487442441186,30.33224725811996,14.891584,21.068731,0.23899932993993256,0.5704488754272461,62,14.753258,-9.4176,630.2961769104004,9.504508,0.020214319229125977,2.691464,21.118015402047202
77.82411384549017,2,0.0064405515,0.4798946029378202,84.75762908395606,0.4798946029378202,3.4667576192329435,0.0,-13.119945,81.29087146472312,3.227872610092163,0.03923416,0.93090725,10.607550621032715,1.2814795795004121,0.47751969290390095,15.273919233525245,48.08505085040261,15.272433,21.158533,-0.3632426083614564,0.6096007823944092,63,14.781942,-13.08071,640.9452660083771,7.9013357,0.02123856544494629,2.6934063,21.20427217165607
