Entropy,Time,Perplexity,dLoss,ExplainedVariance,MeanKL,AveragePolicyStd,LossBefore,AverageDiscountedReturn,Iteration,AbsLearnSignal,MeanKLBefore,ProcessExecTime,MinReturn,NumTrajs,StdReturn,LossAfter,ItrTime,AverageReturn,MaxReturn,EnvExecTime,PolicyExecTime
2.8378768,1.6745538711547852,17.079464,0.024861455,2.4059643166651767e-12,0.009296093,1.0,-5.357721e-09,-85.40032471108385,0,0.8356012791838717,0.0,0.01950383186340332,-505.7578719597913,19,136.44808818829262,-0.02486146,1.6745436191558838,-190.94380863091519,-47.63482506058237,0.5013768672943115,0.6103804111480713
2.8589063,2.9241693019866943,17.44244,0.03265395,-0.9143200509551741,0.0095614595,1.0105815,-1.3788063e-09,-74.83215284120288,1,0.5894624840475357,0.0,0.019389867782592773,-349.3939702726121,18,82.79258783403708,-0.03265395,1.2383358478546143,-170.98807446482868,-53.07279691431279,0.4913198947906494,0.5131151676177979
2.8426049,4.185619831085205,17.160408,0.027157115,-0.2011615230673065,0.009852643,1.0023823,-0.0,-54.84665198607379,2,0.751573510465006,0.0,0.019852638244628906,-281.54204213485207,17,66.05170936746529,-0.027157115,1.2571277618408203,-119.5571952855737,-37.50726278170867,0.5224545001983643,0.5043606758117676
2.840637,5.430780410766602,17.12667,0.020943109,0.20946781929770497,0.0065057757,1.0014966,9.386558e-09,-44.1603028866676,3,0.8307994489767883,0.0,0.019547224044799805,-261.61721643822455,18,66.46731366823862,-0.0209431,1.2408597469329834,-107.47715044801414,-24.906178768724374,0.4891338348388672,0.49765563011169434
2.8320155,6.651282787322998,16.979649,0.013892376,-0.08592105281526541,0.006412303,0.9971748,-0.0,-30.131809574756133,4,0.7577596024408351,0.0,0.01924872398376465,-116.15724147320522,16,22.866354269337194,-0.013892376,1.2136447429656982,-82.37076810071868,-36.34809383191979,0.4918248653411865,0.48392438888549805
2.8425534,7.91942024230957,17.159525,0.036613233,-0.08431309938158038,0.0073063546,1.0025043,7.450581e-09,-25.949427817878785,5,0.5013457308951609,0.0,0.020264387130737305,-244.90397714803484,17,61.43912391675002,-0.036613226,1.263603687286377,-92.07454877262137,-9.56245081348213,0.5185878276824951,0.5130627155303955
2.8441775,9.235076427459717,17.187416,0.017942647,0.48825001018821357,0.007225149,1.0034728,3.6192573e-09,-31.72267889485059,6,0.6665700188384357,0.0,0.02048468589782715,-231.1915098381241,16,47.95235037962418,-0.017942643,1.3100509643554688,-100.66568273808218,-55.17025408272284,0.5403776168823242,0.5134637355804443
2.8311896,11.195742845535278,16.965631,0.0066134287,-10580.161258297898,0.009497094,0.997028,7.1704838e-09,-6.663518155575682,7,0.4520502166884595,0.0,0.019895315170288086,-86.97636587452354,10,55.48783776069149,-0.0066134217,1.9557621479034424,-28.563408396609038,113.39724228524217,1.2076640129089355,0.5207717418670654
2.8728929,12.470242023468018,17.688114,0.027835382,-1.452144682358163,0.009972952,1.0180116,-7.614166e-09,-14.06738730376929,8,0.5284102728052609,0.0,0.019507646560668945,-216.61481603349677,16,54.28084978812024,-0.02783539,1.2362875938415527,-69.33446465810992,3.68438844949317,0.5099756717681885,0.49731874465942383
2.8399127,13.77764105796814,17.114271,0.027796824,0.6974940357813004,0.006643382,1.00122,-7.468815e-09,-22.70338981675506,9,0.7032643168273347,0.0,0.02069401741027832,-229.09393731775748,15,64.44981879464777,-0.027796831,1.3030195236206055,-91.23163473190824,-7.613574973332675,0.5547261238098145,0.5166077613830566
2.820706,15.050171136856079,16.788698,0.020570518,0.5052020646377399,0.006770997,0.9917559,3.598771e-09,-6.52151064175022,10,0.6956369951450606,0.0,0.02043938636779785,-175.54404550987675,18,45.51377758952588,-0.020570515,1.268486499786377,-43.857503760120025,26.166773921389634,0.513169527053833,0.5162944793701172
2.8039534,16.264490842819214,16.509789,0.02205516,0.5901326925710453,0.0068414696,0.98347044,1.902592e-09,-9.662397345845386,11,0.7714427633621765,0.0,0.01946735382080078,-109.18271148967492,15,24.270156283788044,-0.022055158,1.209925651550293,-52.84472760024388,-9.62496316282072,0.5062968730926514,0.47841858863830566
2.7804246,17.59175992012024,16.125866,0.01690775,0.7818976075498272,0.0064114043,0.97204983,8.988448e-10,-8.78413509586595,12,0.7864625682330548,0.0,0.02171468734741211,-128.12172034274883,15,33.96185668078953,-0.01690775,1.323080062866211,-54.00889812408533,-4.070878805278426,0.5712201595306396,0.5233626365661621
2.796474,18.950867891311646,16.386765,0.015455232,0.6187639000198988,0.0083003575,0.97971296,-1.8002346e-09,3.9915276628783203,13,0.5881207092176197,0.0,0.02088332176208496,-131.20086633290086,17,35.89415912766596,-0.015455234,1.3545246124267578,-23.224076743098202,45.83299352971264,0.5798988342285156,0.5455129146575928
2.7626579,20.24725365638733,15.841893,0.02021123,0.6318525416557421,0.0065807113,0.96344185,4.5652193e-09,-0.8969516921897114,14,0.7092293812206898,0.0,0.021044492721557617,-118.413405900793,17,35.311095440902776,-0.020211225,1.2917373180389404,-34.971009070461996,9.021895722347807,0.5509483814239502,0.5082786083221436
2.7624424,21.4981951713562,15.838479,0.054203812,-0.577958034324616,0.007894783,0.9632009,1.4233945e-09,-6.15306565808312,15,0.2722175852880906,0.0,0.01878499984741211,-399.3057066452624,14,105.76731051252267,-0.054203812,1.246739387512207,-61.315082947182525,17.085723575690352,0.5459001064300537,0.47556567192077637
2.7540536,22.82702112197876,15.706169,0.020362983,-0.04068024865983566,0.009857343,0.9591457,7.2903914e-09,-10.68290525367516,16,0.7195921392703754,0.0,0.02100348472595215,-116.11047354905115,16,35.91265969737606,-0.020362975,1.291992425918579,-60.24789408854918,5.024149060829018,0.5465664863586426,0.5138869285583496
2.7217796,24.079028367996216,15.207361,0.018416977,0.7966417307737873,0.0064603696,0.9441663,-4.602675e-09,1.021271412381178,17,0.650352159914972,0.0,0.02008366584777832,-208.2381868836884,16,56.42224358080563,-0.01841698,1.2479043006896973,-27.34808345037743,45.00378070466226,0.5221085548400879,0.49526429176330566
2.706756,25.43715810775757,14.980601,0.016390515,-103.04534844492994,0.009623351,0.9375161,1.89409e-09,4.051212341794808,18,0.3027944609124739,0.0,0.020739316940307617,-87.85061314454038,14,75.99627871211398,-0.016390514,1.3533437252044678,-5.088383125596451,250.00696652326928,0.6135475635528564,0.510535478591919
2.7132037,26.676920652389526,15.077501,0.016179819,0.5701847198586455,0.007062547,0.94066465,-5.5852083e-09,3.0886705244508303,19,0.7828618920019571,0.0,0.019774436950683594,-64.97885497274181,16,19.36773670393923,-0.016179824,1.2347626686096191,-16.849097215757684,15.051958038636556,0.5172979831695557,0.490264892578125
2.7023697,27.92222261428833,14.915034,0.02210882,0.7488667354555532,0.00660502,0.9358674,-3.7017927e-09,2.1229913589473606,20,0.6765867573801366,0.0,0.02037787437438965,-76.13901633496377,16,26.691074807091027,-0.022108823,1.240912675857544,-19.022642216206194,19.15249056821176,0.516014575958252,0.49706578254699707
2.6850219,29.988211631774902,14.658522,0.019247303,0.785515659301068,0.0065355226,0.92802864,-2.1140563e-09,10.956923632553,21,0.7011593113431682,0.0,0.02509450912475586,-50.157449101981214,16,25.26948156497912,-0.019247305,2.06166410446167,-7.570757424256413,50.233992238045886,1.1012063026428223,0.6943531036376953
2.6802483,32.462547063827515,14.588715,0.010015099,-134.6644776004232,0.009362351,0.9252214,-5.1186815e-09,10.200792639570606,22,0.43123577393199686,0.0,0.027881622314453125,-58.882880247320486,16,41.45159276220153,-0.010015104,2.4692959785461426,1.698017041318911,131.44147900790225,1.5004565715789795,0.7159342765808105
2.7843308,33.80451059341431,16.188982,0.022813711,0.512919576890459,0.009275891,0.9739918,1.847311e-09,3.6831872904056735,23,0.7070235579695627,0.0,0.020120859146118164,-72.29013959409602,15,27.295800013350036,-0.02281371,1.3043038845062256,-13.538007328687543,30.525810819138144,0.5835306644439697,0.4893527030944824
2.7830663,36.790096044540405,16.168522,0.010556928,-906.0654566054035,0.0066700177,0.9735797,-5.951166e-09,14.377729880866758,24,0.5059847095599611,0.0,0.02545642852783203,-55.167369058634335,7,60.05942142614669,-0.0105569335,2.98113751411438,-8.863948207934586,131.02738514165486,2.032926082611084,0.7101385593414307
2.7804906,38.72578978538513,16.126932,0.018290134,0.11942879936374151,0.0064993342,0.97187585,-7.126945e-09,10.026403513129745,25,0.706338717037953,0.0,0.02184605598449707,-62.03791259680983,10,66.1703833175348,-0.018290142,1.930997371673584,5.7429051694615225,183.31015492234425,1.142561912536621,0.5487322807312012
2.762421,42.54392623901367,15.838139,0.023188252,-1.3892645412432727,0.007466555,0.96298915,3.985267e-09,30.615403260472036,26,0.7287906810239287,0.0,0.022895336151123047,-144.426902202046,6,66.76968948852236,-0.023188248,3.813978910446167,-7.042149499650878,67.54796339390595,2.951927423477173,0.6302988529205322
2.744415,45.009296894073486,15.555512,0.024246698,0.07675839360978276,0.009015649,0.95438576,-5.352709e-09,1.6636837771492419,27,0.6002035641587521,0.0,0.026076793670654297,-277.3595286796449,11,99.40840280182415,-0.024246704,2.4266812801361084,-57.81465852277342,20.297034536425812,1.4361746311187744,0.7636094093322754
2.7786157,47.82170510292053,16.096724,0.007240161,-648.4901306710328,0.009461212,0.9708395,1.0024608e-08,18.71591255951126,28,0.43159688538808333,0.0,0.027408123016357422,-174.20699719649252,7,121.18926551771632,-0.0072401506,2.8080379962921143,0.5917535236433237,190.47483925955027,1.8545475006103516,0.7172806262969971
2.8248518,50.68724465370178,16.858446,0.031698667,-0.06818594357940033,0.005121736,0.99417996,7.580124e-09,-16.56391596046641,29,0.5928866549998417,0.0,0.02485799789428711,-564.2356518655604,10,167.0932764649517,-0.03169866,2.8609557151794434,-129.28610648465173,2.212839961937277,1.88724684715271,0.7125887870788574
2.8248572,53.23512554168701,16.858538,0.010294001,-1844.3647966237493,0.008727031,0.9941827,1.1543544e-08,20.079328912640726,30,0.42387718599166435,0.0,0.024183034896850586,-19.914458705446123,8,51.413178378581605,-0.010293989,2.543755054473877,28.641292746265172,157.74366459503386,1.6330242156982422,0.6712870597839355
2.849808,54.76618051528931,17.284462,0.027969249,0.3777356917325292,0.0098605035,1.0069124,8.958895e-10,2.1252022927456347,31,0.7424164334172347,0.0,0.021514892578125,-139.2207921829226,13,42.339358477317376,-0.027969249,1.4833753108978271,-29.116354029176556,17.224212346866153,0.711400032043457,0.5412790775299072
2.8462622,57.721619606018066,17.223284,0.003550918,-1156.500502161057,0.0061338944,1.0047312,-5.420529e-09,10.532464421835362,32,0.42693881692082297,0.0,0.02814507484436035,-361.45808580438916,10,120.56385199029197,-0.0035509234,2.947556495666504,-65.55537168193392,7.063883609094447,1.9300246238708496,0.7660214900970459
2.867218,59.28507709503174,17.58802,0.023685208,0.7467133359955502,0.009913147,1.0153542,3.657428e-09,7.79123772829773,33,0.7070820314281808,0.0,0.021354198455810547,-351.38311301050317,12,99.63183170163879,-0.023685204,1.5589277744293213,-32.7169362406047,23.826648189180844,0.7935037612915039,0.5202324390411377
2.8749967,62.23783731460571,17.725365,0.008230892,-15.92417834009451,0.006456844,1.0192178,-0.0,19.29551977172071,34,0.4126462528354424,0.0,0.02350330352783203,-192.1561263777513,7,88.85016687542253,-0.008230892,2.9483323097229004,-2.3158105761431256,128.69481674784114,2.0016517639160156,0.6865315437316895
2.8757286,64.7777464389801,17.738344,0.019553443,-0.4800368742868897,0.00730988,1.0193323,7.465161e-09,14.65303768763023,35,0.5794381730114995,0.0,0.020601749420166016,-48.12528904151024,6,41.60768605179206,-0.019553436,2.535210132598877,11.54673798242616,88.6830227221808,1.7400705814361572,0.5624825954437256
2.8571162,67.27855896949768,17.411243,0.018747747,-0.7905876152053906,0.0064249462,1.0101924,-5.685093e-09,8.688802018428767,36,0.706674862342817,0.0,0.019016742706298828,-61.950450066383326,8,41.76221321063199,-0.018747753,2.4634523391723633,4.4046795453001035,67.67132601847348,1.729466199874878,0.5069189071655273
2.8599641,70.34162759780884,17.460901,0.014932393,-0.5246711621637274,0.007636546,1.011474,6.5884236e-09,30.49456926434884,37,0.8385658794489737,0.0,0.02178192138671875,3.2553616127421634,4,61.599386780874916,-0.014932387,3.0586018562316895,71.49759350877093,139.8057042899092,2.192716121673584,0.6055219173431396
2.8446646,73.02222156524658,17.19579,0.015986186,-9.032791866921702,0.0064892275,1.0042292,-0.0,16.387013261152205,38,0.5963891509919905,0.0,0.0240325927734375,-356.0494908537422,8,165.51844699737998,-0.015986186,2.675981044769287,-54.07115521978551,158.71753218996824,1.7777137756347656,0.6636970043182373
2.863815,76.42540574073792,17.52827,0.010188082,-15.834431607372764,0.0070276894,1.0137964,-1.2294144e-08,30.395763472331605,39,0.4742333183392891,0.0,0.022969722747802734,-425.00074678919964,4,193.43290308688597,-0.010188094,3.39896559715271,-152.64316224449365,34.892012578172285,2.4787850379943848,0.6437067985534668
2.8232632,80.7543318271637,16.831686,0.015725479,0.25036344487152273,0.0071875397,0.9942687,-1.408157e-09,33.65417090438051,40,0.7141640806152018,0.0,0.02584099769592285,-236.15492335118603,5,105.70590429482849,-0.01572548,4.290884971618652,-95.21965210640208,19.806228351752594,3.343177556991577,0.7074673175811768
2.8250878,83.9063732624054,16.862425,0.02414185,0.5573993412603826,0.009938861,0.99514914,-1.4518353e-08,26.01835051458293,41,0.7555772392694114,0.0,0.02309560775756836,-209.72585164155439,6,77.92909941070324,-0.024141865,3.147890567779541,-41.422182534822404,13.70713309356887,2.253408670425415,0.6568343639373779
2.865805,87.69536662101746,17.563185,0.0139521975,-5.083601625243911,0.0068581696,1.0150249,1.3233989e-08,31.38932357166936,42,0.8136369634021053,0.0,0.023455142974853516,-3.5662741930453734,4,46.36522137774748,-0.0139521845,3.7845230102539062,57.734421848725475,109.56951638279428,2.896423816680908,0.6440467834472656
2.844563,91.64147090911865,17.194044,0.023531018,0.4681586479301971,0.009915971,1.0045053,-0.0,21.33309153262264,43,0.6210068214170549,0.0,0.018368959426879883,-140.93281551298486,2,114.34135458160962,-0.023531018,3.908879280090332,-26.591460931375238,87.74989365023438,3.179957866668701,0.5051391124725342
2.8476026,94.66543960571289,17.246386,0.0151704615,-9.363517759793226,0.0069330097,1.0054172,-1.0556063e-08,31.478399753623112,44,0.4324191951281008,0.0,0.029625892639160156,-314.1560258460505,11,110.59830809475233,-0.015170472,3.019634962081909,-32.00145800812674,34.27183481372134,2.0030598640441895,0.7738547325134277
2.843527,97.15447235107422,17.17624,0.01994601,-0.14852138303858164,0.009484756,1.0032684,-7.140285e-09,33.80676648061006,45,0.7053152044874029,0.0,0.021325111389160156,-1.70283819970507,6,12.098686765958313,-0.019946018,2.4845516681671143,18.039918994295892,33.05192256814706,1.6825597286224365,0.5621354579925537
2.8414576,100.73537421226501,17.140732,0.012744101,-0.229937179823543,0.008877546,1.0022343,-4.147913e-09,40.82120062586437,46,0.6780076642347893,0.0,0.027933359146118164,-4.530700541341673,7,75.02731419878928,-0.0127441045,3.5727133750915527,68.52089782167123,212.67708449863295,2.5966765880584717,0.7333290576934814
2.8578756,103.44416379928589,17.42447,0.01755779,-2.556464609843505,0.0069902646,1.0103345,-1.7261074e-09,45.84699653330983,47,0.5011787395795141,0.0,0.021524906158447266,44.0186418673876,4,75.8609473285459,-0.017557792,2.6711173057556152,131.22235179850645,237.1489660857784,1.87123441696167,0.5701754093170166
2.865885,107.38665962219238,17.56459,0.014490454,-0.46889238319698157,0.007474779,1.0143092,-5.457364e-09,33.06863011607902,48,0.5089984572237191,0.0,0.028744220733642578,-226.87370419989873,5,126.28613955606406,-0.01449046,3.9375195503234863,-23.347315484746666,159.4957544426089,2.91228985786438,0.7846570014953613
2.868511,110.4648277759552,17.610775,0.017768752,0.09944625223181314,0.008921721,1.015643,6.5600987e-09,27.449467320996934,49,0.6615934868452911,0.0,0.021644115447998047,19.24421071528127,4,7.230925301574238,-0.017768744,3.073732852935791,26.7502949652589,36.2927193547483,2.2495479583740234,0.5852837562561035
2.8809664,115.71110415458679,17.831497,0.024881968,0.5262249721365341,0.009495823,1.0220587,-1.6737246e-08,25.380836133471522,50,0.6974639303590918,0.0,0.030313491821289062,-128.61063471512952,6,60.95448905387046,-0.024881985,5.241988897323608,-25.31848142005465,22.60793629127903,4.1328125,0.8640685081481934
2.8737779,118.39533472061157,17.703775,0.020842526,-1.0988350403262617,0.0068564834,1.0183549,-3.7583225e-09,26.832899304664604,51,0.696008231564168,0.0,0.02306199073791504,-9.821244484338735,7,37.63124129015805,-0.02084253,2.646731376647949,26.812666047374254,108.54808619509727,1.7786765098571777,0.6318960189819336
2.8657997,121.68496036529541,17.563091,0.013133782,-2.765564015148922,0.0068529104,1.014305,-0.0,49.34958682230046,52,0.7255634077456171,0.0,0.021068572998046875,-19.955078009793233,3,62.6372630260146,-0.013133782,3.285452365875244,49.34826305519987,131.77990080207545,2.467085361480713,0.5850777626037598
2.905793,124.93526434898376,18.279734,0.0221783,0.47783541167961285,0.009986217,1.0346462,6.6924515e-09,26.222145940096226,53,0.6710436381184042,0.0,0.02789139747619629,-98.26449213867092,6,49.01788258810602,-0.022178292,3.2458369731903076,-23.60185069943375,28.16272280673641,2.2962100505828857,0.7121665477752686
2.8930857,128.68701338768005,18.048918,0.018598124,0.8358336146946803,0.006761463,1.0282133,-1.3351441e-08,54.18596533962385,54,0.7622725058651086,0.0,0.018182754516601562,-73.81247374258113,2,19.99997261846984,-0.018598137,3.747030258178711,-53.81250112411129,-33.81252850564145,3.0056979656219482,0.5136728286743164
2.8984094,132.6370725631714,18.14526,0.0109231165,-2.203465397271354,0.0068325642,1.0311018,-5.722046e-09,45.39107066277181,55,0.7650071849415991,0.0,0.018551111221313477,-74.17599352433042,2,81.76672733343605,-0.010923122,3.912868022918701,7.590733809105622,89.35746114254167,3.170499801635742,0.5105130672454834
