MinReturn,Entropy,Perplexity,LossAfter,MeanKL,AveragePolicyStd,AverageReturn,ProcessExecTime,EnvExecTime,StdReturn,PolicyExecTime,MaxReturn,Iteration,Time,NumTrajs,dLoss,LossBefore,AbsLearnSignal,ExplainedVariance,ItrTime,AverageDiscountedReturn,MeanKLBefore
-414.9752948799786,2.837877,17.079468,-0.031926494,0.0066464115,1.0,-280.03466297340157,0.004937410354614258,0.08029890060424805,151.13256671328088,0.10418176651000977,-69.020456598031,0,0.7231788635253906,3,0.031926475,-1.9201496e-08,0.7826705298374,2.18103313187612e-12,0.7231705188751221,-145.2137302578306,0.0
-373.3942017787072,2.8024845,16.485554,-0.044702053,0.0065323277,0.98246264,-191.1254619668945,0.004817008972167969,0.07814741134643555,134.01510099897285,0.08761048316955566,-55.00608556762826,1,1.1035480499267578,3,0.044702057,5.148574e-09,0.5297615426701298,-0.6112270595123193,0.36301231384277344,-94.25926278575615,0.0
-349.532851085934,2.8010848,16.462496,-0.032723993,0.0066759223,0.9818063,-182.5210734435628,0.005089998245239258,0.08526325225830078,126.4008390330792,0.08957982063293457,-43.82408245046035,2,1.4739940166473389,3,0.032723967,-2.4690598e-08,0.8385442719928066,0.706568565284188,0.365816593170166,-94.10997197073074,0.0
-216.59502349621755,2.7968428,16.392809,-0.070599966,0.0063961674,0.9799051,-181.09119279209915,0.0038216114044189453,0.06032991409301758,35.503830704118414,0.06679892539978027,-145.58736208798072,3,1.792881727218628,2,0.07059998,1.5035406e-08,0.7268144398741503,-2.6243033935118576,0.31426501274108887,-90.35791121125834,0.0
-152.24762415700854,2.8058054,16.540394,-0.06816356,0.009765921,0.9842714,-129.72558695575844,0.0035314559936523438,0.05371212959289551,22.522037201250114,0.06373977661132812,-107.20354975450832,4,2.0997653007507324,2,0.06816357,8.912844e-09,0.665044171262536,-47.335787573136514,0.3023829460144043,-56.32865762699922,0.0
-556.3120602837081,2.8090403,16.593985,-0.059387684,0.009277425,0.98593557,-282.970361240911,0.00502777099609375,0.07727384567260742,202.5437762917876,0.08484148979187012,-72.14286235410319,5,2.47347354888916,3,0.059387736,5.3539612e-08,0.6030608077587833,-0.8210821867911231,0.3692495822906494,-123.68346292757364,0.0
-302.40066958872126,2.7828295,16.164694,-0.21394959,0.008491459,0.97303635,-270.3449976246854,0.00464320182800293,0.06895327568054199,23.383433158214324,0.08204460144042969,-247.28133613334666,6,2.818704843521118,3,0.21394959,-6.885735e-09,0.6566690183326798,-41.255886360124485,0.34079432487487793,-143.14300240516548,0.0
-525.7329757424129,2.7785497,16.09566,-0.04074067,0.009339291,0.9710513,-321.72760171821955,0.004254579544067383,0.06456494331359863,204.00537402419337,0.07304000854492188,-117.72222769402615,7,3.1643857955932617,2,0.04074068,1.1822409e-08,0.5452228967254241,-1.5596588129074744,0.33881187438964844,-132.3773731565839,0.0
-556.7594373665727,2.7827408,16.163261,-0.051328234,0.008974956,0.97283673,-419.17746219118567,0.0049321651458740234,0.07982778549194336,111.42461395322374,0.08620190620422363,-283.8540240844649,8,3.5532586574554443,3,0.051328216,-1.690912e-08,0.5759198395140633,-164.24909895681094,0.3831813335418701,-202.07356894155623,0.0
-184.67207639571114,2.7657955,15.891676,-0.04157046,0.0096619325,0.96463823,-108.64776658416665,0.004410743713378906,0.07369017601013184,76.02430981154448,0.07632684707641602,-32.62345677262216,9,3.9089393615722656,2,0.041570447,-1.1871465e-08,0.7220101504571711,-5.115981631179768,0.35155797004699707,-51.52816137327102,0.0
-229.01262241417206,2.7801814,16.121944,-0.030276908,0.009257318,0.97157145,-147.70972418060683,0.004271030426025391,0.0713663101196289,81.30289823356524,0.07089805603027344,-66.40682594704157,10,4.25057578086853,2,0.030276906,-2.0642301e-09,0.8977876296380605,-0.31817171330491223,0.3371458053588867,-52.15751781423127,0.0
-123.65124986321453,2.8100946,16.61149,-0.0351959,0.0064897626,0.98633844,-48.61902473242832,0.00471949577331543,0.07376718521118164,53.36877250560602,0.08297324180603027,-4.034481501395618,11,4.618966102600098,3,0.03519592,2.3885685e-08,0.7854435836065536,-18.74249719831775,0.36439061164855957,-23.19040667351409,0.0
-263.52656353362113,2.7862835,16.220623,-0.093978696,0.009494209,0.9751318,-136.2814646276478,0.005390644073486328,0.08440828323364258,90.39414878762034,0.09196853637695312,-62.02092636735051,12,4.994675159454346,3,0.093978696,2.3528148e-09,0.5803866918179779,-36.72342376052386,0.3715038299560547,-65.62948145638937,0.0
-304.6595475558056,2.816116,16.711817,-0.032377824,0.009612949,0.99006283,-145.50776882394624,0.0037653446197509766,0.0614626407623291,159.15177873185937,0.06386899948120117,13.64400990791313,13,5.310873746871948,2,0.03237784,1.5011269e-08,0.5516563926312901,-33.2365040063211,0.3105008602142334,-59.6891365138661,0.0
-142.9614357410389,2.8262823,16.88258,-0.041808993,0.006964068,0.99662757,-103.17139978607786,0.00508570671081543,0.08159279823303223,39.790035954961056,0.0888054370880127,-63.3813638311168,14,5.681790113449097,2,0.041809004,1.0145471e-08,0.6990153368890533,-205.9154948333225,0.36682629585266113,-29.135220682820815,0.0
-342.6042337953296,2.8368952,17.062708,-0.08061338,0.007098696,1.0024347,-283.91978016795525,0.004113197326660156,0.07108306884765625,58.68445362737435,0.07203912734985352,-225.2353265405809,15,6.020772695541382,2,0.080613375,-3.957155e-09,0.5021696719734838,-4.622746377537519,0.334674596786499,-101.87993249595715,0.0
-469.838895654558,2.8376849,17.076185,-0.043170143,0.0065814657,1.0028353,-243.37802099448967,0.0041811466217041016,0.07908964157104492,226.4608746600683,0.07290387153625488,-16.917146334421375,16,6.366393566131592,2,0.04317015,8.151063e-09,0.5538862359060034,-0.6386976721648625,0.3408472537994385,-59.270241228765016,0.0
-289.41492913205894,2.8082528,16.580923,-0.048727598,0.006977463,0.98823065,-179.6247514491247,0.004121065139770508,0.06499004364013672,109.79017768293424,0.06982612609863281,-69.83457376619046,17,6.696579456329346,2,0.04872759,-8.2569205e-09,0.6275248485022176,-48.69222310798129,0.32620882987976074,-86.07574805776585,0.0
-335.9217725427103,2.8142896,16.68132,-0.028247869,0.008129501,0.991127,-293.9321290757893,0.004538297653198242,0.07009196281433105,41.98964346692098,0.0769801139831543,-251.94248560886834,18,7.03943133354187,2,0.028247878,1.0048293e-08,0.6755993984256464,-147.24621764841368,0.33841586112976074,-114.63773080365196,0.0
-239.09161523851063,2.8440952,17.186003,-0.06026622,0.009437781,1.0046403,-127.4008923729858,0.004495859146118164,0.0816183090209961,111.69072286552485,0.08084583282470703,-15.710169507460947,19,7.4054083824157715,2,0.06026621,-7.2799566e-09,0.7410398717293613,-0.4601576292131262,0.3611946105957031,-19.02653007533818,0.0
-213.28204338299088,2.8683887,17.608622,-0.047240328,0.006492835,1.017733,-143.9637489798315,0.004734039306640625,0.09613490104675293,69.31829440315936,0.08341860771179199,-74.64545457667217,20,7.785874843597412,2,0.047240313,-1.4128508e-08,0.7589598785505722,-5.00358728018183,0.37329816818237305,-71.59790411516062,0.0
-405.538669790874,2.865364,17.555443,-0.05191056,0.009709165,1.0161779,-238.39943842930504,0.005589008331298828,0.09109640121459961,158.01264645984986,0.09793663024902344,-26.376124215678743,21,8.188377141952515,3,0.051910553,-6.2204224e-09,0.5575398413518731,-9.046794475714856,0.39545345306396484,-118.3264746310346,0.0
-269.9846853603298,2.8259902,16.87765,-0.04345942,0.009174633,0.9965737,-240.32160569767692,0.003486156463623047,0.05647015571594238,29.663079662652905,0.06211352348327637,-210.658526035024,22,8.502750396728516,2,0.043459415,-4.65207e-09,0.8020433016617884,-105.49877636668126,0.30756282806396484,-123.66059993594786,0.0
-297.3380791388381,2.8930209,18.047747,-0.045137927,0.009613246,1.029893,-255.18014326601553,0.004552602767944336,0.07753252983093262,42.15793587282258,0.07966756820678711,-213.02220739319296,23,8.862202167510986,2,0.045137927,1.8626451e-09,0.7665153795232351,-26.728124976053124,0.35543346405029297,-100.82893341073594,0.0
-200.02501209293507,2.9231377,18.599556,-0.04288589,0.009694575,1.0448543,-101.38465876980177,0.004218578338623047,0.0686500072479248,98.6403533231333,0.07215523719787598,-2.744305446668463,24,9.204890012741089,2,0.042885892,4.007035e-09,0.7489508704361403,-0.7807301883534852,0.33634114265441895,-32.08278549634874,0.0
-505.65851447158894,2.9177039,18.498762,-0.049855765,0.0069195894,1.0430115,-274.2572297591576,0.0051724910736083984,0.07838058471679688,203.38486531485057,0.08911585807800293,-10.610011796113284,25,9.594918727874756,3,0.049855743,-2.2060082e-08,0.6224327706916989,-0.10368519029575585,0.38440537452697754,-139.48877865797115,0.0
-529.4750206203646,2.9086316,18.331696,-0.10371621,0.009851429,1.038205,-281.1409706928716,0.0042803287506103516,0.07412195205688477,248.33404992749306,0.07324910163879395,-32.80692076537852,26,9.952170133590698,2,0.10371622,7.0717374e-09,0.6416460271777836,-26.550870414901965,0.35289716720581055,-157.70129917682766,0.0
-461.5346727276308,2.9033244,18.234663,-0.030377846,0.006479651,1.035869,-429.68751176074556,0.003693103790283203,0.0601954460144043,31.84716096688524,0.06488680839538574,-397.8403507938603,27,10.27263879776001,2,0.030377822,-2.4741551e-08,0.5636557768883159,-150.5912756608589,0.3148016929626465,-199.25313372297504,0.0
-580.0763443132416,2.8943515,18.071777,-0.070871145,0.0064238156,1.0325794,-433.5869444071005,0.004626750946044922,0.07792139053344727,148.42963678850984,0.07968854904174805,-230.13979669628836,28,10.681623697280884,3,0.07087115,1.0385658e-08,0.9124854691250894,-1.5651220139349205,0.36525845527648926,-233.17686059216592,0.0
-681.0843852019394,2.9193544,18.529322,-0.018102888,0.007841208,1.0487853,-383.913643487406,0.0038559436798095703,0.06738519668579102,297.17074171453345,0.06756591796875,-86.74290177287256,29,11.019656896591187,2,0.018102923,3.5818754e-08,0.5694303365205569,-0.05152142171188623,0.332369327545166,-159.13939260703938,0.0
-828.0674051672108,2.9428654,18.970125,-0.057991996,0.009973819,1.0626659,-613.2257394953123,0.005112171173095703,0.08456754684448242,155.34146989821173,0.08782172203063965,-466.0713890237613,30,11.413412809371948,3,0.057991955,-4.124889e-08,0.5482592168661824,-713.220839370734,0.38698840141296387,-304.76682275449645,0.0
-601.8499185991939,2.9413223,18.940876,-0.032397337,0.008901861,1.0632819,-566.0915331965879,0.0055389404296875,0.08816838264465332,47.079531099531664,0.09223461151123047,-499.573603074617,31,11.80355429649353,3,0.03239735,1.0034452e-08,0.715047300364806,0.6376347285827587,0.38579297065734863,-273.62955850404666,0.0
-649.6662786820765,2.9311826,18.749792,-0.04131843,0.007201983,1.0580658,-325.7074226664639,0.0048716068267822266,0.09795808792114258,323.9588560156126,0.08576607704162598,-1.7485666508513305,32,12.192413806915283,2,0.041318428,-3.4805632e-09,0.734728373444167,0.14101748978924633,0.38337230682373047,-176.07765935674635,0.0
-542.7136607348593,2.9232357,18.601377,-0.04742714,0.00597115,1.0526412,-512.0785054076471,0.004425048828125,0.07364153861999512,30.635155327212203,0.0736684799194336,-481.4433500804349,33,12.538590908050537,2,0.047427125,-1.6232754e-08,0.6919040061431849,-99.46010279421115,0.34042978286743164,-199.85584325341458,0.0
-426.2063843093981,2.9402537,18.920647,-0.061378248,0.008336689,1.0627092,-399.2618036080335,0.004896879196166992,0.07743024826049805,28.604467711543133,0.08363223075866699,-359.65877393157234,34,12.896578311920166,3,0.061378263,1.3623919e-08,0.5642888003565389,-149.09276797608106,0.35406970977783203,-193.0274614609025,0.0
-732.2954921117655,2.9434125,18.980507,-0.02716357,0.006722984,1.0643873,-418.06086283663564,0.0069773197174072266,0.13495421409606934,222.3789628570286,0.11971902847290039,-249.9411391313789,35,13.373064994812012,3,0.027163556,-1.4486192e-08,0.6761909357498547,0.3291774078506542,0.4697694778442383,-143.5744287845771,0.0
-793.2284599816523,2.923638,18.608866,-0.062200144,0.0079470975,1.0564121,-486.8650203231099,0.004560232162475586,0.08457016944885254,306.36343965854246,0.07863426208496094,-180.5015806645674,36,13.752670764923096,2,0.062200174,2.7992465e-08,0.630374326103564,-0.4067915423034534,0.3738088607788086,-156.064665832819,0.0
-959.3566643643694,2.9223483,18.584879,-0.04756488,0.005585848,1.0553547,-959.3566643643694,0.0036742687225341797,0.07395172119140625,0.0,0.061789512634277344,-959.3566643643694,37,14.101073741912842,1,0.047564887,7.152557e-09,0.5985334328101483,-57.39953875839833,0.34274864196777344,-260.94500055249694,0.0
-373.74726128144295,2.9304311,18.735706,-0.03917163,0.009455313,1.0612696,-293.38833239691627,0.0061588287353515625,0.10101890563964844,98.54210937996717,0.10152363777160645,-154.60535436117695,38,14.52446722984314,3,0.03917161,-1.8394312e-08,0.689124483516352,-1504.2583316948842,0.41640806198120117,-140.45533970022439,0.0
-531.7398956679058,2.9663174,19.42027,-0.036716837,0.004945862,1.0799863,-374.0826697094329,0.0041043758392333984,0.0684504508972168,157.6572259584729,0.06962919235229492,-216.42544375095997,39,14.859436273574829,2,0.036716856,1.8658845e-08,0.6004488705802338,-1.4400011565020296,0.33005619049072266,-143.76693510154573,0.0
-296.4331744404062,2.9803853,19.695404,-0.08742584,0.008299774,1.0886729,-244.26369083199273,0.003641843795776367,0.05771756172180176,52.169483608413486,0.06496310234069824,-192.09420722357925,40,15.182113885879517,2,0.08742583,-1.8517948e-08,0.5762810392249218,-1.2565169768370184,0.3172736167907715,-100.05841208258806,0.0
-416.6370929300283,2.981342,19.714256,-0.08244429,0.0066034715,1.0889325,-263.846687102651,0.003759622573852539,0.0605320930480957,152.7904058273773,0.06439948081970215,-111.0562812752737,41,15.511254787445068,2,0.08244429,-0.0,0.5773188658574075,-2.883187104063805,0.3228726387023926,-105.18764703603894,0.0
-539.4430700540571,2.9794295,19.676588,-0.019384334,0.0072040986,1.0869039,-343.99584841652654,0.005595207214355469,0.1049809455871582,195.44722163753056,0.09391522407531738,-148.54862677899598,42,15.910748720169067,2,0.019384338,3.0763687e-09,0.5362089462485525,-47.2270688186305,0.39498305320739746,-101.94625592445331,0.0
-643.1576509769941,2.9749851,19.589333,-0.033487793,0.008990631,1.0882211,-511.67246243947386,0.0053942203521728516,0.09482884407043457,131.48518853752026,0.09064817428588867,-380.1872739019536,43,16.299281120300293,2,0.033487774,-1.7840845e-08,0.5890998419503459,-8.878381215035372,0.38162827491760254,-211.58665506799076,0.0
