AbsLearnSignal,MeanKLBefore,Iteration,LossBefore,MeanKL,StdReturn,MinReturn,ItrTime,PolicyExecTime,MaxReturn,Perplexity,LossAfter,AverageDiscountedReturn,dLoss,EnvExecTime,NumTrajs,Entropy,AveragePolicyStd,AverageReturn,ExplainedVariance,Time,ProcessExecTime
99.79047722360116,-502.76687053550205,-0.011654217,11.526703596115112,4.09856,12,-770.7898008978285,0.9917316,-887.2065362827256,0.02825784683227539,0.00662041,0.8434867858886719,0.8193268601362546,0.3267064094543457,0.8126072107767425,32,-4.7683715e-09,1.4106357,0.0,0.2437605857849121,-359.78343245691974,0.011654212
84.83084609163237,-495.84749729358583,-0.0114595005,12.387581825256348,4.0090775,13,-654.9081781910209,0.97007936,-771.4301351246678,0.03262209892272949,0.007051084,0.8574354648590088,0.8071575256504226,0.3309352397918701,0.8251439639478761,32,4.7683715e-09,1.3885611,0.0,0.2557234764099121,-309.61017196577023,0.011459505
92.01365728379727,-494.17397888783773,-0.012963781,13.219168424606323,3.9236367,14,-649.4314743203905,0.94940543,-850.7368571059974,0.027571439743041992,0.0068069743,0.8280425071716309,0.8060121971475447,0.3262345790863037,0.8274315760958811,32,4.7683715e-09,1.3670189,0.0,0.2336716651916504,-315.9040512523046,0.012963786
119.04142197846669,-255.91450990120998,-0.013958968,14.043436288833618,3.8131926,15,-553.1515407350444,0.922681,-771.1596781479982,0.027087926864624023,0.0067142225,0.8205058574676514,0.5430525609348736,0.32059550285339355,0.8261189759831311,32,-0.0,1.3384668,0.0,0.22776126861572266,-274.3246629345681,0.013958968
135.0082874479753,-253.8417631098148,-0.012982083,14.870889902114868,3.6781552,16,-476.93164824977106,0.89000595,-798.4611317888673,0.027315139770507812,0.006936667,0.8231937885284424,0.562814763876006,0.31554532051086426,0.8411258793430693,32,-4.7683715e-09,1.3024113,0.0,0.2213122844696045,-250.78835359996566,0.012982078
130.45938017896458,-129.23711923625663,-0.0139605785,15.692890644073486,3.5995653,17,-378.217897959595,0.87098956,-717.2659693331921,0.02684164047241211,0.007048752,0.8186540603637695,0.5634384001782191,0.3114662170410156,0.8375816395985938,32,7.152557e-09,1.2808131,0.0,0.2233736515045166,-220.61729913726776,0.013960586
137.95987806765928,-118.10110970854194,-0.012992638,16.505112171173096,3.4240897,18,-290.461814885432,0.8285294,-610.0133692549324,0.0273740291595459,0.0070677614,0.8058021068572998,0.4587438504205923,0.29978060722351074,0.8169009395444254,32,-1.1920929e-09,1.2308357,0.0,0.22427821159362793,-179.0432964063396,0.012992637
89.06368601603717,-6.4351997911666725,-0.012214483,17.33388113975525,3.3044386,19,-212.58407843539015,0.79957736,-427.4463235612942,0.027558565139770508,0.00980301,0.8250730037689209,0.6291141202015895,0.3103363513946533,0.6014131552478125,32,-3.5762786e-09,1.1952666,0.0,0.22884011268615723,-165.9511500597129,0.012214479
92.87858316780645,-3.0555635198337483,-0.011637356,18.115114450454712,3.1529205,20,-179.04895567150112,0.7629146,-382.4918251528674,0.027378559112548828,0.007626519,0.7766554355621338,0.8510024317499307,0.29460740089416504,0.49125675516908557,32,7.152557e-09,1.1483291,0.0,0.21260499954223633,-148.53271219154166,0.011637364
82.76413066413016,-115.71357846890528,-0.016172139,18.92749786376953,3.0706916,21,-182.23641668996623,0.74301755,-378.99803249209424,0.027913331985473633,0.008495994,0.8068511486053467,0.7419938975155509,0.30860471725463867,0.43559760950264953,32,-2.3841857e-09,1.1219028,0.0,0.23174023628234863,-150.73218853389488,0.016172137
113.81944091853417,-2.5051139721118845,-0.01694173,19.727208137512207,3.0396783,22,-187.47536508925523,0.73551315,-454.61949051334966,0.027039527893066406,0.007236945,0.7959764003753662,0.7540394719618635,0.30741095542907715,0.49830426660843,32,-0.0,1.1117517,0.0,0.2275092601776123,-149.80017725132404,0.01694173
133.912648334946,-2.5858972214680773,-0.0176505,20.56312108039856,3.0119698,23,-215.98323797738144,0.72880846,-485.2287187124091,0.03210568428039551,0.008879977,0.8312819004058838,0.7747959441691137,0.3194568157196045,0.4646069042014339,32,-4.7683715e-09,1.1025943,0.0,0.22408223152160645,-169.65959940473846,0.017650494
112.56941922357278,-2.4471267972452777,-0.012056657,21.389543294906616,2.9577155,24,-184.0427987792063,0.71568054,-464.76985028225454,0.029210805892944336,0.007198942,0.8228304386138916,0.7805864583570612,0.32860374450683594,0.44947328970378453,32,-5.9604643e-10,1.0844172,0.0,0.23729872703552246,-148.2930993472719,0.012056656
99.31922261988683,-2.0918404841910068,-0.019278375,22.21433186531067,2.9192908,25,-153.4589592624319,0.7063828,-374.90258187921836,0.028276681900024414,0.006249015,0.7848355770111084,0.7813986991769477,0.28983211517333984,0.37739908392626215,32,-5.289912e-09,1.0713407,0.0,0.22997736930847168,-127.68608463637027,0.01927837
119.85826115032542,-2.34777816517805,-0.01586066,23.023955583572388,2.930212,26,-155.01248016289597,0.70902544,-527.0006785414095,0.028969764709472656,0.0066111158,0.8062961101531982,0.7945122979992487,0.2985351085662842,0.44142003952317893,32,4.7683715e-09,1.0750748,0.0,0.2291548252105713,-128.72393994593656,0.015860666
82.41020883448938,-2.344911674129193,-0.0227049,23.812859535217285,2.880125,27,-167.2156243629746,0.696906,-354.4894094480792,0.029589176177978516,0.0064667882,0.7826328277587891,0.8357461245032222,0.2798590660095215,0.365203060709636,32,-0.0,1.0578337,0.0,0.21600890159606934,-142.03854770552147,0.0227049
97.2991399370557,-2.2822561183742818,-0.018948518,24.64850354194641,2.8606184,28,-156.1540925899658,0.6921858,-408.08484746776634,0.029796123504638672,0.0064713573,0.8318970203399658,0.8851163042467272,0.2895076274871826,0.4179256612219986,32,-4.7683715e-09,1.0510378,0.0,0.24703383445739746,-132.50004698908708,0.018948512
92.2887733208507,-1.9035973774247636,-0.015501328,25.471336364746094,2.874127,29,-195.53123549071137,0.69545454,-429.5810966749659,0.027849435806274414,0.007008929,0.8192870616912842,0.8555650749019968,0.2944014072418213,0.44519448897419295,32,-2.3841857e-09,1.0557489,0.0,0.23421525955200195,-162.50749781581396,0.015501325
106.46348812173741,-2.032141953012769,-0.02004963,26.319331407546997,2.8597536,30,-197.52251465415733,0.6919766,-382.6073061853903,0.029482603073120117,0.008916439,0.8432762622833252,0.617145023047742,0.3023946285247803,0.48277745215238516,32,-1.1920929e-09,1.0507355,0.0,0.23677682876586914,-158.67138344278223,0.020049628
76.93110259081828,-2.2813759900334554,-0.013029912,27.117044687271118,2.8157961,31,-137.1418632230129,0.68134016,-272.4172985921097,0.02862548828125,0.007084795,0.7919437885284424,0.7176319654888224,0.293560266494751,0.5835748237168067,32,-2.3841857e-09,1.0352451,0.0,0.23586201667785645,-118.69004346819352,0.013029909
108.91096329391517,-1.7523290459346927,-0.012285316,27.914246320724487,2.7909136,32,-175.66551793996507,0.6753193,-481.74812290114414,0.027446508407592773,0.0069062756,0.7909491062164307,0.8098960057277772,0.28495073318481445,0.45981568807406714,32,2.9802323e-09,1.026369,0.0,0.22534632682800293,-145.3213336571352,0.012285319
97.44218146728544,-1.6234426599291414,-0.024757538,28.72450566291809,2.7455304,33,-126.17008173876427,0.664338,-278.7706486431981,0.028514385223388672,0.0064461287,0.80694580078125,0.8691740937540107,0.2918660640716553,0.412239566341904,32,-3.5762786e-09,1.0099742,0.0,0.23004436492919922,-108.12973861606596,0.024757534
99.43245843137753,-2.928962376165264,-0.022427747,29.557772636413574,2.7350903,34,-170.84328117501764,0.66181177,-498.07006128532316,0.031006336212158203,0.009855056,0.8295962810516357,0.6016372829959613,0.2940647602081299,0.46389273440169504,32,2.3841857e-09,1.0061644,0.0,0.24035859107971191,-140.358171681127,0.022427749
88.25364778841107,-2.331589537454805,-0.023459425,30.338849544525146,2.7223315,35,-157.66303656328472,0.6587244,-372.34324557331644,0.027571678161621094,0.009712449,0.777524471282959,0.840403150396738,0.2974660396575928,0.4667005510383436,32,-0.0,1.0014887,0.0,0.22290444374084473,-134.0977985676339,0.023459425
72.45223331641354,-3.4201797787437487,-0.019196492,31.097487688064575,2.7258751,36,-162.30308889834757,0.65958196,-301.1941652184286,0.027767181396484375,0.0071895355,0.7541067600250244,0.7978942372834503,0.2865273952484131,0.3597656704284361,32,1.1920929e-09,1.0027895,0.0,0.2093651294708252,-137.85718126171253,0.019196494
156.27134373595072,-2.0411189367118046,-0.009336636,31.886666297912598,2.7119308,37,-187.25146641454285,0.656208,-630.0413413421126,0.027736663818359375,0.009745194,0.7857027053833008,0.4656463994183243,0.30133914947509766,0.5177588242846003,32,-0.0,0.9976608,0.0,0.22076153755187988,-144.44118499689745,0.009336636
165.51052674692758,-1.5893532508353996,-0.012457037,32.73294019699097,2.663261,38,-179.84144667393258,0.6444312,-753.505013025472,0.02831578254699707,0.008111021,0.801893949508667,0.40455999617685623,0.3063082695007324,0.46919730081432903,32,-0.0,0.9795513,0.0,0.22066807746887207,-131.01764424686093,0.012457037
83.77068630711447,-2.6388040962991677,-0.014126449,33.5126006603241,2.5941432,39,-174.54564418957827,0.6277066,-367.42319991573527,0.027456998825073242,0.0074389316,0.7741692066192627,0.5936807778480127,0.2977261543273926,0.46168128359228006,32,2.3841857e-09,0.9532563,0.0,0.22202777862548828,-147.78443296986077,0.014126452
142.79973445259256,-1.6661539778221979,-0.0193776,34.30761742591858,2.5706356,40,-175.03221090382007,0.62201864,-673.3597658871487,0.0275723934173584,0.006553706,0.791785478591919,0.5039652769185166,0.3047151565551758,0.5144180911893035,32,5.9604646e-09,0.94415313,0.0,0.22417259216308594,-137.25625012104877,0.019377606
102.7668490027896,-1.8513816181428369,-0.009748335,35.10629940032959,2.565754,41,-166.20465354846928,0.62083733,-382.99639389329246,0.027213573455810547,0.008252245,0.7950460910797119,0.6333892044688061,0.30861878395080566,0.4387545432190729,32,7.152557e-09,0.94225234,0.0,0.2242450714111328,-135.1395793911683,0.009748342
117.09819697087786,-1.3474291239173766,-0.015708385,35.91693997383118,2.5369523,42,-176.9800902936314,0.6138682,-505.6336975053628,0.029478073120117188,0.009250591,0.8070108890533447,0.5647797375053216,0.31489133834838867,0.44136320366325976,32,4.172325e-09,0.93096346,0.0,0.2335660457611084,-143.60468403777864,0.015708389
71.3871056252463,-2.0167326536142953,-0.013566091,36.74502420425415,2.518149,43,-147.7741233677187,0.6093183,-249.38949732110893,0.027920961380004883,0.008700326,0.8245711326599121,0.7503778010470525,0.3227665424346924,0.4544589821876029,32,-4.7683715e-09,0.923524,0.0,0.22589731216430664,-126.99015489947651,0.013566086
