NumTrajs,AverageDiscountedReturn,dLoss,StdReturn,Entropy,Time,LossAfter,Iteration,MinReturn,LossBefore,MeanKLBefore,ItrTime,MaxReturn,PolicyExecTime,AbsLearnSignal,Perplexity,ExplainedVariance,ProcessExecTime,EnvExecTime,MeanKL,AveragePolicyStd,AverageReturn
3,-237.59920260020968,0.05312229,106.50228390629889,2.805792,6.797491073608398,-0.0531223,17,-587.7959392440866,-1.2987782e-08,0.0,0.3402976989746094,-334.4005910320119,0.07935094833374023,0.6842910079011456,16.540173,-17.72261320599704,0.004645347595214844,0.07201027870178223,0.008456905,0.98501587,-443.1929205727415
3,-242.16534014798538,0.04336788,182.3718742875581,2.7568517,7.155445337295532,-0.04336788,18,-700.303735736524,-1.7466563e-09,0.0,0.35376548767089844,-253.64180752794041,0.0845339298248291,0.8507115988855951,15.750178,0.5625663828726318,0.005103349685668945,0.07468032836914062,0.0069103492,0.96115065,-479.0165645916466
3,-193.56096215197934,0.0580469,180.8368021382865,2.7685359,7.530001878738403,-0.05804693,19,-665.9511959781894,-2.901805e-08,0.0,0.3691697120666504,-254.31307554418424,0.08970785140991211,0.7644738805544179,15.935286,-1.2984467825044397,0.005481243133544922,0.08118939399719238,0.007942659,0.96641177,-412.9041851288457
3,-201.2625443314835,0.045416985,127.45847526053136,2.7717075,7.9490368366241455,-0.045416974,20,-558.66078051865,1.1701525e-08,0.0,0.41449713706970215,-248.62197445143,0.10337114334106445,0.6688863757003629,15.985908,-6.254926830490542,0.006264686584472656,0.11230278015136719,0.008538606,0.96770877,-414.2476501057178
2,-180.89795270984092,0.02925378,261.2545570526785,2.7841163,8.28012204170227,-0.029253786,21,-636.0338458315003,-6.357829e-09,0.0,0.3264944553375244,-113.52473172614339,0.06955790519714355,0.8400173578638583,16.185509,-13.070507743703578,0.003921031951904297,0.06198620796203613,0.009444707,0.9738579,-374.77928877882186
3,-94.0075767324413,0.17186709,110.70062913254847,2.7494397,8.657442331314087,-0.17186707,22,-304.7738822155859,1.1784949e-08,0.0,0.37266993522644043,-42.7814670607882,0.0791318416595459,0.7681278903879135,15.63387,-4.412867843122883,0.00466156005859375,0.07559418678283691,0.009074934,0.9567664,-193.95965947493434
3,-199.96923343187208,0.13205701,184.95958711052353,2.7550712,9.03713083267212,-0.13205701,23,-553.7951247016304,-6.509722e-09,0.0,0.37387657165527344,-132.72764020416088,0.09885716438293457,0.6869612534319288,15.722159,-35.49017653677726,0.0053632259368896484,0.08228516578674316,0.008704764,0.9595864,-391.5335851886535
3,-47.810542350341116,0.03875868,43.402235430260085,2.7633922,9.395252466201782,-0.03875867,24,-177.29204096692388,9.771253e-09,0.0,0.3513753414154053,-84.084050480496,0.07439422607421875,0.8260068528738029,15.85353,-30.132070978843167,0.004236459732055664,0.06951761245727539,0.0069680684,0.9635791,-115.92662429389185
3,-54.94875062515064,0.030660857,56.44633008588393,2.7700949,9.763461351394653,-0.030660855,25,-195.07952341430436,2.5544848e-09,0.0,0.3643622398376465,-72.40813825534744,0.08425354957580566,0.7497328308126349,15.960148,-23.182642655895645,0.004741191864013672,0.07555580139160156,0.007208376,0.9666869,-115.32993131985297
2,-85.41722961191391,0.037755746,77.89398956086548,2.7496142,10.077821254730225,-0.037755724,26,-244.5000453866517,2.3489514e-08,0.0,0.310103178024292,-88.71206626492074,0.06269550323486328,0.6170736730665314,15.636599,-2.0544281763246017,0.0037109851837158203,0.06083846092224121,0.007389855,0.95684576,-166.6060558257862
3,-66.03781640201667,0.039923154,28.316473551882385,2.754407,10.483016967773438,-0.039923165,27,-168.81400121890974,-1.2931177e-08,0.0,0.3648867607116699,-103.86378428133659,0.09113192558288574,0.7490715171666248,15.7117195,-20.058957699532403,0.005245208740234375,0.08388566970825195,0.006764075,0.9592728,-129.3127192642152
2,-137.91786666776397,0.053634055,218.2397416942664,2.75931,10.793023586273193,-0.053634055,28,-504.5634741670235,-0.0,0.0,0.30585718154907227,-68.0839907784907,0.06119728088378906,0.6747500360490458,15.788945,-3.038491587181271,0.0034303665161132812,0.05577397346496582,0.006728763,0.961983,-286.3237324727571
3,-82.9861494069613,0.031526763,7.756715277952012,2.7367482,11.176908493041992,-0.031526756,29,-186.1560234533432,6.3367063e-09,0.0,0.3799557685852051,-167.64633544879564,0.0883336067199707,0.7091029046519274,15.436707,-505.19420637142036,0.005225181579589844,0.0856008529663086,0.0068101906,0.95110565,-175.6631958286147
3,-195.92676051383805,0.035060972,254.5493236887721,2.6834085,11.534955501556396,-0.035060965,30,-716.5623812819318,6.9106836e-09,0.0,0.35316944122314453,-93.5449171744169,0.08120918273925781,0.6328475823625468,14.6348915,-5.212478535572219,0.004619598388671875,0.07074975967407227,0.0071577155,0.9264208,-397.85765173240725
2,-137.78289149816172,0.05169352,60.81209662132041,2.723945,11.87479043006897,-0.051693507,31,-352.2669461998995,1.42036605e-08,0.0,0.3332633972167969,-230.6427529572587,0.07238602638244629,0.8013055801615615,15.240325,-13.63696924701951,0.004050493240356445,0.06748270988464355,0.0072143725,0.94540554,-291.4548495785791
3,-139.4040286647871,0.17839138,186.8234251069417,2.7168672,12.238109350204468,-0.1783914,32,-516.6193098689897,-1.7726288e-08,0.0,0.3589470386505127,-60.61214340928237,0.08251452445983887,0.6652240156373743,15.13284,-34.20969157233607,0.005283355712890625,0.07641029357910156,0.008780901,0.94159406,-277.5273800930128
2,-118.99719664475334,0.03990256,208.0496197052392,2.7423155,12.567115306854248,-0.03990255,33,-486.4377314867194,9.395806e-09,0.0,0.32363080978393555,-70.33849207624098,0.06352567672729492,0.8642662270845489,15.522887,0.4416113004794575,0.003714323043823242,0.061029911041259766,0.00901746,0.9534517,-278.3881117814802
3,-123.73806830406625,0.048675083,28.786275865472998,2.7995358,12.950974225997925,-0.048675068,34,-314.39908312864145,1.3384903e-08,0.0,0.3769700527191162,-251.37445039597148,0.08513855934143066,0.3512926452122383,16.437014,-46.670953141228374,0.005143642425537109,0.07618165016174316,0.006859181,0.9810486,-273.75899897142637
3,-212.78517522137994,0.05317076,160.6585078900878,2.831793,13.319392442703247,-0.053170785,35,-622.0260024527565,-2.5002697e-08,0.0,0.36151957511901855,-245.57241013292855,0.08089303970336914,0.6990551702466339,16.975872,-1.488713938272928,0.004822969436645508,0.07653951644897461,0.006504521,0.9970058,-400.69629884964706
3,-221.96200290802494,0.07186259,201.7969650190774,2.8176389,13.71713924407959,-0.07186254,36,-730.4958118921509,5.103274e-08,0.0,0.3908803462982178,-239.3522964253106,0.08970785140991211,0.6225790500206031,16.737286,-5.542287037555368,0.005055665969848633,0.08197903633117676,0.0068111643,0.9899402,-501.02306489525876
2,-233.04395325987252,0.036753107,12.425864425383338,2.8339837,14.034946918487549,-0.03675309,37,-511.7886112461428,1.847744e-08,0.0,0.3109557628631592,-486.93688239537613,0.06186223030090332,0.7849194743389429,17.0131,-1.646478921428833,0.003715038299560547,0.05373787879943848,0.0063791955,0.9981672,-499.36274682075947
3,-259.7159564676178,0.03999744,58.68491234371314,2.8630445,14.368233680725098,-0.039997432,38,-481.8517802571957,8.081986e-09,0.0,0.32769203186035156,-355.016468019944,0.07188081741333008,0.7978174145291748,17.51477,-15.702840202499313,0.0042612552642822266,0.06888413429260254,0.00964559,1.013011,-437.96255894189926
3,-203.149180782033,0.038896352,181.08536118023977,2.8691843,14.744959354400635,-0.038896378,39,-686.9421843102525,-2.551637e-08,0.0,0.37219667434692383,-270.5956290699392,0.09068632125854492,0.7751557043159553,17.622637,-33.82323704336423,0.0053713321685791016,0.08422255516052246,0.006440688,1.0158473,-434.6035034293684
3,-289.13864187727614,0.028415643,120.18137818266779,2.8795729,15.118506669998169,-0.028415615,40,-665.6818537948938,2.7743253e-08,0.0,0.3677942752838135,-393.9391438576527,0.08253812789916992,0.7735268632211614,17.806665,-0.929723187733833,0.0048732757568359375,0.07511782646179199,0.009166269,1.0212992,-562.4924020339062
2,-168.22104348164308,0.03737671,4.550216607832226,2.8864408,15.44016981124878,-0.03737669,41,-378.96907148780195,1.8428489e-08,0.0,0.3173549175262451,-369.8686382721375,0.06381368637084961,0.8707385074429876,17.92938,-3.288262173148258,0.003603696823120117,0.05862259864807129,0.007005551,1.0246407,-374.41885487996973
3,-215.39000209329208,0.057743765,149.1207803570296,2.8625228,15.816120147705078,-0.05774377,42,-605.7333109460969,-4.0273407e-09,0.0,0.3701822757720947,-245.27763229762567,0.08952593803405762,0.6422371494402982,17.505634,-216.04281702867246,0.005549430847167969,0.08473515510559082,0.007370237,1.0124675,-442.56845918707285
3,-284.9960053786631,0.028693816,38.23697578732441,2.8415961,16.17950201034546,-0.028693823,43,-576.7188211818172,-7.143628e-09,0.0,0.35883665084838867,-490.4251486457368,0.08436083793640137,0.7367109748794403,17.143106,-2.2808559361335305,0.004828453063964844,0.07504081726074219,0.0064217905,1.0018923,-544.0830900903601
3,-279.7420580533341,0.040134948,224.22262140738084,2.7846282,16.56216549873352,-0.040134944,44,-831.5847472160677,4.832809e-09,0.0,0.3784754276275635,-296.63395273767,0.08701610565185547,0.5307358327782515,16.193794,-7.87282282579074,0.005288124084472656,0.07759618759155273,0.009648637,0.97373015,-528.1900524803549
3,-256.1471135233191,0.046685006,111.7380458303335,2.812844,16.89962124824524,-0.046685014,45,-608.2881942503732,-7.3359563e-09,0.0,0.33318281173706055,-335.31566811990444,0.07687163352966309,0.7956567357406863,16.657225,0.43444389607734846,0.004359245300292969,0.06435775756835938,0.008890755,0.98757267,-477.56347968822405
3,-45.03103054567186,0.049877852,12.012003192066922,2.8145576,17.219826698303223,-0.049877863,46,-102.1111914958306,-1.0643687e-08,0.0,0.3157670497894287,-72.79989861923687,0.06821608543395996,0.6818899407725304,16.685791,-559.8509550010094,0.004085540771484375,0.05756855010986328,0.009330195,0.9884438,-86.71519412611103
3,-257.0969075973559,0.02926175,127.31750831110236,2.8109357,17.591055393218994,-0.029261766,47,-690.0242285745921,-1.7339532e-08,0.0,0.3643062114715576,-397.0256751371917,0.0832674503326416,0.6686203921553145,16.625467,-45.09864754737194,0.0048675537109375,0.07306385040283203,0.007917585,0.98686767,-512.6889133904906
3,-312.996161888241,0.042380672,181.3839349489948,2.8072393,17.926979064941406,-0.042380646,48,-692.1761087941712,2.543474e-08,0.0,0.32884883880615234,-293.18095433463435,0.06899666786193848,0.5401953456565977,16.564127,-2.0260147540495956,0.004052639007568359,0.06365633010864258,0.00919395,0.98517174,-549.1022690804056
3,-364.0610999148075,0.044327635,94.72096817869705,2.803448,18.29130744934082,-0.04432764,49,-720.3711958130145,-3.892548e-09,0.0,0.36031246185302734,-488.36488145023196,0.07619881629943848,0.748712870001151,16.501446,0.5312720741858845,0.004365205764770508,0.0672769546508789,0.009439565,0.9831482,-605.0413991130976
3,-369.89578946140017,0.05067142,104.97287850087157,2.8217967,18.63027787208557,-0.05067141,50,-784.7163747304188,1.1308391e-08,0.0,0.3346982002258301,-528.5977001180951,0.07497930526733398,0.6644021328877879,16.80702,0.4942408238287641,0.004405021667480469,0.06900334358215332,0.0089962715,0.9924015,-650.0802104323411
3,-339.9487970896689,0.029307177,80.99480575080189,2.8540342,18.981292247772217,-0.029307205,51,-711.6906932860234,-2.8383164e-08,0.0,0.34650516510009766,-513.4543795989841,0.07619643211364746,0.7176075060544764,17.357664,-2.3072989765706278,0.00436711311340332,0.07173418998718262,0.0060262536,1.0083121,-614.8695505810932
3,-379.9813948067029,0.06900174,273.5614804282067,2.8666594,19.35676860809326,-0.069001734,52,-957.3268597594715,1.0923561e-08,0.0,0.3695046901702881,-299.28219610363954,0.07847309112548828,0.36939931803497345,17.578197,-36.77525483219565,0.004636526107788086,0.07327818870544434,0.009188432,1.0145733,-664.8108311299026
3,-300.9249943051918,0.12209451,346.08589972225354,2.8858619,19.717894077301025,-0.1220945,53,-831.3612128981421,1.126387e-08,0.0,0.3560035228729248,-37.27960533583397,0.0788872241973877,0.6452956657127306,17.919004,0.18472924612993424,0.004630088806152344,0.07400155067443848,0.007832883,1.0242891,-519.9976622488389
3,-265.778024712222,0.06281339,199.79141436483866,2.8731062,20.082056045532227,-0.06281338,54,-770.9668877353653,1.0145471e-08,0.0,0.36003541946411133,-289.6619811230156,0.08540630340576172,0.7766636817854967,17.691889,-9.750770634518672,0.0052263736724853516,0.08137798309326172,0.006790379,1.017882,-504.7455040736898
3,-240.79034161443647,0.05132578,133.64465031570825,2.8792758,20.441872358322144,-0.051325794,55,-635.384007887069,-1.3479496e-08,0.0,0.3543422222137451,-321.33432118070874,0.08691787719726562,0.8140562345327599,17.801376,-3.2039278415585812,0.005018711090087891,0.0786294937133789,0.008357748,1.0209175,-505.03335559891866
3,-265.7497003113579,0.028243955,21.86303994761044,2.8635538,20.85109567642212,-0.028243968,56,-585.6806921889995,-1.2800998e-08,0.0,0.3667004108428955,-533.6373872230744,0.09023141860961914,0.7387087460558566,17.523691,-0.6233700721324473,0.005430698394775391,0.0826864242553711,0.00795116,1.0129244,-563.3042363482929
3,-273.1620982257001,0.060500827,137.9322342437661,2.8678622,21.2127788066864,-0.06050082,57,-689.7277896089747,5.7681913e-09,0.0,0.35596346855163574,-359.7886681718402,0.07653379440307617,0.5581679754927329,17.599354,-2.3876217489687104,0.004523754119873047,0.06630349159240723,0.009561475,1.0151054,-503.7582614179034
3,-183.6304567346892,0.027245453,104.72421355954963,2.8551526,21.57927441596985,-0.02724544,58,-490.46558262299976,1.3038516e-08,0.0,0.3607521057128906,-234.4756222846475,0.0792686939239502,0.5755876816196224,17.377089,-9.10384453087523,0.0046803951263427734,0.07297134399414062,0.0067336042,1.0087166,-357.70872572325317
3,-279.3114619370085,0.02109289,80.88059334630289,2.8465555,21.95453715324402,-0.02109292,59,-674.2642591229064,-2.9503303e-08,0.0,0.3710339069366455,-478.8530506839018,0.09196615219116211,0.7402896374946706,17.228336,-2.9190337007946696,0.005210399627685547,0.08363723754882812,0.005868667,1.0045997,-567.1402248470908
3,-173.85387914404052,0.052734975,218.47741178639208,2.8433743,22.339914321899414,-0.05273499,60,-580.1564153300208,-1.6218952e-08,0.0,0.3800473213195801,-46.74408061432358,0.08807563781738281,0.7836782913018001,17.173616,-8.397304596404025,0.00529026985168457,0.08613801002502441,0.0097360555,1.0030463,-325.9187347101897
3,-249.5533744051522,0.045521364,278.9150343821957,2.8345568,22.723093271255493,-0.04552134,61,-689.0041639577945,2.200787e-08,0.0,0.3783600330352783,-66.13661520170328,0.07736706733703613,0.7746707034235373,17.022854,0.4478240273716687,0.004569292068481445,0.07041168212890625,0.0075914455,0.99928963,-458.60412490703237
2,-192.92076901641965,0.101687014,161.45888501987002,2.842148,23.06921625137329,-0.101687014,62,-637.6358063027063,2.9678662e-09,0.0,0.33963942527770996,-314.7180362629663,0.07236719131469727,0.6119572094552639,17.15257,-583.3778858956941,0.004174232482910156,0.06957292556762695,0.009758188,1.0031197,-476.1769212828363
2,-217.40308144006815,0.027745306,107.70222773852612,2.8417857,23.384892225265503,-0.027745325,63,-560.9520437387612,-1.8428489e-08,0.0,0.3085978031158447,-345.54758826170894,0.06473183631896973,0.6434458020851066,17.146357,-9.361073650803503,0.0035915374755859375,0.05803632736206055,0.0053894706,1.002512,-453.24981600023506
2,-123.47798744340224,0.023068888,30.998048985260397,2.8800325,23.756117820739746,-0.023068892,64,-423.7023387526066,-3.4933125e-09,0.0,0.36443376541137695,-361.7062407820858,0.08371925354003906,0.6894627655951394,17.814854,-84.25493024049305,0.004622459411621094,0.08449363708496094,0.009972469,1.0221642,-392.70428976734615
2,-153.18153331240404,0.05783355,121.31469311831236,2.8041105,24.12465214729309,-0.05783357,65,-538.1371413591111,-2.237864e-08,0.0,0.3634161949157715,-295.50775512248634,0.08272480964660645,0.5749687382233349,16.512383,-2.711350489693601,0.0046939849853515625,0.09104108810424805,0.008764132,0.9840297,-416.82244824079874
2,-153.1629479512349,0.036730476,159.14540112374937,2.7970927,24.44863724708557,-0.036730442,66,-466.4998091123287,3.20099e-08,0.0,0.31981897354125977,-148.20900686482997,0.0668020248413086,0.7377288849042793,16.396906,-0.3518352141381651,0.0037870407104492188,0.06303286552429199,0.00945676,0.9807368,-307.35440798857934
3,-105.4656379470137,0.25464082,166.76542522599968,2.8114567,24.848740100860596,-0.2546408,67,-450.60862070151944,2.294062e-08,0.0,0.3932802677154541,-74.74084874587447,0.09236359596252441,0.7382871015493114,16.63413,-9.46341247033257,0.005318164825439453,0.08462905883789062,0.0064534824,0.98983353,-216.49784628554877
2,-201.36884120714808,0.02009759,342.7055246833988,2.8149254,25.177016973495483,-0.02009759,68,-773.282103863871,-0.0,0.0,0.3238837718963623,-87.87105449707346,0.06731462478637695,0.5259824577878001,16.69193,-78.932295838168,0.0037496089935302734,0.06259703636169434,0.0070308805,0.9913856,-430.57657918047227
2,-144.7738514483209,0.040661804,67.70154490417505,2.8192515,25.52158832550049,-0.04066182,69,-433.72714814941406,-1.40883705e-08,0.0,0.3399662971496582,-298.32405834106396,0.06685876846313477,0.7233548373993249,16.7643,-42.477080587393985,0.0037305355072021484,0.06584906578063965,0.006443347,0.9935454,-366.02560324523904
2,-191.84252943364672,0.028362934,546.7171128316829,2.8501952,25.958455562591553,-0.02836292,70,-1117.9607132551012,1.3083946e-08,0.0,0.4311678409576416,-24.526487591735474,0.10226202011108398,0.6720912237222275,17.291157,-10.279153107343125,0.005723237991333008,0.13448596000671387,0.006821269,1.0078835,-571.2436004234183
2,-145.12005136573808,0.04035921,36.06192066960446,2.829121,26.31375217437744,-0.04035922,71,-436.1968434617122,-1.0276663e-08,0.0,0.350787878036499,-364.0730021225033,0.07060408592224121,0.7571694454034351,16.930574,-13.335296919028025,0.003913402557373047,0.07255864143371582,0.009004334,0.99645364,-400.1349227921078
2,-232.7017630250427,0.032054637,218.75079430639693,2.816273,26.670961380004883,-0.032054633,72,-663.9352020955516,4.007035e-09,0.0,0.35307955741882324,-226.43361348275778,0.07466816902160645,0.8506935910055087,16.71444,-0.7356416572764812,0.004377841949462891,0.0863494873046875,0.008969478,0.9900476,-445.1844077891547
2,-140.68881383702637,0.014224556,14.646181930452997,2.8351853,27.049782514572144,-0.014224571,73,-354.60948512341656,-1.4504552e-08,0.0,0.37317943572998047,-325.31712126251057,0.08384418487548828,0.6495178740999539,17.033556,-10.561586501723312,0.0046923160552978516,0.09390091896057129,0.0069759893,0.9990705,-339.96330319296356
2,-187.86831368622617,0.04668362,192.78131179712562,2.8186333,27.42117428779602,-0.04668363,74,-636.6822078105274,-1.2937442e-08,0.0,0.3644113540649414,-251.11958421627617,0.08057332038879395,0.6891501723991276,16.753937,-1.7206311121806293,0.004642963409423828,0.08126449584960938,0.006576921,0.9911405,-443.9008960134018
3,-245.49296172112213,0.047298793,57.06947861683786,2.7987123,27.743144273757935,-0.047298763,75,-505.9239737815773,2.902487e-08,0.0,0.31624746322631836,-366.8396804741377,0.06967592239379883,0.6755249100401834,16.423485,-46.50152283349439,0.004291534423828125,0.05912041664123535,0.009922281,0.98194367,-440.4347241653316
3,-138.62005402495663,0.056495972,12.565637360193232,2.7503603,28.155656337738037,-0.056495965,76,-343.4059394465505,7.995745e-09,0.0,0.4080207347869873,-312.87091268364077,0.10154557228088379,0.6150255512883037,15.648268,-9.309208845039269,0.00586247444152832,0.09760355949401855,0.0068627815,0.9583702,-327.02100365184236
3,-247.94518483015352,0.022441003,95.97093651754537,2.7480202,28.501410484313965,-0.022441,77,-570.2589442495768,3.9245855e-09,0.0,0.3384742736816406,-349.6482950706744,0.07359766960144043,0.7018527745631924,15.611692,-1.7256389078619825,0.00416111946105957,0.0608067512512207,0.006837933,0.95747995,-436.51315357191316
2,-167.7459937414635,0.0751561,73.60150160456104,2.7064598,28.8249773979187,-0.075156085,78,-459.3228190323033,1.355935e-08,0.0,0.3188602924346924,-312.1198158231812,0.06638574600219727,0.8286374969193551,14.976162,-8.425685724374786,0.003930807113647461,0.06808710098266602,0.009535401,0.9393247,-385.7213174277423
2,-194.47818739437506,0.046655502,101.373677641298,2.7149136,29.161280632019043,-0.046655506,79,-566.8704800333687,-4.1645167e-09,0.0,0.3317227363586426,-364.1231247507727,0.06957507133483887,0.7069449717033878,15.103305,-12.977507096997135,0.004159212112426758,0.06594276428222656,0.0066892332,0.9431929,-465.4968023920707
3,-136.2798353007535,0.021540692,44.47280842714383,2.6855962,29.517112970352173,-0.021540688,80,-313.5370970536203,4.4647672e-09,0.0,0.35021257400512695,-206.27433846666048,0.07960343360900879,0.6213678760447464,14.666944,-33.39967044124244,0.004585981369018555,0.07293486595153809,0.0070302,0.9300187,-265.39574475385206
3,-234.32367996714768,0.043564126,16.599714617997897,2.6502497,29.858607292175293,-0.04356412,81,-457.35818370478637,7.509247e-09,0.0,0.33710432052612305,-418.4549906212713,0.07848048210144043,0.7210584930757232,14.157574,0.33803896222896057,0.004448890686035156,0.06773900985717773,0.006208662,0.91630614,-441.3203426744437
2,-184.02024951141453,0.04443595,104.8015431939939,2.6645167,30.18461799621582,-0.044435944,82,-534.4291694844383,8.871389e-09,0.0,0.3217651844024658,-324.8260830964505,0.0678565502166748,0.8823473747283304,14.361007,-0.8616420520423493,0.0038809776306152344,0.060340166091918945,0.009144215,0.925131,-429.62762629044437
3,-183.01267555908126,0.045466598,53.88420821269919,2.6630318,30.556732177734375,-0.045466576,83,-405.49677329157913,2.1674417e-08,0.0,0.36521244049072266,-274.71369603526557,0.08437657356262207,0.6901492560541664,14.339699,-413.9904395825537,0.004874229431152344,0.07402729988098145,0.006450484,0.92161536,-345.24360398667915
3,-186.28897038200265,0.031222085,88.25036501832567,2.6480963,30.972108840942383,-0.031222038,84,-528.2166581269346,4.699597e-08,0.0,0.3734157085418701,-332.5651503934846,0.09154915809631348,0.7942073692827839,14.12712,-3.127040006449838,0.0053441524505615234,0.08009505271911621,0.006592972,0.914108,-403.8559444950965
