MaxReturn,MeanKL,Time,AverageReturn,PolicyExecTime,EnvExecTime,LossBefore,StdReturn,LossAfter,ItrTime,MeanKLBefore,Entropy,Perplexity,AbsLearnSignal,Iteration,MinReturn,AveragePolicyStd,dLoss,ProcessExecTime,AverageDiscountedReturn,NumTrajs,ExplainedVariance
-305.26745820654185,0.006946081,6.9621500968933105,-399.5510783886475,0.11144447326660156,0.12155294418334961,-2.084534e-08,89.87845779790906,-0.04230716,0.44730281829833984,0.0,2.8526292,17.333294,0.3979830440272884,16,-520.5180534860389,1.0074031,0.04230714,0.006720542907714844,-169.7608661051431,3,-15.8397405627604
-232.1654547696882,0.006190074,7.296916723251343,-467.3924423806791,0.06845903396606445,0.06721377372741699,4.2385526e-09,235.22698761099085,-0.0209425,0.33057451248168945,0.0,2.8676336,17.595331,0.502754570333894,17,-702.6194299916699,1.014989,0.020942504,0.0038776397705078125,-221.69092023641596,2,-5.968757042660959
-26.90974125170727,0.009731018,7.65247368812561,-26.90974125170727,0.06320691108703613,0.08210492134094238,-1.1920929e-08,0.0,-0.020420708,0.34867382049560547,0.0,2.8580723,17.427898,0.6489526759744,18,-26.90974125170727,1.0101706,0.020420697,0.0036852359771728516,-35.92904701689871,1,-1260.9455254476159
-239.53343951496404,0.0063396543,7.991547584533691,-311.0259786352331,0.07194972038269043,0.07371902465820312,1.654333e-08,71.49253912026909,-0.037453543,0.33478546142578125,0.0,2.854601,17.367504,0.5650257848624538,19,-382.5185177555022,1.0086899,0.03745356,0.003998994827270508,-138.02046803746842,2,-43.10026761979274
-207.69904688668134,0.00725353,8.497402906417847,-330.81265532263126,0.1183309555053711,0.1505875587463379,-0.0,123.11360843594991,-0.016792202,0.5001504421234131,0.0,2.8690906,17.620985,0.6561458530127526,20,-453.9262637585812,1.0157292,0.016792202,0.006814718246459961,-119.3051576118053,2,-1.6609325743853942
-319.1333184583091,0.006689773,8.873750686645508,-334.4360269363404,0.08231163024902344,0.0885164737701416,-1.4076374e-08,15.30270847803132,-0.026272947,0.37185239791870117,0.0,2.8574185,17.41651,0.6546506974772174,21,-349.7387354143717,1.0098611,0.026272932,0.004750728607177734,-159.6101854024618,2,-3.0831202229907637
-278.8226037925161,0.006429739,9.216566801071167,-291.30142619424214,0.06789970397949219,0.06828737258911133,1.3064032e-08,12.478822401726035,-0.054303166,0.33791613578796387,0.0,2.8341823,17.01648,0.600475484334992,22,-303.78024859596815,0.99832195,0.05430318,0.0038955211639404297,-156.02549382090507,2,-16.92151525818103
-146.61680750325996,0.0073693907,9.56068468093872,-146.61680750325996,0.061750173568725586,0.08871674537658691,-5.9604643e-10,0.0,-0.050461818,0.33982157707214355,0.0,2.8232903,16.832144,0.8588589517715132,23,-146.61680750325996,0.9927535,0.050461818,0.003660917282104492,-45.71196585064603,1,-32.920900108618575
-150.73104209290824,0.00759859,9.900586605072021,-150.73104209290824,0.06558728218078613,0.08426189422607422,6.556511e-09,0.0,-0.037233047,0.3358950614929199,0.0,2.8173413,16.732306,0.9086051794689647,24,-150.73104209290824,0.989851,0.037233055,0.0038018226623535156,-93.85268833601354,1,-30.485348632417377
-278.6629383819036,0.006591648,10.228320360183716,-292.7372975859911,0.06670665740966797,0.06240200996398926,8.871389e-09,14.0743592040875,-0.020618076,0.32248687744140625,0.0,2.7950397,16.363277,0.7135791716059854,25,-306.8116567900786,0.97906196,0.020618085,0.004117012023925781,-146.78782704068288,2,-81.41289533043988
-1.2247391035483037,0.008599464,10.610041618347168,-1.2247391035483037,0.0631723403930664,0.0802462100982666,-2.4884939e-08,0.0,-0.034549337,0.3337693214416504,0.0,2.7928424,16.327362,0.8908304005603495,26,-1.2247391035483037,0.9779258,0.03454931,0.003450155258178711,-14.079987353568479,1,-12.136589861937622
-195.51258008816055,0.00837708,10.971022844314575,-237.86262353732866,0.0738980770111084,0.07911276817321777,3.908501e-09,42.3500434491681,-0.0392563,0.35680270195007324,0.0,2.774171,16.02534,0.7512034211284504,27,-280.21266698649674,0.96868414,0.039256305,0.0042285919189453125,-125.87517936650039,2,-9.74610676005032
-165.48031531699337,0.007014546,11.292089223861694,-212.5877748380094,0.06499600410461426,0.0632028579711914,2.3497986e-08,47.10745952101604,-0.022967743,0.3160712718963623,0.0,2.7754176,16.045326,0.8596283453642909,28,-259.69523435902545,0.96925515,0.022967767,0.003743886947631836,-106.25067709763934,2,-4.7108708048224806
14.053920619214914,0.006699581,11.650696277618408,14.053920619214914,0.06516790390014648,0.08729672431945801,4.7683715e-09,0.0,-0.025781307,0.3542671203613281,0.0,2.7793152,16.107986,0.7989803202500297,29,14.053920619214914,0.97142047,0.025781313,0.003482341766357422,-47.11551705303153,1,-19.760197185472567
-92.91669623015859,0.009634294,12.029860973358154,-92.91669623015859,0.06445527076721191,0.10283231735229492,-1.1920929e-08,0.0,-0.037387565,0.37491488456726074,0.0,2.7205262,15.188313,0.8028443646910364,30,-92.91669623015859,0.9435196,0.037387554,0.0038504600524902344,-67.01980358847752,1,-46.93539641085095
-279.3457542476759,0.009377039,12.448325157165527,-283.87322950013737,0.09386634826660156,0.11363410949707031,-3.030069e-08,4.527475252461443,-0.037631407,0.4125845432281494,0.0,2.657064,14.254376,0.8692174384496933,31,-288.4007047525988,0.91439664,0.037631378,0.005402088165283203,-116.7809590968486,2,-2.360601271804745
-230.60842313867497,0.008866525,12.804577827453613,-275.5238883404825,0.07825040817260742,0.07689309120178223,7.252276e-09,44.91546520180752,-0.021581026,0.3522622585296631,0.0,2.6642537,14.357231,0.8494587908526539,32,-320.43935354229,0.91842186,0.021581033,0.004442453384399414,-120.79690568988974,2,-1.1965044235817874
-209.7615849786565,0.0071209143,13.22762393951416,-275.78605802551067,0.10393548011779785,0.09507942199707031,-5.745026e-09,50.91858301190764,-0.039960407,0.4161221981048584,0.0,2.6631908,14.341979,0.734173281657408,33,-333.6906601069701,0.91771394,0.0399604,0.005972862243652344,-115.05451664742986,3,-1.101785862288347
-278.3646433649544,0.009118555,13.587965488433838,-320.7991164646488,0.06588363647460938,0.06540679931640625,-8.749305e-09,42.4344730996944,-0.07180636,0.3559243679046631,0.0,2.6312332,13.89089,0.4931353470573596,34,-363.2335895643432,0.9032293,0.07180635,0.0038480758666992188,-156.00861343472081,2,-39.58980961488403
-245.61460407417368,0.009592472,13.956485509872437,-249.09151631909063,0.07698392868041992,0.08214569091796875,-9.575043e-09,3.476912244916946,-0.031712998,0.3639504909515381,0.0,2.6278584,13.8440895,0.588931777063457,35,-252.56842856400758,0.90138674,0.031712987,0.004419803619384766,-121.24656548792188,2,-86.72601218237091
-257.5713488255815,0.006813224,14.296547651290894,-300.778213028671,0.06203436851501465,0.06360268592834473,1.860828e-08,43.20686420308954,-0.055373717,0.33306074142456055,0.0,2.6285937,13.854273,0.5580692049347765,36,-343.98507723176056,0.90110266,0.055373736,0.003627777099609375,-151.36244042318646,2,-4.117215887271864
-195.80005419795663,0.006734322,14.653594732284546,-260.99005478731755,0.08056926727294922,0.08090662956237793,9.031007e-09,65.19000058936092,-0.03467374,0.3513336181640625,0.0,2.6321428,13.90353,0.6563216524695781,37,-326.18005537667847,0.90263623,0.034673747,0.0044634342193603516,-109.87209604422112,2,-23.107658110566472
-315.7234159040882,0.009401768,14.987314701080322,-373.1299732691823,0.06312346458435059,0.059880971908569336,1.8517948e-08,57.40655736509407,-0.054428756,0.3293118476867676,0.0,2.634243,13.932761,0.7135915545629492,38,-430.53653063427635,0.9038483,0.054428775,0.003888845443725586,-203.08421396283137,2,-1.0234811788852487
-121.93859878297037,0.009093045,15.316271543502808,-167.61015869889653,0.06266641616821289,0.06381630897521973,-0.0,45.67155991592616,-0.051812675,0.324399471282959,0.0,2.6372602,13.974863,0.6668478290825933,39,-213.2817186148227,0.9060324,0.051812675,0.0035390853881835938,-105.152574255047,2,-69.35820799107898
-241.45325404112083,0.009108771,15.661990880966187,-275.47534909982187,0.07159781455993652,0.07000374794006348,-3.621548e-08,34.02209505870101,-0.03754115,0.340069055557251,0.0,2.6185803,13.716237,0.7520773015308972,40,-309.49744415852285,0.8973755,0.037541114,0.004059314727783203,-119.25059388618821,2,-0.27324114997461946
-234.52368182436797,0.007087455,16.02709650993347,-288.703638491878,0.07758021354675293,0.07520675659179688,-7.392824e-09,54.17995666751001,-0.037318703,0.3596935272216797,0.0,2.6549308,14.224002,0.8344849277606482,41,-342.883595159388,0.91465026,0.037318695,0.0043413639068603516,-129.71182488223891,2,-20.770280820472443
-339.27453333869505,0.008768882,16.363121032714844,-353.2439719428184,0.06914496421813965,0.0706024169921875,-7.690922e-09,13.969438604123354,-0.039278407,0.33132481575012207,0.0,2.6471527,14.113794,0.6849965163827386,42,-367.21341054694176,0.9120206,0.0392784,0.003893613815307617,-179.60304931095448,2,-1.7710007859450627
-370.7302949518069,0.007371542,16.76346254348755,-395.76598029437105,0.09754276275634766,0.09386777877807617,-6.0359135e-09,19.89587757906149,-0.022839153,0.3962843418121338,0.0,2.615416,13.672904,0.7090846834134036,43,-419.4049632638686,0.8989532,0.022839148,0.005733013153076172,-189.1365785263382,3,-0.9131220645827323
-313.6255255753532,0.0070963847,17.081074476242065,-327.61404322462965,0.06297016143798828,0.06079554557800293,1.860828e-08,13.988517649276446,-0.049019054,0.3105504512786865,0.0,2.6058002,13.542057,0.7680843335724579,44,-341.6025608739061,0.895215,0.049019072,0.003703594207763672,-170.27356376687686,2,0.09507377473576872
-258.00313029713175,0.0070196353,17.419307470321655,-325.9075922817703,0.06295537948608398,0.0598902702331543,-1.4024622e-08,67.90446198463854,-0.03179381,0.33410048484802246,0.0,2.6168463,13.692473,0.8539737100332013,45,-393.81205426640884,0.8984526,0.031793796,0.003477811813354492,-163.20280636857427,2,-6.345602721634522
-189.4627477195985,0.007120723,17.77281379699707,-238.97418306915745,0.07423520088195801,0.07361602783203125,-1.5961076e-08,49.51143534955895,-0.03905081,0.34847378730773926,0.0,2.6271014,13.833614,0.750374708234285,46,-288.4856184187164,0.90440243,0.039050795,0.004311561584472656,-113.04227102551354,2,-1.7909146570173662
-212.62640098923228,0.0070990412,18.12650775909424,-321.8931378194154,0.07208013534545898,0.06772589683532715,1.658564e-08,109.26673683018315,-0.05945093,0.3479480743408203,0.0,2.6112545,13.616121,0.7297364675734413,47,-431.1598746495986,0.896873,0.059450947,0.004386186599731445,-134.20151830425505,2,0.35402852831083986
-232.49569219842007,0.008195131,18.504172563552856,-294.57770704753125,0.08031892776489258,0.08202123641967773,-0.0,62.08201484911116,-0.050660286,0.37200927734375,0.0,2.6188362,13.719747,0.7727342138035417,48,-356.6597218966424,0.90113723,0.050660286,0.004448652267456055,-116.31202117498036,2,-0.1308267583786875
-301.0415226791559,0.007254061,18.84113121032715,-435.04664719283085,0.06836199760437012,0.06780648231506348,1.0936632e-09,134.00512451367499,-0.04570268,0.33158397674560547,0.0,2.6165967,13.689056,0.7282329892889131,49,-569.0517717065059,0.9002356,0.04570268,0.0039920806884765625,-218.90370535220808,2,-1.0666079005839264
-454.35669632746027,0.009916422,19.15787649154663,-457.93463579987986,0.06145811080932617,0.05884742736816406,-1.5933916e-08,3.5779394724195583,-0.036401965,0.3127741813659668,0.0,2.6168087,13.691958,0.7306666571113137,50,-461.5125752722994,0.89911175,0.03640195,0.003540515899658203,-231.64845256428788,2,0.3282867704480569
-335.5788371665891,0.0080620805,19.571767807006836,-409.95757339164766,0.10171771049499512,0.11399292945861816,-0.0,74.37873622505856,-0.048749074,0.40820813179016113,0.0,2.5766754,13.153336,0.6910722213957791,51,-484.3363096167062,0.8811504,0.048749074,0.005659818649291992,-131.05568125695115,2,-160.20108229352036
-330.28254578807116,0.009056597,19.91382336616516,-339.8275105920813,0.07479190826416016,0.07299041748046875,-3.892548e-09,9.544964804010135,-0.0380709,0.3362388610839844,0.0,2.5659046,13.012424,0.7996813761852526,52,-349.37247539609143,0.8765656,0.038070895,0.004148721694946289,-155.62167762046343,2,-0.5023501096228169
-435.7284367072862,0.008944532,20.256554126739502,-548.3799854023661,0.0743863582611084,0.07276558876037598,-4.0755315e-09,112.65154869507981,-0.08493126,0.3386728763580322,0.0,2.589848,13.327746,0.405015518275308,53,-661.0315340974458,0.8866756,0.084931254,0.004361391067504883,-229.6037458558328,2,-48.867224107432804
-321.9940500013972,0.008714657,20.629308700561523,-402.34898957609033,0.09307408332824707,0.0902857780456543,-2.970461e-08,73.36087713810838,-0.087133385,0.3684670925140381,0.0,2.5803018,13.201121,0.6712408650195603,54,-499.3599020373548,0.8829754,0.087133355,0.005290508270263672,-194.17483993557937,3,-3.814149813941559
-311.73562934575955,0.0068964916,20.99847149848938,-416.75561224613506,0.06861066818237305,0.06781148910522461,2.1576343e-09,105.01998290037551,-0.019071072,0.32630014419555664,0.0,2.6034791,13.510662,0.7767374728757358,55,-521.7755951465106,0.89169866,0.019071074,0.0038335323333740234,-201.08880711972097,2,-0.43242337245009543
-437.54480837792084,0.009525531,21.35312581062317,-446.6813160338378,0.0728142261505127,0.07263040542602539,6.4038046e-09,9.136507655916944,-0.036907203,0.34911131858825684,0.0,2.589569,13.324029,0.6328343740336789,56,-455.81782368975473,0.88557184,0.03690721,0.004075050354003906,-185.38005037431378,2,-1.3683312202305955
-298.2627890136497,0.0059794346,21.722116470336914,-394.1073643625257,0.07607579231262207,0.07484984397888184,2.4770761e-08,95.84457534887602,-0.02117474,0.36347007751464844,0.0,2.6550741,14.226041,0.779968117014457,57,-489.95193971140174,0.9134175,0.021174764,0.004057407379150391,-190.82527247197467,2,-0.21998857183638942
-185.3990091961847,0.005911071,22.065886974334717,-185.3990091961847,0.061579227447509766,0.07392430305480957,2.3841857e-09,0.0,-0.025667911,0.33843445777893066,0.0,2.6680436,14.411747,0.7106193126137069,58,-185.3990091961847,0.91912794,0.025667913,0.0033414363861083984,-81.96397875608892,1,-3877.8689426580413
-159.1536267451242,0.0066633737,22.546516180038452,-335.7033026512074,0.11443471908569336,0.1521296501159668,2.6864065e-08,176.5496759060832,-0.03565747,0.4751100540161133,0.0,2.6843445,14.648597,0.7357784558829739,59,-512.2529785572906,0.92743963,0.035657495,0.006566286087036133,-105.66158337375535,2,-12.071144070691169
-202.97805851045382,0.0097458735,22.895603895187378,-202.97805851045382,0.06414246559143066,0.0848686695098877,-8.940697e-09,0.0,-0.055502344,0.3422279357910156,0.0,2.6614194,14.316595,0.7770575981057783,60,-202.97805851045382,0.9164584,0.055502336,0.00354766845703125,-86.49993891746271,1,0.6521995356795591
-339.6648397759094,0.0065278034,23.27571940422058,-368.2658357451852,0.0785524845123291,0.08697843551635742,3.0275377e-08,28.6009959692758,-0.03633854,0.3739922046661377,0.0,2.6587503,14.278434,0.5517532826164118,61,-396.866831714461,0.9146165,0.03633857,0.004450798034667969,-141.0052763225875,2,-18.379396259128843
-132.93259584221207,0.006807263,23.655555248260498,-132.93259584221207,0.0658721923828125,0.08809542655944824,-4.172325e-09,0.0,-0.016301742,0.37379908561706543,0.0,2.6673286,14.401445,0.8723881523321052,62,-132.93259584221207,0.9191997,0.016301738,0.003937721252441406,-45.61614823320505,1,-17.101043306055047
-395.63973499837607,0.0068409913,24.008153200149536,-426.13754289606175,0.06897735595703125,0.07619166374206543,-1.2548346e-08,30.497807897685647,-0.0651058,0.3464946746826172,0.0,2.6650605,14.368819,0.7714604593119824,63,-456.63535079374736,0.91812515,0.06510579,0.004017353057861328,-191.6996512110493,2,-29.519738284953608
-247.6384962614864,0.0069466685,24.345806121826172,-325.86263449503235,0.06929302215576172,0.07466888427734375,4.182782e-09,78.22413823354594,-0.036667537,0.3331294059753418,0.0,2.691156,14.748714,0.7263675833866119,64,-404.0867727285783,0.929964,0.03666754,0.004217624664306641,-157.58012889940497,2,-0.282379620988483
-267.69844181212795,0.007687225,24.796208381652832,-270.1793161723222,0.10531806945800781,0.1310882568359375,-4.14641e-09,2.4808743601942638,-0.03838901,0.44327259063720703,0.0,2.699793,14.876654,0.7156038654578494,65,-272.6601905325165,0.93402064,0.038389005,0.006106853485107422,-72.17939019544711,2,-9.290562474646629
-143.5666660901346,0.009918601,25.29481291770935,-479.87176408501654,0.11587071418762207,0.16511869430541992,-7.629395e-09,336.3050979948819,-0.05542331,0.491771936416626,0.0,2.7285862,15.311225,0.48899540287856114,66,-816.1768620798985,0.94824445,0.0554233,0.006910085678100586,-160.92369644349554,2,-21.174979897384045
-159.53979084471916,0.00965609,25.658233642578125,-187.69228856500763,0.07720327377319336,0.08525800704956055,1.2122978e-08,28.15249772028848,-0.03211931,0.35845494270324707,0.0,2.7519102,15.672542,0.738848727714695,67,-215.84478628529612,0.959621,0.032119323,0.004332542419433594,-77.18776744451739,2,-146.77816628493642
-208.37326314034942,0.009311251,26.00832962989807,-208.37326314034942,0.06367278099060059,0.09043025970458984,-1.9669534e-08,0.0,-0.038947076,0.34327006340026855,0.0,2.7703443,15.9641285,0.8605930941099471,68,-208.37326314034942,0.96764773,0.038947057,0.003541231155395508,-99.54893315198294,1,-21.445785678874795
-160.6985829409118,0.0073616244,26.384965896606445,-254.65656710261806,0.0838315486907959,0.09404993057250977,-1.2709814e-08,93.95798416170624,-0.034048732,0.3697702884674072,0.0,2.8085794,16.58634,0.7829956046134836,69,-348.6145512643243,0.9865007,0.03404872,0.004563808441162109,-100.62596549041535,2,-80.98718259332595
-253.9098799158444,0.006774122,26.73575496673584,-253.9098799158444,0.06312417984008789,0.09212255477905273,-1.1324882e-08,0.0,-0.037359513,0.3438296318054199,0.0,2.820723,16.788986,0.7556256443398691,70,-253.9098799158444,0.99218047,0.037359502,0.0036475658416748047,-98.2748610716328,1,-27.27021735768354
-170.25301173345122,0.0074611027,27.157973766326904,-214.44114771715624,0.10048580169677734,0.12305760383605957,1.3840088e-09,44.188135983705024,-0.020512981,0.41532421112060547,0.0,2.8192625,16.764482,0.7317236577030125,71,-258.62928370086127,0.9910956,0.020512983,0.005513668060302734,-47.18200971760449,2,-7.649712248411401
-25.490375903521866,0.009579641,27.49913001060486,-25.490375903521866,0.06392502784729004,0.08765888214111328,-3.695488e-08,0.0,-0.036046416,0.3347346782684326,0.0,2.8642004,17.535027,0.57787611608608,72,-25.490375903521866,1.0142126,0.03604638,0.0035207271575927734,-94.49114467471807,1,-23.529394360917152
-267.48715244345186,0.008500085,27.829577445983887,-267.48715244345186,0.0622553825378418,0.0775144100189209,3.5762786e-09,0.0,-0.017973319,0.32635068893432617,0.0,2.824292,16.84901,0.6626004371191654,73,-267.48715244345186,0.99396014,0.017973322,0.0033636093139648438,-95.1570899647016,1,-18.5826488675434
-193.66073502106306,0.009005542,28.32130742073059,-237.8193150783095,0.11966776847839355,0.15701627731323242,1.4940067e-08,44.15858005724645,-0.03219357,0.4849362373352051,0.0,2.7990308,16.428717,0.7354932619610913,74,-281.97789513555597,0.98104876,0.032193586,0.006582736968994141,-106.05609600206539,2,-3.3617960961315108
-370.6023778008205,0.008086779,28.670875310897827,-370.6023778008205,0.06712698936462402,0.09192705154418945,-5.7220458e-08,0.0,-0.069834135,0.3426237106323242,0.0,2.7981353,16.414011,0.6364031982466377,75,-370.6023778008205,0.98059756,0.069834076,0.003712892532348633,-164.7404268273107,1,-12.551300283498943
-358.1199298697671,0.0076423846,29.05324935913086,-358.1199298697671,0.06258726119995117,0.08595466613769531,1.4305114e-08,0.0,-0.04281025,0.37848520278930664,0.0,2.839928,17.114532,0.6163119361882685,76,-358.1199298697671,1.0013027,0.042810265,0.0038704872131347656,-164.10612366786253,1,-17.574791527406234
-152.8398298444185,0.006400769,29.507275581359863,-172.13481820737962,0.1099553108215332,0.13257098197937012,-5.166966e-09,19.29498836296112,-0.033888083,0.44800853729248047,0.0,2.8775823,17.771255,0.7047764905696117,77,-191.42980657034073,1.0207659,0.03388808,0.006235599517822266,-74.90117218295092,2,-187.69245195455886
-598.3076618180222,0.008680507,29.881568431854248,-598.3076618180222,0.06308460235595703,0.09042954444885254,1.7881394e-08,0.0,-0.064977854,0.36731386184692383,0.0,2.8960767,18.102982,0.5862258067404427,78,-598.3076618180222,1.0300425,0.06497787,0.003794431686401367,-228.15442392226186,1,-1.3869958205038802
-242.79786689371156,0.006405697,30.367831468582153,-339.16257550162015,0.11861276626586914,0.16266489028930664,-2.4022022e-09,73.17773163357117,-0.033576168,0.48169374465942383,0.0,2.8668444,17.581451,0.7901632187863588,79,-420.0229470608654,1.0163376,0.033576164,0.007093191146850586,-179.71963345397043,3,-136.92221495032086
-165.21535641525986,0.007881167,30.714813470840454,-188.9212846210835,0.07248902320861816,0.08247208595275879,-2.0861625e-08,23.705928205823625,-0.058040302,0.342665433883667,0.0,2.855945,17.390865,0.7507455007250726,80,-212.6272128269071,1.0118344,0.05804028,0.004171609878540039,-83.097609828929,2,-17.90256227189329
-305.37298635245736,0.007975379,31.14020347595215,-322.60577853703535,0.07747960090637207,0.09113454818725586,6.12012e-09,17.23279218457796,-0.04335964,0.3828916549682617,0.0,2.8836293,17.879044,0.7757118742036363,81,-339.8385707216133,1.0256943,0.04335965,0.004575014114379883,-161.24755155426325,2,0.49737555232596087
-227.64348568594838,0.009868295,31.49180817604065,-227.64348568594838,0.06145215034484863,0.07858729362487793,-1.1920929e-08,0.0,-0.014020776,0.34482359886169434,0.0,2.8918097,18.025902,0.6504352659611975,82,-227.64348568594838,1.0283024,0.014020764,0.0036673545837402344,-114.28399613026235,1,-908.6616324882091
-299.4677574870435,0.007522162,31.825973987579346,-299.4677574870435,0.06041884422302246,0.07727599143981934,3.2782555e-08,0.0,-0.032455835,0.32907891273498535,0.0,2.9290142,18.709179,0.7952098040018305,83,-299.4677574870435,1.0473022,0.03245587,0.0033273696899414062,-135.54715884419488,1,-8.456395672692452
-114.83703491717654,0.009474779,32.16041159629822,-114.83703491717654,0.06261849403381348,0.08213257789611816,-2.9206277e-08,0.0,-0.048349973,0.32871437072753906,0.0,2.8615055,17.487835,0.8781495089790995,84,-114.83703491717654,1.0128942,0.048349943,0.003484964370727539,-77.16043949129464,1,-0.6268906676873178
-168.39742551994564,0.008655405,32.640753507614136,-294.2570663168264,0.1176140308380127,0.15925288200378418,-3.1070506e-08,125.85964079688078,-0.030988095,0.4734055995941162,0.0,2.8632667,17.518661,0.5601179519070925,85,-420.1167071137072,1.013317,0.030988064,0.006757497787475586,-142.11591375374513,2,-149.45554856844805
