AverageY,MinReturn,dLoss,Iteration,AverageQLoss,AverageDiscountedReturn,ExplainedVariance,AbsLearnSignalNew,StdReturn,AbsLearnSignalOld,Time,ProcessExecTime,AverageAbsQYDiff,LossBefore,Perplexity,AverageAbsY,MaxReturn,PolicyExecTime,ItrTime,MeanKLBefore,NumTrajs,EnvExecTime,MeanKL,AverageAbsQ,Entropy,AverageQ,AbsLearnSignal,AverageReturn,AveragePolicyStd,LossAfter
2.9463196826446687,-51.72062745171782,0.08740854,29,12.986346,8.54245461718991,-5.998522357836123,0.8568879791279324,0.0,0.8620915085407651,148.66445088386536,0.014816522598266602,1.5935180841882004,2.7964017,16.69548,15.93899681218569,-51.72062745171782,0.4788625240325928,4.709473609924316,0.0,1,0.9466559886932373,0.006469059,15.847481,2.815138,2.9467123,0.8568879791279324,-51.72062745171782,0.9887028,2.7089932
3.3062477974493483,-50.786814820732644,0.07001448,30,12.015979,31.578967666731234,0.008231519142233967,0.6018798280734791,15.250234571943949,0.5985116680451777,154.40980672836304,0.02485346794128418,1.5681451211589341,1.3698663,16.69492,15.831740737991213,-20.286345676844746,0.7860276699066162,5.704744577407837,0.0,2,1.6146390438079834,0.006508086,15.750999,2.8151045,3.3060935,0.6018798280734791,-35.536580248788695,0.9886864,1.2998518
3.718067461199566,-46.340201073784385,0.055800438,31,11.045108,26.37448165424165,-3.628167208898521,0.8294967023694471,0.0,0.8272507003971692,159.67146968841553,0.014740705490112305,1.540787606723918,-2.7936182,16.370213,15.753650369225138,-46.340201073784385,0.49127840995788574,5.25248122215271,0.0,1,1.4217634201049805,0.0068330728,15.687758,2.7954633,3.720645,0.8294967023694471,-46.340201073784385,0.9790216,-2.8494186
4.175219756831024,-11.638639253951752,0.03783655,32,12.896054,25.436419408916237,-2.861793650626328,0.8088534704206232,0.0,0.8107823081950897,164.79251289367676,0.014863014221191406,1.5909627290039399,-2.749202,16.322895,15.584195173805096,-11.638639253951752,0.49033331871032715,5.07991099357605,0.0,1,1.2651197910308838,0.009265163,15.507112,2.7925687,4.1729646,0.8088534704206232,-11.638639253951752,0.977641,-2.7870386
4.466552214375538,-15.846623977715467,0.04265201,33,10.502043,19.839324414968974,0.8668302361357154,0.7608980354318026,0.0,0.7610767200556801,170.28011775016785,0.014892816543579102,1.5113860121892522,1.5549883,16.422987,15.636345417946353,-15.846623977715467,0.4845409393310547,5.481952428817749,0.0,1,1.658822774887085,0.009932928,15.563794,2.798682,4.4651947,0.7608980354318026,-15.846623977715467,0.9807644,1.5123363
4.741061965805201,-32.46857387442776,0.040699665,34,10.673631,17.747502510575135,-7.922288845858423,0.5355380840839661,0.0,0.5333082910328044,175.46720385551453,0.01480412483215332,1.5114629163376971,0.094534956,16.117579,15.39585107148629,-32.46857387442776,0.4827754497528076,5.14616584777832,0.0,1,1.3810999393463135,0.0066165384,15.330197,2.7799106,4.7383895,0.5355380840839661,-32.46857387442776,0.97159874,0.05383529
4.7093426592126635,-56.9233091914719,0.057173252,35,11.0083275,15.750728869113258,-0.20829962003860514,0.468251878391442,111.61755955084831,0.46677602849724076,181.9163978099823,0.025415897369384766,1.500915889906199,3.3042953,16.275003,15.51886445861811,166.31180991022472,0.7647843360900879,6.4440224170684814,0.0,2,2.310223340988159,0.009599023,15.458163,2.7896304,4.7106357,0.468251878391442,54.69425035937641,0.9762852,3.247122
4.871621934390467,-65.2578236024824,0.05967617,36,10.568928,22.223587046986303,-0.887338836332384,0.7107277366146098,20.04217328906341,0.7097018121267473,187.90742897987366,0.026177406311035156,1.4333409089436246,4.2200217,16.167253,15.513608993101775,-25.173477024355584,0.8359806537628174,5.949777126312256,0.0,2,1.746248483657837,0.009621154,15.455862,2.7829878,4.87167,0.7107277366146098,-45.21565031341899,0.97299826,4.1603456
4.842011918144571,-45.408072828332195,0.044169903,37,12.056595,15.308919690869146,-1.3394575798174495,0.7468286899332666,0.0,0.736617740779886,192.86785531044006,0.014965534210205078,1.524469604885791,5.057771,16.273018,15.465421260708517,-45.408072828332195,0.4797666072845459,4.955369234085083,0.0,1,1.0646417140960693,0.006554626,15.403972,2.7895083,4.8399434,0.7468286899332666,-45.408072828332195,0.9763341,5.0136013
4.562339478372666,10.91168536266091,0.045230865,38,9.91464,29.55677334155016,-0.03153632814282292,0.6509003421994957,0.0,0.6396034068790222,198.1318073272705,0.014870166778564453,1.4287521632784193,21.445696,16.37778,15.869799174478082,10.91168536266091,0.4930300712585449,5.2235400676727295,0.0,1,1.3781299591064453,0.006566204,15.822319,2.7959256,4.5633993,0.6509003421994957,10.91168536266091,0.9794869,21.400465
4.669012192121002,-28.11487383676296,0.03631544,39,10.159508,20.298299922132426,-8.961669559572474,0.5352107396689021,0.0,0.5344164200982296,203.25988721847534,0.014881610870361328,1.452785023678978,3.2159388,16.397066,15.87244008436921,-28.11487383676296,0.48785972595214844,5.122447729110718,0.0,1,1.3395276069641113,0.009034232,15.821726,2.7971025,4.669152,0.5352107396689021,-28.11487383676296,0.98002344,3.1796234
4.947908696843944,-16.84928988191763,0.019525647,40,10.7293005,29.865103622938918,0.8972867924322097,0.7447211088959924,0.0,0.7358630404572928,208.15362882614136,0.01520681381225586,1.4863872988876443,0.556364,16.742046,15.891901753826883,-16.84928988191763,0.4783501625061035,4.850705862045288,0.0,1,1.0562105178833008,0.007217233,15.828817,2.8179233,4.946662,0.7447211088959924,-16.84928988191763,0.99026096,0.53683835
5.139005011121103,36.84903953313583,0.09237671,41,9.953156,28.259391615652685,-3.5903864698852788,0.7209064821261104,0.0,0.7205339232702294,213.36473941802979,0.014687061309814453,1.4556939234433048,15.150305,16.373783,16.090927961936092,36.84903953313583,0.4786241054534912,5.205706596374512,0.0,1,1.3557713031768799,0.009777228,16.028713,2.7956815,5.1380615,0.7209064821261104,36.84903953313583,0.97922564,15.057928
4.928497434093354,-9.338960167741213,0.026035309,42,11.014443,25.800266711044593,-1.9368338372178613,0.8059780079414881,0.0,0.8060396736737178,219.2115662097931,0.014852046966552734,1.4676451741276224,8.665383,16.364822,16.31869367800084,-9.338960167741213,0.4948112964630127,5.806499481201172,0.0,1,2.045027256011963,0.0066089397,16.250025,2.795134,4.928976,0.8059780079414881,-9.338960167741213,0.97893924,8.639348
5.214625784625605,128.11279246671242,0.058874846,43,9.651951,26.035861025422662,0.028352951339119747,0.6219603764124224,11.735469788302353,0.6209550719780473,224.578852891922,0.018323659896850586,1.4618993075588251,3.5595288,16.131554,16.44746153546613,151.58373204331713,0.5779633522033691,5.3619890213012695,0.0,2,1.4586460590362549,0.0066494094,16.381472,2.7807772,5.2141657,0.6219603764124224,139.8482622550148,0.9719234,3.500654
5.3494789634229125,-47.37363659416632,0.034501508,44,12.437619,32.43280490257381,-86.65491503892447,0.5034201737966589,22.969275295040664,0.5031353766256182,231.64684534072876,0.025263309478759766,1.5052374265279636,0.18628651,15.879753,16.421522765769826,-1.4350860040849933,0.8015406131744385,7.027230262756348,0.0,2,2.8338394165039062,0.006689895,16.331121,2.765045,5.3480816,0.5034201737966589,-24.404361299125657,0.96427363,0.151785
5.350059642618758,-46.622106065895565,0.05004406,45,11.133887,33.819997277246806,-1.878686009472971,0.7899910970866783,0.0,0.7897252250337329,236.30934381484985,0.014779090881347656,1.4870517304961646,11.195054,15.830623,16.56918920255205,-46.622106065895565,0.4712545871734619,4.657406568527222,0.0,1,0.8100833892822266,0.006834791,16.490715,2.7619462,5.347468,0.7899910970866783,-46.622106065895565,0.96275645,11.14501
5.4405246882408225,-61.87892290220491,0.033281803,46,11.1926365,20.985117159875287,0.6347771554842793,0.7844289794568112,0.0,0.7876912116857463,241.5597095489502,0.014873504638671875,1.4930036499498665,6.437235,15.647261,16.510358090851454,-61.87892290220491,0.49358487129211426,5.21033501625061,0.0,1,1.435675859451294,0.007110917,16.431316,2.7502959,5.4400263,0.7844289794568112,-61.87892290220491,0.95715636,6.403953
5.37004269317112,14.676255415204118,0.07241726,47,10.304909,19.73996161620384,0.048485577289959614,0.6007946179679957,0.0,0.5938828588298671,247.0291247367859,0.01523590087890625,1.4802927224062226,7.014446,15.632353,16.53288406849469,14.676255415204118,0.4919548034667969,5.463769912719727,0.0,1,1.6055619716644287,0.0065403334,16.457533,2.7493427,5.3703046,0.6007946179679957,14.676255415204118,0.95669883,6.9420285
5.438929178800193,34.38718981610546,0.055208206,48,10.706762,22.631381153794422,-3.7352082334381214,0.8651291518059627,0.0,0.8723073088377279,252.22168636322021,0.014878988265991211,1.483933813931486,12.167878,15.68751,16.591841467623336,34.38718981610546,0.47978663444519043,5.1529693603515625,0.0,1,1.383241891860962,0.006437943,16.51611,2.7528648,5.437564,0.8651291518059627,34.38718981610546,0.95838445,12.11267
5.4508988276474915,-67.3048009362271,0.041739464,49,12.492457,5.80455330484056,-9.718117520665594,0.8335299814904957,0.0,0.8392600406313215,258.1136124134064,0.01491236686706543,1.522888695026151,8.3238945,15.770329,16.686718016195748,-67.3048009362271,0.49501824378967285,5.88662576675415,0.0,1,1.9524998664855957,0.006597828,16.588236,2.7581303,5.451324,0.8335299814904957,-67.3048009362271,0.9609214,8.282155
5.634560936979915,118.62665224404539,0.04907024,50,11.901218,27.70832341033599,-1.0813041604033247,0.6073765364905814,2.4201450692814603,0.6079725535797963,263.45058822631836,0.020135879516601562,1.4687611799560287,-1.1228099,15.842248,16.65119764081611,123.46694238260831,0.6362004280090332,5.296525239944458,0.0,2,1.3926644325256348,0.009913502,16.569368,2.7626803,5.633257,0.6073765364905814,121.04679731332685,0.96310055,-1.1718801
5.6193912810976725,-26.626052243157485,0.059937477,51,9.600906,24.943009344711744,-11.436856719507304,0.4692856893910234,0.0,0.4678679043527192,268.1119475364685,0.014872550964355469,1.423088718460557,10.754676,15.561176,16.61969191233998,-26.626052243157485,0.4761087894439697,4.656193017959595,0.0,1,0.868558406829834,0.006890652,16.556324,2.744779,5.618743,0.4692856893910234,-26.626052243157485,0.954522,10.694738
5.834533012691898,13.04140002047971,0.042167485,52,11.96441,32.498178717532475,-1.500636992947968,0.5528157248716465,0.0,0.5486611102149639,273.39868116378784,0.014813899993896484,1.506354657447809,0.5571555,15.675493,16.741508087809603,13.04140002047971,0.49004173278808594,5.281163930892944,0.0,1,1.455000877380371,0.00648444,16.65125,2.7520986,5.8362193,0.5528157248716465,13.04140002047971,0.9580232,0.514988
5.668769232394782,-56.417527089850864,0.054011345,53,10.3221,18.337552641029816,0.05184107850165187,0.6934394226461019,0.0,0.6893381025689937,278.3338871002197,0.014755010604858398,1.4305986146374703,4.7196074,15.64512,16.649802757027203,-56.417527089850864,0.4911811351776123,4.894164562225342,0.0,1,1.125519037246704,0.009734703,16.587137,2.750159,5.6684427,0.6934394226461019,-56.417527089850864,0.9570951,4.665596
5.259980629013649,-10.755485950366717,0.08096886,54,12.104741,37.435327621472595,0.23656250938922985,0.632509522239944,0.0,0.5953336566266498,283.6921272277832,0.014907121658325195,1.494179047396321,20.713253,15.863149,16.623608482955873,-10.755485950366717,0.49196791648864746,5.35265588760376,0.0,1,1.5503408908843994,0.0064834543,16.532312,2.7639987,5.2640395,0.632509522239944,-10.755485950366717,0.9637346,20.632284
5.2698180323563735,-144.69582537647884,0.042006493,55,9.535586,24.300249561531206,-1.7214074379643578,0.5687566972500232,19.544014008885306,0.5683755526531059,288.7531316280365,0.019025087356567383,1.3912016419354927,2.8870516,15.734073,16.48396170411564,-105.60779735870823,0.598804235458374,5.02065896987915,0.0,2,1.1010794639587402,0.007188549,16.419086,2.7558286,5.2662687,0.5687566972500232,-125.15181136759352,0.9598064,2.845045
5.362671089409185,-33.96736960142326,0.04406622,56,10.275716,16.56877561094428,-42.821450517096544,0.5163434097119605,52.808432421960376,0.5164149759643475,295.7252974510193,0.025689363479614258,1.4220537154408677,-0.4180548,15.67105,16.25246180643514,71.6494952424975,0.8428020477294922,6.9669435024261475,0.0,2,2.8013997077941895,0.0095133735,16.17511,2.751815,5.3641124,0.5163434097119605,18.84106282053712,0.95788175,-0.462121
5.484762129269939,-76.7671679489101,0.022762775,57,11.1874485,19.309505193659696,-4.621733078812459,0.4825956347928183,19.808091137836662,0.48301477112268243,301.3617913722992,0.01943802833557129,1.4473277255059658,-4.970177,15.831072,16.138358563305058,-37.150985673236775,0.6298985481262207,5.593987464904785,0.0,2,1.6777534484863281,0.006628437,16.045666,2.7619746,5.4825835,0.4825956347928183,-56.95907681107344,0.96281576,-4.99294
5.5928200273334445,-128.58134110357636,0.039599657,58,11.719144,7.54052828018699,-0.7252281602419461,0.7229466866549512,24.910703596680527,0.7206176820685183,307.1292676925659,0.02522873878479004,1.4595971811919106,3.4859252,15.78217,16.236572416736088,-71.6558275275442,0.7815511226654053,5.762418985366821,0.0,3,1.6128394603729248,0.008268459,16.133968,2.7588809,5.5917816,0.7229466866549512,-106.46119698828836,0.96128476,3.4463255
5.470772216613996,-82.98662085670821,0.035066128,59,9.300056,8.881026003497748,-17.48926353482402,0.7968250746283309,0.0,0.7974357171341744,312.1641170978546,0.014975547790527344,1.3734797715626479,5.855114,15.685393,16.078557534845366,-82.98662085670821,0.49236440658569336,4.988751173019409,0.0,1,1.1376652717590332,0.0068197385,16.009693,2.75273,5.469455,0.7968250746283309,-82.98662085670821,0.95835245,5.820048
5.5015124137358855,-120.48112367796514,0.02630043,60,11.407637,30.32658100090398,0.492318815095827,0.47424628306072214,52.32352304854045,0.4731138993631364,318.48897671699524,0.027008533477783203,1.4390232456627976,1.4794531,15.623984,15.96274049653416,-15.83407758088425,0.8448755741119385,6.319225072860718,0.0,2,2.1849939823150635,0.006621194,15.850632,2.7488072,5.504407,0.47424628306072214,-68.15760062942469,0.9564459,1.4531527
5.934463096047429,-125.29924992580254,0.07294369,61,14.341549,20.44749411869224,-8.115004131738894,0.6316658543002389,30.973670892986085,0.6306694936575121,324.25952529907227,0.026554107666015625,1.514222539491205,-8.913966,15.567385,16.011837661509755,-49.43255156475873,0.8187427520751953,5.729362964630127,0.0,3,1.4767107963562012,0.0095857475,15.891258,2.745178,5.927839,0.6316658543002389,-87.56036824823705,0.95472634,-8.98691
5.989068043587328,-199.07486086053012,0.047635615,62,12.092051,26.120736103864225,0.17510124447449882,0.8155246592740194,102.48861552378824,0.8162721941819544,331.70081615448,0.02696537971496582,1.4324880547436174,0.80274427,15.566973,15.93910797019275,5.902370187046352,0.8930671215057373,7.436249256134033,0.0,2,3.060910940170288,0.0067144358,15.834111,2.7451515,5.993934,0.8155246592740194,-96.58624533674188,0.9547135,0.75510865
5.996325142181436,-220.36669998336657,0.04456222,63,11.510041,-1.7204184821259787,0.25499254058075793,0.5393591752910831,60.187164011701235,0.537869164555298,337.062283039093,0.016956329345703125,1.401349837715228,1.2979776,15.500756,15.86335581743879,-99.9923719599641,0.5431838035583496,5.317704916000366,0.0,2,1.3795936107635498,0.0070482404,15.760282,2.7408888,5.996866,0.5393591752910831,-160.17953597166533,0.95272064,1.2534153
