Perplexity,AbsLearnSignalOld,EnvExecTime,AverageDiscountedReturn,Time,MaxReturn,LossAfter,ExplainedVariance,NumTrajs,LossBefore,dLoss,MeanKL,PolicyExecTime,AveragePolicyStd,Iteration,AbsLearnSignal,MinReturn,Entropy,StdReturn,MeanKLBefore,ProcessExecTime,ItrTime,AverageReturn,AbsLearnSignalNew
18.391308,0.8713303629,0.0977356434,88.0955619357,1057.5710942745,155.6901468201,45.0785556721,-43.39551,0.8093387444,1,47.8216572419,-43.329533,4.3937244,0.065979004,0.009678334,47.76669,1.0113127518,0.0700438023,1.0506016,1136,0.8686283346,,155.6901468201,45.080685
18.245708,0.8650300717,0.0894935131,70.4852410638,1058.4820518494,101.1080128303,45.0370407638,-46.371025,-2.2551337813,1,47.9750014263,-46.278473,6.7974024,0.092552185,0.009755248,47.922626,1.1273626869,0.0653324127,1.0487486,1137,0.867623147,,101.1080128303,45.030952
17.984867,0.7054011944,0.0745375156,52.7125380361,1059.3670756817,123.7680574254,45.5605816953,-57.72425,0.1739242091,1,48.4167957381,-57.65839,5.626428,0.06586075,0.006745853,48.382545,1.0686399186,0.0613832474,1.0395223,1138,0.7040752185,,123.7680574254,45.55287
17.69333,0.868854633,0.0731461048,43.9312541327,1060.2776525021,139.7448155685,45.5109370409,-58.82087,-3.6973859629,1,48.4507776106,-58.77065,6.812744,0.05022049,0.0067490805,48.395107,1.1251822496,0.062990427,1.0328836,1139,0.869480431,,139.7448155685,45.52732
17.277014,0.8257197135,0.0772922039,44.7167294879,1061.1861393452,109.1987624961,45.2214060451,-53.77943,-11.5160545885,1,47.9701937623,-53.723953,5.469556,0.055477142,0.006475541,47.935917,1.027873013,0.0654382706,1.0195526,1140,0.8255330666,,109.1987624961,45.224533
17.494862,0.7142493406,0.0980408192,67.7084538013,1062.1149463654,120.2484409775,44.9122173346,-43.917423,0.7207145902,1,47.8725525923,-43.87252,4.9327855,0.0449028,0.0064693023,47.829655,1.0415594314,0.0621509552,1.0285321,1141,0.7138849524,,120.2484409775,44.909435
17.769146,0.7539257476,0.0783884525,42.2334186773,1063.0309684277,118.4790609566,45.6378829634,-50.244778,0.3375272794,1,48.3608135015,-50.158047,5.899021,0.08673096,0.009533519,48.3425,1.0633541836,0.0620133877,1.034798,1142,0.7552603163,,118.4790609566,45.63789
17.252764,0.7713529181,0.0957455635,65.9865267139,1063.9573407173,119.7315559334,45.1203194687,-44.726517,0.8677586444,1,48.0843703584,-44.650192,3.630889,0.07632446,0.006755507,48.07507,0.9858280091,0.0639858246,1.020019,1143,0.7719483144,,119.7315559334,45.126953
17.094692,0.8833241593,0.0886111259,38.6271378472,1064.8948328495,112.9487460508,45.4749739105,-49.98263,-0.3152023807,1,48.4000513745,-49.926376,5.938622,0.05625534,0.009594727,48.380993,1.0642675004,0.0640275478,1.0152276,1144,0.8823533304,,112.9487460508,45.484882
16.804768,0.7398359034,0.0952107906,45.8963884865,1065.8548264504,101.0787948372,44.938309344,-45.997032,-0.4218058459,1,48.0833050066,-45.942608,5.067229,0.054424286,0.006663465,48.039745,1.0820960806,0.0699660778,1.0066985,1145,0.7403578554,,101.0787948372,44.928497
16.512493,0.6161076663,0.0906825066,56.4067067288,1066.7794036865,122.9674297873,45.3196229438,-49.051224,0.8307035982,1,48.287958974,-48.945713,4.8804317,0.10551071,0.009702985,48.25125,1.0381837593,0.0732233524,0.999382,1146,0.6235396574,,122.9674297873,45.32899
16.666552,0.8351595785,0.0753674507,41.7302264228,1067.7183923721,156.4297048371,45.4348606721,-59.847504,-5.132065975,1,48.3432981338,-59.77079,5.138869,0.07671356,0.0064987624,48.315968,1.0629065725,0.0685522556,1.0053048,1147,0.8350746727,,156.4297048371,45.434723
16.506088,0.8100531046,0.0774059296,40.7059094237,1068.6353914738,81.4875888824,45.3376941787,-53.82433,0.8009437686,1,48.1471198817,-53.756298,4.367233,0.06803131,0.009883153,48.11177,0.998220724,0.0629754066,0.9970981,1148,0.8075193471,,81.4875888824,45.340477
16.653599,0.7785166566,0.0969893932,59.621360929,1069.5756437779,116.8170045536,45.7232297298,-45.42925,0.2392993053,1,48.782005346,-45.380352,5.5889435,0.04889679,0.006522566,48.7471,1.0509293847,0.064391613,1.0025425,1149,0.7769111961,,116.8170045536,45.719357
16.560402,0.7462398411,0.0857701302,18.2478898065,1070.4864487648,72.431209201,45.1336871106,-46.920742,0.9787344345,1,48.0706611763,-46.880787,5.012425,0.03995514,0.00659969,48.035088,1.0355314205,0.0642166138,0.9979879,1150,0.7610708236,,72.431209201,45.133175
16.702414,0.8657177401,0.0942420959,58.8802922054,1071.4140145779,134.993752601,44.942870331,-46.96598,0.5802014357,1,48.2704649718,-46.910156,6.193023,0.05582428,0.006854159,48.229004,1.1042478065,0.0630171299,1.0041519,1151,0.8656369121,,134.993752601,44.945625
16.57556,0.7855912203,0.0865502357,16.1047066486,1072.3168652058,35.8219900223,45.4402031746,-51.105755,0.3822902626,1,48.235708057,-51.03748,4.8023095,0.06827545,0.006468054,48.198803,1.0249332932,0.0616133213,1.0002127,1152,0.786009499,,35.8219900223,45.44114
16.424988,0.786690533,0.0786476135,40.1328154809,1073.2050628662,83.5855288044,45.3198257255,-56.28218,0.8511887011,1,48.2772294438,-56.206932,4.7202544,0.07524872,0.009720868,48.25589,1.0295886087,0.063337326,0.99637693,1153,0.7870055834,,83.5855288044,45.32417
16.796032,0.8229048875,0.0993213654,31.4727786957,1074.1324558258,91.5846998419,45.6967797652,-48.174297,-1.907122924,1,48.5902097679,-48.109707,3.9889367,0.064590454,0.009971468,48.553944,0.9899537799,0.0773792267,1.0123671,1154,0.822651894,,91.5846998419,45.701736
16.91684,0.8471178154,0.0871648788,63.6330433371,1075.0634462833,112.8779931666,45.7068364183,-44.75859,0.9716820521,1,48.6541282762,-44.699757,4.2958174,0.058834076,0.009945392,48.63271,0.9890940169,0.0659677982,1.0193748,1155,0.8440826148,,112.8779931666,45.707752
16.692616,0.8283203903,0.0955343246,64.6700896979,1075.983191967,135.8043012015,45.6660144876,-45.93923,0.8623338297,1,48.6151559844,-45.89347,4.085152,0.04576111,0.006640085,48.579662,1.0180675525,0.0648677349,1.0160103,1156,0.8212335901,,135.8043012015,45.668232
16.50219,0.7566648703,0.0865776539,64.9858192319,1076.9558999539,129.9812477638,45.4672316277,-44.117535,0.9906006934,1,48.6628552936,-44.05052,3.6054199,0.06701279,0.006884273,48.63461,0.980083992,0.0627017021,1.0083787,1157,0.7591375393,,129.9812477638,45.470985
16.68751,0.8641121068,0.0846545696,63.2673291084,1077.9294593334,132.8450904792,45.4096365191,-47.98303,-8.3459399156,1,48.5620202685,-47.87591,4.8988104,0.1071167,0.009480906,48.534447,1.0255284863,0.0636405945,1.0114493,1158,0.8647303183,,132.8450904792,45.411766
17.086082,0.8370583945,0.0920772552,58.9786393558,1078.8982710838,129.9392679478,45.5945094998,-45.903965,0.8920699503,1,48.7648529583,-45.81002,5.2701917,0.09394455,0.009926691,48.738564,1.0700394202,0.062687397,1.0255488,1159,0.8358034408,,129.9392679478,45.59332
17.04598,0.909516589,0.0848793983,42.8848794734,1079.9332065582,115.1840072538,44.7467604505,-52.42857,-1.1370918355,1,48.04674203,-52.362694,6.664716,0.06587601,0.009166014,47.994442,1.1094030369,0.0701243877,1.0210959,1160,0.909915362,,115.1840072538,44.75024
16.616793,0.8259023911,0.0971646309,29.2509930498,1080.9118881226,83.1842945441,45.045310753,-46.453575,-0.7899838092,1,48.1992724729,-46.401173,4.8967586,0.052402496,0.006455754,48.170948,1.0219368696,0.0737662315,1.0069641,1161,0.825684943,,83.1842945441,45.055416
17.04188,0.7385900999,0.0857305527,16.9137590852,1081.8411459923,64.0433877053,44.6723550953,-49.497803,0.9753029567,1,47.9392523021,-49.429356,6.804503,0.06844711,0.009890536,47.890167,1.0768202466,0.0648682117,1.0198494,1162,0.7449399383,,64.0433877053,44.66874
16.767601,0.6876079727,0.0945885181,54.3334428115,1082.7846949101,128.2338162971,44.8886182492,-45.640533,0.7292123802,1,47.9818637688,-45.56372,6.817191,0.076812744,0.0064465404,47.93888,1.128675746,0.0654542446,1.01011,1163,0.6854341734,,128.2338162971,44.885933
16.871477,0.8486818782,0.0822849274,48.8114245647,1083.6992306709,129.4522449712,44.792760324,-55.169888,0.2656280707,1,48.2435642743,-55.087948,5.452473,0.0819397,0.009872844,48.205097,1.0432609101,0.064440012,1.0138463,1164,0.8493840917,,129.4522449712,44.795216
16.601223,0.7467976817,0.0809137821,56.2561209978,1084.6117863655,126.4991181764,44.5062915387,-47.089046,-7.2050540815,1,47.8438576957,-47.012375,6.6649957,0.0766716,0.008770896,47.79279,1.0797779914,0.0649883747,1.0072871,1165,0.7466714984,,126.4991181764,44.518917
16.473618,0.7783882512,0.0779504776,41.6304566385,1085.52211833,158.9311897321,45.7628451596,-66.08892,0.1669165714,1,49.1198750345,-66.01124,4.658704,0.077682495,0.009490562,49.1051,0.993194852,0.0630266666,1.0048542,1166,0.778503669,,158.9311897321,45.758324
16.764507,0.7414088257,0.089676857,38.8768445534,1086.4761481285,82.696750839,45.3216244813,-46.46793,0.6080297324,1,48.5907475193,-46.409256,5.656919,0.05867386,0.009858436,48.55377,1.0920800426,0.0724308491,1.0104346,1167,0.7426949108,,82.696750839,45.323475
16.821392,0.731917638,0.0992758274,70.6573645286,1087.4516186714,120.4871392056,45.2811353785,-41.57631,0.8270481205,1,48.6212809652,-41.521935,4.99095,0.054374695,0.007852819,48.572033,1.035058537,0.0696465969,1.0176991,1168,0.7356327374,,120.4871392056,45.279488
16.1961,0.8442674693,0.1032414436,46.7883281076,1088.4536290169,83.5653626369,45.6328154891,-43.1933,0.8502606914,1,48.8453364019,-43.1507,5.3805885,0.042598724,0.0064978795,48.802567,1.0034652239,0.0758695602,0.99822146,1169,0.8394546559,,83.5653626369,45.63006
16.054256,0.5908432691,0.0775778294,42.9066634805,1089.3502511978,110.0102482782,44.768412447,-58.090958,0.6226518988,1,48.2414611415,-58.033573,6.160752,0.05738449,0.006559219,48.23122,1.0678501682,0.0630335808,1.0005898,1170,0.5970583344,,110.0102482782,44.769806
15.8667345,0.8375538208,0.0813381672,24.4074374462,1090.2847082615,66.2491250297,45.6646733233,-53.80433,-4.9187220166,1,49.0262163293,-53.751854,5.14754,0.052474976,0.0064024855,48.975426,1.0558515161,0.0619301796,0.9929344,1171,0.8383885772,,66.2491250297,45.669155
15.836145,0.8255524615,0.075722456,32.0684668519,1091.1829192638,94.4535998087,45.1950674194,-55.836334,-5.6193748011,1,48.4961671955,-55.760773,7.094861,0.07556152,0.0095972065,48.454456,1.0781505212,0.0635957718,0.9914865,1172,0.8256457561,,94.4535998087,45.192623
16.18876,0.8424753295,0.0822784901,29.1245198709,1092.1184427738,76.6530825345,45.286366052,-54.34309,0.7801404326,1,48.7108197174,-54.301735,5.104776,0.041355133,0.0066602505,48.67618,1.0221237388,0.0651352406,1.0044669,1173,0.8425881391,,76.6530825345,45.285892
15.886202,0.7167154073,0.098916769,38.0161369258,1093.1490283012,86.3604892708,44.4769127111,-50.83163,-32.3083158051,1,47.91155675,-50.79043,3.8898394,0.041202545,0.0067043235,47.891426,0.9643650018,0.0697932243,0.9986267,1174,0.7167697994,,86.3604892708,44.48372
15.537847,0.8628791793,0.104763031,62.0528654261,1094.1590671539,143.1722414176,44.5208669799,-46.775284,0.1957548632,1,48.0409101304,-46.700497,5.327694,0.07478714,0.0065087783,48.006924,1.0394828504,0.0756833553,0.9880928,1175,0.8575507376,,143.1722414176,44.52872
15.294212,0.8211689262,0.0907039642,15.9648783685,1095.1118886471,77.4023888955,45.6173817461,-51.84227,0.7739005163,1,49.2241755135,-51.789326,6.803329,0.052944183,0.0090030255,49.20377,1.087017516,0.0698466301,0.9801802,1176,0.8194007331,,77.4023888955,45.610294
15.835284,0.6882873932,0.0883731842,45.9206798209,1096.0783386231,107.6521102426,45.0043601314,-50.94059,-0.1754551782,1,48.9074402842,-50.886974,5.0041637,0.05361557,0.006669737,48.86223,1.0305918194,0.063778162,0.9977043,1177,0.6891661584,,107.6521102426,45.012554
15.681041,0.8577556854,0.0948855877,48.7001750199,1097.0021724701,115.1431264539,45.3057130888,-49.709145,-6.0599875034,1,48.9951737188,-49.62338,3.8212457,0.08576584,0.0095902225,48.980682,0.9801242576,0.0638680458,0.99559784,1178,0.8581482546,,115.1431264539,45.298363
15.6568365,0.7579957788,0.0942175388,49.2552302758,1097.9268994331,94.61768665,44.9627382964,-48.158176,-3.0314569893,1,48.7253124039,-48.095264,6.0756383,0.06291199,0.0067445715,48.70382,1.0531819227,0.0648422241,0.9974577,1179,0.7558722223,,94.61768665,44.974663
15.5650015,0.8791497284,0.0933766365,62.2796163851,1098.9115018845,94.8571677638,45.2154344052,-45.73552,0.406622582,1,48.8592756147,-45.670963,5.114073,0.06455612,0.006449104,48.82588,1.0285913649,0.066491127,0.9941535,1180,0.8777012423,,94.8571677638,45.217575
15.542496,0.6600494977,0.1039323807,62.0434683119,1099.8545856476,126.5431191137,44.6570060023,-45.60321,0.2977337816,1,48.3475853396,-45.558826,5.329668,0.044384003,0.0098234555,48.30366,1.0292825037,0.0679564476,0.99501234,1181,0.6596937147,,126.5431191137,44.657314
15.9688,0.6763622401,0.07421875,34.2251286481,1100.7575395107,108.7570856891,45.0886226352,-56.447926,-0.4093094755,1,48.7372906933,-56.366318,6.3207054,0.08160782,0.006503226,48.71184,1.0729247415,0.0640137196,1.0082808,1182,0.675766543,,108.7570856891,45.099327
16.025282,0.6459842838,0.0885848999,23.6188564493,1101.7051005364,93.9851587287,45.3862202698,-51.08506,0.9166691374,1,49.0286469415,-50.990253,6.3544188,0.09480667,0.0068192123,48.968983,1.0634599773,0.0624203682,1.0119584,1183,0.6521578135,,93.9851587287,45.384735
15.854358,0.7714674202,0.0863096714,38.3085763221,1102.6629376412,91.6587451524,45.212275888,-49.99634,0.0675358545,1,49.0616646457,-49.91785,5.1979036,0.07849121,0.009581513,49.05164,1.0474040655,0.0631582737,1.0083443,1184,0.7713948482,,91.6587451524,45.214115
15.750681,0.7011216074,0.0915257931,35.927807092,1103.7061336041,112.685117147,44.750577537,-57.728355,0.87439626,1,48.6613972777,-57.69136,5.5319667,0.036994934,0.006606145,48.6254,1.0535770055,0.0735478401,1.0056248,1185,0.7095994172,,112.685117147,44.74878
15.2439375,0.8037951088,0.0790815353,48.6534940964,1104.6367337704,118.4368698287,45.1487748721,-52.173206,0.9156321278,1,48.8762560534,-52.10376,5.863442,0.06944656,0.009537995,48.84718,1.0582542227,0.0655770302,0.98825103,1186,0.8071756132,,118.4368698287,45.1566
15.930723,0.8444585916,0.09288311,55.3935286244,1105.5662879944,115.949857616,45.3571055983,-44.485256,-1.6827302223,1,48.9717244219,-44.417255,4.473315,0.06800079,0.00958361,48.94714,0.9919345668,0.0648257732,1.0105795,1187,0.8457893648,,115.949857616,45.3548
15.690592,0.8480013361,0.090274334,45.3503282682,1106.5076746941,104.5531424643,44.4884170411,-49.97079,0.8900359339,1,48.5651622716,-49.92269,4.781781,0.048099518,0.006739167,48.53505,1.0000814593,0.0643208027,1.0034839,1188,0.8451706513,,104.5531424643,44.490204
15.713312,0.6949821219,0.0741984844,33.3970751107,1107.4020242691,90.5678778318,44.8269396125,-56.275772,0.76834654,1,48.8298133871,-56.194317,5.8095293,0.08145523,0.00913079,48.80381,1.041964621,0.0616645813,1.0076066,1189,0.6947998764,,90.5678778318,44.832638
15.777408,0.862349556,0.0857279301,45.9034062117,1108.3126440048,118.9824616269,45.0845886301,-50.735798,-5.9853169767,1,49.0286173485,-50.660683,6.940881,0.075115204,0.009958317,48.99668,1.0888407624,0.0641033649,1.0054413,1190,0.8630726245,,118.9824616269,45.082275
15.396356,0.8140176391,0.0986058712,72.6694835579,1109.324447155,134.4224837343,44.6704688593,-43.691326,0.9235559752,1,48.6758904738,-43.648155,6.2201633,0.04317093,0.00646099,48.6292,1.0807340546,0.0639505386,0.98892385,1191,0.812023217,,134.4224837343,44.673115
15.236522,0.8490773883,0.0872960091,52.6531007249,1110.2304787636,122.7506238876,44.3181573073,-48.32173,0.5497612688,1,48.6316767799,-48.275936,3.6842446,0.04579544,0.0065820813,48.59452,0.9683352092,0.0682382584,0.9885492,1192,0.8492866278,,122.7506238876,44.318546
14.678411,0.8854356974,0.0947461128,61.2009017802,1111.1623835564,137.7528920362,44.4097020526,-44.05375,-0.4510185573,1,48.3043690509,-43.99965,6.499234,0.054100037,0.0064557074,48.276268,1.0747103187,0.0646960735,0.9712326,1193,0.8850633608,,137.7528920362,44.410572
14.650759,0.7317449327,0.0961551666,55.0626819634,1112.1264607906,122.7474829995,44.5598959367,-46.284565,0.7625033682,1,48.5064803465,-46.19816,5.375617,0.08640671,0.009710018,48.488194,1.0305698027,0.067731142,0.96842957,1194,0.7311752475,,122.7474829995,44.561993
14.665584,0.7581343279,0.0898931026,36.7700193714,1113.0616500378,124.2297213045,43.6549619712,-48.886795,0.9099607519,1,48.1019867586,-48.801357,6.125332,0.085437775,0.008693823,48.07418,1.0545502772,0.0675218105,0.9624351,1195,0.7648911801,,124.2297213045,43.647816
14.454333,0.9090153722,0.0976681709,68.9967419754,1114.0063874722,139.5217232829,45.1291584853,-48.429077,-0.2268520804,1,49.0244949097,-48.37751,5.5753593,0.051567078,0.006433065,48.992508,1.0403506396,0.0664577484,0.9570578,1196,0.909349096,,139.5217232829,45.137104
14.593672,0.7223716366,0.0911438465,16.6351018066,1114.9319634438,71.8204406659,44.9452201992,-50.73562,0.9000478463,1,48.8672146103,-50.67002,5.367708,0.065597534,0.009293336,48.837753,1.063700967,0.0631370544,0.96543884,1197,0.7258281998,,71.8204406659,44.94085
14.911859,0.7066437186,0.0936248302,68.0867514057,1115.8810417652,129.0212424188,44.7607179763,-42.550926,0.8053715327,1,49.0148525512,-42.48387,4.336308,0.06705475,0.00990042,49.002003,0.9953367657,0.0647983551,0.97730464,1198,0.7089041782,,129.0212424188,44.769676
15.3106,0.8525387015,0.1027829647,72.6208171055,1116.8346161842,140.7325370375,45.4293737079,-43.836937,0.9559521897,1,49.7401358464,-43.775127,6.5745115,0.06180954,0.009951109,49.71901,1.062668206,0.0672168732,0.99108946,1199,0.8457111574,,140.7325370375,45.41887
15.669111,0.7209296364,0.1038901806,75.326066962,1117.7936077118,148.8703277848,44.713088536,-41.629337,0.1237185884,1,48.9443950961,-41.539307,5.261983,0.09003067,0.0069821356,48.93416,1.0853882806,0.0663015842,1.0017853,1200,0.723754057,,148.8703277848,44.72047
15.683796,0.8068043406,0.0894589424,46.7283962229,1118.8424358368,134.4193516488,44.8236916295,-55.83441,0.0050760203,1,48.9720116574,-55.77548,4.324026,0.058933258,0.009567631,48.945568,1.0019673519,0.0692610741,1.0029793,1201,0.8065169845,,134.4193516488,44.823544
15.930761,0.759858182,0.1042220592,53.9582749155,1119.9021430016,125.6393405088,44.1542383569,-50.487007,-0.4924105809,1,48.462593027,-50.40705,4.5655665,0.079956055,0.0064068176,48.45117,0.9881430806,0.0756595135,1.0142871,1202,0.7605194471,,125.6393405088,44.159428
15.99569,0.8220929896,0.0884199142,46.0257769931,1120.8530311585,136.7256632159,44.0869192169,-56.634983,-1.2067971095,1,48.4015794596,-56.55512,5.761343,0.0798645,0.009166604,48.354004,1.0596763744,0.0739500523,1.0181638,1203,0.8223005239,,136.7256632159,44.087414
16.769674,0.6698679641,0.0784964561,49.6784592727,1121.7702720165,145.2321396053,44.3675734943,-53.176655,0.4171775106,1,48.6809618819,-53.109825,4.0632415,0.06682968,0.0065679443,48.65883,0.9952939786,0.0656499863,1.0375552,1204,0.6701342814,,145.2321396053,44.370663
16.783283,0.8439202189,0.0935778618,60.5969472703,1122.7101442814,131.4174852047,44.6645014592,-49.36253,-7.9207407433,1,48.911429299,-49.27743,7.652764,0.08509827,0.0064300657,48.894882,1.1262150017,0.0632638931,1.037991,1205,0.8438566608,,131.4174852047,44.667267
16.561468,0.7755060305,0.0912184715,56.7908648647,1123.6801412106,127.3412006091,44.5104277529,-51.042645,0.9363626146,1,48.7701691102,-50.948452,3.5212586,0.094192505,0.009641638,48.735485,0.9706184028,0.0678119659,1.0335318,1206,0.7701333391,,127.3412006091,44.510468
16.600815,0.7850334663,0.1118884087,47.0108265945,1124.729228735,128.2147346252,44.5047151452,-56.831093,-0.3037768454,1,48.7480696427,-56.771748,7.938392,0.059345245,0.006478693,48.74465,1.1385985674,0.0912292004,1.0376436,1207,0.7862284922,,128.2147346252,44.50619
16.09188,0.8118825761,0.0893018246,40.9112587628,1125.6669714451,110.6845199678,44.1260338584,-49.847378,0.7854068687,1,48.5050077595,-49.77916,6.0811687,0.06821823,0.009350963,48.447098,1.0953794525,0.0707199574,1.0214577,1208,0.8112967416,,110.6845199678,44.127655
16.677504,0.8457936902,0.0820271969,43.4057763212,1126.6114053726,109.7790395254,45.2108849763,-57.71865,-1.9240428046,1,49.2181460335,-57.65719,3.7321136,0.061462402,0.009787088,49.200382,0.9563351105,0.0647068024,1.045288,1209,0.8458279495,,109.7790395254,45.211548
16.547888,0.828050301,0.0906691551,41.5500618644,1127.5523822308,97.3233845478,44.2405312399,-44.48316,-1.6849600034,1,48.7807583313,-44.423496,4.2990227,0.059661865,0.009243402,48.75486,1.0147518193,0.0678346157,1.0420169,1210,0.8283666161,,97.3233845478,44.248688
16.376286,0.7356518487,0.0919680595,71.7527119976,1128.5577557087,131.6932754193,44.0444176934,-47.484024,0.0942372515,1,48.3884205786,-47.42529,3.7020576,0.058734894,0.0067710774,48.36846,1.0025903948,0.0684137344,1.035155,1211,0.7344447622,,131.6932754193,44.03542
16.139517,0.8181572683,0.1172838211,48.7384273134,1129.5914955139,97.2704290871,44.6031231897,-48.182316,-0.7349159293,1,48.9966605983,-48.142334,4.081131,0.039981842,0.0064172787,48.965313,0.9864836133,0.0825974941,1.0246482,1212,0.8193038714,,97.2704290871,44.608322
16.303743,0.8726916102,0.0881884098,43.6681602781,1130.5669343472,118.0851934934,44.1369715814,-55.36545,-0.7169621211,1,48.7769078003,-55.302868,5.14812,0.06258392,0.009229155,48.739708,1.0023576577,0.0656864643,1.0338622,1213,0.8727987393,,118.0851934934,44.130234
16.819483,0.7511957336,0.092911005,61.0591876851,1131.5084989071,119.4308068894,43.6384932177,-46.133465,-0.4856575549,1,48.2230149887,-46.049637,5.2719927,0.08382797,0.009968537,48.192753,1.1155557762,0.06995821,1.0481297,1214,0.752235068,,119.4308068894,43.642235
16.26068,0.7267577311,0.0861256123,75.3436785408,1132.4562985897,137.1062851683,43.1634326051,-42.842285,0.9863000949,1,48.0215321313,-42.789864,6.735907,0.05242157,0.006407851,47.962914,1.1217758175,0.0636553764,1.0316426,1215,0.738471453,,137.1062851683,43.171158
16.306837,0.7082771415,0.100884676,78.8039170926,1133.4821670055,152.5661667631,44.3644529679,-43.3575,0.7645807038,1,49.0250250068,-43.280342,3.9551384,0.07715607,0.0071006296,48.98935,1.0212979134,0.078163147,1.0376986,1216,0.7102367517,,152.5661667631,44.356583
16.486212,0.852623807,0.1048460007,36.2466900848,1134.4768555164,94.8337158291,44.4884290132,-46.16325,0.6239255091,1,48.9403082747,-46.11084,6.1665087,0.052410126,0.009436461,48.92794,1.0721820835,0.0744173527,1.0460988,1217,0.8518173061,,94.8337158291,44.490948
16.620558,0.7609659305,0.1051111221,64.2478498199,1135.4298393726,135.2824755179,44.0632766008,-47.375195,-0.1197262418,1,48.8537658584,-47.30177,5.2209682,0.07342529,0.009912935,48.845654,1.0585590284,0.0648057461,1.0489707,1218,0.761834067,,135.2824755179,44.07045
17.338238,0.8342622579,0.0894851685,62.7725873612,1136.379373312,100.5940538149,43.827041313,-43.071663,0.8554459431,1,48.4650458024,-43.017197,4.860118,0.054466248,0.00650723,48.44242,1.0094058702,0.0646512508,1.0729835,1219,0.8379390095,,100.5940538149,43.82565
17.346838,0.7709561679,0.0992062092,64.388051028,1137.3226780892,124.0980196518,43.6167699148,-47.32811,0.1731103991,1,48.3598200854,-47.240284,4.210517,0.087825775,0.00932894,48.338223,0.9761251494,0.0650618076,1.0712777,1220,0.7746640313,,124.0980196518,43.613758
17.094896,0.8533137865,0.088167429,39.4680984474,1138.2543103695,100.5144121188,44.7153464832,-49.16883,-3.0910670943,1,49.2317875438,-49.109005,5.989421,0.059825897,0.0064036967,49.21777,1.1066499081,0.0643496513,1.0659236,1221,0.8527123752,,100.5144121188,44.715317
17.3628,0.751802571,0.0801758766,35.2516469668,1139.1809539795,124.3082592239,43.7672364661,-61.549965,-0.6622085381,1,48.5758271495,-61.475742,6.384604,0.074222565,0.009667131,48.54251,1.0700838457,0.0645384789,1.0768023,1222,0.7521021468,,124.3082592239,43.771523
17.885717,0.7889051241,0.0918090343,75.296419159,1140.1094007492,138.8543735133,43.5347157432,-45.079987,0.3678447268,1,48.1945306664,-45.005585,6.960674,0.074401855,0.009739054,48.14689,1.1133416024,0.0636086464,1.0908395,1223,0.7885037583,,138.8543735133,43.538437
17.873402,0.7175037224,0.0957336426,62.7337063878,1141.0812504292,132.9700008578,43.9979552798,-45.87071,0.5314755036,1,48.6791256798,-45.80673,4.4938374,0.0639801,0.009786173,48.656494,1.0119984557,0.0672295094,1.089878,1224,0.7201207191,,132.9700008578,44.001415
17.744715,0.73822646,0.1006646156,75.0557244802,1142.0652136803,144.5897354155,43.2014960246,-45.884926,-5.0680002378,1,48.1281301576,-45.803635,3.748742,0.0812912,0.006791061,48.110672,0.9779474114,0.0823380947,1.0874023,1225,0.7397954374,,144.5897354155,43.199173
17.72009,0.7734698738,0.0897078514,70.2191239168,1142.9730436802,147.577399031,43.9203105134,-47.85863,0.9578881516,1,48.5837833899,-47.78582,5.1034265,0.07281113,0.0064982832,48.564766,1.012642811,0.0635545254,1.0898628,1226,0.781958008,,147.577399031,43.9244
17.544907,0.7991833144,0.0870604515,32.5640537634,1143.8763444424,95.2771888674,43.573060065,-49.69265,0.7742843644,1,48.5081065673,-49.615475,6.4192133,0.07717514,0.009354344,48.469513,1.05739949,0.0657992363,1.0909775,1227,0.7951838564,,95.2771888674,43.569218
17.76422,0.7883278135,0.103941679,46.7130902007,1144.8091483116,109.9644559948,42.7478601593,-49.083958,0.9506997631,1,47.7796109773,-49.034367,7.0851307,0.049591064,0.009617146,47.734108,1.1268583197,0.0689585209,1.1016942,1228,0.7935264185,,109.9644559948,42.750645
18.715963,0.7922889684,0.0797576904,36.9612363178,1145.7426469326,92.557221766,44.030598233,-52.823627,0.6396537634,1,48.8185843058,-52.782547,5.580543,0.041080475,0.007553515,48.800518,1.0766088313,0.0640623569,1.1429112,1229,0.7899765755,,92.557221766,44.028263
18.515875,0.8069082461,0.0813601017,74.1630591508,1146.6583440304,141.5602598704,43.3064742039,-46.130585,-17.3817137275,1,48.3825826731,-46.061535,4.3710647,0.069049835,0.009934834,48.358204,0.991001204,0.0626935959,1.1396776,1230,0.8070170989,,141.5602598704,43.318687
17.861044,0.7986309307,0.0945761204,69.892346019,1147.5894985199,177.9591816332,43.3381770688,-52.29114,-4.7574272323,1,48.0319382636,-52.210663,6.209219,0.08047867,0.009622005,48.004536,1.0743523778,0.0643734932,1.118658,1231,0.7986386587,,177.9591816332,43.341965
18.406431,0.8977807273,0.081589222,32.9874905195,1148.5070388317,94.3888598706,43.4512719834,-56.65564,-4.7873281557,1,48.5904951229,-56.58896,6.255775,0.06668091,0.006532079,48.562622,1.0934464435,0.0661644936,1.1388979,1232,0.8978557638,,94.3888598706,43.45074
18.0452,0.6188791465,0.0804851055,54.7857453085,1149.4090898037,172.0344102011,42.9352826814,-62.426544,-1.6534128459,1,48.4701638251,-62.32797,5.719646,0.09857559,0.0065980004,48.41998,1.0802111174,0.0729680061,1.1221977,1233,0.6183533344,,172.0344102011,42.933994
