EnvExecTime,Iteration,AverageReturn,Time,dLoss,AbsLearnSignal,LossBefore,MinReturn,MeanKLBefore,LossAfter,MeanKL,MaxReturn,Perplexity,Entropy,ItrTime,StdReturn,PolicyExecTime,AveragePolicyStd,AverageDiscountedReturn,NumTrajs,ProcessExecTime,ExplainedVariance
0.2526438236236572,0,-290.70584204897824,1.4026679992675781,0.023341417,0.8578719064941022,-0.0,-701.2691396093167,0.0,-0.023341417,0.008479291,-56.43987739552519,17.079464,2.8378768,1.4026458263397217,250.0584455505321,0.5851707458496094,1.0,-146.31336274209212,12,0.015771150588989258,5.757616605706062e-13
0.2466740608215332,1,-441.1526716080113,2.351001262664795,0.022910485,0.6917430940274059,5.710625e-09,-670.7694602494967,0.0,-0.02291048,0.0076747583,-60.81413516691708,17.54654,2.8648567,0.9319536685943604,208.60361315769288,0.4525265693664551,1.0136107,-208.73053602419495,10,0.014614105224609375,-0.7065362441533753
0.2712581157684326,2,-382.23020931331877,3.3133444786071777,0.027561741,0.7217072277392433,-1.515272e-08,-529.7933683885908,0.0,-0.027561756,0.009242701,-92.2516386266463,17.470354,2.8605053,0.9583115577697754,136.15983034418974,0.4618997573852539,1.0114052,-178.91789817933994,10,0.01589059829711914,-0.7319994009242454
0.2725648880004883,3,-335.09919906935403,4.298259019851685,0.030295778,0.4825522110999195,6.9484467e-09,-591.6519624470598,0.0,-0.03029577,0.008977312,-27.524941793829058,16.980171,2.8320463,0.9801225662231445,227.54115342467756,0.486328125,0.9972714,-148.10941498997576,10,0.016299009323120117,-4.243296163862937
0.2701592445373535,4,-280.33897156725266,5.252827882766724,0.02975007,0.7962065561141712,-0.0,-465.0348017231719,0.0,-0.02975007,0.0068125627,-25.942257239365404,17.343004,2.8531892,0.949270486831665,144.3049260044492,0.4556612968444824,1.0079461,-125.77944007543725,9,0.016427040100097656,-2.3012660235675804
0.24786686897277832,5,-447.4883063952976,6.212466478347778,0.020400882,0.6016700126775524,7.4071793e-09,-573.5485489568065,0.0,-0.020400874,0.0076206867,-310.4786794437685,17.304312,2.8509557,0.9555141925811768,91.11679089054373,0.4602501392364502,1.0067523,-223.65547554242858,10,0.015262365341186523,-2.5334397813791094
0.2651536464691162,6,-390.14203627913093,7.190979957580566,0.008862528,0.23077400366047787,1.4213415e-08,-544.1493375808202,0.0,-0.008862514,0.008570007,-103.05915941103156,17.32737,2.8522873,0.9739758968353271,125.52289264883215,0.4744911193847656,1.0074838,-186.53117899493765,10,0.015840768814086914,-37.373932543949394
0.26909351348876953,7,-255.40045036890217,8.142971277236938,0.03198678,0.5834116457578022,-3.765743e-09,-607.6118907311134,0.0,-0.031986784,0.006967646,16.739753259952465,17.123123,2.8404298,0.9483094215393066,232.27202329339718,0.4583415985107422,1.0015098,-99.90487968888179,9,0.015351533889770508,-2.1149988861048783
0.26100826263427734,8,-368.260625710684,9.105659484863281,0.040458012,0.7269733018807585,4.5155035e-09,-532.8459430183354,0.0,-0.04045801,0.009270951,-101.23546129174973,17.447052,2.8591707,0.9583828449249268,152.90584735183364,0.47547340393066406,1.0109406,-190.24901545585502,11,0.016274452209472656,-1.15754542977279
0.2819795608520508,9,-312.4911448441028,10.11118769645691,0.04339061,0.6974379925315551,-0.0,-481.74746137086396,0.0,-0.04339061,0.00663627,-170.69572865662366,17.41452,2.8573043,1.0010764598846436,110.91189452830425,0.4765360355377197,1.0099432,-149.19349193812783,10,0.016814231872558594,-1.669664133484095
0.2632420063018799,10,-243.85529833641527,11.083676815032959,0.021790357,0.8050436627248149,-0.0,-459.587280612801,0.0,-0.021790357,0.009273135,-94.88540128893922,17.316359,2.8516517,0.9354350566864014,142.9696799960791,0.4510622024536133,1.0070305,-114.09345625361749,9,0.015327692031860352,-0.6887757650660506
0.2867562770843506,11,-280.37303838471075,12.058181762695312,0.03685062,0.2956074961927405,1.8304689e-09,-465.9335113289443,0.0,-0.03685062,0.0075615006,-110.92856774674584,17.72364,2.8748994,0.9700934886932373,102.40926826634228,0.461930513381958,1.0186901,-116.30357642985341,8,0.01545405387878418,-34.54226490686669
0.30730152130126953,12,-242.78155528444302,13.08519697189331,0.021427853,0.7614177997059126,-8.946288e-10,-412.44593117772297,0.0,-0.021427853,0.006411715,-137.88952629067694,17.721943,2.8748035,1.0228185653686523,87.40497689843451,0.48425912857055664,1.0186437,-104.51826446115241,9,0.017606496810913086,-0.9157916242035624
0.273892879486084,13,-198.18256196184487,14.061012268066406,0.015494348,0.8426278155448741,-2.4696746e-08,-365.27075454573804,0.0,-0.015494373,0.0064956066,4.496261381266265,17.735903,2.875591,0.9706587791442871,124.23654813608132,0.4706737995147705,1.0190364,-98.9452880597228,10,0.017159461975097656,0.21112269232525804
0.31263065338134766,14,-101.41960755199435,15.107166528701782,0.03773249,0.6034498775383041,5.054811e-09,-244.64207956717425,0.0,-0.037732486,0.0065207593,5.3981101003744385,17.80911,2.8797102,1.039658784866333,76.52656250134865,0.4971005916595459,1.0211414,-35.38039337147688,9,0.017188072204589844,-4.554243533501185
0.2953662872314453,15,-170.1228009572392,16.095826387405396,0.041220006,0.387857087259644,7.350091e-09,-550.2980550943461,0.0,-0.04122,0.0095317345,-16.293392479106615,17.448112,2.8592315,0.9829895496368408,164.6505889000343,0.4691505432128906,1.0107348,-47.93161426533192,7,0.015691041946411133,-1.0742283135180042
0.30838656425476074,16,-184.0321517999483,17.098356008529663,0.024542194,0.5926971372944364,-5.648614e-09,-407.8726975369837,0.0,-0.0245422,0.006701875,12.121870787824221,17.448462,2.8592515,0.9978222846984863,137.97729187160564,0.4677863121032715,1.0107474,-56.479202926968604,7,0.015546321868896484,-2.1368310634479837
0.3831055164337158,17,-193.27326543996077,18.250646591186523,0.017581023,0.6419295223222173,-3.2465508e-09,-323.1863720646944,0.0,-0.017581027,0.0067624496,-56.23649447679952,17.483728,2.8612707,1.147766351699829,84.26012168362848,0.5311713218688965,1.0117675,-51.40143137305708,8,0.018064498901367188,-5.493667910558442
0.29215216636657715,18,-155.4266901562225,19.28947639465332,0.033444665,0.630336419076179,5.2495834e-09,-402.56231872698055,0.0,-0.03344466,0.00682306,-55.890926468679055,17.36943,2.8547118,1.0341744422912598,112.6194072678831,0.4917733669281006,1.0084535,-50.73162244022427,9,0.016385793685913086,0.009010203706374509
0.28833937644958496,19,-180.32080597925864,20.29874539375305,0.035146117,0.6591224307215241,3.6750456e-09,-370.34794351454576,0.0,-0.035146113,0.0071278643,-35.7155405020691,17.406351,2.8568351,1.005603313446045,118.1436389125392,0.46295595169067383,1.0095261,-72.05669900116993,8,0.01575016975402832,-1.2600640245515846
1.8946034908294678,20,-135.01909865901334,23.233155965805054,0.010996851,0.48810948112177543,-2.3091389e-09,-390.08650916637123,0.0,-0.010996853,0.008967567,-20.110968197830385,17.321644,2.8519568,2.8967888355255127,118.98750571866519,0.7622132301330566,1.0070715,-46.87974573481171,7,0.024351119995117188,-1996.0578782907971
0.2714731693267822,21,-127.50307881778771,24.199318647384644,0.04250774,0.6657903020828672,-7.350091e-09,-228.2265524128998,0.0,-0.04250775,0.006670371,-37.37682648432484,17.145767,2.8417513,0.9619150161743164,62.30771415039865,0.46818065643310547,1.0019436,-54.43894325639255,9,0.015914201736450195,-9.279678812201272
