AverageDiscountedReturn,Time,MinReturn,MeanKL,NumTrajs,AverageReturn,LossAfter,Iteration,AbsLearnSignalOld,LossBefore,MeanKLBefore,Perplexity,AbsLearnSignal,ProcessExecTime,ItrTime,StdReturn,dLoss,ExplainedVariance,PolicyExecTime,AveragePolicyStd,EnvExecTime,MaxReturn,Entropy,AbsLearnSignalNew,,,,,,
0.8671592505,26.3881335101,26.3083359164,951.3589334488,1,47.6967328406,,,-24.27685,3.901992,1001,0.7129340205,-24.203665,0,49.77734,0.7091591868,0.0037686825,0.9928631783,29.550508,0,0.07318497,-3.4968321785,0.067896843,1.7416192,0.0926673412,47.6967328406,29.5509986887,3.9075599,26.384811,0.7091591868
0.906656483,26.8846905662,28.7800706467,952.2737996578,1,61.3063076522,,,-23.97934,3.2098596,1002,0.700084502,-23.946714,0,49.339443,0.6991005468,0.0038142204,0.9091217518,29.73752,0,0.0326252,0.0105229193,0.0605847836,1.7382638,0.0830638409,61.3063076522,29.7401273073,3.8987238,26.886398,0.6991005468
0.8988673883,26.8454781906,43.5511708807,953.1537020206,1,93.5507269755,,,-26.12777,3.3933964,1003,0.7369151928,-26.089191,0,48.217575,0.7437683201,0.0032894611,0.8739569187,29.873709,0,0.038578033,0.978507552,0.0604245663,1.7246056,0.072633028,93.5507269755,29.8889579955,3.8757236,26.841545,0.7437683201
0.8951208113,27.0490002624,39.6968209471,954.0632708073,1,92.4458504107,,,-27.375431,3.9142945,1004,0.759045975,-27.330948,0,49.090992,0.7597017395,0.0034134388,0.9039356709,29.922031,0,0.044483185,0.1890473552,0.0611553192,1.7427784,0.0751330853,92.4458504107,29.9406323907,3.8936756,27.050613,0.7597017395
0.8078458501,26.5537560832,38.5793649317,955.0052595139,1,48.5391059292,,,-20.154469,2.1517105,1005,0.6998487334,-20.059456,0,50.46693,0.6986554985,0.0036263466,0.9329993725,29.658648,0,0.095012665,0.2745550064,0.0681574345,1.7677588,0.0904452801,48.5391059292,29.6746462585,3.9213183,26.549162,0.6986554985
0.8399688296,26.7774220948,56.7649187057,955.9399454594,1,80.8745194954,,,-18.24535,2.6518574,1006,0.7008173419,-18.212372,0,50.555614,0.6968668535,0.0039174557,0.9278099537,29.69423,0,0.032978058,0.900312164,0.072426796,1.7714713,0.1027193069,80.8745194954,29.7037193551,3.923074,26.781277,0.6968668535
0.8838029177,26.6357818213,15.1715041452,956.9011957645,1,19.0290804877,,,-22.414476,3.6292896,1007,0.7395700486,-22.324919,0,51.88072,0.7384825185,0.0034279823,0.9539556503,29.604143,0,0.08955765,-13.2098714199,0.0632309914,1.7866485,0.0833814144,19.0290804877,29.6344108995,3.9489472,26.638138,0.7384825185
0.9531363213,26.737856993,30.1537992869,957.8100163937,1,46.5124899886,,,-28.863176,4.1709523,1008,0.6474001185,-28.800165,0,51.229927,0.6958064442,0.0036313534,0.9034092426,29.729752,0,0.06301117,0.9721652512,0.0583264828,1.7786813,0.0756745338,46.5124899886,29.7225970534,3.936324,26.733181,0.6958064442
0.8684397356,26.5394273094,28.0593212965,958.7914185524,1,44.2542641772,,,-18.876106,3.1712463,1009,0.6841787634,-18.810295,0,52.372288,0.6954514233,0.0038540363,0.9758014679,29.597109,0,0.06581116,0.7462903026,0.0681574345,1.7993071,0.0883698463,44.2542641772,29.6220524943,3.9583776,26.538765,0.6954514233
0.8616456274,26.7479631624,46.0039872471,959.7207612991,1,89.5439458201,,,-21.530298,2.8658924,1010,0.7098654835,-21.467276,0,52.379105,0.710542049,0.0034945011,0.9220328331,29.956179,0,0.06302261,0.7586436637,0.0655400753,1.8067037,0.0849711895,89.5439458201,29.9691234664,3.9585078,26.745361,0.710542049
0.846889552,26.6898796126,49.271556785,960.7035939693,1,77.7060506011,,,-19.319715,2.5845318,1011,0.7453410065,-19.27702,0,53.43903,0.7403428238,0.0036103725,0.9368124008,29.9051,0,0.042696,0.8861193767,0.068073988,1.8294497,0.0949296951,77.7060506011,29.917596441,3.9785414,26.694256,0.7403428238
0.9498560855,26.7454043629,31.2417292087,961.6431527138,1,52.7930756041,,,-20.06166,5.5498257,1012,0.7410615396,-20.00479,0,50.845493,0.7380491036,0.0035784245,0.9306898117,29.67676,0,0.056871414,0.5001909508,0.0676262379,1.7786224,0.0835156441,52.7930756041,29.6810410354,3.9287915,26.744972,0.7380491036
0.8597466783,26.5168675141,23.5031455829,962.5544631481,1,40.6319092294,,,-24.787773,2.6464062,1013,0.6770891976,-24.730816,0,52.333755,0.6845784399,0.003926754,0.9061682224,29.593464,0,0.056957245,0.9514385264,0.0649125576,1.8067316,0.0781714916,40.6319092294,29.6096871719,3.9576416,26.507973,0.6845784399
0.8302456257,27.1435377011,45.7044284802,963.5281529427,1,58.9480852491,,,-19.556137,2.3415828,1014,0.7081895026,-19.508862,0,50.82706,0.7082556182,0.0035858154,0.9645967484,29.903248,0,0.047275543,0.9043381157,0.0657486916,1.7820387,0.0899479389,58.9480852491,29.9124459618,3.928429,27.149193,0.7082556182
0.8777051075,26.7318038791,40.2383885303,964.6215839386,1,45.544884239,,,-19.885803,2.9604971,1015,0.7614194544,-19.840488,0,51.51887,0.7236911098,0.0045001507,1.0878460407,29.814182,0,0.04531479,0.9862016933,0.0901610851,1.8000762,0.1106479168,45.544884239,29.838535759,3.9419482,26.732948,0.7236911098
0.9518187003,26.4668174202,53.471894736,965.6777729988,1,100.6324036229,,,-24.349522,3.7734153,1016,0.7955289545,-24.30091,0,49.132442,0.7923583623,0.0046255589,1.0463907719,29.684927,0,0.048610687,-0.1729355741,0.0825474262,1.7596922,0.1019258499,100.6324036229,29.6763107161,3.8945196,26.466326,0.7923583623
0.8407241168,26.6261793094,18.261130727,966.668535471,1,36.8675415116,,,-19.435503,2.444948,1017,0.7537625902,-19.376719,0,51.401848,0.7527995536,0.0036389828,0.983386755,29.60269,0,0.058784485,-40.0187719641,0.0665719509,1.8021438,0.0846982002,36.8675415116,29.6089065262,3.9396741,26.621946,0.7527995536
0.8636136843,26.5481005524,42.7560513817,967.6389884949,1,65.3230365889,,,-18.917343,3.3285384,1018,0.7362181298,-18.861147,0,51.94691,0.7178728015,0.0036113262,0.9611001015,29.781157,0,0.056196213,0.9581683557,0.0682728291,1.8190873,0.0894536972,65.3230365889,29.7875165424,3.9502223,26.54232,0.7178728015
1.0034990619,26.5200415071,35.5992876126,968.5513973236,1,48.6713054239,,,-13.473239,5.3439207,1019,0.7338995823,-13.425244,0,52.128994,0.7360997758,0.0034620762,0.9056203365,29.631714,0,0.047994614,-7.0004526348,0.0622797012,1.8381015,0.0827171803,48.6713054239,29.6481370589,3.9537213,26.517284,0.7360997758
0.998514534,26.4328971208,42.9214532263,969.4754641056,1,95.9389647994,,,-25.539291,6.1333227,1020,0.8645740961,-25.457827,0,50.53248,0.8622500107,0.003526926,0.9161570072,29.6529,0,0.08146477,-6.0008576627,0.0637307167,1.8082587,0.0801944733,95.9389647994,29.6694214937,3.9226162,26.442223,0.8622500107
0.9299756765,26.6131417308,21.909773246,970.4271960258,1,40.9466898344,,,-19.290407,3.549069,1021,0.800275636,-19.238361,0,50.810753,0.8033388984,0.0034945011,0.9455337524,29.561245,0,0.052045822,-3.6481903179,0.0647101402,1.8129803,0.0906927586,40.9466898344,29.5725838023,3.928108,26.609434,0.8033388984
0.9715377581,26.0950952353,30.3926589899,971.4125645161,1,48.7743987763,,,-29.340427,4.8125954,1022,0.634855377,-29.282282,0,50.2575,0.6362690485,0.0038199425,0.9244441986,29.289402,0,0.058145523,0.6491580965,0.0642518997,1.8046957,0.0779139996,48.7743987763,29.2957967314,3.9171598,26.092451,0.6362690485
0.8262733534,26.6055026749,21.4804893803,972.4115767479,1,60.1003154417,,,-22.532824,2.8424072,1023,0.6674992066,-22.490913,0,50.950523,0.6669496345,0.0037302971,0.9914805889,29.641308,0,0.04191017,0.3512135833,0.0648992062,1.8098679,0.0816311836,60.1003154417,29.6479605083,3.930855,26.607744,0.6669496345
0.823997486,26.741335775,42.3039948932,973.3139240742,1,88.6332044556,,,-29.268253,2.4975631,1024,0.6900938042,-29.168457,0,50.027275,0.6897107709,0.0036242008,0.8932714462,29.666441,0,0.099796295,-0.4839670892,0.0631864071,1.7986667,0.0801832676,88.6332044556,29.6837152917,3.9125683,26.739656,0.6897107709
0.8747719594,26.6816671797,35.9246055606,974.2420773506,1,82.0686252508,,,-28.229927,3.053556,1025,0.828868561,-28.186949,0,50.176876,0.8240659008,0.003518343,0.9190247059,29.473423,0,0.042978287,0.9560494639,0.0644161701,1.8013623,0.0825703144,82.0686252508,29.4897217929,3.9155543,26.684904,0.8240659008
0.7948900214,26.6300291686,50.2091621367,975.2016863823,1,96.5906875864,,,-26.831984,1.9352132,1026,0.7356133914,-26.739555,0,51.81056,0.7416734797,0.0039372444,0.9506113529,29.381376,0,0.09242821,0.7521187081,0.0651886463,1.8417934,0.0792222023,96.5906875864,29.3837344914,3.947594,26.625914,0.7416734797
0.8352979094,26.4775653465,27.1984210539,976.1722002029,1,52.3970162444,,,-26.552305,2.2712586,1027,0.8003578042,-26.49459,0,51.84361,0.8003420392,0.0038120747,0.9614570141,29.452316,0,0.057714462,-17.5666085729,0.0659525394,1.8419936,0.0809597969,52.3970162444,29.4771751612,3.9482317,26.476652,0.8003420392
0.8690272933,26.3398380376,33.4051305792,977.1041958332,1,70.2291512107,,,-20.638634,3.3736842,1028,0.7411187291,-20.592867,0,51.04193,0.7401742224,0.0035600662,0.9261498451,29.284552,0,0.04576683,-3.7424260549,0.0775406361,1.8413194,0.0884003639,70.2291512107,29.296028304,3.9326475,26.340937,0.7401742224
0.8244982946,26.3667304276,23.5284482297,978.027837038,1,61.4148533718,,,-20.600304,2.8622284,1029,0.842863353,-20.572853,0,50.45868,0.7969608588,0.0037851334,0.9178869724,29.397644,0,0.027450562,0.9938656206,0.0641300678,1.83732,0.0857913494,61.4148533718,29.4136878739,3.9211547,26.359875,0.7969608588
0.8864609176,26.7954904057,47.2845001464,978.9450538158,1,94.4803488388,,,-24.954762,3.1997242,1030,0.6711676982,-24.890268,0,50.909954,0.6905875764,0.0037822723,0.9098932743,29.700254,0,0.06449318,0.9875159954,0.0626111031,1.8311715,0.0762298107,94.4803488388,29.7119479596,3.9300585,26.791655,0.6905875764
0.8394422266,26.2824903316,26.8543676513,979.8771324158,1,54.9102448903,,,-19.689026,2.7655377,1031,0.7578858017,-19.62348,0,51.223076,0.7584766478,0.0035610199,0.922867775,29.281654,0,0.065546036,-18.0128802052,0.0633916855,1.8368554,0.0847859383,54.9102448903,29.2978382215,3.9361901,26.284363,0.7584766478
0.8462932724,26.7508178913,41.6374394983,980.7796435356,1,94.0790628859,,,-25.326868,2.9706712,1032,0.7078698162,-25.286444,0,53.610172,0.7064482367,0.0033414364,0.8970916271,29.585535,0,0.040424347,0.630901841,0.061234951,1.8740637,0.0763783455,94.0790628859,29.6000552939,3.9817388,26.749077,0.7064482367
0.8689113575,26.1184660285,44.0766062197,981.7045724392,1,99.9361249451,,,-31.45648,2.88158,1033,0.721569261,-31.40228,0,52.387672,0.7209627116,0.0036811829,0.8811554909,29.681181,0,0.05419922,0.1067240903,0.0619637966,1.859682,0.0782353878,99.9361249451,29.6909562614,3.9586713,26.122383,0.7209627116
0.8346622956,26.7909725566,34.4325973971,982.6387553215,1,51.606818215,,,-18.955862,2.791227,1034,0.7650608258,-18.878311,0,52.523544,0.765253032,0.0036251545,0.9289495945,29.490429,0,0.07755089,-57.0075874829,0.0609135628,1.8624256,0.0845582485,51.606818215,29.5005978303,3.9612615,26.791811,0.765253032
0.9063837672,26.8174149589,49.9665382419,983.5446109772,1,114.1405873878,,,-29.40394,4.082135,1035,0.7645431866,-29.343681,0,53.097485,0.7647448733,0.0033431053,0.9003088474,29.755932,0,0.060258865,-2.1426488398,0.0609192848,1.8704138,0.0704667568,114.1405873878,29.7657325114,3.9721296,26.815857,0.7647448733
0.9921197839,26.4292816895,37.5726388507,984.4599134922,1,74.1424174646,,,-26.36058,6.5893593,1036,0.7521531193,-26.31286,0,52.564857,0.7518535509,0.003590107,0.9058110714,29.347345,0,0.047719955,-21.4245587741,0.064193964,1.8697528,0.0874009132,74.1424174646,29.3563998499,3.9620478,26.429008,0.7518535509
0.8785107438,26.5163591719,29.2791906485,985.3834066391,1,56.672447224,,,-21.74646,3.1484203,1037,0.7501078607,-21.692429,0,51.03998,0.7494156215,0.0034480095,0.9173851013,29.479477,0,0.054031372,0.0474435626,0.0635051727,1.8481451,0.0803291798,56.672447224,29.4906521355,3.9326093,26.515005,0.7494156215
0.8602283384,26.6599883689,35.8928253741,986.3032696247,1,79.933653528,,,-28.74748,3.0157278,1038,0.763743281,-28.68139,0,50.23239,0.7641165325,0.0034329891,0.9106011391,29.64461,0,0.06608963,-6.5057039795,0.0624415874,1.833682,0.079054594,79.933653528,29.6525843104,3.91666,26.651213,0.7641165325
0.8212733124,26.7260517527,50.6227863556,987.2179863453,1,72.8240508537,,,-21.058016,2.3369215,1039,0.680610914,-20.98767,0,50.92598,0.6819271271,0.003465414,0.9071893692,29.498814,0,0.070344925,-2.1415861127,0.0637879372,1.8387539,0.0902462006,72.8240508537,29.5036517733,3.9303732,26.733984,0.6819271271
0.8160909867,26.7572636229,34.423849693,988.1457743645,1,62.619839344,,,-19.620188,2.693279,1040,0.710217789,-19.56142,0,51.275948,0.7138861925,0.0038208961,0.922000885,29.58314,0,0.05876732,0.9563463805,0.0631096363,1.8507385,0.0822308064,62.619839344,29.5987181976,3.9372218,26.75519,0.7138861925
0.8098328446,26.2171512297,34.2766640104,989.071441412,1,69.4675690961,,,-20.254257,2.529735,1041,0.7606168912,-20.213354,0,48.461525,0.7602005435,0.0038073063,0.9199976921,29.20913,0,0.04090309,0.756636549,0.0656979084,1.7951477,0.0855762959,69.4675690961,29.2150238438,3.8807702,26.214111,0.7602005435
0.8094479295,26.2871031889,41.8283282181,990.023860693,1,99.474822799,,,-30.926039,2.5868025,1042,0.8855539543,-30.861692,0,46.991367,0.8844979951,0.0035507679,0.9471447468,29.27922,0,0.06434631,0.5033057087,0.0683653355,1.7669709,0.074618578,99.474822799,29.2808370458,3.849964,26.287256,0.8844979951
0.8501689011,26.7635760941,24.0890055958,990.9733538628,1,32.8370180453,,,-23.75445,3.3388999,1043,0.7562553795,-23.710442,0,46.79656,0.7562975742,0.003970623,0.9404814243,29.516783,0,0.044008255,-479.3684069527,0.067779541,1.763907,0.0852999687,32.8370180453,29.5302204194,3.8458097,26.761497,0.7562975742
0.8753211407,26.6542358814,32.0927985479,991.961348772,1,79.0096031593,,,-27.933702,3.1896536,1044,0.7132277621,-27.887268,0,46.455418,0.7112351805,0.0036976337,0.9390904903,29.345617,0,0.046434402,0.3994636305,0.0664868355,1.7682,0.0808126926,79.0096031593,29.3633046447,3.838493,26.657724,0.7112351805
0.8001766869,26.5637961941,45.6550347829,992.9111814499,1,106.1233038081,,,-34.012287,2.630623,1045,0.8505283192,-33.9318,0,45.42691,0.8461321971,0.0040681362,0.9435324669,29.419643,0,0.0804863,0.3988021622,0.0741901398,1.7568191,0.0813221931,106.1233038081,29.434245923,3.8161047,26.561323,0.8461321971
0.8918140195,26.5023392443,20.2495154569,993.8509268761,1,45.6149754698,,,-20.066504,4.4602513,1046,0.7090498646,-20.018461,0,45.452988,0.7098848546,0.0035159588,0.9322133064,29.419886,0,0.048042297,-1.9169455044,0.0658793449,1.7569302,0.0801587105,45.6149754698,29.4296480797,3.8166785,26.50543,0.7098848546
0.9184355472,26.5576942859,55.7913347334,994.777541399,1,85.2205851128,,,-18.966389,4.804436,1047,0.9040130632,-18.922092,0,45.737167,0.9030895559,0.0035881996,0.9191610813,29.512266,0,0.044296265,-1.3489741662,0.0638203621,1.7545035,0.0857038498,85.2205851128,29.5351595654,3.8229113,26.553291,0.9030895559
0.8558944162,26.8851429523,51.7647575338,995.7247264385,1,101.2267396965,,,-29.304993,3.296205,1048,0.7226451163,-29.254074,0,44.31035,0.7232263945,0.0036666393,0.9404530525,29.405489,0,0.05091858,0.6811364932,0.0664987564,1.7328131,0.0823245049,101.2267396965,29.4314844989,3.7912183,26.88669,0.7232263945
0.810909698,26.8361278106,43.4911645098,996.6703555584,1,83.8456016602,,,-29.852978,2.3570204,1049,0.8162274742,-29.793127,0,43.751904,0.8069339081,0.0036244392,0.9393410683,29.40665,0,0.059850693,0.9699625769,0.065721035,1.7203608,0.0797865391,83.8456016602,29.4095831933,3.7785351,26.83267,0.8069339081
0.8270077157,27.0732424026,21.3985385441,997.6001296043,1,55.4922490329,,,-22.088264,2.624579,1050,0.8291725527,-22.030401,0,43.83418,0.8288993441,0.0033547878,0.9221625328,29.416048,0,0.057863235,-47.5920968944,0.0623459816,1.7352176,0.076710701,55.4922490329,29.4349236532,3.7804139,27.075302,0.8288993441
0.8183102977,26.4975493051,50.2473139041,998.5372288227,1,98.5087819584,,,-30.74505,2.5713701,1051,0.8187950239,-30.6915,0,43.16764,0.8193726014,0.0037124157,0.9307551384,29.433504,0,0.05355072,-4.5703261519,0.0704519749,1.7288512,0.0795731544,98.5087819584,29.4365577969,3.7650912,26.49508,0.8193726014
0.8556697593,26.4354956555,27.7896780186,999.4902601242,1,73.9216124409,,,-25.731441,2.7435431,1052,0.6463835801,-25.686184,0,43.483448,0.6532826902,0.0034637451,0.9471054077,29.069565,0,0.04525757,0.7854783317,0.0633428097,1.7362081,0.0775194168,73.9216124409,29.0883176451,3.7723804,26.430296,0.6532826902
0.9398055283,26.5026341141,33.0417801887,1000.466460228,1,77.6517879253,,,-29.255638,4.4140377,1053,0.7786241393,-29.20444,0,42.058743,0.7788913891,0.0042433739,0.9670953751,29.329857,0,0.05119896,0.5442367194,0.0706467628,1.7191352,0.0869224072,77.6517879253,29.3396408379,3.7390673,26.502808,0.7788913891
0.9694486916,25.9927308269,43.9431524016,1001.3888335228,1,92.8429119781,,,-33.820354,7.5774617,1054,0.6723502663,-33.772923,0,42.75372,0.669618931,0.0036079884,0.9155089855,28.918663,0,0.047431946,0.9727970149,0.0641021729,1.7368617,0.0754842758,92.8429119781,28.9406053648,3.7554562,25.99204,0.669618931
0.8436219966,26.3724956239,19.1204163125,1002.3513205052,1,52.1021267412,,,-23.034374,3.2129378,1055,0.724005868,-22.985981,0,42.745136,0.7345277007,0.0033793449,0.9162654877,29.081226,0,0.04839325,0.9890701302,0.0638072491,1.7365625,0.0809280872,52.1021267412,29.096391115,3.7552555,26.380957,0.7345277007
0.7949599689,26.7892100243,23.3454617669,1003.285320282,1,49.8771553828,,,-21.884953,2.5235467,1056,0.7622875359,-21.837976,0,43.165646,0.7596829211,0.0034503937,0.9283714294,29.347448,0,0.04697609,0.6179604504,0.0617609024,1.7334583,0.0783276558,49.8771553828,29.3652341567,3.765045,26.782124,0.7596829211
0.8294893379,26.4419383623,56.7547155037,1004.2184512615,1,90.1892479941,,,-21.679913,3.1433768,1057,0.8522707044,-21.627214,0,44.984932,0.8527347757,0.0037109852,0.9256262779,29.19364,0,0.052698135,-4.9418916521,0.0639727116,1.7599325,0.0875349045,90.1892479941,29.2143494283,3.8063276,26.442001,0.8527347757
0.8214925878,26.3654991829,53.2096366863,1005.1650886536,1,68.8820301306,,,-21.116463,2.4520447,1058,0.7573933692,-21.061024,0,42.89611,0.7625135562,0.0034191608,0.9405431747,29.161436,0,0.055438995,0.5040795847,0.0634396076,1.7213902,0.0848429203,68.8820301306,29.1748135867,3.7587812,26.363615,0.7625135562
0.8406840821,26.6993708351,34.9772973756,1006.0747244358,1,64.9461711005,,,-22.091217,3.0875971,1059,0.5322521878,-22.05659,0,42.94392,0.5448567675,0.0035603046,0.9038751125,29.361223,0,0.034627914,0.8169253976,0.0643415451,1.7219839,0.0803143978,64.9461711005,29.3787092017,3.759895,26.702812,0.5448567675
0.8114570096,26.3840970141,41.7084200364,1006.9823741913,1,95.2720209458,,,-30.480246,2.8314054,1060,0.8762461472,-30.427528,0,41.945946,0.8766425297,0.0040249825,0.900188446,29.023375,0,0.05271721,-1.2816346619,0.0675263405,1.6972934,0.081608057,95.2720209458,29.0342389494,3.7363818,26.38156,0.8766425297
0.8132915728,26.4836334216,44.097560849,1007.8966343403,1,102.2806112342,,,-37.375767,2.816909,1061,0.7034072609,-37.350014,0,42.642593,0.7037357933,0.0034613609,0.9073266983,29.172235,0,0.025753021,0.7234449569,0.0633718967,1.7051572,0.0754363537,102.2806112342,29.1844229727,3.7528536,26.484428,0.7037357933
0.9122004707,26.1484800828,46.1027914971,1008.8050444126,1,101.6060378958,,,-33.18832,3.6773224,1062,0.814451842,-33.14599,0,41.826725,0.8179994916,0.003442049,0.9025094509,28.763521,0,0.042331696,0.9365622577,0.064740181,1.6931168,0.0749967098,101.6060378958,28.7725634895,3.7335355,26.150547,0.8179994916
0.9076333644,26.1760240344,13.9047711534,1009.7478356361,1,38.5527886004,,,-21.01738,4.246199,1063,0.8074909477,-20.938723,0,41.82212,0.8061428697,0.0033979416,0.9374558926,28.94126,0,0.07865715,-0.3218859484,0.0606374741,1.6928473,0.0761561394,38.5527886004,28.9525307511,3.7334254,26.171385,0.8061428697
0.8396759985,26.4019165374,45.108890167,1010.6647720337,1,71.3487263044,,,-21.03274,2.8358343,1064,0.8223044447,-20.978394,0,41.984035,0.8241003475,0.0038352013,0.9108378887,29.120893,0,0.054346085,0.3379281442,0.0632257462,1.7042685,0.0794429779,71.3487263044,29.1460109238,3.7372894,26.396278,0.8241003475
0.8957157691,26.4685093656,38.932155004,1011.6024355888,1,79.5410575767,,,-25.793337,3.8300674,1065,0.6337650213,-25.730957,0,41.57953,0.6391081167,0.0039048195,0.9278450012,29.085556,0,0.062379837,0.8080774267,0.063485384,1.6877021,0.0814006329,79.5410575767,29.099155384,3.727608,26.469776,0.6391081167
0.8586405161,26.7033392902,21.3075108517,1012.5648539066,1,59.8950666716,,,-24.07541,2.7409656,1066,0.6836109511,-24.023897,0,41.33596,0.6847865536,0.0034995079,0.907058239,29.109035,0,0.051513672,0.7656252919,0.0636131763,1.6909478,0.0787656307,59.8950666716,29.1114013947,3.7217329,26.703579,0.6847865536
0.8132727852,26.4543063318,54.9480148426,1013.5142495632,1,82.2886446896,,,-20.149837,2.4561121,1067,0.8448931892,-20.098694,0,41.350292,0.8422789702,0.004070282,0.9398226738,28.942339,0,0.051143646,0.9526328425,0.0683083534,1.6852906,0.0879378319,82.2886446896,28.9619922104,3.7220795,26.452541,0.8422789702
0.8645155059,26.5563519661,44.5349026772,1014.4561219215,1,98.0194597301,,,-28.608013,3.556037,1068,0.64594449,-28.515253,0,40.173,0.6499270459,0.0035820007,0.9347872734,29.289934,0,0.092760086,0.6159159519,0.0650718212,1.6677039,0.0773594379,98.0194597301,29.3020729584,3.693195,26.562222,0.6499270459
0.8129547041,26.7640385676,49.2273469968,1015.3713746071,1,81.8508750502,,,-19.73825,2.2921352,1069,0.8770754037,-19.699678,0,39.98218,0.8715518086,0.0035476685,0.9094145298,29.101124,0,0.03857231,0.7567898111,0.0634303093,1.6654973,0.081638813,81.8508750502,29.1203886001,3.688434,26.761097,0.8715518086
0.9190474194,26.6631764294,41.1982096739,1016.2924978733,1,79.1948830789,,,-22.110413,5.1451483,1070,0.8248488372,-22.056124,0,39.36683,0.8261982628,0.0034582615,0.9149339199,29.030956,0,0.054288864,0.8960563712,0.0632607937,1.6664623,0.0744688511,79.1948830789,29.0475474087,3.6729236,26.664692,0.8261982628
0.7892491094,26.9728983654,30.4725245575,1017.2448658943,1,61.8977348899,,,-21.730146,2.2896698,1071,0.731027944,-21.689077,0,40.449505,0.7259091769,0.0035426617,0.9466722012,29.484692,0,0.04106903,0.5259446022,0.0634438992,1.6930231,0.0826370716,61.8977348899,29.5038037737,3.7000544,26.973574,0.7259091769
0.8458881934,26.7414321273,36.0047259539,1018.1601324082,1,78.4889314973,,,-23.636288,3.3059494,1072,0.7811768104,-23.59979,0,39.792515,0.7767578735,0.0035250187,0.9062902927,29.441755,0,0.036497116,0.6907440776,0.0631489754,1.6793634,0.0770499706,78.4889314973,29.4639075488,3.6836789,26.74355,0.7767578735
0.8310697553,26.4963732848,46.9012826923,1019.0659093857,1,110.3693777032,,,-37.349648,2.5702834,1073,0.8031623803,-37.3011,0,41.18973,0.8055097505,0.0034511089,0.8962137699,28.976074,0,0.048545837,0.3228579987,0.0619370937,1.7105737,0.0702054501,110.3693777032,28.9904560444,3.718189,26.492186,0.8055097505
0.8075295798,26.1914915105,38.9581533021,1019.9850075245,1,76.8058521458,,,-22.599936,2.5635037,1074,0.7189232064,-22.556686,0,41.88135,0.7183394711,0.0038669109,0.9115555286,28.845905,0,0.04324913,-8.9782750265,0.0646653175,1.7174706,0.0839285851,76.8058521458,28.8503210262,3.7348406,26.190554,0.7183394711
0.8461242943,26.1972639924,36.0273270153,1020.9040837288,1,79.619603826,,,-29.931103,3.2150366,1075,0.845854939,-29.851458,0,41.255455,0.8501550825,0.0034520626,0.9137411118,28.81748,0,0.07964516,0.2484913051,0.0634343624,1.7068756,0.082051754,79.619603826,28.8268233972,3.7197833,26.195747,0.8501550825
0.8543396444,26.6912462061,18.9953614224,1021.8527300358,1,49.8810875418,,,-22.255053,3.4404075,1076,0.7358199919,-22.228168,0,41.252167,0.7352154334,0.0037992001,0.9433295727,29.381031,0,0.026884079,0.5364302165,0.0629107952,1.704978,0.0818498135,49.8810875418,29.3976923676,3.7197037,26.688868,0.7352154334
0.8457789635,26.3943264605,50.0002694663,1022.8099148274,1,106.7060166107,,,-34.447903,3.2942104,1077,0.7093110556,-34.391678,0,41.835682,0.7125459848,0.0036742687,0.9128293991,28.873041,0,0.056224823,0.8061539494,0.0664112568,1.715055,0.0862634182,106.7060166107,28.8973185266,3.7337496,26.397163,0.7125459848
0.7748128335,27.0193413493,31.7429888933,1023.7782144547,1,62.9375018059,,,-23.923082,2.5593157,1078,0.7422255297,-23.8787,0,41.630573,0.7422249292,0.0039932728,0.9594600201,29.376226,0,0.044382095,-14.4408808319,0.0687274933,1.7053462,0.0795717239,62.9375018059,29.3855383875,3.7288349,27.016273,0.7422249292
0.7866599186,26.2724492992,40.1042545887,1024.6851091385,1,87.9493402407,,,-25.695782,2.8252015,1079,0.8424353105,-25.638483,0,41.846657,0.83794656,0.003549099,0.9011497498,28.92001,0,0.05729866,0.9506202782,0.0611143112,1.7167059,0.0753407478,87.9493402407,28.9454156848,3.734012,26.275162,0.83794656
0.9322918021,26.3439292642,44.0794249861,1025.5964024067,1,73.3655878295,,,-26.305649,5.287755,1080,0.8925224226,-26.251047,0,41.243053,0.8905433812,0.0037033558,0.9055242538,28.98245,0,0.05460167,-1.0198796716,0.0621244907,1.702252,0.0880420208,73.3655878295,28.9849619073,3.7194827,26.339972,0.8905433812
0.8277227675,26.3134494654,16.0537420572,1026.4838271141,1,49.8234940714,,,-21.969177,2.5311391,1081,0.8065435222,-21.926922,0,41.240044,0.805570914,0.0033268929,0.8785159588,29.00753,0,0.0422554,0.6273040023,0.0611701012,1.7020444,0.0771472454,49.8234940714,29.019867166,3.7194097,26.319374,0.805570914
0.8429722666,26.2437567839,31.8165168384,1027.3802294731,1,65.9819023028,,,-19.534472,2.7466424,1082,0.8508025633,-19.47613,0,41.121567,0.8505554487,0.0037395954,0.8905491829,29.013962,0,0.05834198,-17.0942254234,0.0624806881,1.7008862,0.0783057213,65.9819023028,29.0273459253,3.7165327,26.24224,0.8505554487
0.9197507248,26.3369988322,42.7461230872,1028.3291695118,1,90.2146258565,,,-26.64547,6.370543,1083,0.7559255866,-26.606234,0,40.69635,0.7566105802,0.0039961338,0.9414565563,29.036205,0,0.03923607,-0.4990347661,0.0668056011,1.6882215,0.0828056335,90.2146258565,29.0537694212,3.7061384,26.33373,0.7566105802
