AverageDiscountedReturn,Time,MinReturn,MeanKL,NumTrajs,AverageReturn,LossAfter,Iteration,AbsLearnSignalOld,LossBefore,MeanKLBefore,Perplexity,AbsLearnSignal,ProcessExecTime,ItrTime,StdReturn,dLoss,ExplainedVariance,PolicyExecTime,AveragePolicyStd,EnvExecTime,MaxReturn,Entropy,AbsLearnSignalNew,,,,,,
1.4611048791,0.7504163905,-0.7167889583,51.1169102192,1,-6.4635706314,,,-1.8572103,11.160908,51,0.8466278291,-1.7453083,0,18.403646,0.8477060897,0.0037829876,0.9435706139,11.456196,0,0.111902,-3.3873643157,0.0675656796,1.0385357,0.0963468552,-6.4635706314,11.5666950054,2.9125488,0.74592125,0.8477060897
1.519489456,0.8013310151,-29.9128251939,52.0549166203,1,-70.4031322675,,,-2.253628,11.372471,52,0.7808620711,-2.1758895,0,18.79937,0.780752188,0.0035574436,0.9321899414,11.5196085,0,0.07773852,0.5863751012,0.0683887005,1.0497702,0.0874071121,-70.4031322675,11.6417116322,2.9338233,0.80571014,0.780752188
1.37402814,0.8729476027,6.8187353158,53.0775458813,1,-14.0089829941,,,-2.785983,8.974613,53,0.8263419063,-2.689594,0,18.72053,0.826624071,0.0037300587,0.9754340649,11.619876,0,0.096389055,-14.1705756166,0.0665886402,1.0475879,0.0899467468,-14.0089829941,11.7594065917,2.9296207,0.8775466,0.826624071
1.4581511909,0.5803842234,-17.317032419,54.0275523663,1,-30.3776122605,,,-1.7460676,10.6467285,54,0.7720452582,-1.6640885,0,18.524649,0.7716676205,0.0038118362,0.9421005249,12.011881,0,0.081979156,-75.2885680477,0.0681951046,1.0422226,0.0915775299,-30.3776122605,12.1512536941,2.9191022,0.5857847,0.7716676205
1.5185407993,0.5297397951,5.1608014316,54.9862375259,1,11.7969901959,,,-2.802442,11.407526,55,0.6084394807,-2.7080863,0,18.641956,0.6067620547,0.0037033558,0.9502325058,11.598816,0,0.09435582,-1.8680727075,0.0670342445,1.045433,0.0806946754,11.7969901959,11.7308364751,2.9254148,0.5408582,0.6067620547
1.4540920845,0.4087718707,22.45280897,55.9482901096,1,43.3010650917,,,-4.8356276,9.090929,56,0.7855602167,-4.7830896,0,18.913733,0.785515461,0.0039496422,0.9538004398,11.677995,0,0.052537918,-19.7271104103,0.0688431263,1.0530008,0.0875573158,43.3010650917,11.802164739,2.9398882,0.40319848,0.785515461
1.3905621657,0.6308554053,12.041279659,56.9195160866,1,22.7318968451,,,-2.21859,9.801235,57,0.7628397512,-2.1414824,0,18.29563,0.7625932727,0.0042257309,0.9654231071,11.905252,0,0.07710767,-68.0870887436,0.0678708553,1.0352668,0.0808844566,22.7318968451,12.0371150522,2.9066622,0.6366051,0.7625932727
1.3169166859,0.586461314,23.3014436013,57.9018101692,1,25.3716957822,,,-3.609986,6.000593,58,0.6723127604,-3.5167682,0,18.46206,0.6723090567,0.0039658546,0.9734537601,11.541809,0,0.09321785,-2.8348002479,0.0745172501,1.0403855,0.1003510952,25.3716957822,11.6254383489,2.9157178,0.5858155,0.6723090567
1.3957360388,0.047029001,6.6341129698,58.8891115189,1,-8.2090983205,,,-4.2739387,9.171047,59,0.7601645519,-4.2077084,0,18.490082,0.7619323168,0.0040276051,0.9801323414,12.1342745,0,0.0662303,0.6323749887,0.0757694244,1.0413861,0.1048986912,-8.2090983205,12.2630588631,2.9172344,0.04966932,0.7619323168
1.4949699454,0.1863950478,-11.6021179396,59.8735749722,1,-20.3507280984,,,-2.3428202,10.542087,60,0.7986035743,-2.2861922,0,18.290318,0.7974139123,0.0037267208,0.975625515,12.054557,0,0.05662799,-6.9006245342,0.067800045,1.0363297,0.0923948288,-20.3507280984,12.1969054276,2.9063718,0.2078151,0.7974139123
1.361530972,0.4926185405,44.5713760709,60.8401966095,1,65.6553830459,,,-6.7261314,7.500959,61,0.7058829386,-6.657067,0,18.417763,0.7061838118,0.0036649704,0.9575479031,11.849029,0,0.06906462,-14.9124096475,0.0649614334,1.0399122,0.0913722515,65.6553830459,11.9589689664,2.9133155,0.49105912,0.7061838118
1.4413129684,0.4946517655,24.8035348365,61.749209404,1,32.7266000472,,,-4.778896,9.871224,62,0.7945083383,-4.7228465,0,18.475464,0.7951722839,0.0034368038,0.9022605419,11.885124,0,0.056049347,-15.020224366,0.0631945133,1.0420665,0.0741643906,32.7266000472,11.9983979594,2.9164436,0.4782425,0.7951722839
1.4145527127,0.3300784734,26.6103242074,62.7630577087,1,52.3146932558,,,-4.8207064,8.482192,63,0.6927154075,-4.76819,0,18.558516,0.6924341559,0.0039410591,1.0083816051,11.727007,0,0.05251646,-14.0375776475,0.0652151108,1.0442735,0.0765810013,52.3146932558,11.8307177459,2.9209287,0.35176116,0.6924341559
1.352105345,0.1957416796,57.9451466185,63.8675580025,1,88.8774535699,,,-7.2136307,7.2558937,64,0.6433889863,-7.1085896,0,18.64369,0.6436308889,0.0038964748,1.0382356644,11.958088,0,0.10504103,0.6844533189,0.0679736137,1.048032,0.0966370106,88.8774535699,12.0694404286,2.9255078,0.1982671,0.6436308889
1.3088426732,0.4858194383,12.9315882709,64.8061974049,1,13.5718945156,,,-4.58999,7.2547154,65,0.7088567286,-4.5217657,0,18.842878,0.7096335793,0.0038552284,0.9327805042,11.943045,0,0.06822443,-19.3386014529,0.0656871796,1.0544721,0.0800769329,13.5718945156,12.0483944138,2.936135,0.49101874,0.7096335793
1.3394252538,0.583944032,9.0904481063,65.7836425304,1,5.8288377741,,,-4.1438107,8.085063,66,0.7089103452,-4.0996437,0,19.12438,0.7095337908,0.0040535927,0.9703743458,11.727566,0,0.04416704,0.671690381,0.07188797,1.062684,0.0864787102,5.8288377741,11.8516345682,2.950964,0.5904634,0.7095337908
1.3420520322,0.2985701663,10.5575770531,66.7231757641,1,20.1758747276,,,-4.813703,7.4933076,67,0.7363145021,-4.752477,0,20.023504,0.738611603,0.0040228367,0.9338459969,11.990509,0,0.06122589,-1.4254448593,0.0675332546,1.0869316,0.0865426064,20.1758747276,12.0668468704,2.9969068,0.29617062,0.738611603
1.407824476,0.5977836589,16.9439050675,67.6765811443,1,32.6958551444,,,-5.5444365,9.909442,68,0.7837173583,-5.489282,0,19.914858,0.7929360756,0.0039656162,0.9446377754,12.276157,0,0.055154324,0.7033236396,0.0646362305,1.0839734,0.084624052,32.6958551444,12.3913004096,2.991466,0.59722906,0.7929360756
1.3056646114,0.88385094,3.3326434239,68.6298103333,1,11.9587712755,,,-4.401903,7.2262573,69,0.8459319132,-4.36356,0,21.09254,0.8492103545,0.003787756,0.9473686218,11.970962,0,0.038342953,-0.9309471693,0.0669181347,1.1147844,0.0867009163,11.9587712755,12.1023338129,3.0489194,0.8863953,0.8492103545
1.3433205141,0.6967410356,18.982374228,69.6531374454,1,16.8750902756,,,-4.853465,8.632119,70,0.761245342,-4.790966,0,21.06721,0.7567942988,0.0040302277,1.0176770687,12.267087,0,0.062499046,-2.7901741006,0.0721552372,1.1138616,0.0948674679,16.8750902756,12.3804540036,3.0477178,0.6885984,0.7567942988
1.3385201024,0.9984976231,45.2090140693,70.6132102013,1,77.0480366137,,,-8.04145,8.022808,71,0.7389476548,-7.9617076,0,21.80712,0.7389406952,0.0039467812,0.9521684647,12.333482,0,0.079741955,-54.07380594,0.0667304993,1.1334832,0.0851943493,77.0480366137,12.4633565012,3.0822365,1.0196075,0.7389406952
1.3419143323,0.9284086452,-4.5621794665,71.5554754734,1,-6.4043627806,,,-6.4990354,7.5721955,72,0.7070026587,-6.4555583,0,22.380718,0.7099172752,0.0036077499,0.9360022545,12.752599,0,0.04347706,-28.3287538023,0.0620415211,1.1486983,0.0791003704,-6.4043627806,12.8603682516,3.1081998,0.93042237,0.7099172752
1.31498408,0.7740126367,8.672285891,72.5388219357,1,10.2081976285,,,-4.825186,7.6875343,73,0.705479237,-4.7740855,0,22.541292,0.7065208081,0.0036768913,0.9740967751,12.639657,0,0.051100254,-7.5350180973,0.068406105,1.1535989,0.0807573795,10.2081976285,12.7877046657,3.1153488,0.7784016,0.7065208081
1.2693747191,1.0150573147,21.8980955882,73.5062263012,1,27.4439944105,,,-6.530581,6.4039626,74,0.766442552,-6.479735,0,23.179462,0.7665738777,0.0037395954,0.9593758583,12.611128,0,0.0508461,-98.4428284236,0.0669822693,1.1707313,0.0813617706,27.4439944105,12.7132726953,3.1432667,1.0195892,0.7665738777
1.2490531383,1.3050140264,32.6548087759,74.525223732,1,37.4041858083,,,-7.0992503,5.7942066,75,0.8565076102,-7.06372,0,22.949825,0.852592514,0.0041913986,0.9601802826,12.418118,0,0.03553009,-0.7158674271,0.069709301,1.1650748,0.0890464783,37.4041858083,12.5063050548,3.1333103,1.3046466,0.852592514
1.3871088468,1.4269037896,39.1117903235,75.5207912922,1,73.1081337131,,,-9.498561,8.828234,76,0.880330321,-9.425889,0,23.325632,0.882405658,0.0042233467,0.9881033897,12.4202585,0,0.07267189,-8.9442678789,0.0694446564,1.1745734,0.0914478302,73.1081337131,12.5298991349,3.1495528,1.4385886,0.882405658
1.2610753097,1.5463727549,21.4234251709,76.5036640167,1,30.5172192201,,,-5.554126,5.526175,77,0.6427117264,-5.5091786,0,24.13785,0.6424661218,0.0035190582,0.9757685661,12.377037,0,0.044947147,-1.2081847497,0.0669939518,1.1950344,0.076823473,30.5172192201,12.4644090836,3.1837811,1.5467001,0.6424661218
1.2307056993,1.4171529699,18.7337172757,77.473713398,1,18.054107479,,,-4.8421354,5.4489837,78,0.662715254,-4.771963,0,24.158278,0.6663381937,0.0036067963,0.9644832611,12.672251,0,0.07017231,0.746756195,0.0678219795,1.1942705,0.0944917202,18.054107479,12.7600600339,3.184627,1.413967,0.6663381937
1.3265061563,1.3534033778,37.5942618218,78.4631781578,1,47.1092300056,,,-6.008395,7.8898115,79,0.7643717273,-5.923987,0,23.407242,0.7631227086,0.0038506985,0.9835619926,12.966101,0,0.08440828,-2.1992699328,0.069630146,1.1759689,0.0936858654,47.1092300056,13.0963494629,3.1530454,1.3646982,0.7631227086
