MaxReturn,AbsLearnSignal,AverageReturn,ProcessExecTime,NumTrajs,dLoss,StdReturn,Iteration,PolicyExecTime,ItrTime,MeanKLBefore,LossAfter,AveragePolicyStd,AverageDiscountedReturn,Time,ExplainedVariance,Entropy,EnvExecTime,Perplexity,LossBefore,MinReturn,MeanKL
-165.9271300676201,0.8435042004336682,-431.14633514515464,0.01954174041748047,20,0.016582146,160.4527343537723,0,0.6140999794006348,1.6615269184112549,0.0,-0.016582144,1.0,-202.23856358705308,1.6615500450134277,1.1126655152793319e-12,2.8378763,0.477109432220459,17.079456,1.8535944e-09,-693.275118738145,0.009959529
11.61552166971913,0.6217092502922612,-399.03862871705826,0.019131898880004883,21,0.014040555,234.67371561182563,1,0.4832584857940674,1.179975986480713,0.0,-0.01404055,0.9879931,-192.810716607878,2.85200572013855,0.36930608851969615,2.8134265,0.457780122756958,16.66693,4.6680095e-09,-737.4280496352484,0.0095552225
-69.20400457823513,0.7519675832232531,-411.82003379337306,0.0197598934173584,21,0.017086236,182.19399035169516,2,0.5102581977844238,1.2213058471679688,0.0,-0.01708624,0.98647594,-191.70269360361695,4.078693866729736,0.3764793474237551,2.8102784,0.4718456268310547,16.614544,-3.7198413e-09,-674.9012309900189,0.0073891017
-54.08865195137952,0.7913450698433936,-310.2045326515178,0.020470380783081055,19,0.027273616,204.5470546775074,3,0.4998171329498291,1.218597650527954,0.0,-0.02727362,0.9862133,-141.20503947971721,5.301467418670654,0.1581017517197817,2.8100388,0.4911623001098633,16.610563,-2.8118161e-09,-676.9657385523826,0.0065461225
-26.02259434559619,0.6791519309515673,-250.7596126006576,0.020709753036499023,21,0.04210223,182.06910770747558,4,0.5057635307312012,1.223738431930542,0.0,-0.042102225,0.9930628,-112.68963726680178,6.52959132194519,-0.06468657946011103,2.8239112,0.482450008392334,16.842596,4.5369855e-09,-556.8719461821967,0.00710573
-69.89515172066034,0.6433900480078215,-269.98731680042533,0.018980026245117188,19,0.029871361,142.90827276127078,5,0.4571957588195801,1.144439935684204,0.0,-0.029871343,0.9979767,-114.65251057628139,7.678666353225708,-0.3265217111118106,2.8338063,0.4631354808807373,17.010082,1.8011741e-08,-610.2416095417335,0.008241246
-64.17847826301072,0.7301591370995261,-216.58482736717303,0.019892454147338867,18,0.029463641,95.51275609451116,6,0.5103120803833008,1.2450530529022217,0.0,-0.029463634,0.99724257,-86.0603090137678,8.928123712539673,-0.03260499650201032,2.8323445,0.48008298873901367,16.985237,7.4035853e-09,-353.59907707034483,0.0064395606
9.018038981200135,0.759914711671222,-110.67428937666448,0.020517826080322266,19,0.017091947,73.9783144091874,7,0.5020120143890381,1.2305636405944824,0.0,-0.017091949,0.9958344,-38.9719978556003,10.163164854049683,0.06316160313107744,2.8295135,0.4998002052307129,16.93722,-1.8553975e-09,-277.124238998671,0.007172464
-70.33019250233745,0.6194991364598847,-229.99277793487556,0.020801305770874023,17,0.028412115,111.33984994122375,8,0.49886393547058105,1.251051425933838,0.0,-0.028412115,0.9812598,-90.91233056800323,11.451744079589844,-0.5103580643248435,2.8000412,0.5229928493499756,16.445324,-0.0,-479.3970959238513,0.006592953
264.15554133151556,0.5728636764781397,-109.43201645004083,0.021082401275634766,18,0.019425998,116.2213196061653,9,0.49952030181884766,1.2563822269439697,0.0,-0.019425998,0.9825906,-45.21482620537668,12.712622880935669,-0.8666508780736719,2.80275,0.524031400680542,16.489933,-0.0,-303.2084525494041,0.0067685796
5.452802002555302,0.6808277180309817,-157.83403152302827,0.019791603088378906,18,0.02819674,100.913566558918,10,0.48658251762390137,1.203446626663208,0.0,-0.028196743,0.9839411,-62.499555821045824,13.920210361480713,0.05576061701642554,2.8054698,0.4816164970397949,16.534842,-1.8997497e-09,-393.53825565126533,0.007785764
-38.54794964392686,0.7311189547709886,-139.9049062357327,0.020803451538085938,18,0.019550849,98.05949452924358,11,0.525719165802002,1.2631831169128418,0.0,-0.019550843,0.9882801,-53.25407467603242,15.187917232513428,-0.27451614582324035,2.8142972,0.5107331275939941,16.681448,5.3879905e-09,-415.8641812494623,0.006867283
1.3100875785257529,0.7657788168854703,-75.16486844779598,0.02041006088256836,18,0.020768015,62.50239714108604,12,0.5015971660614014,1.230736255645752,0.0,-0.020768013,0.9849009,-24.28912734477855,16.422817945480347,0.1740838883312419,2.807448,0.4973773956298828,16.567583,1.8727035e-09,-218.0510960669708,0.0069232807
-14.756461364029619,0.562325798473948,-86.72855552386811,0.020455360412597656,18,0.023468185,68.62996702897311,13,0.5202009677886963,1.273552656173706,0.0,-0.023468193,0.9829109,-28.1627555692023,17.70083236694336,-0.039627441314741274,2.8034034,0.5252325534820557,16.50071,-7.2869097e-09,-259.8021814049574,0.008668394
-29.9487048734711,0.6766003910866506,-122.48485782975291,0.019824504852294922,16,0.015529569,74.59901141479035,14,0.49771952629089355,1.2440319061279297,0.0,-0.015529557,0.9688901,-35.025629066597915,18.949077129364014,0.06421524953117796,2.7746277,0.524144172668457,16.032658,1.1892341e-08,-296.935351200412,0.0070789084
22.076283467811223,0.6315237178649751,-89.5383316749169,0.020093917846679688,15,0.02844371,76.63867544312996,15,0.5117149353027344,1.3131189346313477,0.0,-0.028443718,0.96047455,-29.14684326223639,20.26709294319153,-0.8564344501697443,2.757206,0.5755364894866943,15.755759,-7.4143776e-09,-310.60777099582646,0.009671917
0.8800781839685783,0.7643118674922267,-95.57082847469574,0.019176483154296875,17,0.022164963,92.33363196791092,16,0.49095773696899414,1.2331125736236572,0.0,-0.022164952,0.96173424,-29.074480246493632,21.537429571151733,0.3493494676000847,2.75974,0.5009589195251465,15.795737,1.12472645e-08,-301.99122397237846,0.0065087304
-10.188479779354068,0.6490512261350804,-66.54499218744016,0.018970966339111328,16,0.011508253,45.828689412783305,17,0.47283935546875,1.194251298904419,0.0,-0.011508253,0.9544701,-15.791859630143017,22.735889434814453,-0.35074486365558233,2.7445893,0.490281343460083,15.558224,-0.0,-197.0464445326856,0.0068063876
22.323606784640504,0.7629069872839446,-48.225907655870486,0.02015089988708496,18,0.020621037,29.16361829084573,18,0.49804234504699707,1.231046438217163,0.0,-0.020621026,0.9541626,-8.696408598644577,23.971121072769165,0.7241055786086046,2.743971,0.49535655975341797,15.548608,1.1154086e-08,-112.27443719778732,0.0069466373
