AveragePolicyStd,MeanKL,AverageReturn,dLoss,LossBefore,PolicyExecTime,Iteration,Time,NumTrajs,AverageDiscountedReturn,MaxReturn,MeanKLBefore,ProcessExecTime,Perplexity,AbsLearnSignal,MinReturn,ItrTime,EnvExecTime,ExplainedVariance,Entropy,LossAfter,StdReturn
1.0217274,0.008550069,-68.9667762932438,0.021627428,-3.4584744e-09,0.483767032623291,44,44.193676471710205,11,-24.970455004355767,-12.14020748769181,0.0,0.016272306442260742,17.827736,0.5894762804507322,-165.8845935282497,0.9783205986022949,0.2703397274017334,0.23166659710983717,2.8807554,-0.021627432,44.19760114949046
1.0231262,0.007520897,-85.68373764326743,0.02098231,-2.8811913e-09,0.5955810546875,45,45.42146348953247,12,-16.323626656998258,-14.550273494605449,0.0,0.02053546905517578,17.87685,0.440103459871285,-576.2367395242502,1.2235782146453857,0.39222097396850586,-11.486039174726171,2.8835065,-0.020982314,150.35651254240628
1.0231696,0.0075430316,-70.82223512737843,0.015714686,-6.9358133e-09,0.48672962188720703,46,46.40420961380005,11,-27.56853840639081,-21.82516999125785,0.0,0.016453981399536133,17.878494,0.7574447238960147,-133.26597750273626,0.9787287712097168,0.26318836212158203,-0.41775766037723705,2.8835986,-0.015714694,41.74099286680271
1.020924,0.009406388,-97.16483466540905,0.038738534,1.4381516e-08,0.45298051834106445,47,47.32639932632446,11,-42.07657783666409,-18.0684237287236,0.0,0.01587677001953125,17.801304,0.2714725225190065,-298.76581777865124,0.9175350666046143,0.24197626113891602,-4.506146346597821,2.8792717,-0.03873852,75.16451234147904
1.0237144,0.00931017,-61.56689233480818,0.020774111,5.8734506e-09,0.4765017032623291,48,48.28379011154175,11,-26.82112178855579,-36.39600981979875,0.0,0.016396045684814453,17.894495,0.8063599186634389,-99.91735903552625,0.9531638622283936,0.2555663585662842,-2.285349991651707,2.884493,-0.020774106,19.3546639772842
1.042074,0.006514134,-54.860915422530596,0.023476994,-0.0,0.4764831066131592,49,49.25212287902832,10,-23.650043136430522,30.166606185757104,0.0,0.016573667526245117,18.540154,0.5784005792075453,-96.94463048260401,0.9641757011413574,0.2638435363769531,0.17971525090492568,2.9199388,-0.023476994,34.316319779155236
1.0382608,0.006684434,-95.02397252871023,0.023910468,-0.0,0.4560861587524414,50,50.19214081764221,10,-24.62812417886002,-28.972387107256992,0.0,0.015287160873413086,18.394855,0.5721051530789757,-392.06445174205203,0.9356536865234375,0.2584831714630127,0.14662784680814445,2.912071,-0.023910468,104.59128237497023
1.0434618,0.0064674537,-43.902902030809216,0.02867196,7.524058e-09,0.4508213996887207,51,51.14563870429993,9,-14.173023668688819,3.3316589571675337,0.0,0.015324831008911133,18.582556,0.49398691078653,-126.44635483046784,0.9460968971252441,0.27521562576293945,-4.82652471369947,2.9222233,-0.028671952,41.88951161177883
1.045099,0.009048173,-55.995419067943416,0.037481554,1.6058127e-08,0.48374342918395996,52,52.168396949768066,8,-10.905415268377451,-5.585063700924422,0.0,0.0160520076751709,18.643806,0.6105632948411518,-197.0612467690696,1.0183327198028564,0.30312061309814453,-0.8109268592701329,2.925514,-0.03748154,56.41861628319177
1.0498412,0.008864792,-41.57338444138396,0.029613417,-6.9994446e-09,0.48712611198425293,53,53.14948058128357,11,-15.814010692986392,3.142579253033688,0.0,0.016498327255249023,18.810493,0.6640985871710864,-81.28773904720754,0.9764537811279297,0.2647273540496826,-0.13131732835181764,2.9344149,-0.029613424,28.024977589868715
1.0496578,0.008832988,-26.895585442804784,0.007383759,4.2338484e-09,0.7726230621337891,54,54.974764585494995,9,-12.107798129815167,145.95819729195148,0.0,0.02724480628967285,18.811184,0.5016231553180963,-76.21261043229387,1.7876005172729492,0.7804205417633057,-521714.65494325734,2.9344516,-0.007383755,66.43844320660578
1.087538,0.00901547,-56.55923939684067,0.026432348,-0.0,0.4594385623931885,55,55.950297594070435,9,-19.670044172125728,-24.609517812698613,0.0,0.015504121780395508,20.185598,0.7610411262183233,-94.75062190360872,0.9708294868469238,0.27688169479370117,-8.335730229040058,3.0049694,-0.026432348,20.709509418143764
1.0839341,0.0063654897,-78.38934972778769,0.029092252,-3.5223429e-09,0.4762258529663086,56,56.93964123725891,10,-28.008914273524745,9.504064523932158,0.0,0.01642751693725586,20.040874,0.586758238172227,-283.4655684097915,0.9846897125244141,0.28250694274902344,0.009128577461673282,2.997774,-0.029092256,83.25141292356217
1.087955,0.0072309915,-34.78105775180965,0.0489576,-0.0,0.48320841789245605,57,57.9462947845459,10,-11.07068402427136,12.059491378618333,0.0,0.016790390014648438,20.202915,0.4505972364812754,-77.54235272673486,1.0021307468414307,0.2951316833496094,-5.688559049606542,3.005827,-0.0489576,31.605957036919094
1.0892729,0.0066076913,-31.413261093318688,0.028990557,-9.1611363e-10,0.4706571102142334,58,58.90979290008545,10,-12.143195602158409,25.511963063774587,0.0,0.015652179718017578,20.250977,0.7400273907644541,-73.67663454005503,0.9585492610931396,0.26032352447509766,0.3604779394109624,3.008203,-0.028990557,38.09314513732913
1.0835192,0.0064504626,-33.66234514290673,0.03800029,-3.736236e-09,0.4609251022338867,59,59.88781404495239,8,-5.854223254250504,51.072025720799445,0.0,0.015532970428466797,20.026373,0.6011714752240351,-160.16348519926007,0.9736042022705078,0.30446767807006836,-0.09493787346782678,2.99705,-0.038000293,65.04350417868072
1.0859821,0.007601501,-14.251750287784931,0.030902753,1.8828713e-08,0.46067380905151367,60,60.849440574645996,9,2.81387142376682,27.577915853397784,0.0,0.015592098236083984,20.115437,0.7933109691441028,-44.69814745233188,0.9570417404174805,0.2583940029144287,0.013972949379580824,3.0014875,-0.030902734,26.98859395204314
1.0909473,0.008569092,-138.67385014397027,0.026143478,-1.6196267e-08,0.46271276473999023,61,61.896723985672,6,-8.906947784262378,46.63445289998069,0.0,0.015298128128051758,20.299858,0.451256475967528,-619.0803089723302,1.042961597442627,0.3632824420928955,-1.6508260688970182,3.010614,-0.026143495,227.53671693449408
1.0935141,0.0072104153,-12.554859228399492,0.029757256,7.150323e-09,0.49434494972229004,62,62.95883655548096,7,4.363798413695156,32.931383916337865,0.0,0.016289234161376953,20.403162,0.6660898309890956,-47.854846137761456,1.0575709342956543,0.3270707130432129,-5.398218013115068,3.0156898,-0.029757248,30.641151919020373
1.0926776,0.008290224,-110.98581875422292,0.03328009,1.8339891e-08,0.5248615741729736,63,64.04241156578064,8,-16.868782395033666,52.89629333209709,0.0,0.01749563217163086,20.374773,0.5599054165847356,-504.1598657008904,1.079300880432129,0.33800482749938965,-0.4647582360900566,3.0142975,-0.03328007,168.75370718895786
1.0971215,0.00779288,-63.32675796571678,0.033441104,3.776928e-09,0.4620959758758545,64,65.2544276714325,6,3.1485986713092458,37.40599431656895,0.0,0.014801263809204102,20.541605,0.4259853201326144,-218.56866319974642,1.1755473613739014,0.46544313430786133,-1198.907190888936,3.0224524,-0.0334411,78.74904010854964
1.0909258,0.0068981065,-90.33729086200525,0.005299148,6.1527374e-09,0.4928469657897949,65,66.50872683525085,6,8.076296740745873,26.45543892459267,0.0,0.016088008880615234,20.30548,0.49370167314888264,-495.2432224592841,1.249847173690796,0.5206503868103027,0.6972922034546958,3.0108907,-0.005299142,182.52610598901063
1.0903378,0.007801406,16.882394487465866,0.0077121113,1.994613e-08,0.6946544647216797,66,68.14753365516663,8,13.179094487710035,211.07602629031857,0.0,0.02231287956237793,20.293089,0.45827279558658496,-54.38901753020839,1.6338839530944824,0.7087774276733398,-21.551179607380522,3.0102804,-0.0077120913,80.5663469926085
1.0629565,0.0077852644,-39.95834337105427,0.03731695,6.6924515e-09,0.5058410167694092,67,69.2432758808136,8,4.131902366055374,29.48324461410232,0.0,0.016904830932617188,19.29036,0.5650664533647425,-197.50408525226374,1.0912322998046875,0.35062170028686523,0.5281929358596527,2.9596055,-0.03731694,65.51703736963249
1.0717874,0.0066327387,9.02499843078952,0.025756814,-1.0528144e-08,0.48226499557495117,68,70.26733374595642,8,12.713276511421952,43.07808513000589,0.0,0.016350984573364258,19.61539,0.6739106392915223,-40.39585262974072,1.0197012424468994,0.3048441410064697,0.08064055331135156,2.9763145,-0.025756825,29.230873732306605
1.0611533,0.0068838727,-29.65817329260743,0.03341879,-1.2303977e-08,0.4517097473144531,69,71.22403287887573,9,0.8080274959365741,19.038281018485563,0.0,0.015212535858154297,19.221884,0.5990749637370102,-67.25638622674097,0.9520492553710938,0.2687501907348633,-0.07799900394551651,2.9560494,-0.0334188,25.861768753620165
1.0624617,0.006615727,9.122885952026163,0.010740338,1.7321009e-08,0.873262882232666,70,73.43648171424866,8,12.487260724004592,103.762942537499,0.0,0.027193784713745117,19.269274,0.4827555427962551,-70.32901402952875,2.208120822906494,1.0930023193359375,-185831.8454625821,2.9585118,-0.01074032,50.163880850403174
1.0439024,0.006775854,-21.790632954291187,0.010152946,-0.0,0.7216861248016357,71,76.00032830238342,3,20.040481483950558,145.168740649895,0.0,0.022893428802490234,18.597652,0.489345574970914,-195.60487749466216,2.5593457221984863,1.6033518314361572,-6.0537354232855,2.9230354,-0.010152946,139.20466143415584
1.0445758,0.006756968,-88.13939861670028,0.03332035,5.403254e-09,0.5046861171722412,72,77.57803559303284,5,5.792219053870939,-16.009217302019678,0.0,0.015925884246826172,18.633364,0.6897654818079347,-263.5441664380384,1.5406970977783203,0.7748582363128662,0.15791412090763413,2.9249537,-0.033320345,89.18724207813759
1.0435082,0.009847816,-21.70730093547575,0.053588845,-1.4327502e-08,0.4695761203765869,73,78.59404850006104,8,3.6975684107251903,43.69764822158422,0.0,0.01590132713317871,18.595942,0.67661211487835,-84.61265650186267,1.011789321899414,0.3225891590118408,0.43716744039218036,2.9229434,-0.05358886,38.26778297055998
1.0441481,0.00830925,-138.3305656284705,0.021293243,1.0432172e-08,0.5062739849090576,74,79.6844220161438,7,-19.26551310263105,9.247996689636324,0.0,0.016715526580810547,18.615482,0.6024691103797994,-391.73297910715235,1.0863926410675049,0.3564605712890625,-0.5353525121602287,2.9239936,-0.021293232,129.74449497882586
1.0482982,0.0071100662,-116.4505447473415,0.021343984,-1.65464e-08,0.5778288841247559,75,81.22042536735535,5,19.3283160985628,21.166170477663528,0.0,0.01938939094543457,18.76518,0.46547020635162084,-535.737228505552,1.5318214893341064,0.6992385387420654,-285.5210488128987,2.932003,-0.021344,212.0464447711182
1.0501038,0.008593577,-47.01799693859079,0.032144215,-1.6537705e-08,0.4655125141143799,76,82.28676319122314,8,-0.8174187421597723,38.46642240019008,0.0,0.016432523727416992,18.825617,0.48131430810265385,-229.78839095896228,1.0617742538452148,0.34260106086730957,-2.3159297025821726,2.9352186,-0.03214423,90.12049207205393
1.0543524,0.0064595486,-18.41538709843607,0.009371242,1.3930727e-08,0.7225782871246338,77,84.17549991607666,6,2.813589857010939,141.56512124611237,0.0,0.02408599853515625,18.975729,0.5007435154627449,-124.77020143608371,1.8829948902130127,0.899716854095459,-368281.49570218433,2.9431608,-0.009371228,91.36690084874616
1.079313,0.009781913,-131.56478421036127,0.037669543,6.7101094e-09,0.5219292640686035,78,85.33874011039734,7,-7.69229429669994,19.370200328106364,0.0,0.017086505889892578,19.886127,0.6006745886052179,-412.95374985583413,1.1587698459625244,0.3876500129699707,0.27552801661285575,2.9900224,-0.037669536,142.4527041139294
1.0955949,0.008426005,41.674578165290896,0.02580917,-2.4770761e-08,0.5849919319152832,79,87.00280928611755,3,28.065589178972896,125.29622294856597,0.0,0.018704652786254883,20.481224,0.6444611642156544,-29.2687924809059,1.6597213745117188,0.8478274345397949,-34.79071810420087,3.0195086,-0.025809195,63.734553553518104
1.0894735,0.009261326,-105.36335740516046,0.030438047,2.2105034e-08,0.5530097484588623,80,88.77057933807373,4,4.57897106354785,7.022315769566447,0.0,0.017794132232666016,20.242104,0.5099158521579035,-225.68702487566728,1.7301955223083496,0.9546923637390137,-53.72138731912095,3.0077648,-0.030438025,85.30953341257724
1.0778157,0.0066289017,128.5018857852928,0.012433457,2.2888184e-08,0.4768798351287842,81,90.29389262199402,1,62.61465608294655,128.5018857852928,0.0,0.01459646224975586,19.80187,0.4465050474947922,128.5018857852928,1.5189862251281738,0.8186140060424805,-56.36344622592907,2.9857764,-0.012433434,0.0
1.0705727,0.009805605,-118.58977812983923,0.035454776,-0.0,0.6800053119659424,82,92.10090327262878,7,-3.4992173494566097,38.98193904886372,0.0,0.022478103637695312,19.571135,0.47221057372359343,-355.8292577294552,1.8026304244995117,0.8968062400817871,-12.402715098584537,2.9740558,-0.035454776,141.74578450702586
1.0942178,0.006714529,-132.8506725289059,0.027076244,-3.7216559e-09,0.4812812805175781,83,93.41559481620789,4,11.22954479597623,30.23187457706939,0.0,0.01602911949157715,20.446642,0.7606270541977991,-287.3529218678001,1.310180902481079,0.6008336544036865,0.8522227631230718,3.0178187,-0.027076248,144.02319998150713
1.091061,0.006415844,46.13419761774302,0.0075542666,1.425759e-08,0.5662281513214111,84,94.90687251091003,3,34.0068622859309,168.99053274247612,0.0,0.018064260482788086,20.33089,0.5182995668504067,-50.539497852557204,1.4871509075164795,0.6891610622406006,-11791.806457915534,3.0121415,-0.007554252,91.51504993795457
1.1186225,0.008463733,-233.7513273510663,0.026562778,-5.7536913e-09,0.6367335319519043,85,96.92263007164001,3,26.31992331576089,-193.2322084192918,0.0,0.019623517990112305,21.371223,0.5504928359775364,-266.9520857318108,2.0078389644622803,1.1477563381195068,-123.36615365548599,3.0620453,-0.026562784,30.537669400369207
