MeanKL,NumTrajs,ItrTime,Entropy,AverageDiscountedReturn,LossAfter,Perplexity,MeanKLBefore,AbsLearnSignal,ExplainedVariance,LossBefore,PolicyExecTime,AverageReturn,Iteration,dLoss,MinReturn,StdReturn,Time,ProcessExecTime,EnvExecTime,AveragePolicyStd,MaxReturn
0.00945523,3,0.3328545093536377,2.8652978,-237.10996391141234,-0.03351437,17.55428,0.0,0.7451906782704415,0.7814639909106655,1.3332618e-08,0.0715487003326416,-418.0978947762383,16,0.033514384,-562.5358463218845,102.44718782478151,6.321844816207886,0.004080533981323242,0.05780601501464844,1.0138112,-336.0606678973237
0.0067215753,3,0.37725281715393066,2.819547,-179.90757164751906,-0.03105092,16.76925,0.0,0.8237052862546566,-1.7061172689646473,2.4245956e-08,0.07869076728820801,-330.14023468272666,17,0.031050945,-467.985610059013,111.20806483287753,6.703105211257935,0.004842519760131836,0.06091785430908203,0.9909474,-195.6443825800285
0.006888401,3,0.3358426094055176,2.8190408,-191.30492052065486,-0.039366916,16.760765,0.0,0.7374438060698155,0.11181092788821012,5.3778626e-09,0.08093094825744629,-380.04570379506,18,0.03936692,-461.93400526367856,77.56684063864495,7.044489622116089,0.00468754768371582,0.06398367881774902,0.9906378,-275.8903854403856
0.0076349825,3,0.3580896854400635,2.8227985,-138.8017605507532,-0.08827383,16.823866,0.0,0.7582723077541471,-1.4052473020772869,-0.0,0.0774223804473877,-272.069891035976,19,0.08827383,-343.8497368934544,52.61263159440132,7.4078521728515625,0.004629611968994141,0.059427499771118164,0.992513,-219.21312392690152
0.007569243,3,0.33666157722473145,2.819503,-257.0629815622329,-0.03849307,16.768517,0.0,0.7299612886967755,-129.3550002647256,-7.817002e-09,0.07164788246154785,-453.61957542150077,20,0.038493063,-601.373063903339,145.60236819341344,7.748747825622559,0.004398822784423828,0.05823683738708496,0.9909978,-255.5383448832624
0.009989083,3,0.34209275245666504,2.814382,-284.4668448076399,-0.043909084,16.682863,0.0,0.7579828119424139,0.8770253787077781,-1.29751605e-08,0.08547043800354004,-547.6873652391854,21,0.043909073,-685.9541336226691,131.64480854144958,8.097811937332153,0.004944801330566406,0.06980514526367188,0.9884546,-370.5851939167945
0.0068950453,3,0.3198270797729492,2.8071594,-125.89119513143429,-0.085626334,16.562803,0.0,0.5326107816817858,-3.408389918031098,1.9704014e-09,0.0693521499633789,-235.48423739304556,22,0.085626334,-395.27271243360696,120.027329307765,8.422234773635864,0.0041925907135009766,0.053348541259765625,0.98476756,-105.98584576959612
0.008900687,3,0.35492420196533203,2.803951,-131.78854385138277,-0.0665423,16.509748,0.0,0.680756792141427,-8.371170424842411,2.483527e-09,0.08788847923278809,-281.7321888325439,23,0.0665423,-593.4428353915791,227.15393832778042,8.78438138961792,0.00501251220703125,0.07166528701782227,0.98318535,-58.60337773618444
0.009742977,3,0.31377458572387695,2.7820508,-113.61063445654047,-0.07825057,16.152113,0.0,0.7205304877272054,-49.307948731078845,7.753449e-09,0.07280278205871582,-216.47249175875172,24,0.07825058,-295.0659544070291,64.63745304466069,9.102172613143921,0.0043714046478271484,0.054680824279785156,0.9726705,-136.74926880021016
0.0082560005,3,0.3529188632965088,2.7982042,-231.66868062418163,-0.43351063,16.415142,0.0,0.31267197674233865,-0.21181049724582768,-3.36698e-08,0.08034038543701172,-437.9509758988268,25,0.4335106,-742.325797364363,226.0475966464416,9.45906686782837,0.004702091217041016,0.06320023536682129,0.98069006,-201.1275801016916
0.009127737,3,0.3013894557952881,2.820315,-193.29458088691004,-0.03711665,16.782135,0.0,0.6932881342632415,-1.3076388774694556,2.3266725e-08,0.0668020248413086,-337.5018294058338,26,0.037116673,-416.04343908759375,63.33841361450475,9.764453649520874,0.003856182098388672,0.05265641212463379,0.9917003,-260.9343273887738
0.007012228,3,0.32688426971435547,2.807886,-289.75074064013825,-0.029932914,16.57484,0.0,0.7647915611556927,0.46150041856812174,-9.2053504e-10,0.07559752464294434,-519.0419735257834,27,0.029932914,-584.9246897279666,80.25769996573898,10.09705376625061,0.004535675048828125,0.05895113945007324,0.9851184,-406.05969848183815
0.007217147,3,0.32984209060668945,2.80582,-78.10270572850466,-0.059539076,16.540634,0.0,0.7991855995085086,-129.51007861041649,1.7588256e-08,0.07218813896179199,-150.84986657140695,28,0.059539095,-231.17375920499708,57.07397182546551,10.483793497085571,0.004231929779052734,0.05645442008972168,0.9842398,-103.81685090249069
0.0068646516,3,0.3454704284667969,2.8278039,-248.54696204723905,-0.035098325,16.908287,0.0,0.6862927535766483,-92.6119794762107,8.01407e-09,0.07049870491027832,-430.29528225441896,29,0.035098333,-516.3306548677433,101.70683464537312,10.834936141967773,0.004195451736450195,0.05550432205200195,0.9954322,-287.4534690302789
0.006733421,3,0.3589019775390625,2.818719,-118.88313187065565,-0.05390982,16.755371,0.0,0.6966322660503153,-96.04595142936975,-6.836375e-09,0.08270573616027832,-255.53049508929212,30,0.053909812,-291.4192043854566,28.163724906883353,11.200739622116089,0.005117654800415039,0.06848740577697754,0.9910565,-222.6264108401292
0.009118604,3,0.33743762969970703,2.8079937,-238.3162444295033,-0.037197147,16.576626,0.0,0.5813863940705165,-5.536812184337021,1.8062014e-08,0.07971811294555664,-434.09948082301065,31,0.037197165,-763.8803440776037,247.84536168577134,11.542768239974976,0.004655361175537109,0.06238412857055664,0.98573536,-166.37704232519854
0.0065113497,3,0.32437562942504883,2.84886,-127.82669864347002,-0.016602868,17.268085,0.0,0.5492397158108387,-38.42386696362393,1.6556847e-08,0.07293438911437988,-237.98641879317685,32,0.016602885,-369.69755175339253,98.31410157502404,11.871969938278198,0.00431370735168457,0.056652069091796875,1.0070642,-133.56108509172708
0.009066544,2,0.3171861171722412,2.8551002,-228.35995356943576,-0.029962314,17.376177,0.0,0.7839778761405723,0.5872743844184711,1.3181796e-08,0.06160473823547363,-491.508751623242,33,0.029962327,-531.990791286302,40.48203966306008,12.196067333221436,0.003545045852661133,0.050020694732666016,1.0093546,-451.0267119601819
0.0063258633,3,0.31386876106262207,2.8332875,-168.30019683667308,-0.03458318,17.00126,0.0,0.6833040895135678,-893.7147300866485,4.182782e-08,0.07123017311096191,-294.59546132686063,34,0.034583222,-338.07050700152377,38.950153836430125,12.515392065048218,0.004241228103637695,0.052294254302978516,0.99808705,-243.56438922502673
0.006424115,3,0.33313727378845215,2.8576005,-211.75632060019674,-0.05640592,17.419678,0.0,0.7026230760226592,0.18136275298864246,-3.696412e-08,0.07810568809509277,-386.87415428881695,35,0.056405883,-471.343292099409,74.4001104682367,12.852779388427734,0.004830360412597656,0.06100749969482422,1.0099444,-290.3092234789639
0.008018811,3,0.3087034225463867,2.8523936,-217.81343396947844,-0.024441637,17.329212,0.0,0.6782539011877607,-60.03740359360927,8.477105e-09,0.06574511528015137,-378.70351524378,36,0.024441646,-508.62717160096315,108.62302202123679,13.16562032699585,0.003818988800048828,0.04928135871887207,1.0072895,-242.76053457648496
0.0070198374,3,0.3188591003417969,2.834575,-189.23822382308336,-0.052296888,17.023163,0.0,0.6917367065078971,-17.087913915022206,-2.9378592e-08,0.06592369079589844,-324.9607342044771,37,0.05229686,-489.8525028294105,119.42737796578923,13.490061283111572,0.0038123130798339844,0.0522005558013916,0.9983622,-210.85452153803885
0.009773049,4,0.3582954406738281,2.854609,-174.44729947988998,-0.04717171,17.367645,0.0,0.5879040284014284,0.6455264839005201,-6.9358133e-09,0.07997918128967285,-300.84056675783313,38,0.0471717,-550.0718295048231,145.54486530427116,13.855367183685303,0.004781246185302734,0.06302022933959961,1.0084038,-188.23843085712622
0.007047883,3,0.32275962829589844,2.8710856,-176.90080215891058,-0.043290798,17.656176,0.0,0.7387300669711466,0.8935446202618496,4.3746526e-09,0.06465816497802734,-319.9206367111861,39,0.0432908,-545.9177752993996,160.89999384653015,14.183269500732422,0.003896951675415039,0.05066704750061035,1.0169221,-183.96162225207826
0.006994807,3,0.3471083641052246,2.8782418,-232.48870886828422,-0.048806295,17.78298,0.0,0.6931622428202037,-9.845564907191923,-4.14641e-09,0.0700075626373291,-404.2159129819765,40,0.04880629,-501.83515297423384,98.64267909875436,14.534406423568726,0.004300117492675781,0.0567624568939209,1.0205657,-269.1020045804024
0.006998103,4,0.358961820602417,2.8529494,-219.37380283448755,-0.032890107,17.338846,0.0,0.7760187822992968,-0.4103436938019851,9.388278e-09,0.08234715461730957,-369.29345640699023,41,0.03289012,-602.8868699424424,170.96974068580892,14.899214506149292,0.0049555301666259766,0.07106280326843262,1.0075748,-177.22320840174166
0.0072319782,4,0.3582761287689209,2.8755805,-208.15654290174018,-0.038414475,17.735718,0.0,0.6633797892251584,-2.2849841111361706,-1.0919935e-08,0.07701826095581055,-334.08402005897597,42,0.038414463,-523.704116946346,113.79825595734205,15.26325511932373,0.004666805267333984,0.0603029727935791,1.0190527,-233.68722009862842
0.0075777834,3,0.3320918083190918,2.8425944,-221.17885236251178,-0.0562309,17.160229,0.0,0.7001088345026764,-0.5806601101357864,-1.946274e-08,0.07277584075927734,-392.6873123715596,43,0.05623088,-500.2672567022746,90.97009181531433,15.600044965744019,0.004125356674194336,0.05526924133300781,1.002364,-277.7969875829948
0.008085931,3,0.3188509941101074,2.8410678,-193.9655224272113,-0.027890982,17.134052,0.0,0.7808662190746835,-1.5209604063944737,1.9704014e-08,0.07349538803100586,-362.65248891364575,44,0.027891003,-419.007418189046,40.99793274079886,15.924733638763428,0.004372358322143555,0.0561518669128418,1.0015997,-322.6709066341193
0.009716922,3,0.33248305320739746,2.8085182,-185.82638796882827,-0.027239453,16.585323,0.0,0.7424747933994101,-6.601736198478286,1.5570192e-08,0.07481122016906738,-343.547531667089,45,0.027239468,-410.90751511905114,49.245465759685366,16.26449418067932,0.004281759262084961,0.05560588836669922,0.98556715,-294.54930509351357
0.007162321,3,0.31941795349121094,2.8355718,-190.58657567940915,-0.06256617,17.04014,0.0,0.48063850301439065,-1198.2641298241613,3.0307445e-09,0.06912612915039062,-349.69991637152907,46,0.06256617,-438.0885224454751,77.36942867476826,16.587989807128906,0.0039446353912353516,0.05489206314086914,0.9995107,-249.65193415924415
0.0064273556,3,0.3410458564758301,2.8460805,-213.59205247462603,-0.03112752,17.220156,0.0,0.49233417912815486,-3.0229783800476016,2.1192763e-08,0.08108735084533691,-417.48072314412144,47,0.03112754,-502.33026674822895,100.63835715750866,16.934048175811768,0.004664897918701172,0.06397700309753418,1.004726,-276.0987150747062
0.006791298,3,0.34870243072509766,2.8717406,-218.94114566507287,-0.0360452,17.667744,0.0,0.7696902959566854,-8.124421517549978,-7.307849e-09,0.07764077186584473,-418.5034384667992,48,0.036045194,-559.4812398330732,104.78553062490491,17.289786100387573,0.004576683044433594,0.0654911994934082,1.0178323,-308.467656946321
0.009410872,3,0.3063814640045166,2.8376384,-167.92317746020663,-0.034459695,17.075392,0.0,0.6012723369213313,-11.724645354372495,-9.536743e-09,0.0653986930847168,-296.82132854594306,49,0.034459684,-383.08398052804966,80.36677263499172,17.600178956985474,0.003863811492919922,0.053185462951660156,1.0003649,-189.60183383080192
0.008637078,3,0.355482816696167,2.8969502,-213.2392943571247,-0.038754836,18.118803,0.0,0.7647025673319046,0.5527978737622641,-2.4013382e-08,0.08441710472106934,-422.92929460446163,50,0.038754813,-551.0735400891083,104.23372535842796,17.95960021018982,0.0050601959228515625,0.07485365867614746,1.0300791,-295.75967971686964
0.006912965,3,0.34426069259643555,2.9173741,-214.87182878798845,-0.026658807,18.492664,0.0,0.63335305167946,-9.185986659990933,3.940803e-09,0.07444119453430176,-379.31411459987663,51,0.02665881,-416.5588552003771,27.95064681849184,18.30959725379944,0.004512310028076172,0.06705403327941895,1.0409946,-349.225273196485
0.009324851,3,0.3226001262664795,2.939068,-230.2101631173732,-0.052995987,18.898226,0.0,0.7466036936424293,-2.9449371646749927,-0.0,0.07209658622741699,-416.40423308778617,52,0.052995987,-558.8046096770624,101.76541944877562,18.63805913925171,0.0040929317474365234,0.05740642547607422,1.0521826,-327.15133159534645
0.00713388,3,0.3431851863861084,2.9515457,-173.31348277849818,-0.038889714,19.13551,0.0,0.6280038898341788,0.28120007395514324,1.848206e-08,0.07618284225463867,-342.8315167687986,53,0.038889732,-428.24468873967993,63.08682474444154,18.988457202911377,0.004499197006225586,0.06355738639831543,1.0588388,-277.80086921498935
0.0071146977,3,0.3408384323120117,2.9575236,-170.2088293729832,-0.21020696,19.25024,0.0,0.756258458544411,-0.6051598245589098,4.4094143e-08,0.08101367950439453,-340.56370488097656,54,0.210207,-399.9097213295276,73.77160642052641,19.333955764770508,0.004541158676147461,0.06315159797668457,1.0622276,-236.5811237904558
0.008955906,3,0.34847402572631836,2.9623277,-161.4595201264644,-0.039258488,19.342945,0.0,0.8661640984775906,-1.6727093327171993,2.5382967e-08,0.08154749870300293,-305.33647693549165,55,0.039258514,-352.17738460705874,62.950284468621795,19.687032461166382,0.004835844039916992,0.06910872459411621,1.0647088,-216.35266062951138
0.006759643,3,0.38069748878479004,2.9881234,-142.27341462393494,-0.05765671,19.8484,0.0,0.6673237244865172,-15.116202595542958,-2.6676204e-08,0.09099078178405762,-293.35767598765534,56,0.057656683,-369.1058348209256,61.247880331100475,20.073460578918457,0.005424976348876953,0.07742643356323242,1.0780174,-219.10205464923726
0.006215399,2,0.40009379386901855,2.9849312,-243.80515341003348,-0.025420232,19.785141,0.0,0.7585330492918662,-0.34096707207258103,-6.0410112e-09,0.09185552597045898,-709.4169203195277,57,0.025420226,-732.1241519127606,22.707231593232905,20.479225158691406,0.005492210388183594,0.10480284690856934,1.0764325,-686.7096887262948
0.0066333227,3,0.4048454761505127,2.9730608,-174.2022282435737,-0.06544656,19.551672,0.0,0.43655027513287953,-5.680481013562124,-7.202978e-09,0.10208320617675781,-439.45755991993695,58,0.065446556,-727.7880510894629,204.2346330262085,20.924819469451904,0.005914211273193359,0.09947729110717773,1.0701469,-280.5673733342727
0.0071857306,3,0.4766967296600342,2.9726636,-129.8152683303073,-0.03648738,19.54391,0.0,0.5135192666314433,-2.4577394039190454,1.0864644e-08,0.11991643905639648,-425.03940343203857,59,0.03648739,-656.1597364314957,165.00775140611054,21.408562898635864,0.006857872009277344,0.1486830711364746,1.0699654,-281.5708010783218
0.00960087,3,0.34326648712158203,2.9538844,-172.64239363455906,-0.05434958,19.180313,0.0,0.321884105259446,-4.38069688168186,-8.12295e-08,0.07399320602416992,-338.4106173833909,60,0.054349497,-428.20448723811285,73.79419371160893,21.757432222366333,0.0043828487396240234,0.06766748428344727,1.0598764,-247.45751847437992
0.007127862,2,0.3591423034667969,2.9878314,-208.27365367091915,-0.041173905,19.842604,0.0,0.6911009909980448,-1.1305806516903338,1.5506899e-08,0.07456183433532715,-532.5153370399678,61,0.04117392,-535.4897455183221,2.9744084783542917,22.120988368988037,0.0041997432708740234,0.07550334930419922,1.0781218,-529.5409285616136
0.0078881625,1,0.3310396671295166,2.9786878,-76.46787898289783,-0.050051637,19.661999,0.0,0.7006128260855481,-41.46272909576416,1.9073486e-08,0.06329512596130371,-480.7738624666061,62,0.050051656,-480.7738624666061,0.0,22.45644998550415,0.0034575462341308594,0.08336114883422852,1.0740503,-480.7738624666061
0.0064808563,2,0.3196530342102051,2.967428,-92.60310733554812,-0.099926576,19.44185,0.0,0.7093693514511688,-70.09284607422227,-1.6658067e-08,0.0689241886138916,-207.2966376356393,63,0.09992656,-268.58915450983284,61.292516874193524,22.78085207939148,0.0038878917694091797,0.0658574104309082,1.0678577,-146.0041207614458
0.008688971,2,0.4040207862854004,2.9582345,-193.67621039529607,-0.031934187,19.263931,0.0,0.45194225007903077,-9.19873627934839,2.2911095e-08,0.10049557685852051,-686.1497899632252,64,0.03193421,-801.6981780550668,115.54838809184156,23.18938636779785,0.00573277473449707,0.1140444278717041,1.0631189,-570.6014018713837
0.006699725,2,0.3425884246826172,2.9598498,-123.28276686990293,-0.05646946,19.295074,0.0,0.307265731651239,-3.995327660030058,-1.5444119e-08,0.07422566413879395,-318.5486067605723,65,0.056469444,-499.5429475314884,180.99434077091607,23.53917384147644,0.004181385040283203,0.08014607429504395,1.0638988,-137.55426598965624
0.009153613,2,0.3928556442260742,2.9466598,-171.18134663592699,-0.18365459,19.042242,0.0,0.5582145636135879,-0.06709398565955826,-6.957132e-08,0.09191441535949707,-597.0635409514343,66,0.18365452,-798.0459950438338,200.98245409239956,23.937472820281982,0.005228757858276367,0.11330151557922363,1.0570747,-396.0810868590347
0.008590342,2,0.3612072467803955,2.950328,-150.00922179358693,-0.025942758,19.112225,0.0,0.5482332126693438,-38.782624708996494,-3.3378602e-09,0.07760310173034668,-371.31161736963827,67,0.025942754,-404.66989106463626,33.35827369499802,24.30281710624695,0.004481077194213867,0.07988357543945312,1.0587655,-337.9533436746402
0.008378453,2,0.32129526138305664,3.013067,-189.17471992664267,-0.12575918,20.349716,0.0,0.5874054683698829,-0.7985772739979164,-2.8187419e-08,0.063140869140625,-434.30966664996816,68,0.12575915,-582.0004982718062,147.69083162183807,24.628347873687744,0.0037310123443603516,0.06035447120666504,1.0917258,-286.6188350281301
0.00966163,3,0.358978271484375,3.0241184,-141.85426100463425,-0.058686163,20.575857,0.0,0.6038518793773385,-81.12896335509699,-2.5191397e-08,0.07948660850524902,-283.0910201469441,69,0.058686137,-405.89735588692076,93.70567609019159,24.99163818359375,0.004663228988647461,0.07312846183776855,1.0976399,-178.55916665045015
0.0064218594,3,0.34975457191467285,3.0213475,-164.52299031174843,-0.034614105,20.518923,0.0,0.6018610140248887,-1.1227158149194847,-9.411259e-09,0.0780024528503418,-321.07248613455755,70,0.034614094,-488.96157660880044,122.60832512863865,25.346836805343628,0.0046541690826416016,0.06907105445861816,1.0961851,-199.58939988858023
0.007468638,3,0.3532893657684326,3.0377314,-165.8191529420549,-0.04461047,20.857872,0.0,0.6612518403889281,0.6203992685087396,2.4991712e-08,0.07696413993835449,-314.18350390170366,71,0.044610497,-476.9802267102906,130.8264163314417,25.705911874771118,0.0046160221099853516,0.07063150405883789,1.1050905,-156.65205443919695
0.006686281,3,0.41594600677490234,3.0192852,-189.2657364661076,-0.03610212,20.47665,0.0,0.6337811238638484,-2.6313647747247892,2.998976e-08,0.09742498397827148,-399.7964505939142,72,0.03610215,-508.76255581590806,78.03991821299189,26.126426696777344,0.005928516387939453,0.09984374046325684,1.0949453,-330.14322373877246
0.006722713,3,0.3535764217376709,3.0189564,-210.0500402592543,-0.051124297,20.46992,0.0,0.567294471104253,-2.2714860156679935,5.066395e-08,0.07248950004577637,-384.34940080647357,73,0.05112435,-504.20479876798817,101.93465590350758,26.48427414894104,0.004312753677368164,0.0651862621307373,1.0947652,-255.05294952422997
0.009315176,3,0.36768412590026855,3.0463274,-165.45771104803316,-0.036212202,21.037937,0.0,0.7965935171461438,0.6947321838554521,-2.0007153e-08,0.08781599998474121,-351.61866793641593,74,0.036212184,-528.1817368218133,125.2071512345275,26.855924606323242,0.0052340030670166016,0.08062958717346191,1.1098504,-251.74583892725144
0.006779915,3,0.3107907772064209,3.1027465,-212.31964210691572,-0.02330125,22.259,0.0,0.6714412887189692,-5.687597714545436,-2.1674417e-08,0.06415820121765137,-348.71521499291157,75,0.023301227,-439.8510739792012,120.39573092952789,27.17137861251831,0.003816366195678711,0.054268598556518555,1.141605,-178.5945278257343
0.009676015,3,0.35129833221435547,3.0926955,-177.0453848528973,-0.07109255,22.036396,0.0,0.6297092669468621,-7.847447615971955,-2.1981855e-08,0.08477449417114258,-320.89104515016885,76,0.07109253,-528.5675518992466,163.81688059921603,27.527194499969482,0.004843711853027344,0.07389354705810547,1.1360807,-128.13256369302832
0.006515996,3,0.37715864181518555,3.070761,-127.46831179197368,-0.048062038,21.558302,0.0,0.5813155194880711,-20.684001720926013,4.832809e-09,0.08652305603027344,-284.243658755661,77,0.04806204,-398.1078494577518,90.45014446054161,27.910367488861084,0.004914522171020508,0.08512496948242188,1.1236211,-176.83332545777665
0.0076220767,3,0.35296177864074707,3.0661178,-161.8743396513611,-0.044077557,21.458433,0.0,0.6590179704833597,-15.599383279045309,-9.482557e-09,0.08045530319213867,-319.8564719178569,78,0.044077545,-443.40925603614846,89.37995949336933,28.26783537864685,0.004509925842285156,0.06742525100708008,1.1208882,-234.96735844779468
0.0069404473,2,0.38741350173950195,3.0714586,-223.28942220833488,-0.0309977,21.573347,0.0,0.5042509618412238,-21.283379303363233,-3.9874884e-08,0.08618807792663574,-668.4814350686848,79,0.03099766,-894.2531928822631,225.7717578135782,28.659676790237427,0.005017518997192383,0.10346841812133789,1.1238886,-442.70967725510667
0.008746127,3,0.35823750495910645,3.0466163,-225.0375687653394,-0.04009877,21.044018,0.0,0.7486170689862993,0.10995529414501437,9.169946e-09,0.0771481990814209,-423.2465609071806,80,0.04009878,-439.8203327573813,16.760696826032166,29.02388882637024,0.0046234130859375,0.07336044311523438,1.1100229,-400.28438956290125
0.0062249624,2,0.33882761001586914,3.048462,-223.9384626659625,-0.03172809,21.082891,0.0,0.6755479185267239,0.39932448955719757,4.3152686e-09,0.06793856620788574,-519.2187633506956,81,0.031728093,-532.0484309795079,12.829667628812302,29.366891145706177,0.003759622573852539,0.06528186798095703,1.1110612,-506.3890957218833
0.009360563,3,0.3421034812927246,3.0469005,-201.04474776822462,-0.031540614,21.05,0.0,0.6952433274209515,-2.4604469622931178,8.116377e-09,0.07228517532348633,-360.81041884723464,82,0.03154062,-424.0529605785139,46.228929126722676,29.71429419517517,0.004302024841308594,0.06934642791748047,1.1102282,-314.8379627054278
0.008372897,3,0.4175901412963867,3.0134537,-152.1380156689246,-0.06071427,20.357588,0.0,0.56674485967487,-211.7272023743071,5.225613e-09,0.11020588874816895,-432.26644872564003,83,0.060714275,-724.3850851316216,214.00128036342372,30.1361026763916,0.0064013004302978516,0.1123661994934082,1.0917575,-217.68816457883565
0.007213645,3,0.3698399066925049,3.0033638,-176.75497062131657,-0.041254777,20.153215,0.0,0.7606813073991147,-0.8472624279607017,5.941896e-09,0.09304642677307129,-399.7872927862082,84,0.041254785,-513.5915161071337,105.00677276999183,30.510213375091553,0.005615711212158203,0.08059811592102051,1.0862776,-260.26507124265623
0.008517016,3,0.35677337646484375,2.9978101,-154.76062498175247,-0.06062295,20.041601,0.0,0.7387393719461264,-2.270403332992892,-5.2981908e-09,0.0806736946105957,-314.95380478569615,85,0.060622945,-409.4087648633625,67.07344750781797,30.87363076210022,0.0048978328704833984,0.06841230392456055,1.0832992,-260.17871397120257
