AverageDiscountedReturn,ItrTime,MeanKLBefore,AbsLearnSignalOld,ExplainedVariance,StdReturn,AverageAbsQ,AverageAbsY,Perplexity,AveragePolicyStd,PolicyExecTime,AverageAbsQYDiff,MinReturn,AverageY,LossAfter,EnvExecTime,AverageQLoss,AbsLearnSignalNew,AverageQ,NumTrajs,Entropy,MeanKL,Iteration,AbsLearnSignal,ProcessExecTime,MaxReturn,LossBefore,dLoss,AverageReturn,Time
24.012171146350806,9.86923360824585,0.0,0.7122829437779966,-8.940472457874186,15.83707611704531,22.731865,22.796414590762318,17.010452,0.99797773,0.5042440891265869,1.4203708120404823,54.688533515314866,-10.574082416967666,33.999622,2.9444873332977295,9.978415,0.7120010155746745,-10.573077,2,2.833828,0.006837743,12,0.7120010155746745,0.01793527603149414,86.36268574940549,34.08275,0.08312607,70.52560963236017,113.28776264190674
-0.5262385591021189,9.391323328018188,0.0,0.5345390414236935,-0.2772034357068549,72.28844599474515,23.353994,23.420661782481414,17.117832,1.0011233,0.6420776844024658,1.450392125748597,-233.20765304286556,-10.384648064448024,22.139164,2.213020086288452,10.909262,0.5356287250883535,-10.384922,4,2.8401208,0.0067874705,13,0.5356287250883535,0.02234363555908203,-39.221744572335226,22.230621,0.09145737,-158.21705695781043,122.68435597419739
30.45075513649124,9.82199501991272,0.0,0.7490110281930775,0.02636999265946849,30.902225739264484,24.526604,24.59279056251162,17.054955,0.99928445,0.5040555000305176,1.4653460545786414,-109.5637124826778,-10.642675486807777,34.619385,2.766019105911255,10.455725,0.7517081969096846,-10.642097,2,2.8364408,0.0070021916,14,0.7517081969096846,0.017739534378051758,-47.75926100414883,34.72667,0.107284546,-78.66148674341332,132.54585361480713
10.260941146647834,10.945073127746582,0.0,0.7476776639092068,-1.9625573912453844,73.8528526121418,25.41303,25.463945480601385,16.968792,0.9967547,0.7914466857910156,1.4501539409247135,-146.2302755824828,-11.116460211648304,28.751808,3.6351277828216553,9.73251,0.7465507176387169,-11.116426,4,2.8313758,0.00643282,15,0.7465507176387169,0.0272064208984375,55.33864599393979,28.850279,0.09847069,-53.23015044967802,143.497624874115
-2.9435096217389534,10.423557758331299,0.0,0.7865932678924404,0.2495721454673604,1.964132929886889,25.76205,25.80662671399592,16.962286,0.99656385,0.4963393211364746,1.4753849101538605,1.4000459690781977,-10.980669832141494,25.10269,3.3780500888824463,10.252109,0.7853618356724901,-10.980968,2,2.8309925,0.006939973,16,0.7853618356724901,0.017794370651245117,5.328311828851976,25.178059,0.07536888,3.3641788989650867,153.9623396396637
20.709610924338897,9.911288499832153,0.0,0.6155862560846851,0.24439031890210172,54.43042265118358,25.643219,25.687948986654096,16.876917,0.99405265,0.6335775852203369,1.528900003499282,-170.79963924210153,-10.442321470166274,19.230915,2.7484242916107178,11.423773,0.6153991138302828,-10.441128,4,2.8259468,0.0069340724,17,0.6153991138302828,0.02228999137878418,-24.2737494809679,19.293262,0.062347412,-96.87217036816588,163.91403579711914
31.108401351923497,10.92964792251587,0.0,0.799416571586293,0.1726193302033372,2.6964454058561884,26.13656,26.17104388607564,16.871698,0.9938993,0.5328032970428467,1.4795598955553761,-29.29758517542559,-10.858293828765778,32.756054,3.8008203506469727,10.182648,0.79710020691798,-10.8586445,2,2.8256376,0.0069692866,18,0.79710020691798,0.01835775375366211,-23.90469436371321,32.811428,0.055374146,-26.6011397695694,174.84853672981262
21.370113119363392,10.711374282836914,0.0,0.7656565704169044,0.5059209301673993,8.608898390689546,26.063751,26.10021888401954,16.640633,0.9870696,0.5070652961730957,1.4857071420379304,-12.181980026879412,-10.761126343787032,29.108852,3.7448248863220215,10.416076,0.766920126611467,-10.760744,2,2.8118474,0.007180752,19,0.766920126611467,0.017794370651245117,5.035816754499681,29.173986,0.06513405,-3.5730816361898654,185.5999276638031
28.775621485571047,9.67326831817627,0.0,0.863913296448367,-9.761229910656187,0.5435885745097231,26.10626,26.1424795809663,16.454113,0.9815221,0.49162769317626953,1.4845288721951577,9.217826676189146,-10.821222800704945,25.803425,2.7268471717834473,10.184654,0.86171572500955,-10.822043,2,2.8005755,0.006838892,20,0.86171572500955,0.017740249633789062,10.305003825208592,25.871029,0.067604065,9.76141525069887,195.31363320350647
41.56038144763402,9.483696699142456,0.0,0.7022395408425094,0.6679097123847018,18.18076176984933,25.993671,26.02693706337383,16.430695,0.9808231,0.5102102756500244,1.5033135456798048,-80.30501029885333,-10.907107323881355,23.745972,2.441734552383423,11.19181,0.7048361971403023,-10.907176,2,2.7991512,0.0070647686,21,0.7048361971403023,0.018187522888183594,-43.94348675915467,23.804028,0.058055878,-62.12424852900401,204.80214881896973
44.852707787307374,10.911762952804565,0.0,0.6769170448661975,0.6700197469297575,71.26794588509296,26.055426,26.081261106830386,16.402819,0.97999406,0.7345926761627197,1.5016211861924,-193.33939836317066,-11.500494382633416,26.887445,3.7157130241394043,10.982379,0.6826350703333279,-11.500658,3,2.7974532,0.006855879,22,0.6826350703333279,0.025296449661254883,-22.21629484657994,26.978369,0.09092331,-117.74280231197459,215.7540512084961
42.95396734810575,12.072593688964844,0.0,0.6434026226940761,0.7630575271158753,76.04237690718341,26.123844,26.15638269596654,16.318182,0.97746366,0.8988583087921143,1.5158782238394037,-222.34119004597426,-11.926731310150132,27.733715,4.690730810165405,11.429115,0.6496949114392582,-11.927697,3,2.79228,0.006591675,23,0.6496949114392582,0.02990889549255371,-37.84156420069564,27.826786,0.093070984,-137.4768729152968,227.868234872818
41.94585529749027,11.408397436141968,0.0,0.6232095533837595,0.7828137688830781,18.02195034357808,25.628828,25.65902890745429,16.387941,0.9795503,0.5203258991241455,1.4964895634901558,-62.20788830436314,-11.735412700597422,17.332426,4.3442771434783936,10.806764,0.6377622910286803,-11.734432,2,2.7965457,0.00705085,24,0.6377622910286803,0.01851487159729004,-26.16398761720698,17.380032,0.047605515,-44.18593796078506,239.31646013259888
52.36230872945937,10.202979803085327,0.0,0.6993246606562027,-0.4157617824731652,1.9268426969318408,25.06315,25.08960791184978,16.4803,0.9823088,0.5283203125,1.4773552990009717,-20.208257415824903,-11.183298646003484,14.448991,3.239694356918335,10.680711,0.700771769293487,-11.185466,2,2.8021657,0.006734914,25,0.700771769293487,0.018745899200439453,-16.35457202196122,14.5134735,0.06448269,-18.28141471889306,249.56891536712646
31.871405520266734,10.71163272857666,0.0,0.7644328229399204,0.7859410079474675,7.909928959663535,24.524088,24.552090109408297,16.476929,0.9822084,0.511960506439209,1.4963039670789025,-51.68066592377716,-10.81069599898181,16.56281,3.7199015617370605,11.485528,0.7688588153260993,-10.811376,2,2.8019612,0.00740358,26,0.7688588153260993,0.01825261116027832,-35.86080800445009,16.601084,0.038272858,-43.770736964113624,260.320353269577
50.318584439871174,11.736774444580078,0.0,0.5915639423251451,0.5849137603591295,31.84793224645717,23.996145,24.02403365806755,16.300785,0.97693825,0.5692942142486572,1.4341946957176408,-52.834782328570654,-10.000257216813763,13.3696995,4.247278690338135,9.550408,0.6026431963582363,-9.999154,2,2.7912133,0.007089948,27,0.6026431963582363,0.020117759704589844,10.861082164343685,13.430883,0.06118393,-20.986850082113484,272.0970368385315
33.42620766760043,11.92510437965393,0.0,0.7847464402424732,0.8949628367698327,14.842184053455302,23.681232,23.706991735651414,16.1676,0.9729421,0.6951603889465332,1.4479735453180547,-48.94448633963937,-9.359480082139026,12.947525,4.597503900527954,10.580862,0.7845846246929211,-9.361004,2,2.7830093,0.0070115286,28,0.7845846246929211,0.024394989013671875,-19.260118232728765,12.99374,0.046215057,-34.10230228618407,284.0627992153168
37.99023160369781,10.637314558029175,0.0,0.598192853004927,0.7618935500384149,27.063648049438576,23.614191,23.644868533570254,16.125813,0.9716858,0.5210189819335938,1.457434979880602,-58.19681949571687,-8.96659419546696,13.964918,3.5759873390197754,11.331285,0.6086298898453754,-8.965065,2,2.7804213,0.0068533365,29,0.6086298898453754,0.018580913543701172,-4.069523396839719,14.008906,0.043988228,-31.133171446278297,294.73969173431396
41.13376633562608,10.339808225631714,0.0,0.7349332357767032,-0.24028400765289715,9.034909575243674,23.41381,23.443481420251178,16.047613,0.9693384,0.5167512893676758,1.474761928496534,-20.915191203775368,-8.237685347120049,11.330769,3.4206364154815674,10.457016,0.7363492467177273,-8.239276,2,2.7755601,0.006609991,30,0.7363492467177273,0.01863384246826172,-2.845372053288019,11.379146,0.048377037,-11.880281628531694,305.1194677352905
31.982930849191366,10.941364526748657,0.0,0.8033385040000693,0.9495004173769009,30.043041248330955,23.235153,23.268747113460655,16.095306,0.9707699,0.5043947696685791,1.4527011260048521,-59.70615801489781,-7.710815983779028,11.696275,4.073233366012573,10.043664,0.8016400164579075,-7.7096877,2,2.7785277,0.0067283497,31,0.8016400164579075,0.01819896697998047,0.3799244817641019,11.718313,0.02203846,-29.663116766566855,316.10073494911194
38.26023536104919,11.158141374588013,0.0,0.6587273018314145,0.8576418401948256,30.741549039318514,23.290659,23.317444462809192,16.076044,0.9701815,0.5084648132324219,1.4633840804344957,-66.79098660103038,-7.445022803153935,13.216865,4.2874815464019775,10.388836,0.667541140048169,-7.4462914,2,2.7773302,0.0069023245,32,0.667541140048169,0.018378496170043945,-5.3078885223933545,13.256889,0.040024757,-36.04943756171187,327.2996413707733
60.871442637330034,10.268344402313232,0.0,0.717451931691655,0.9310119573422981,7.788218510100462,23.200266,23.23132885105707,15.91232,0.965232,0.5124502182006836,1.4636363899465628,-14.558608991489804,-7.074602252616171,12.411913,3.450803279876709,10.459164,0.7233431874756365,-7.0732613,2,2.7670937,0.006512749,33,0.7233431874756365,0.018039703369140625,1.017828028711119,12.442185,0.030272484,-6.7703904813893425,337.60800290107727
29.294492911564717,10.620960474014282,0.0,0.6949928206649872,0.6556409213692469,14.122016327573252,22.886847,22.910522489667915,15.702201,0.95883423,0.5007247924804688,1.454873569630121,-48.4120394846814,-6.5262577843779015,11.564258,3.671025514602661,10.110983,0.7058094311866793,-6.5256233,2,2.7538009,0.006430707,34,0.7058094311866793,0.018190383911132812,-20.168006829534896,11.603827,0.039569855,-34.29002315710815,348.2687740325928
50.00767265710124,10.136651515960693,0.0,0.639101362123825,0.8432047008109735,30.690715293271644,22.785288,22.817591547099187,15.863043,0.96373826,0.5044972896575928,1.4498337646439652,-27.944768944563076,-6.2077456147403804,11.122832,3.252901077270508,10.088169,0.651941640887401,-6.208503,2,2.763992,0.009841377,35,0.651941640887401,0.017999649047851562,33.43666164198021,11.155675,0.032842636,2.745946348708566,358.44820189476013
47.26024202264287,9.792328119277954,0.0,0.39086000879191024,-0.14138383475878347,34.03019631250069,22.810762,22.832602593763035,15.898403,0.96483576,0.4930543899536133,1.4635449454448646,-6.141694082974268,-5.669708156111302,10.237727,2.8540475368499756,10.519887,0.39596269948561463,-5.668897,2,2.7662187,0.009891159,36,0.39596269948561463,0.01809382438659668,61.91869854202712,10.281952,0.04422474,27.888502229526427,368.2805416584015
46.815823884799,10.63360071182251,0.0,0.7720749531715906,0.8816900182886432,5.3553755972488135,22.50727,22.53881870148548,15.885051,0.96444076,0.49699997901916504,1.440012334282877,-11.765403551950637,-5.080875297788603,10.731234,3.652400255203247,10.247107,0.7765674294404619,-5.07867,2,2.7653785,0.00655755,37,0.7765674294404619,0.018091678619384766,-1.0546523574530107,10.7615795,0.030345917,-6.410027954701824,378.9197430610657
54.80403226383012,9.720961332321167,0.0,0.6566923340158908,0.6271525636090134,0.35629357424484454,22.31933,22.348211431602046,15.92101,0.96553296,0.4966099262237549,1.4150734088081651,43.47325725634626,-4.392455918404258,11.284962,2.7446272373199463,9.042262,0.6644644474039123,-4.3930707,2,2.7676396,0.009819288,38,0.6644644474039123,0.018337488174438477,44.18584440483595,11.325526,0.040564537,43.8295508305911,388.6805293560028
35.40130590668455,10.06356167793274,0.0,0.7604409496933799,0.8338869967784056,26.66713226509637,22.100435,22.13928560877554,15.986895,0.96749645,0.49967479705810547,1.4220931131544874,-9.149360576050153,-3.477868445603178,11.071012,3.1522512435913086,9.212662,0.7667316028179566,-3.4771059,2,2.7717693,0.00959405,39,0.7667316028179566,0.018093585968017578,44.18490395414259,11.110073,0.039061546,17.51777168904622,398.7490735054016
41.572404167319874,9.578652143478394,0.0,0.5692099694915407,-6.993816425987598,61.924926692523364,22.039791,22.069592703082314,16.001427,0.9679314,0.491361141204834,1.3926514030083172,6.2917195139913344,-2.984955296284777,11.886583,2.6489031314849854,8.801715,0.5688084410979032,-2.9834616,2,2.772678,0.008536504,40,0.5688084410979032,0.018059492111206055,130.14157289903807,11.901037,0.014453888,68.2166462065147,408.36788392066956
39.73525884766448,9.01371717453003,0.0,0.6998949811715517,0.8742004357414419,46.34567459156529,21.914042,21.953537529671976,15.783258,0.9613081,0.4998328685760498,1.4176950224462852,36.270222824622735,-2.340045917202599,9.037811,2.237293004989624,9.829756,0.7060130857675622,-2.3398826,2,2.7589498,0.009680932,41,0.7060130857675622,0.018072128295898438,128.96157200775332,9.084797,0.046985626,82.61589741618803,417.38649106025696
43.330795706265654,9.553417682647705,0.0,0.7909244955862981,0.7433774755459858,5.336644245439835,21.874727,21.90453894025223,15.799478,0.96180505,0.5070672035217285,1.3782074585879236,98.50110558525857,-1.8143770118650198,10.368075,2.6000964641571045,9.189494,0.7871523288390252,-1.8138815,2,2.7599769,0.009526504,42,0.7871523288390252,0.01830005645751953,109.17439407613824,10.390306,0.022231102,103.83774983069841,426.9804081916809
22.956436765791413,10.718924760818481,0.0,0.7696301131066496,0.3287621363404377,39.963703929904746,21.716404,21.76014288957683,15.709945,0.95906967,0.5048091411590576,1.3803683051684679,-21.664175521023814,-1.275785470133882,9.130772,3.6822304725646973,9.446434,0.7688961878556675,-1.2755969,2,2.754294,0.009971725,43,0.7688961878556675,0.0182647705078125,58.26323233878568,9.159011,0.02823925,18.29952840888093,437.7045707702637
42.65338570167907,10.085665464401245,0.0,0.6978140298789158,0.6721330311849699,23.906174233484574,21.447432,21.49153549556326,15.660073,0.9575538,0.4992203712463379,1.3413152809583917,20.597442112123694,-0.7076961388041861,7.3004036,3.0974366664886475,8.521341,0.6993853749557256,-0.7078984,2,2.7511144,0.0096594775,44,0.6993853749557256,0.018268108367919922,68.40979057909284,7.3438034,0.04339981,44.503616345608265,447.8299198150635
46.48950123126751,10.298595190048218,0.0,0.6858802559218089,0.6802771599398139,28.397391416670644,21.176664,21.224954650344547,15.704495,0.958943,0.5141384601593018,1.3323745322386433,4.683335562792882,-0.25285178612475806,8.31359,3.3099899291992188,8.445857,0.690797540107414,-0.25317588,2,2.753947,0.0094416365,45,0.690797540107414,0.01817154884338379,61.47811839613417,8.358627,0.04503727,33.08072697946353,458.1690945625305
32.33922234878121,9.274415254592896,0.0,0.6382894389338246,0.4094863123661009,2.4084210775746335,21.041246,21.088503730253464,15.6261635,0.956693,0.49901366233825684,1.337995228234756,39.26958454533675,0.5542408528530209,6.565615,2.388659715652466,8.447145,0.6453075738536438,0.55542874,2,2.7489467,0.0065632043,46,0.6453075738536438,0.01830267906188965,44.086426700486015,6.594013,0.028398037,41.678005622911385,467.48505115509033
18.55006287334521,10.755363464355469,0.0,0.7279182983094462,0.8200522228102807,10.652406639908525,20.934261,20.98403578678113,15.73886,0.9602126,0.5175039768218994,1.328968247416279,9.312300723686274,1.1862097640213987,7.0300517,3.8388707637786865,9.028374,0.7285945670193984,1.1863483,2,2.7561328,0.009166,47,0.7285945670193984,0.019134044647216797,30.617114003503325,7.0559735,0.025921822,19.964707363594798,478.24525785446167
37.81551170787213,10.16715121269226,0.0,0.605281382512872,0.30727618187277794,38.05267450568002,20.988031,21.04075265911673,15.70578,0.95931107,0.5037374496459961,1.281859544720905,21.68820160373551,1.7926354071045882,7.6424384,3.3057146072387695,8.327227,0.6091544188583337,1.7936753,2,2.7540288,0.00974917,48,0.6091544188583337,0.01824164390563965,97.79355061509554,7.6872473,0.044808865,59.740876109415524,488.4523069858551
28.86715611040287,9.300171375274658,0.0,0.6560603727220409,0.86014549793014,21.53746359089208,20.862558,20.917611132379438,15.6931925,0.9589109,0.5116949081420898,1.3190388977341534,50.619524004131634,2.1646340083679974,8.646753,2.460714101791382,9.0909195,0.6552997241886857,2.1644728,2,2.753227,0.00805065,49,0.6552997241886857,0.017955303192138672,93.6944511859158,8.681106,0.034352303,72.15698759502371,497.7937512397766
54.39819093832846,10.091468572616577,0.0,0.6817470284355379,-0.10411102783154069,44.257742487444865,20.693624,20.75316136217892,15.702085,0.95904404,0.49543285369873047,1.2957972289488755,-2.1682362789955096,2.7725755141043864,4.462596,3.271292209625244,8.607906,0.6815834613871791,2.771202,2,2.7537935,0.0064872466,50,0.6815834613871791,0.01813960075378418,86.34724869589422,4.495789,0.03319311,42.08950620844936,507.8911907672882
40.115357442723706,11.369892358779907,0.0,0.579793923020527,0.4409552001242616,8.321940669087585,20.601826,20.658628533654685,15.558346,0.9546561,0.5078616142272949,1.2826234737022346,6.350554028368453,3.5121641902957075,1.811305,4.449244737625122,8.276947,0.5921872637925037,3.5141559,2,2.7445972,0.006470582,51,0.5921872637925037,0.018431663513183594,22.994435366543623,1.8449385,0.03363347,14.672494697456038,519.3007600307465
33.82634091367146,10.021632432937622,0.0,0.5552955240580072,0.410744954769235,1.2412829754268735,20.442701,20.519613569202292,15.583846,0.955418,0.4973642826080322,1.3075351626573146,33.50237570734728,4.07864101927873,4.3812,2.9930505752563477,9.15144,0.5604808863839492,4.078543,2,2.746235,0.0065009375,52,0.5604808863839492,0.018421173095703125,35.98494165820102,4.417796,0.0365963,34.743658682774154,529.3643562793732
29.527763887332835,9.78206992149353,0.0,0.6050366830114886,0.742669218137308,54.80262991946898,20.301968,20.39290211445605,15.346888,0.9482817,0.4780004024505615,1.3211712357766623,17.14807913224825,5.025635806117339,5.7615995,2.9894537925720215,9.177572,0.6089531345774816,5.025185,2,2.7309127,0.009994044,53,0.6089531345774816,0.018242597579956055,126.7533389711862,5.803329,0.04172945,71.95070905171723,539.1959478855133
22.3647213185071,9.936607360839844,0.0,0.7755767789769157,0.7624089371028879,19.841362728903846,20.241974,20.342474063418095,15.327189,0.9475592,0.5056424140930176,1.319234571532479,-1.2411702991067082,5.6233000017600325,5.7346635,3.0759785175323486,9.97823,0.7704788872285512,5.622465,2,2.7296283,0.0065141865,54,0.7704788872285512,0.018702983856201172,38.44155515870098,5.7647786,0.030115128,18.600192429797136,549.1373934745789
39.03436817890032,9.69639801979065,0.0,0.6759548934966751,-0.7671525542246358,5.628822839130208,20.210953,20.298775647433867,15.151757,0.94215953,0.5041463375091553,1.2935380991324374,66.55425248717546,6.441949466541446,3.833964,2.842642307281494,8.336277,0.6767281990305568,6.440401,2,2.7181165,0.009139443,55,0.6767281990305568,0.018114805221557617,77.81189816543588,3.8726275,0.038663387,72.18307532630567,558.8737699985504
29.88677186355642,10.541127920150757,0.0,0.6505065845190516,0.8112104670000501,19.334274718836575,20.224844,20.32243389908938,15.017105,0.937994,0.5090298652648926,1.3285981258087154,55.1862794299866,7.0060742521202455,2.5274346,3.754826307296753,10.085643,0.6552756771069406,7.0066366,2,2.70919,0.006456993,56,0.6552756771069406,0.0184326171875,93.85482886765975,2.5592005,0.031765938,74.52055414882318,569.419763803482
50.99596976223416,8.943304538726807,0.0,0.6860045478873315,0.8086957824247285,10.34093352307935,20.247862,20.349379554756737,15.016543,0.93797386,0.48668646812438965,1.292003292171171,65.46808878612075,7.442233174540351,1.1132469,2.1153812408447266,9.070087,0.689862064600765,7.441519,2,2.7091525,0.0064075054,57,0.689862064600765,0.017951250076293945,86.14995583227945,1.1925555,0.07930863,75.80902230920009,578.4027035236359
45.75493929872204,9.148115158081055,0.0,0.45502669533883944,0.672732634591771,9.061348339864097,20.417809,20.519195877243696,15.011839,0.937781,0.4977738857269287,1.3152497421786085,85.32991679019918,7.772965249439282,3.368822,2.202199697494507,10.172525,0.46211009875594256,7.772095,2,2.7088392,0.009556266,58,0.46211009875594256,0.01860666275024414,103.45261346992737,3.4341161,0.06529403,94.39126513006327,587.5557475090027
43.6979418168227,11.563802242279053,0.0,0.523961642478128,0.4872077934583324,36.804869269363536,20.529922,20.626047132603173,15.036258,0.9384934,0.810950756072998,1.29583682735398,-23.452588123061403,7.967662600298116,0.8187678,4.377665042877197,9.143963,0.5259300643779897,7.968137,3,2.7104645,0.0067409547,59,0.5259300643779897,0.02842092514038086,64.21982143472019,0.8549176,0.0361498,26.4467498800945,599.1591229438782
57.3217514642283,9.340208530426025,0.0,0.6824358277960503,0.6377240989110171,25.420837307347533,20.377167,20.473149934382985,15.216965,0.9440299,0.5035295486450195,1.2674804490717841,68.85650404683439,8.051296489937728,0.51048005,2.457035779953003,8.992671,0.6811501562490544,8.052214,2,2.722411,0.0064314706,60,0.6811501562490544,0.018125057220458984,119.69817866152945,0.53562635,0.025146306,94.27734135418191,608.5406167507172
49.62538422053093,9.199533939361572,0.0,0.5987374966323635,0.3994335250326463,14.033178901010437,20.370895,20.473873442537172,15.07848,0.93964064,0.5185308456420898,1.2702246163914699,91.95359271094017,8.255195338291891,0.72703904,2.4202799797058105,8.975161,0.6002663663715507,8.255083,2,2.7132685,0.0064197625,61,0.6002663663715507,0.018475770950317383,120.01995051296105,0.75901854,0.0319795,105.98677161195062,617.7450122833252
45.62507240191533,9.921674251556396,0.0,0.6175377615245109,0.30165851291792556,27.13766541286653,20.524124,20.622550178965163,14.9553175,0.9357582,0.5076601505279541,1.2316522653374375,49.83286425363463,8.68676579446304,-0.4437048,3.0802366733551025,8.124511,0.6192000175818776,8.685792,2,2.705067,0.0093380185,62,0.6192000175818776,0.018047094345092773,104.10819507936769,-0.3911151,0.052589715,76.97052966650116,627.7067523002625
60.32314404100556,8.924696922302246,0.0,0.45894802410656715,-0.3616467817239879,7.237123406070765,20.603176,20.706294295515747,14.910426,0.93438697,0.48726367950439453,1.2599790766783616,161.9009174019114,8.660584377393102,-0.9095798,2.0045604705810547,9.236598,0.4571778686512137,8.661648,2,2.7020607,0.0064457064,63,0.4571778686512137,0.01801896095275879,176.37516421405294,-0.86779743,0.04178238,169.13804080798218,636.636625289917
