AverageDiscountedReturn,PolicyExecTime,AverageReturn,StdReturn,Perplexity,ItrTime,dLoss,NumTrajs,MeanKL,Entropy,AveragePolicyStd,EnvExecTime,MinReturn,ProcessExecTime,LossBefore,MeanKLBefore,ExplainedVariance,LossAfter,Time,AbsLearnSignal,Iteration,MaxReturn
-7.3673678731531815,0.6605596542358398,-34.03972491877046,31.836679322198027,15.243669,2.51802396774292,0.016507117,9,0.009316778,2.7241642,0.9448346,1.629298448562622,-75.45975193827886,0.02271556854248047,-1.886596e-09,0.0,-6396.037517794199,-0.016507119,17.308520555496216,0.45343828331050445,10,39.37837746814714
-23.75224781093547,0.5007185935974121,-73.34378611265345,54.31503755016299,15.466842,1.269794225692749,0.025636407,17,0.006817284,2.7386985,0.9516295,0.5113523006439209,-231.87955070441362,0.020212650299072266,3.7638848e-09,0.0,-0.6071602428789478,-0.025636403,18.582974195480347,0.49597636670873685,11,-7.25368002015756
-14.746513375267888,0.6424224376678467,-54.63108315620254,57.31917965823996,15.494509,1.9705989360809326,0.025491498,15,0.006926264,2.7404857,0.9525624,1.087545394897461,-227.39175295440828,0.023827791213989258,-3.6999974e-09,0.0,0.27358620387633614,-0.025491502,20.55782127380371,0.6856723922017318,12,9.913181689008724
0.3846829165258735,0.5475618839263916,-32.316017773983,29.441361389259345,15.435525,1.4781303405761719,0.028683798,15,0.009523423,2.7366717,0.9507506,0.6972396373748779,-66.34619035533478,0.021628379821777344,3.5701424e-09,0.0,-3.0094712038323514,-0.028683795,22.040451049804688,0.3709373001483117,13,25.173657586681117
-4.035433989080193,0.5130519866943359,-41.52407901557782,32.895580760727015,15.665021,1.4047918319702148,0.017193468,15,0.008945435,2.7514303,0.95775014,0.6234729290008545,-90.81103917696844,0.02063894271850586,2.7523068e-09,0.0,0.37034592685865,-0.017193466,23.48404574394226,0.7270392876434982,14,29.654344363335497
-0.20542400574122865,0.6267416477203369,-23.644429323892975,38.76052615164704,15.524715,2.4007575511932373,0.007081118,12,0.009249324,2.7424333,0.95339906,1.5405070781707764,-84.86192971562228,0.02372121810913086,-0.0,0.0,-296.8112918213978,-0.007081118,25.88909149169922,0.4240362446676665,15,73.31121067942324
-5.883563458245287,0.5261111259460449,-54.21801282395724,62.58486037680232,16.329481,1.4182612895965576,0.032252584,13,0.006626725,2.792972,0.9782618,0.6548442840576172,-240.0952551285718,0.021090030670166016,-5.5716125e-09,0.0,-0.6519430478314507,-0.032252587,27.31403088569641,0.5588746751470347,16,5.577533723229877
7.706016952026093,0.5355584621429443,-38.4548341186716,92.22720160004201,16.261606,2.877133846282959,0.009382055,7,0.009712733,2.788807,0.9761956,2.1049628257751465,-260.2165852583523,0.01933431625366211,-0.0,0.0,-511.4816293846354,-0.009382055,30.197891235351562,0.4808982628397848,17,21.33911738840146
10.562969611664302,0.5279896259307861,-7.131362427421529,33.33070891999552,16.023565,2.5578951835632324,0.028941033,8,0.006983284,2.7740605,0.96875477,1.7969131469726562,-45.497624504354825,0.01955890655517578,-1.8763882e-09,0.0,-0.553642632299784,-0.028941035,32.75989294052124,0.6324627272734767,18,63.62569810187908
18.833066481340758,0.6480987071990967,-18.377148175827703,80.57793375217294,16.01375,2.195849657058716,0.023818402,11,0.008628563,2.7734478,0.9684445,1.3151886463165283,-262.71692390279213,0.0241701602935791,-7.221386e-09,0.0,0.3432771377136362,-0.02381841,34.993332624435425,0.6425239247893865,19,57.576374638162434
7.745300067161742,0.731980562210083,-13.846114609479429,30.480190737331224,16.279358,3.7164125442504883,0.010082818,8,0.009882456,2.789898,0.9765907,2.746985912322998,-55.23092835276342,0.027539730072021484,-2.6235882e-09,0.0,-359.6604828619602,-0.01008282,38.71397686004639,0.4734121219106419,20,40.473254221922176
7.87621354280198,0.739027738571167,-57.055197270482616,74.78200581325589,16.825623,3.884625196456909,0.014544762,8,0.0064962013,2.822903,0.99294245,2.9073431491851807,-162.6101409893625,0.027422189712524414,-5.279858e-09,0.0,0.13539272912355038,-0.014544767,42.602872133255005,0.6446828214864126,21,46.552028426387736
8.45924619564538,0.6852798461914062,-74.6787727677101,82.81747950433025,16.745808,2.8245067596435547,0.023753682,10,0.00800596,2.818148,0.99070144,1.9012296199798584,-236.2632221155519,0.025867462158203125,4.178201e-09,0.0,-0.297290036125726,-0.023753678,45.43187761306763,0.5647325817930022,22,15.934347611726594
9.747427585036924,0.7955629825592041,-42.47039176763155,76.46199187156543,16.698025,3.72592830657959,0.012503354,11,0.0075866273,2.8152905,0.98938906,2.6862573623657227,-198.81031676559377,0.0294497013092041,-3.2164396e-09,0.0,-0.27531862895715786,-0.012503357,49.19566321372986,0.761365463783727,23,43.54884448680366
11.510235670654792,0.5224952697753906,-28.220915486216217,68.91041585144555,16.450853,1.5918889045715332,0.01982365,10,0.0066147507,2.8003774,0.98202014,0.8400959968566895,-214.9665957018669,0.020514249801635742,-1.9006961e-08,0.0,-0.5137022096658359,-0.019823669,50.79184865951538,0.6809940189828756,24,26.373556409933357
6.515339837637789,0.6366453170776367,-27.46260747688582,25.265124359993635,16.767216,4.018520832061768,0.016303826,4,0.009436339,2.8194256,0.9911928,3.150564432144165,-63.99522969535652,0.023630380630493164,-0.0,0.0,-385.1099671131667,-0.016303826,54.81459712982178,0.542258395007768,25,6.909865859903952
0.8856699948177635,0.563256025314331,-117.41066675168952,115.19300505867928,16.7093,2.885571002960205,0.01617773,5,0.008404056,2.8159654,0.9893137,2.093933582305908,-322.7358590539018,0.02060103416442871,1.07735465e-08,0.0,-0.6541882445898606,-0.01617772,57.7045841217041,0.49551189507801496,26,30.983693232087695
13.538416203267316,0.7377188205718994,-52.21616990411246,71.84384088356943,16.713467,3.9755353927612305,0.024009911,7,0.009899814,2.8162148,0.98938286,3.0019383430480957,-200.86396406007862,0.02728867530822754,-5.2598375e-09,0.0,-0.5401535092048646,-0.024009917,61.71903324127197,0.6481555762472102,27,19.203786747874606
-7.715525128614847,0.7937932014465332,-129.26392312154806,109.1112351293491,16.489426,4.111554384231567,0.022786228,7,0.007931519,2.8027194,0.9828498,3.0762717723846436,-294.6407099517415,0.028982162475585938,-4.2104826e-09,0.0,-0.46593457356542567,-0.022786232,65.83526515960693,0.6550143379963742,28,56.27732978744464
-4.87710990137826,0.5768828392028809,-52.16571946679208,59.532532055371824,16.477951,3.089123010635376,0.015283748,4,0.0067457,2.8020232,0.98253745,2.271550416946411,-151.33304314485824,0.021306276321411133,-3.3506344e-09,0.0,-5.790167462767932,-0.015283751,68.9293212890625,0.835865328277767,29,-1.104806017044794
46.34100665588676,0.5174393653869629,14.466264072841406,3.5720966960400506,16.10633,3.79315185546875,0.019228557,2,0.009604869,2.7792125,0.97122633,3.049730062484741,10.894167376801356,0.01832890510559082,-3.8146974e-09,0.0,-0.12139502776437139,-0.01922856,72.76110029220581,0.7513436662813932,30,18.038360768881457
15.671416783849875,0.9666919708251953,-35.6275757053813,43.33310836000156,16.423567,7.078150749206543,0.01273483,5,0.0071178894,2.7987173,0.9808356,5.825048923492432,-89.30735235303457,0.03354692459106445,-0.0,0.0,-0.30530523459771053,-0.01273483,79.84376072883606,0.47228779776965035,31,16.704256008729796
7.270077091449489,0.5899295806884766,-132.68725001345942,58.41877214590787,16.127054,2.7659804821014404,0.016037574,5,0.009486253,2.7804983,0.9721016,1.9117941856384277,-216.73541339524428,0.022037506103515625,1.09039275e-08,0.0,-0.07523883549680188,-0.016037563,82.64957618713379,0.6210833870782612,32,-48.57390313713578
30.681797055574688,0.6167659759521484,-2.9170796878497836,15.458184641202934,15.659711,4.180781364440918,0.019925645,4,0.008874562,2.7510912,0.95813423,3.3319287300109863,-27.00286015530193,0.0223996639251709,3.254861e-09,0.0,-0.2845111571777903,-0.01992564,86.83448958396912,0.7904619608180925,33,16.090056017630783
9.351780117139796,0.5080108642578125,-25.524997467182363,37.696042464989155,15.286316,3.60241961479187,0.016124573,2,0.008893021,2.726958,0.9472634,2.8373641967773438,-63.22103993217152,0.01882338523864746,-6.437302e-09,0.0,-0.2229252365646044,-0.016124578,90.44374561309814,0.7896731844641629,34,12.171044997806794
34.08524564005027,0.6446516513824463,-15.619429641359673,31.00192962175169,15.448728,4.190602779388428,0.016759293,5,0.007011247,2.7375267,0.9530057,3.3099043369293213,-50.003833652442424,0.02392864227294922,-8.919791e-09,0.0,0.21483678117588678,-0.016759302,94.673996925354,0.7199809515853102,35,42.08112989931533
25.932055509424195,0.6628131866455078,-78.2450194433824,76.67240141092446,15.758704,3.9558446407318115,0.022164088,4,0.0092746755,2.757393,0.96335155,3.0610125064849854,-175.76712882231084,0.023686647415161133,-0.0,0.0,0.5492736561306721,-0.022164088,98.63418245315552,0.6400812576316236,36,39.245565320839574
12.120510441689076,0.6583099365234375,-92.21851173092168,90.73110882918142,15.447501,4.214322805404663,0.025654277,4,0.00754385,2.7374473,0.95268035,3.324686050415039,-218.36475805782786,0.023562192916870117,1.06804405e-08,0.0,-0.12003276120564488,-0.025654266,102.85278630256653,0.6323865912367654,37,-1.7398112713039129
16.991552273018705,0.6410720348358154,-17.90364003748838,59.64823706389424,15.281746,4.208840847015381,0.018977575,5,0.007057444,2.726659,0.9473583,3.326446533203125,-127.56921461677751,0.023748397827148438,-3.8516734e-10,0.0,0.11724127780859206,-0.018977575,107.09867835044861,0.7085245653967172,38,37.29274847902093
40.32639065429847,0.5120751857757568,10.469382921088721,3.4702436620394543,15.48967,4.067165851593018,0.019890614,2,0.006473204,2.7401733,0.9535391,3.3230857849121094,6.999139259049267,0.018369674682617188,-0.0,0.0,0.6368217938129396,-0.019890614,111.17034077644348,0.724324714090855,39,13.939626583128176
35.500311700728055,0.4978523254394531,-64.06022708609152,136.27448731970162,15.338478,3.1141626834869385,0.031481434,2,0.009772628,2.7303646,0.9491514,2.393629789352417,-200.3347144057931,0.01835799217224121,-0.0,0.0,-1.1626777529905947,-0.031481434,114.28911995887756,0.3886505992757178,40,72.21426023361009
30.344596355288402,0.7332277297973633,12.851111037856365,27.050161866209827,15.361831,4.678203344345093,0.015708853,6,0.008350728,2.731886,0.9497251,3.6645913124084473,-20.75955139813759,0.027280330657958984,-6.858499e-09,0.0,0.3325666232238026,-0.01570886,119.00534892082214,0.581919649448966,41,57.84569468392425
21.56734621642325,0.5760750770568848,-15.701539930377153,60.48508410003404,15.172586,3.30208683013916,0.024291055,6,0.009326027,2.7194903,0.94369364,2.490216016769409,-148.9011363073773,0.02113628387451172,-7.177229e-09,0.0,0.6203109921037444,-0.024291063,122.31194496154785,0.656925427185712,42,26.96651593055472
38.164046017494414,0.8157706260681152,-23.95253104550713,67.72351478088777,14.691162,4.515768051147461,0.014228757,5,0.008831779,2.687246,0.92891175,3.4461770057678223,-138.19934645880517,0.02967691421508789,1.2870099e-08,0.0,0.5471254046275523,-0.0142287435,126.83217453956604,0.7518193853645248,43,50.025952780709304
28.339780725180297,0.6547470092773438,-5.301809744754948,68.08853995669985,15.126411,3.8506319522857666,0.0184737,5,0.006948212,2.7164423,0.9434403,2.9625070095062256,-139.54510188166853,0.024101972579956055,1.5691886e-09,0.0,-0.2228797212715281,-0.018473698,130.72178983688354,0.777941986340407,44,44.388708015415176
34.86855751703543,0.5777738094329834,34.24098097894099,29.75853137634509,15.458319,4.628208160400391,0.01748963,4,0.009596819,2.7381473,0.9538247,3.8104145526885986,-4.396257474334718,0.021449804306030273,-4.2612793e-09,0.0,-0.17659860143814443,-0.017489634,135.35444355010986,0.6941430326611818,45,66.07575912591992
4.034218654211408,0.7393662929534912,-20.414537569180602,39.62895950755713,15.170326,3.9213171005249023,0.023950564,8,0.0077147894,2.7193413,0.9465867,2.942277431488037,-66.0745118480468,0.025792837142944336,-8.789625e-10,0.0,-3.4946842048546536,-0.023950564,139.2805941104889,0.7974998408560993,46,60.02067184805581
33.7486528358495,0.5933651924133301,8.856202570395636,29.98501571628892,15.139307,3.5838160514831543,0.01869721,3,0.006931769,2.7172945,0.94485265,2.7544689178466797,-15.29056231264623,0.021250009536743164,7.1136546e-09,0.0,-1.0307607165217747,-0.018697202,142.9021291732788,0.6566341856972796,47,51.118193136861024
17.888735062963434,0.496196985244751,-8.537705599113833,37.38177074062104,14.875777,3.900115489959717,0.012438267,2,0.0065726386,2.6997342,0.9366116,3.1762571334838867,-45.91947633973488,0.018660306930541992,3.8146974e-09,0.0,0.48581702215169176,-0.012438263,146.80667901039124,0.816113983307917,48,28.844065141507212
25.595524631654243,0.9696717262268066,-67.46613510539663,84.60823642186025,14.437581,6.286165475845337,0.018212985,4,0.0064405026,2.6698346,0.92445445,5.077550172805786,-173.6061654956572,0.033188819885253906,2.6208844e-09,0.0,-0.7231849811399147,-0.018212983,153.09739089012146,0.4047451883661831,49,34.35515970563499
26.760105334175552,0.5982518196105957,-24.41413919237528,65.94589246803736,14.784681,3.8193390369415283,0.015268988,4,0.009265108,2.6935916,0.9347902,2.971299409866333,-104.47672043180464,0.021220684051513672,8.523405e-09,0.0,0.6880021145679153,-0.01526898,156.95533895492554,0.6554953657160952,50,71.77147530182238
19.55087311157307,0.5074563026428223,13.71513079541539,37.011018838255445,14.922379,2.226440906524658,0.018105617,8,0.006803356,2.702862,0.93860984,1.4920039176940918,-36.066782832946544,0.019668102264404297,7.490814e-09,0.0,-0.4728368587890208,-0.01810561,159.18588066101074,0.6967667770539376,51,76.76244236326814
11.977992463157046,0.608818769454956,24.239416253816653,72.16356614270676,15.153094,3.802572011947632,0.018619273,5,0.007511833,2.7182047,0.94505256,2.9515998363494873,-29.00597890579517,0.02266216278076172,7.0002e-09,0.0,0.2746846875489024,-0.018619265,162.99268007278442,0.6730074464492957,52,164.6260078288119
19.3493505919186,0.5338470935821533,-9.868745703381034,100.56429272410132,15.0015955,2.1121997833251953,0.019414168,7,0.009788311,2.7081566,0.9411405,1.3508341312408447,-201.9598161496605,0.02072882652282715,-1.777585e-09,0.0,-6.997044395568836,-0.01941417,165.10955214500427,0.7753190797222947,53,154.10439489323005
12.399674383722118,0.537714958190918,7.232412277405514,34.33688593707868,14.487524,2.4949045181274414,0.010226852,8,0.0069299564,2.6732879,0.92459315,1.7345967292785645,-30.514342155174162,0.02001786231994629,-5.541933e-09,0.0,-4.015537846355614,-0.010226858,167.64173579216003,0.6340972067171134,54,88.56288139640021
23.61048043134534,0.6576542854309082,-24.391486465468464,99.6411624289295,14.789843,2.9900026321411133,0.026870735,7,0.006173257,2.6939406,0.9345695,2.103684425354004,-260.9929416010515,0.023157358169555664,2.898422e-08,0.0,-4.080817873421584,-0.026870705,170.63598227500916,0.2774199058280562,55,70.02036470021244
26.454114448954407,0.7045040130615234,38.68162636847059,85.34556266335589,14.522497,2.888278007507324,0.011596235,8,0.0066582584,2.675699,0.92559004,1.937804937362671,-88.41445370701351,0.025731325149536133,-3.5651377e-09,0.0,-1.577807275078531,-0.011596239,173.52876353263855,0.5696373969105424,56,235.9940762189202
45.33625676793243,0.5081460475921631,58.02948646454023,3.516552580190261,13.927767,3.0855627059936523,0.009531299,2,0.008678988,2.6338844,0.90736306,2.3530187606811523,54.51293388434996,0.018561840057373047,-2.861023e-09,0.0,-25.152402038099662,-0.009531301,176.6185224056244,0.574972170946634,57,61.546039044730485
16.206932152499828,0.7316060066223145,9.29455644929141,22.860341621911267,13.978122,4.86620020866394,0.021023735,6,0.007880599,2.6374934,0.90793514,3.8601555824279785,-19.040303764649124,0.02742791175842285,2.6950102e-09,0.0,-0.06062666858373311,-0.021023734,181.5220193862915,0.6007945218450303,58,40.18512870563397
40.99780761503284,0.7544641494750977,-14.703791438842346,88.26820781205794,13.906275,5.183685541152954,0.016895233,4,0.009440467,2.6323402,0.90480995,4.179806709289551,-165.9445025470738,0.027518510818481445,-6.057479e-09,0.0,0.3273495168926771,-0.016895238,186.709947347641,0.5739656951644624,59,55.06339360913771
24.61509244890081,0.6050746440887451,30.845115446485135,44.63280722517893,13.829218,4.330116510391235,0.023263216,4,0.0072345654,2.6267836,0.90328455,3.4887561798095703,-26.39314206314627,0.022362470626831055,3.236909e-09,0.0,0.3919378382558536,-0.023263212,191.0786952972412,0.5467105665506571,60,78.68859773999596
41.790169013325155,0.5079379081726074,45.96290593365356,21.030954373946006,13.590573,3.372605562210083,0.024244493,2,0.006779226,2.6093764,0.8951807,2.638169527053833,24.93195155970755,0.01860642433166504,1.0728836e-09,0.0,-1.4290788310843436,-0.024244491,194.4564070701599,0.7520091359829039,61,66.99386030759956
41.331104980049886,0.843498706817627,5.396819833181617,111.37378568705296,13.499914,5.051920652389526,0.024071783,4,0.006714724,2.6026833,0.8917845,3.9675259590148926,-187.0898246949639,0.030139446258544922,1.4832686e-08,0.0,0.1276003537445859,-0.024071768,199.51282501220703,0.5393922541532035,62,80.2348674624572
41.00519063901659,0.49697446823120117,73.63111218608529,7.194025476957911,13.396419,3.727534294128418,0.018525654,2,0.007472746,2.5949874,0.88845766,3.001512050628662,66.43708670912737,0.018224000930786133,1.7166137e-08,0.0,0.7620233018128233,-0.018525638,203.2768428325653,0.5280365030432607,63,80.8251376630432
59.63975733678234,0.5133366584777832,84.85678061085457,46.59792144336576,13.039425,2.7293949127197266,0.018630158,2,0.008933145,2.5679774,0.8781061,1.9902393817901611,38.25885916748881,0.018812894821166992,-0.0,0.0,0.7950720558486888,-0.018630158,206.0108561515808,0.7433142276089802,64,131.45470205422032
43.84714441730182,0.9744861125946045,22.246332257561352,101.26418961059767,12.773915,6.005943536758423,0.010334925,3,0.006938129,2.5474052,0.869519,4.771090507507324,-99.58385237863196,0.03397488594055176,-0.0,0.0,0.38199220367658726,-0.010334925,212.02153825759888,0.5728016598684297,65,148.35121464948708
42.9428873445639,0.504509449005127,85.38856867478214,18.043410889334986,12.541014,3.713737726211548,0.015504774,2,0.006448135,2.5290043,0.86130434,2.969306468963623,67.34515778544716,0.018517017364501953,1.525879e-08,0.0,0.4823172652860811,-0.015504759,215.772540807724,0.7223437325636504,66,103.43197956411713
36.510982814117654,0.6802825927734375,17.209568059416505,104.74437154687404,12.325619,3.221494436264038,0.016430907,5,0.009281379,2.51168,0.8535908,2.3045156002044678,-179.12814573540857,0.02434372901916504,-1.4327502e-08,0.0,-0.6916146369529008,-0.016430922,218.99821782112122,0.4821706028609349,67,136.8520238147883
34.55537505686852,0.5795285701751709,62.13838537953677,39.155633622364874,12.348941,3.4888105392456055,0.014371709,3,0.00783455,2.5135703,0.8544172,2.677391290664673,27.705756675109214,0.021210670471191406,7.0773605e-09,0.0,-1.8384668723488544,-0.0143717015,222.4910283088684,0.550609073939716,68,116.91186984519999
29.80170986848977,0.4992377758026123,64.45691892543255,14.849341120011498,12.441499,3.144507646560669,0.050244335,2,0.009234572,2.5210376,0.85822517,2.4222798347473145,49.60757780542105,0.01846027374267578,-1.7166137e-08,0.0,0.16883026490997355,-0.050244354,225.67429447174072,0.6496407744239524,69,79.30626004544405
36.0875285978797,0.5106723308563232,72.20848933819408,38.59889877464341,12.485382,3.9587697982788086,0.019429151,2,0.008955031,2.5245585,0.86015236,3.221369981765747,33.60959056355067,0.018680095672607422,5.722046e-09,0.0,0.5642497272894882,-0.019429145,229.63834500312805,0.7620267272287764,70,110.80738811283749
40.094718218204044,0.8840680122375488,-16.101946797193115,136.7076290211161,12.334164,4.820814609527588,0.019831028,5,0.0067275777,2.512373,0.854485,3.6850149631500244,-195.6078415355709,0.03175497055053711,8.31995e-09,0.0,0.2722999103240127,-0.01983102,234.46534204483032,0.529029300636211,71,188.23321523944782
47.636224020007695,1.0008502006530762,94.94369114637367,80.8042388293856,12.373263,5.567847013473511,0.017401185,5,0.006910333,2.515538,0.8567931,4.304358005523682,18.978901201845133,0.034104347229003906,-1.0223644e-08,0.0,0.11846554651170083,-0.017401194,240.0711739063263,0.6555393986411778,72,240.84065886788977
55.15804986506904,0.67816162109375,53.64260295831835,129.02033414073165,12.350787,3.6382479667663574,0.01743343,3,0.009053242,2.5137198,0.8555232,2.6902220249176025,-103.25501562078463,0.024712562561035156,3.6002805e-09,0.0,0.12303127301714023,-0.017433425,243.714350938797,0.7418293965108923,73,212.75567258560432
42.81074207145604,0.7444891929626465,84.19766180992974,163.72572242168778,12.09051,3.597388505935669,0.014387736,4,0.006543887,2.492421,0.8474648,2.606771469116211,-198.31032386542853,0.027483224868774414,1.1520415e-08,0.0,0.48461691322805356,-0.014387725,247.31647849082947,0.6379348268105843,74,191.92151194878227
37.06477757245152,0.7019927501678467,113.1160304501423,74.76610865158365,11.674261,3.1944773197174072,0.02373398,6,0.009716972,2.4573865,0.8344028,2.250333786010742,26.51823423253002,0.025569438934326172,1.4194223e-08,0.0,-0.29091329583296655,-0.023733964,250.548357963562,0.6277112560255121,75,201.40574395310563
60.62818160104081,0.4898946285247803,115.1067002049347,11.344185479030031,11.662677,3.029165744781494,0.009161138,2,0.0070877643,2.4563937,0.8331509,2.3103487491607666,103.76251472590467,0.01830458641052246,-9.536744e-10,0.0,-53.95298668142986,-0.009161139,253.58206915855408,0.5151148799614778,76,126.45088568396473
41.642956508658486,0.6326408386230469,101.38239137317122,80.2034426989012,11.297291,3.811021327972412,0.013304968,4,0.0064687976,2.424563,0.82022905,2.9463894367218018,23.974024212112298,0.023724079132080078,-6.9218298e-09,0.0,0.4366191274099034,-0.013304975,257.3980448246002,0.46592241030783926,77,225.26448136634906
29.815540506477465,0.7297344207763672,131.58939032438136,87.73052390497489,11.008814,3.506751537322998,0.021333199,4,0.00900817,2.3986962,0.81149954,2.541055202484131,35.60728746478634,0.026086807250976562,-0.0,0.0,-0.35981675276785463,-0.021333199,260.94206261634827,0.5884295210679764,78,235.3167984977883
68.54042833454952,0.5865983963012695,254.53421020822108,23.431017513540112,11.131794,3.1699161529541016,0.013966792,4,0.006508112,2.4098053,0.81794494,2.3547868728637695,225.32610069724825,0.0218048095703125,1.3527295e-09,0.0,0.34753190887930163,-0.013966791,264.11728954315186,0.6585227008401796,79,285.5140225416932
40.3940139818086,0.7300052642822266,96.21390408606355,42.94048353844445,10.752346,3.6154162883758545,0.014328458,4,0.009000164,2.375124,0.80333173,2.649332046508789,46.45117393830748,0.027582645416259766,2.8267486e-09,0.0,-6.778860408588133,-0.014328456,267.73691487312317,0.7260287740026137,80,163.80147406504943
36.33250023002846,0.5885891914367676,79.50819130956882,22.5950457333227,10.809887,2.977747678756714,0.01730101,4,0.007151152,2.3804612,0.8061028,2.1511411666870117,48.798136179719705,0.02118659019470215,7.550118e-09,0.0,0.45056513275256305,-0.017301003,270.7520227432251,0.8046709460405461,81,106.28200546506858
50.654383774394745,0.638110876083374,119.24761306763878,105.05733624712337,10.475376,3.7089953422546387,0.010590703,3,0.0065797595,2.3490274,0.7929773,2.835333824157715,7.1270671519798485,0.023899316787719727,9.8613455e-09,0.0,-2.2900320237578136,-0.010590693,274.46529603004456,0.7450348870326651,82,259.73124320043894
55.68058088562761,0.5390846729278564,220.38429743866996,79.92450030481375,10.210258,2.890432596206665,0.01532169,3,0.0066031846,2.3233929,0.7848982,2.1032280921936035,109.50045739106886,0.02053976058959961,-8.225269e-09,0.0,-0.880174259257819,-0.015321698,277.35996437072754,0.7096011676110021,83,294.8122422092355
50.16864615020856,0.5115058422088623,60.13879230094132,152.8607831794658,10.151838,2.9293384552001953,0.017078945,4,0.0076499525,2.3176548,0.784425,2.19079327583313,-158.99085921231986,0.01925826072692871,3.769464e-09,0.0,0.2538244494937574,-0.017078942,280.29358649253845,0.6423724590765817,84,273.1110221009052
53.252413694622675,0.666452169418335,178.34644956270995,80.09138769663976,9.710103,4.43329930305481,0.014761759,3,0.00688762,2.273167,0.76889694,3.533403158187866,67.32817361978906,0.0238039493560791,-6.5180643e-09,0.0,-0.6434227306112559,-0.0147617655,284.764621257782,0.536284852301837,85,253.3017280190145
69.15066671131812,0.554896354675293,190.58605444327725,78.09926896240347,9.4392395,2.707261085510254,0.022736851,3,0.009473289,2.2448754,0.76061,1.91298246383667,97.14646620969232,0.020303964614868164,-1.823469e-09,0.0,0.04093000705884953,-0.022736853,287.47624492645264,0.6986722027276802,86,288.30610573340493
53.26822187736134,0.7439737319946289,141.84412972742223,76.53759014028404,9.678623,3.8743350505828857,0.025006924,4,0.009417538,2.2699196,0.76811403,2.8677995204925537,46.16884811245774,0.02618694305419922,-5.696007e-09,0.0,-2.4827391910556784,-0.02500693,291.3551070690155,0.5840187788467766,87,242.86500558647944
