StdReturn,AveragePolicyStd,Perplexity,MeanKL,NumTrajs,Time,AverageReturn,ItrTime,MeanKLBefore,dLoss,ExplainedVariance,MinReturn,PolicyExecTime,AverageDiscountedReturn,LossBefore,Entropy,AbsLearnSignal,ProcessExecTime,Iteration,MaxReturn,EnvExecTime,LossAfter
136.08977958364218,1.0,17.079464,0.009870521,10,1.4450912475585938,-149.20541069931141,1.4450674057006836,0.0,0.033550344,1.8980372828991676e-12,-410.5216128504744,0.58970046043396,-67.50525994341021,-0.0,2.8378768,0.780984085121131,0.01568150520324707,0,-12.667925671546826,0.2695353031158447,-0.033550344
134.16179105334638,0.9901155,16.73715,0.00954186,9,2.4115207195281982,-167.85321544554165,0.9563884735107422,0.0,0.058893,-1.087233531186786,-433.14443117655173,0.4601597785949707,-73.18109515380624,7.568844e-09,2.8176308,0.6269470159853666,0.016001224517822266,1,-29.014134282158338,0.27530884742736816,-0.05889299
97.2867026288779,0.98545414,16.579199,0.006597966,9,3.4101507663726807,-205.71266527785406,0.9944779872894287,0.0,0.030922584,0.319639690756509,-399.8517241751276,0.48972177505493164,-98.64323792717771,7.2043385e-09,2.8081489,0.7642029772469944,0.01692986488342285,2,-61.29112927315787,0.2826664447784424,-0.030922577
66.0997293997035,0.9818756,16.46489,0.00959148,9,4.349262714385986,-118.1891788919669,0.9349143505096436,0.0,0.021008266,-1.6278781242461409,-237.14377741936764,0.44715380668640137,-56.59022106052409,-1.1375837e-08,2.8012302,0.6570414040469579,0.015580892562866211,3,-19.753617495817764,0.2567148208618164,-0.021008277
80.91336022250586,0.9767097,16.29294,0.006433167,10,5.331253528594971,-167.21590904997237,0.9774737358093262,0.0,0.0355236,-0.29713025722419406,-297.86437126646877,0.48262953758239746,-79.57936034071932,3.605574e-09,2.790732,0.5725095820551672,0.016397476196289062,4,-34.76003130894124,0.2715315818786621,-0.035523597
94.04428319530696,0.9707635,16.095373,0.0068744635,9,6.339629650115967,-122.06908358999193,1.0040106773376465,0.0,0.03282706,0.18097221504809458,-305.27995554872246,0.48517465591430664,-59.78848424667969,3.532127e-09,2.7785318,0.698720897694159,0.016009807586669922,5,4.733504509843513,0.2792778015136719,-0.032827057
56.2625877947558,0.9667461,15.961685,0.0065820925,10,7.323605298995972,-98.20609300475118,0.9796626567840576,0.0,0.028440723,-1.639301251085986,-226.32397025439369,0.475982666015625,-42.05603542230453,-2.7273812e-09,2.7701912,0.7333198016568262,0.015956640243530273,6,-21.925236581053056,0.25905752182006836,-0.028440725
102.69466055436342,0.97988683,16.397379,0.008460534,9,8.272077083587646,-108.43471994809072,0.9442756175994873,0.0,0.030777877,-0.4913115079498296,-377.2132434796963,0.45581841468811035,-41.532525802992836,-7.501863e-09,2.7971215,0.6592395228579127,0.01554727554321289,7,-12.483127736439414,0.2613945007324219,-0.030777885
44.605629387342475,0.9828687,16.498962,0.0066062114,10,9.230822801589966,-81.10024407625428,0.9547119140625,0.0,0.02065209,-2.0181798316603916,-164.76081508937187,0.4478631019592285,-30.077282812766082,1.70299e-08,2.8032975,0.7323800275366128,0.014928102493286133,8,-22.728268526494134,0.25101399421691895,-0.020652073
55.81749556524981,0.9746417,16.224178,0.0066136275,10,10.233648777008057,-90.13519804370499,0.9986569881439209,0.0,0.023610823,0.5047070712204592,-178.09890465914708,0.498150110244751,-34.50566991407828,3.4366643e-09,2.7865026,0.7473136309571367,0.016919851303100586,9,-17.285625758457513,0.2767927646636963,-0.02361082
