AverageAbsQ,Perplexity,StdReturn,MaxReturn,PolicyExecTime,ItrTime,NumTrajs,AveragePolicyStd,AverageDiscountedReturn,MeanKL,AverageQLoss,ProcessExecTime,EnvExecTime,MeanKLBefore,ExplainedVariance,AverageReturn,AverageQ,AverageAbsY,AbsLearnSignalOld,AbsLearnSignal,dLoss,Entropy,AverageY,AbsLearnSignalNew,AverageAbsQYDiff,Time,LossBefore,Iteration,MinReturn,LossAfter
16.499151,16.993937,0.0,7.949378222921539,0.49102139472961426,5.323987722396851,1,0.9976293,35.74914893975244,0.00696856,10.335414,0.014988422393798828,1.4976418018341064,0.0,0.6723840954652482,7.949378222921539,6.4679093,16.610631434173914,0.6769273361676451,0.6768580366308307,0.040498257,2.8328567,6.466892949310199,0.6768580366308307,1.377823260134376,209.24323272705078,-4.9193945,40,7.949378222921539,-4.9598927
16.74306,17.08087,0.0,16.67475594908488,0.4977567195892334,5.538010358810425,1,1.0001178,34.398176760827106,0.0066016675,10.205248,0.014916658401489258,1.7548751831054688,0.0,-3.116338859582063,16.67475594908488,6.708972,16.84674526594071,0.6885294653124544,0.6887011487055231,0.060021162,2.837959,6.708914316467902,0.6887011487055231,1.382765188189208,214.82167863845825,3.8714254,41,16.67475594908488,3.8114042
16.823843,17.271635,82.48525630584683,151.79434057346802,0.7780039310455322,6.436825513839722,2,1.0056758,22.999442999880173,0.00678493,9.858687,0.024087905883789062,2.3238375186920166,0.0,0.013736595799054174,69.30908426762119,7.1422043,16.920892055617983,0.5020444204179505,0.5036914637482788,0.06333542,2.8490655,7.144021495124556,0.5036914637482788,1.3838819039164727,221.26346230506897,-1.3018786,42,-13.17617203822565,-1.365214
16.913376,17.21534,2.6132812439204116,182.0672598192779,0.6118168830871582,5.625757932662964,2,1.0041505,31.53939620633298,0.009352531,12.982105,0.019326210021972656,1.65842866897583,0.0,0.17241843058016593,179.4539785753575,7.707787,17.053195507114612,0.7308107052631663,0.7305287840791983,0.05144739,2.8458009,7.709525742250102,0.7305287840791983,1.433634554921939,226.92962789535522,-7.204894,43,176.84069733143707,-7.2563415
17.281073,17.189575,0.0,69.79125824964342,0.4986846446990967,4.945353031158447,1,1.003556,45.254787091745705,0.00992045,13.713706,0.015137434005737305,1.1329345703125,0.0,-56.62879725429171,69.79125824964342,7.5493555,17.439092077005604,0.5697186393796899,0.5694136980145882,0.15799141,2.8443031,7.5513985655203575,0.5694136980145882,1.4605854153751143,231.88019394874573,21.207014,44,69.79125824964342,21.049023
17.510426,17.0996,0.0,-10.294976066670925,0.4910390377044678,5.43941855430603,1,1.0009872,14.449411882742654,0.0068527553,12.04149,0.015119314193725586,1.6316428184509277,0.0,-4.1834455579184056,-10.294976066670925,7.6814218,17.63169695946603,0.7707775603454415,0.7709905006374614,0.052465796,2.839055,7.679498820027064,0.7709905006374614,1.4432911929053232,237.35974049568176,1.3872893,45,-10.294976066670925,1.3348235
17.537079,17.213005,136.4817884463369,147.33323433268606,0.6616373062133789,5.473008871078491,2,1.0041168,40.46293988704223,0.009070913,14.141559,0.022197246551513672,1.5546894073486328,0.0,-1.1705059034670913,10.85144588634914,8.076499,17.676837992873168,0.6139156980686664,0.6148520111643188,0.1146431,2.8456652,8.074518472591242,0.6148520111643188,1.5207618283295155,242.83770370483398,-4.757652,46,-125.63034255998778,-4.872295
17.74583,17.25495,74.98682423499889,139.01212350429572,0.8124916553497314,7.211542129516602,2,1.0053916,24.026797718556644,0.009725043,12.694094,0.025719165802001953,3.0079240798950195,0.0,-15.229384486402463,64.02529926929682,8.455023,17.877172313768433,0.39360070592680063,0.3939574943604974,0.11617158,2.848099,8.454988666443468,0.3939574943604974,1.4446387249839017,250.09355664253235,-0.025164325,47,-10.96152496570207,-0.1413359
17.581919,17.43725,0.0,4.685050832871818,0.5020828247070312,5.832331657409668,1,1.0107384,10.80685667035897,0.0064850594,13.370722,0.015013694763183594,1.9682140350341797,0.0,0.1807945164405822,4.685050832871818,8.425889,17.721168793352955,0.7587183101228299,0.7585456699036865,0.04660487,2.8586087,8.424849805679486,0.7585456699036865,1.461150204341327,255.93083548545837,1.854388,48,4.685050832871818,1.8077831
17.532858,17.519518,0.0,-67.35035603399521,0.48532557487487793,5.451853513717651,1,1.0132138,26.24279562317889,0.006563915,12.804254,0.015032052993774414,1.621568202972412,0.0,-1.136996384640415,-67.35035603399521,8.730015,17.662288879472616,0.6781363167035206,0.67534200318573,0.02853012,2.8633156,8.727394212425915,0.67534200318573,1.4487793357681047,261.4230661392212,-5.839068,49,-67.35035603399521,-5.867598
17.649996,17.400385,0.0,43.55355257211044,0.49230051040649414,5.201481580734253,1,1.0099058,39.00661468201897,0.006516897,11.95833,0.014827251434326172,1.3737263679504395,0.0,0.27431813714039754,43.55355257211044,8.867414,17.7758743347296,0.5766037167767815,0.5830443355576623,0.081273556,2.8564923,8.867671746523637,0.5830443355576623,1.4420317449912001,266.6298117637634,3.1162674,50,43.55355257211044,3.034994
17.610283,17.317453,0.0,-83.58624510153211,0.4909555912017822,5.0263566970825195,1,1.0074931,19.127920317795308,0.008382052,12.37512,0.015114784240722656,1.211982250213623,0.0,-2.1929072687046975,-83.58624510153211,9.038059,17.73321675479487,0.791374416167957,0.7943325296648331,0.041048527,2.8517148,9.037986196647765,0.7943325296648331,1.4271576234594001,271.6969590187073,-3.0083785,51,-83.58624510153211,-3.049427
17.976765,17.244354,0.0,35.79014146059123,0.49890756607055664,5.573258638381958,1,1.0052854,31.220028560899717,0.009588035,12.60499,0.01499032974243164,1.7278194427490234,0.0,-0.834290646308286,35.79014146059123,9.286592,18.10706182847222,0.7651810940581274,0.7625641318279736,0.07955599,2.8474848,9.286336219323926,0.7625641318279736,1.4558395516132139,277.2762362957001,4.099276,52,35.79014146059123,4.01972
18.022871,17.115156,0.0,-69.48034216976703,0.5010635852813721,6.263520002365112,1,1.0015101,22.784462519048454,0.008555417,10.456381,0.014914751052856445,2.4554507732391357,0.0,0.47974774509539286,-69.48034216976703,9.546819,18.12724312756011,0.7792585553047684,0.7795743799831737,0.022567749,2.8399644,9.545813804958724,0.7795743799831737,1.393680339629243,283.5804126262665,-5.8298163,53,-69.48034216976703,-5.852384
17.91141,16.905134,59.610248634212894,146.25035314272975,0.8369207382202148,6.362782716751099,3,0.9955269,28.992562507979283,0.0066054645,12.843625,0.026125669479370117,2.2067902088165283,0.0,-0.06571231914264475,77.5329895305552,10.070185,18.035930807419703,0.4914481761837698,0.49259988587330583,0.050598145,2.8276174,10.070203387028817,0.49259988587330583,1.4586414031374302,289.9481315612793,-11.818418,54,0.8834627696415538,-11.869016
17.915558,16.871578,0.0,-67.25697780722794,0.4869692325592041,5.676738500595093,1,0.9945589,30.976014511484788,0.0096754385,12.624981,0.015181541442871094,1.8304986953735352,0.0,-0.3781032584380708,-67.25697780722794,10.302703,18.05742030592057,0.840035227342238,0.8387058339210149,0.035796165,2.8256304,10.302082879576679,0.8387058339210149,1.3883666788384053,295.6653320789337,-5.601552,55,-67.25697780722794,-5.637348
17.83266,17.106634,0.0,-70.06516199467994,0.4930894374847412,5.507967710494995,1,1.00142,26.624355555170634,0.006729512,11.137144,0.015215396881103516,1.7670507431030273,0.0,0.9364330439646664,-70.06516199467994,10.507249,17.937918349243756,0.764871139264328,0.7618036708774568,0.02055788,2.8394663,10.506752492299055,0.7618036708774568,1.3732344300114248,301.1788773536682,-7.3500996,56,-70.06516199467994,-7.3706574
17.723547,16.872402,100.15364823226012,172.7046217207868,0.8439178466796875,5.999079942703247,2,0.9943157,52.5552277735588,0.006452933,12.881269,0.02706742286682129,1.718109369277954,0.0,0.3538443958275843,72.5509734885267,10.530834,17.856515456252403,0.7425725639701279,0.7414000503911492,0.038266182,2.8256793,10.529790758676198,0.7414000503911492,1.416256357557678,307.21885919570923,-6.3203487,57,-27.60267474373343,-6.358615
17.514172,16.67866,0.0,-65.18028806889335,0.4965946674346924,5.341911315917969,1,0.9885179,34.066320939003916,0.006639569,13.087926,0.015380859375,1.500317096710205,0.0,0.20198897150238926,-65.18028806889335,10.702246,17.65506818665185,0.8103617870051637,0.809885617813666,0.029093742,2.81413,10.703416920071609,0.809885617813666,1.415110371552396,312.5676350593567,-9.453919,58,-65.18028806889335,-9.483013
17.494308,16.521671,0.0,103.98190923760724,0.4906442165374756,5.2712562084198,1,0.98380077,68.18176482260279,0.009928144,11.748372,0.015086174011230469,1.4145839214324951,0.0,-2.060279155621619,103.98190923760724,10.652205,17.63543864119168,0.5334304184158083,0.5332757851406783,0.14200194,2.804673,10.649612618819313,0.5332757851406783,1.3633902282068675,317.8796455860138,-0.21510448,59,103.98190923760724,-0.35710642
17.502155,16.605442,0.0,-27.042625979683162,0.49411869049072266,5.326746940612793,1,0.986217,62.863555391561576,0.009781726,10.604717,0.014979124069213867,1.3914899826049805,0.0,-0.8816422746898134,-27.042625979683162,10.75043,17.61719006070353,0.5613001205401883,0.561113258526557,0.052197456,2.8097305,10.74970393341982,0.561113258526557,1.3317648100017438,323.2122778892517,-8.54378,60,-27.042625979683162,-8.595978
17.181675,16.950596,0.0,-68.12514775147486,0.4969477653503418,5.81569242477417,1,0.99646485,41.34086279115597,0.0058770985,9.658015,0.015358448028564453,2.0257132053375244,0.0,0.3507777494454801,-68.12514775147486,10.692611,17.297633566355106,0.7035761397997939,0.7104582571392225,0.025629044,2.830303,10.691989576543603,0.7104582571392225,1.313730179682167,329.0685384273529,-8.69061,61,-68.12514775147486,-8.716239
16.9673,16.917336,0.0,-37.11991296312992,0.4877932071685791,5.98538064956665,1,0.99544334,65.2842524516966,0.0067491056,11.078223,0.01486515998840332,2.1573150157928467,0.0,0.9301610774975643,-37.11991296312992,10.673031,17.094996990020164,0.6899742596172341,0.6999937963523734,0.029444695,2.8283389,10.673483444190715,0.6999937963523734,1.3631758850210736,335.0592107772827,-6.7573333,62,-37.11991296312992,-6.786778
16.77579,16.908432,0.0,-11.900925173731185,0.49843382835388184,5.485746145248413,1,0.99529403,73.15803537438417,0.0070418804,9.740421,0.015027284622192383,1.5800697803497314,0.0,-0.9094685366303445,-11.900925173731185,10.625291,16.891222010425732,0.35659099814859496,0.3565745625492174,0.044918537,2.8278124,10.623708598223988,0.3565745625492174,1.3354640413790522,340.58479022979736,-7.4680767,63,-11.900925173731185,-7.5129952
