Entropy,ProcessExecTime,ExplainedVariance,PolicyExecTime,NumTrajs,Time,LossBefore,EnvExecTime,LossAfter,ItrTime,MeanKLBefore,AverageReturn,MeanKL,MinReturn,StdReturn,AveragePolicyStd,AbsLearnSignal,Perplexity,Iteration,dLoss,AverageDiscountedReturn,MaxReturn
2.8378766,0.01932215690612793,4.914957330015568e-13,0.6218459606170654,23,1.6489498615264893,-7.3465523e-09,0.4583933353424072,-0.020739434,1.6489391326904297,0.0,-530.5835814337889,0.0073603787,-1146.3550397164013,247.5771329997512,1.0,0.798154774582417,17.07946,0,0.020739427,-280.37593440124726,-101.44027347362834
2.8365312,0.02001476287841797,0.5939272592219519,0.4951455593109131,22,2.851409673690796,6.5770642e-09,0.4661834239959717,-0.058826745,1.192063331604004,0.0,-451.35117779965253,0.008737457,-826.7231417121994,184.07939575681854,0.9993335,0.6101594560807043,17.056496,1,0.058826752,-231.15919989463157,-80.03663376458044
2.836404,0.019532442092895508,0.6146559457816148,0.47449302673339844,23,3.9814376831054688,-3.807083e-09,0.4238548278808594,-0.03310133,1.1250250339508057,0.0,-367.6161957119606,0.009531284,-782.4839272016715,222.87786088601104,0.99927527,0.6928424655198865,17.054329,2,0.033101328,-192.71498309242733,39.112812607874844
2.8467019,0.019511938095092773,-3303.0058686013826,0.5121147632598877,15,5.909498691558838,7.52035e-09,1.1685163974761963,-0.00669607,1.9198474884033203,0.0,-406.37254040949455,0.009179856,-827.6412533582791,254.81178687029131,1.0044723,0.41637226914555003,17.230858,3,0.0066960775,-181.90081067445772,-85.11690259175188
2.8508012,0.0204317569732666,0.615673479859602,0.48568272590637207,21,7.114757061004639,6.612898e-09,0.46878552436828613,-0.02252781,1.2005128860473633,0.0,-467.8538882713755,0.008464076,-831.3690001716857,265.06947216705225,1.0065371,0.6909256554044275,17.30164,4,0.022527818,-235.82426238666562,-45.52515909368682
2.8513844,0.021137237548828125,0.6918751172572478,0.5145759582519531,22,8.334616899490356,-0.0,0.4690062999725342,-0.027433584,1.2151496410369873,0.0,-459.19617047037445,0.006430282,-861.805648879872,255.32453283739557,1.0068165,0.6512330314335988,17.311731,5,0.027433584,-232.956345918073,-73.75173191984587
2.8468246,0.020083189010620117,0.640281699243659,0.4828968048095703,23,9.488784551620483,4.763608e-09,0.4399402141571045,-0.029618884,1.1494712829589844,0.0,-401.3483821113252,0.006463573,-863.9306656432307,272.07144715989585,1.0046667,0.7314195426962555,17.232975,6,0.02961889,-210.42746129424896,14.070167677480015
2.8511097,0.020435094833374023,0.6911173300022077,0.49634432792663574,22,10.689754009246826,-0.0,0.445265531539917,-0.014723883,1.1966619491577148,0.0,-378.41521458597595,0.009370996,-728.5486710230994,209.96552505105214,1.0067663,0.7807443173680502,17.306978,7,0.014723883,-195.4976813820628,-25.224460092302024
2.8413405,0.021718740463256836,-0.08426481340109704,0.5174949169158936,23,11.974968433380127,5.4677933e-09,0.47756266593933105,-0.04047119,1.247056245803833,0.0,-277.4023430100658,0.009378595,-731.9444156268974,193.44064695417921,1.002009,0.6043257191758035,17.138725,8,0.040471192,-133.73807661492683,-73.86667775143269
2.847852,0.020768404006958008,0.3065737091137686,0.5017483234405518,22,13.174582481384277,-9.18319e-09,0.46571969985961914,-0.025639417,1.1953809261322021,0.0,-301.94640244538635,0.0067062126,-700.8327358674014,215.08908165758427,1.0052325,0.5230279730271851,17.250687,9,0.025639407,-139.38348464549412,-33.45705772439783
2.8708074,0.02011394500732422,0.46492603663069976,0.5054113864898682,20,14.372072696685791,-1.8617361e-09,0.4579141139984131,-0.019334514,1.1934645175933838,0.0,-342.1919628701848,0.0069957236,-639.7406695444059,178.75795764157934,1.0168617,0.7641498902742985,17.651264,10,0.019334512,-157.2102652255415,-51.77067203859191
2.8898213,0.019736528396606445,-1.5705763780913164,0.4713759422302246,22,15.492152690887451,-9.461055e-10,0.41735172271728516,-0.025291288,1.1157639026641846,0.0,-230.46557285314591,0.007372176,-395.15057424468233,104.67163637183363,1.0267577,0.7050745121889919,17.990095,11,0.025291286,-112.22388469939534,-72.73563893508253
2.8940594,0.020821571350097656,-0.5617027481334615,0.4976952075958252,22,16.679133415222168,3.762029e-09,0.45673179626464844,-0.02003997,1.1829617023468018,0.0,-177.7929468398636,0.0064614248,-306.22967905859025,73.09121121685095,1.0289487,0.8038564435389869,18.0665,12,0.020039974,-84.13936240921068,-17.237638614149176
2.891172,0.020896196365356445,-0.13682164798687624,0.517341136932373,21,17.90350914001465,3.6556753e-09,0.46384620666503906,-0.018291837,1.220158338546753,0.0,-271.4906881001246,0.009821989,-538.6025003189372,137.77997133658602,1.0272003,0.7192239356068474,18.014408,13,0.01829184,-125.39699062972609,11.046260955784533
2.8849623,0.01956963539123535,-1057452.0101460868,0.5267741680145264,12,20.360258102416992,-6.760451e-10,1.6962902545928955,-0.013610401,2.451505184173584,0.0,-110.16813137470605,0.00688967,-260.00089122933286,66.56857153995284,1.0240986,0.47569289514047947,17.902893,14,0.0136104,-46.57303953220904,-4.6014906401899935
2.8920455,0.020575284957885742,-1.081859522788049,0.5033187866210938,20,21.570367097854614,-6.4970513e-09,0.46650171279907227,-0.033832386,1.2059123516082764,0.0,-269.88745355511526,0.009279804,-609.2490230676589,157.73697236840215,1.0275536,0.6392098801876961,18.030153,15,0.03383238,-113.07984702099436,-90.48799113528366
2.8856313,0.02054572105407715,-0.0871009756547183,0.4969909191131592,22,22.78298807144165,3.7583225e-09,0.4388439655303955,-0.03972361,1.175342082977295,0.0,-144.86875534394818,0.008926318,-418.744020870608,105.9374030850614,1.0241826,0.7663039851480259,17.914875,16,0.039723612,-68.98883148311778,8.070043618320497
2.8937166,0.020444154739379883,-1.516047805154519,0.5013322830200195,19,24.00721788406372,6.415877e-09,0.49681854248046875,-0.0273187,1.2192387580871582,0.0,-181.0535297136981,0.009871287,-455.4076989702361,115.31775303443517,1.0283794,0.510473337069724,18.060307,17,0.027318705,-74.49969940776053,-26.20388419503584
2.8875782,0.019748210906982422,0.06802223945840324,0.4858365058898926,20,25.173950672149658,-3.775059e-09,0.442227840423584,-0.036515776,1.16231107711792,0.0,-214.16491978939115,0.008016969,-727.05784832623,169.11718361316207,1.0252723,0.644456238520239,17.949787,18,0.036515772,-95.40799056265625,-5.643436746803573
2.8874497,0.01975870132446289,-1.7057705473507663,0.4878504276275635,18,26.34944796562195,-1.1302807e-08,0.45890378952026367,-0.022169812,1.1710820198059082,0.0,-124.12805361696977,0.00918644,-381.5273918196244,94.9044874732946,1.0251193,0.668123105581157,17.947481,19,0.0221698,-47.48477966466992,22.646084478561022
2.9029706,0.021469593048095703,-3.1170883343409983,0.5060539245605469,19,27.627318620681763,7.2077415e-09,0.5167405605316162,-0.023580434,1.2735090255737305,0.0,-119.4092907474242,0.00730506,-328.3142283696654,86.20372997749742,1.0332297,0.5737409309434951,18.228212,20,0.023580441,-48.59794091994671,-0.1564185293861442
2.9088244,0.02032947540283203,0.23224717088907054,0.4921255111694336,21,28.821186542510986,-0.0,0.4587552547454834,-0.01940993,1.1896827220916748,0.0,-68.76048396823496,0.006566806,-152.47968015936584,50.68282829555149,1.0364031,0.7919454565762825,18.335232,21,0.01940993,-31.12043009907493,42.51282678445156
2.900089,0.020650863647460938,-0.9977955750815424,0.5089116096496582,18,30.15182399749756,-9.022463e-09,0.5888187885284424,-0.036784388,1.3262827396392822,0.0,-99.30448222232584,0.006994843,-262.70631826435306,76.16968718984242,1.0320154,0.42612609647986754,18.175764,22,0.03678438,-34.39814769277806,8.81235271753988
2.905534,0.020087480545043945,-782.6601291118749,0.5512344837188721,11,32.32573318481445,-0.0,1.3900880813598633,-0.014011591,2.1692380905151367,0.0,-114.70379456561842,0.00862503,-326.51669806174584,102.26370125157099,1.0348088,0.45041345262631477,18.275,23,0.014011591,-36.619170917413264,37.21797550995654
2.9324276,0.020830869674682617,0.06905334514575101,0.492570161819458,21,33.55450415611267,-0.0,0.45986056327819824,-0.028529707,1.1921515464782715,0.0,-114.14332146304713,0.008189704,-388.47076220007153,90.59838341873657,1.0484544,0.6815622186687289,18.77315,24,0.028529707,-50.23173836018794,-16.847624992509623
2.9323995,0.019945383071899414,-1.3622806868912876,0.502105712890625,16,34.854411602020264,-3.7126007e-09,0.5548043251037598,-0.023727058,1.2957806587219238,0.0,-121.16475191537377,0.0067069847,-356.16924547918313,92.31983709018705,1.0484753,0.48527345069771805,18.772621,25,0.023727054,-33.804235620587306,-12.43811080184095
2.9432406,0.02082967758178711,0.026096819579261687,0.5288398265838623,18,36.25509428977966,-3.7071888e-09,0.6391763687133789,-0.03245352,1.396127462387085,0.0,-114.53180665145624,0.006607796,-509.04722899227846,118.53811359677708,1.054105,0.4674805123217192,18.977245,26,0.032453515,-33.26666488188479,22.63540232635205
2.957104,0.019569873809814453,-3.86515389395493,0.4873197078704834,19,37.45079326629639,-3.710795e-09,0.4760017395019531,-0.004605382,1.1914267539978027,0.0,-88.84969356278829,0.0055056,-172.44964800753195,50.116331080413865,1.0615087,0.27013203805067293,19.242165,27,0.0046053785,-35.58343176021317,0.9480642458646287
2.9594793,0.02008223533630371,0.21802252451669346,0.5010194778442383,19,38.73727059364319,-9.400437e-10,0.5445261001586914,-0.02166575,1.2821362018585205,0.0,-84.4485635703033,0.006477608,-387.34223294093874,81.26803763989113,1.0627494,0.5313632895140523,19.287926,28,0.021665748,-26.600560982449995,-2.053472574163223
2.986648,0.020685434341430664,0.5844095835705274,0.4989023208618164,20,39.97532796859741,-1.6931837e-08,0.49642300605773926,-0.0026280587,1.2340176105499268,0.0,-78.99157860021229,0.002382515,-189.81302006614663,51.4953142139959,1.0772921,0.6138967481917598,19.81914,29,0.0026280417,-29.608358413558733,18.47162312016674
2.9848588,0.020697832107543945,-0.6338598407648517,0.5230374336242676,18,41.32865118980408,1.7718055e-08,0.5895252227783203,-0.0005784484,1.3491706848144531,0.0,-85.99573451405067,0.0026733375,-372.67132873872345,85.91577384042552,1.076335,0.3129945036608008,19.783707,30,0.0005784661,-19.14159281732492,-7.012791683096978
2.971206,0.022037744522094727,0.43204253340293,0.5554006099700928,17,42.92398691177368,7.332431e-09,0.7756457328796387,-0.032451287,1.5912325382232666,0.0,-117.43477093127332,0.0086146705,-416.60468817812114,110.74042453226384,1.0693939,0.6048831191271232,19.51544,31,0.032451294,-32.38394953318258,-12.933773233513179
2.966583,0.020437002182006836,0.38271902491379384,0.48046278953552246,20,44.17169451713562,-7.587662e-09,0.4941997528076172,-0.015784672,1.2101373672485352,0.0,-63.973519963700156,0.009430448,-167.94814629953265,47.85122139473136,1.0669317,0.7702495470003058,19.42543,32,0.015784664,-25.15517323658511,11.125049145475927
2.9878922,0.019651412963867188,-1.2942935787573018,0.5025484561920166,15,45.70009660720825,-8.097671e-09,0.7921521663665771,-0.022756882,1.5240576267242432,0.0,-100.39697620231394,0.008003169,-363.0800509857865,91.0091833455573,1.0784292,0.42085342070698367,19.843811,33,0.022756875,-22.934990341045438,32.26606699068819
2.9882965,0.021080732345581055,-3.4751805251289456,0.5402016639709473,13,47.59082317352295,-1.0775981e-08,1.1035308837890625,-0.0235323,1.8842010498046875,0.0,-122.55370913060895,0.0092036845,-327.0192014714795,77.0985582625276,1.0786583,0.4762090993908169,19.851837,34,0.023532288,-27.482419392216684,-21.17313675628175
2.963253,0.020293235778808594,0.45282243705930847,0.49948763847351074,17,48.8951358795166,-1.891273e-09,0.5699951648712158,-0.036028426,1.2999293804168701,0.0,-65.71513494510674,0.008787617,-184.10399074680458,48.208009418068,1.0651654,0.6659049034066796,19.360851,35,0.036028422,-17.316463482601044,13.449146344772444
2.9568818,0.023456096649169922,-0.16017801788202668,0.6145415306091309,13,50.80779218673706,1.5458026e-08,1.0669100284576416,-0.015510808,1.9083473682403564,0.0,-91.9049568799899,0.006718508,-223.54761526148627,77.50283255220113,1.0616581,0.6638604177719537,19.23789,36,0.015510824,-10.86062178701301,13.358780490047295
